wcvp_id|ipni_id|family|taxon_name|authority|infra_rank|only_synonym_has_common_name
505259|106382-2|Apocynaceae|Funastrum glaucum|(Kunth) Schltr.||Y
505261|106384-2|Apocynaceae|Funastrum gracile|(Decne.) Schltr.||
505263|106386-2|Apocynaceae|Funastrum heterophyllum|(Engelm. ex Torr.) Standl.||
84894|79098-1|Apocynaceae|Funtumia africana|(Benth.) Stapf||
84896|79099-1|Apocynaceae|Funtumia elastica|(Preuss) Stapf||
88950|108063-2|Apocynaceae|Geissospermum argenteum|Woodson||
88953|79123-1|Apocynaceae|Geissospermum laeve|(Vell.) Miers||
88957|277356-2|Apocynaceae|Geissospermum reticulatum|A.H.Gentry||
88958|1006780-1|Apocynaceae|Geissospermum sericeum|Miers||
88960|277357-2|Apocynaceae|Geissospermum urceolatum|A.H.Gentry||
529782|77190782-1|Apocynaceae|Genianthus micranthus|(Roxb.) I.M.Turner||Y
505611|988311-1|Apocynaceae|Gomphocarpus cancellatus|(Burm.f.) Bruyns||
505636|97604-1|Apocynaceae|Gomphocarpus filiformis|(E.Mey.) D.Dietr.||
505642|97610-1|Apocynaceae|Gomphocarpus fruticosus|(L.) W.T.Aiton||
505645|20003123-1|Apocynaceae|Gomphocarpus fruticosus subsp. decipiens|(N.E.Br.) Goyder & Nicholas|subsp.|Y
505647|77172645-1|Apocynaceae|Gomphocarpus fruticosus subsp. fruticosus||subsp.|
505649|20003224-1|Apocynaceae|Gomphocarpus fruticosus subsp. rostratus|(N.E.Br.) Goyder & Nicholas|subsp.|Y
505657|97617-1|Apocynaceae|Gomphocarpus glaucophyllus|Schltr.||
505668|97627-1|Apocynaceae|Gomphocarpus integer|(N.E.Br.) Bullock||
505708|97670-1|Apocynaceae|Gomphocarpus physocarpus|E.Mey.||
505713|97673-1|Apocynaceae|Gomphocarpus purpurascens|A.Rich.||
505733|97692-1|Apocynaceae|Gomphocarpus semilunatus|A.Rich.||
505738|97698-1|Apocynaceae|Gomphocarpus sinaicus|Boiss.||
505743|97703-1|Apocynaceae|Gomphocarpus stenophyllus|Oliv.||
505752|97711-1|Apocynaceae|Gomphocarpus tomentosus|Burch.||
505754|77173493-1|Apocynaceae|Gomphocarpus tomentosus subsp. tomentosus||subsp.|
505780|97735-1|Apocynaceae|Gongronema filipes|Kerr||Y
505790|97744-1|Apocynaceae|Gongronema napalense|(Wall.) Decne.||
91637|79133-1|Apocynaceae|Gonioma kamassi|E.Mey.||
505428|112360-2|Apocynaceae|Gonolobus erianthus|Decne.||
505927|97945-1|Apocynaceae|Gonolobus parviflorus|Decne.||
506269|98158-1|Apocynaceae|Gymnema decaisneanum|Wight||Y
506276|98165-1|Apocynaceae|Gymnema foetidum|Tsiang||
506289|98176-1|Apocynaceae|Gymnema inodorum|(Lour.) Decne.||
506295|77242125-1|Apocynaceae|Gymnema lactiferum|(L.) R.Br. ex Schult.||
506300|98182-1|Apocynaceae|Gymnema latifolium|Wall. ex Wight||
506303|98186-1|Apocynaceae|Gymnema longiretinaculatum|Tsiang||
506318|98198-1|Apocynaceae|Gymnema montanum|(Roxb.) Hook.f.||
506350|60454719-2|Apocynaceae|Gymnema sylvestre|(Retz.) R.Br. ex Sm.||
506366|98238-1|Apocynaceae|Gymnema yunnanense|Tsiang||
96116|328991-2|Apocynaceae|Hancornia speciosa|Gomes||
96249|79244-1|Apocynaceae|Haplophyton cimicidum|A.DC.||
96252|117868-2|Apocynaceae|Haplophyton crooksii|(L.D.Benson) L.D.Benson||
506392|60443873-2|Apocynaceae|Hemidesmus indicus|(L.) R.Br.||
506428|98274-1|Apocynaceae|Heterostemma alatum|Wight & Arn.||
506435|98280-1|Apocynaceae|Heterostemma cuspidatum|Decne.||
506437|947053-1|Apocynaceae|Heterostemma deccanense|(Talbot) Swarupan. & Mangaly||
506439|98282-1|Apocynaceae|Heterostemma esquirolii|(H.Lév.) Tsiang||
506454|98294-1|Apocynaceae|Heterostemma oblongifolium|Costantin||
506457|98296-1|Apocynaceae|Heterostemma piperifolium|King & Gamble||
506466|98304-1|Apocynaceae|Heterostemma tanjorense|Wight & Arn.||
99294|122688-2|Apocynaceae|Himatanthus articulatus|(Vahl) Woodson||
99299|122690-2|Apocynaceae|Himatanthus bracteatus|(A.DC.) Woodson||
99302|962260-1|Apocynaceae|Himatanthus drasticus|(Mart.) Plumel||
99308|122695-2|Apocynaceae|Himatanthus phagedaenicus|(Mart.) Woodson||
490928|77136056-1|Apocynaceae|Himatanthus revolutus|(Huber) Spina & Kin.-Gouv.||Y
99314|962262-1|Apocynaceae|Himatanthus tarapotensis|(K.Schum. ex Markgr.) Plumel||
99601|79297-1|Apocynaceae|Holarrhena curtisii|King & Gamble||
99606|79302-1|Apocynaceae|Holarrhena floribunda|(G.Don) T.Durand & Schinz||
99616|79311-1|Apocynaceae|Holarrhena mitis|(Vahl) R.Br. ex Roem. & Schult.||
99622|79318-1|Apocynaceae|Holarrhena pubescens|Wall. ex G.Don||
506509|98337-1|Apocynaceae|Hoodia currorii|(Hook.) Decne.||
506510|77173457-1|Apocynaceae|Hoodia currorii subsp. currorii||subsp.|Y
506511|973590-1|Apocynaceae|Hoodia currorii subsp. lugardii|(N.E.Br.) Bruyns|subsp.|Y
506521|98342-1|Apocynaceae|Hoodia gordonii|(Masson) Sweet ex Decne.||
506534|964735-1|Apocynaceae|Hoodia officinalis|(N.E.Br.) Plowes||
506535|973592-1|Apocynaceae|Hoodia officinalis subsp. delaetiana|(Dinter) Bruyns|subsp.|Y
506536|77172678-1|Apocynaceae|Hoodia officinalis subsp. officinalis||subsp.|Y
506538|964736-1|Apocynaceae|Hoodia pedicellata|(Schinz) Plowes||
506541|964737-1|Apocynaceae|Hoodia pilifera|(L.f.) Plowes||
506544|973594-1|Apocynaceae|Hoodia pilifera subsp. pillansii|(N.E.Br.) Bruyns|subsp.|
506587|98369-1|Apocynaceae|Hoya alexicaca|(Jacq.) Moon||Y
506599|98375-1|Apocynaceae|Hoya anulata|Schltr.||Y
506612|98382-1|Apocynaceae|Hoya australis|R.Br. ex J.Traill||
506614|77094311-1|Apocynaceae|Hoya australis subsp. melanesica|P.I.Forst. & Liddle|subsp.|Y
506676|107308-3|Apocynaceae|Hoya carnosa|(L.f.) R.Br.||
506683|98409-1|Apocynaceae|Hoya caudata|Hook.f.||
506692|982437-1|Apocynaceae|Hoya chinghungensis|(Y.Tsiang & P.T.Li) M.G.Gilbert, P.T.Li & W.D.Stevens||Y
506717|98425-1|Apocynaceae|Hoya coriacea|Blume||
506721|98429-1|Apocynaceae|Hoya coronaria|Blume||
506751|98444-1|Apocynaceae|Hoya diptera|Seem.||
506753|98446-1|Apocynaceae|Hoya diversifolia|Blume||
506794|98473-1|Apocynaceae|Hoya fungii|Merr.||
506805|98480-1|Apocynaceae|Hoya globulosa|Hook.f.||
506816|98488-1|Apocynaceae|Hoya griffithii|Hook.f.||
506839|98501-1|Apocynaceae|Hoya imbricata|Decne.||
506859|98512-1|Apocynaceae|Hoya kerrii|Craib||
506873|98519-1|Apocynaceae|Hoya lacunosa|Blume||
506880|98524-1|Apocynaceae|Hoya lanceolata|Wall. ex D.Don||
506889|98528-1|Apocynaceae|Hoya latifolia|G.Don||
506927|98548-1|Apocynaceae|Hoya lyi|H.Lév.||
506979|98577-1|Apocynaceae|Hoya multiflora|Blume||
506991|98583-1|Apocynaceae|Hoya nicholsoniae|F.Muell.||Y
507028|98606-1|Apocynaceae|Hoya ovalifolia|Wight & Arn.||
507042|98615-1|Apocynaceae|Hoya pandurata|Tsiang||
507056|98623-1|Apocynaceae|Hoya pauciflora|Wight||
507122|98669-1|Apocynaceae|Hoya reticulata|Moon||Y
507144|98683-1|Apocynaceae|Hoya rumphii|Blume||
507196|98706-1|Apocynaceae|Hoya sussuela|(Roxb.) Merr.||
507242|98729-1|Apocynaceae|Hoya verticillata|(Vahl) G.Don||
507245|77173117-1|Apocynaceae|Hoya verticillata var. verticillata||var.|Y
507266|98740-1|Apocynaceae|Hoya wightii|Hook.f.||
507274|98742-1|Apocynaceae|Hoya yuennanensis|Hand.-Mazz.||
507345|98774-1|Apocynaceae|Huernia hystrix|(Hook.f.) N.E.Br.||
507353|98777-1|Apocynaceae|Huernia keniensis|R.E.Fr.||
507395|98798-1|Apocynaceae|Huernia pendula|E.A.Bruce||
507431|98817-1|Apocynaceae|Huernia stapelioides|Schltr.||
507460|98833-1|Apocynaceae|Huernia zebrina|N.E.Br.||
100792|79339-1|Apocynaceae|Hunteria ballayi|Hua||
100795|79342-1|Apocynaceae|Hunteria congolana|Pichon||
100804|79356-1|Apocynaceae|Hunteria ghanensis|J.B.Hall & Leeuwenb.||
100819|79368-1|Apocynaceae|Hunteria umbellata|(K.Schum.) Hallier f.||
100820|79369-1|Apocynaceae|Hunteria zeylanica|(Retz.) Gardner ex Thwaites||
102359|79384-1|Apocynaceae|Ichnocarpus frutescens|(L.) W.T.Aiton||
103157|79412-1|Apocynaceae|Isonema smeathmannii|Roem. & Schult.||
507552|982440-1|Apocynaceae|Jasminanthes chunii|(Tsiang) W.D.Stevens & P.T.Li||Y
507553|982441-1|Apocynaceae|Jasminanthes mucronata|(Blanco) W.D.Stevens & P.T.Li||Y
105551|942329-1|Apocynaceae|Kamettia caryophyllata|(Roxb.) Nicolson & Suresh||
507595|98887-1|Apocynaceae|Kanahia laniflora|(Forssk.) R.Br.||
105923|79447-1|Apocynaceae|Kibatalia arborea|(Blume) G.Don||
105924|79448-1|Apocynaceae|Kibatalia blancoi|(Rolfe ex Stapf) Merr.||
105930|79454-1|Apocynaceae|Kibatalia gitingensis|(Elmer) Woodson||
105932|79456-1|Apocynaceae|Kibatalia laurifolia|(Ridl.) Woodson||Y
105936|79460-1|Apocynaceae|Kibatalia macrophylla|(Pierre ex Hua) Woodson||
105937|79461-1|Apocynaceae|Kibatalia maingayi|(Hook.f.) Woodson||
106320|79490-1|Apocynaceae|Kopsia arborea|Blume||
106326|79496-1|Apocynaceae|Kopsia flavida|Blume||
106327|79497-1|Apocynaceae|Kopsia fruticosa|(Roxb.) A.DC.||
106330|79500-1|Apocynaceae|Kopsia hainanensis|Tsiang||
106337|60436658-2|Apocynaceae|Kopsia larutensis|King & Gamble||
106340|79511-1|Apocynaceae|Kopsia macrophylla|Hook.f.||
106763|134481-2|Apocynaceae|Lacmellea aculeata|(Ducke) Monach.||
106764|79531-1|Apocynaceae|Lacmellea arborescens|(Müll.Arg.) Markgr.||Y
106768|79551-1|Apocynaceae|Lacmellea edulis|H.Karst.||Y
106781|134501-2|Apocynaceae|Lacmellea peruviana|(Van Heurck & Müll.Arg.) Markgr.||
106787|134507-2|Apocynaceae|Lacmellea standleyi|(Woodson) Monach.||
106788|134508-2|Apocynaceae|Lacmellea utilis|(Arn.) Markgr.||
107659|79582-1|Apocynaceae|Landolphia buchananii|(Hallier f.) Stapf||
107663|79586-1|Apocynaceae|Landolphia camptoloba|(K.Schum.) Pichon||
107687|79607-1|Apocynaceae|Landolphia dulcis|(Sabine ex G.Don) Pichon||
107700|79616-1|Apocynaceae|Landolphia foretiana|(Pierre ex Jum.) Pichon||
107711|79625-1|Apocynaceae|Landolphia gummifera|(Poir.) K.Schum.||Y
107713|79629-1|Apocynaceae|Landolphia heudelotii|A.DC.||
107714|79630-1|Apocynaceae|Landolphia hirsuta|(Hua) Pichon||
107717|969158-1|Apocynaceae|Landolphia incerta|(K.Schum.) J.G.M.Pers.||Y
107720|79637-1|Apocynaceae|Landolphia kirkii|Dyer ex Hook.f.||
107723|79639-1|Apocynaceae|Landolphia lanceolata|(K.Schum.) Pichon||
107749|79667-1|Apocynaceae|Landolphia myrtifolia|(Poir.) Markgr.||
107760|79672-1|Apocynaceae|Landolphia owariensis|P.Beauv.||
107787|79690-1|Apocynaceae|Landolphia rufescens|(De Wild.) Pichon||Y
107806|79701-1|Apocynaceae|Landolphia subrepanda|(K.Schum.) Pichon||
507684|995322-1|Apocynaceae|Larryleachia marlothii|(N.E.Br.) Plowes||Y
110875|79765-1|Apocynaceae|Lepiniopsis ternatensis|Valeton||
507742|98961-1|Apocynaceae|Leptadenia arborea|(Forssk.) Schweinf.||
507759|77143808-1|Apocynaceae|Leptadenia lanceolata|(Poir.) Goyder||Y
507754|77173519-1|Apocynaceae|Leptadenia lanceolata subsp. lanceolata||subsp.|Y
507763|98978-1|Apocynaceae|Leptadenia madagascariensis|Decne.||
507765|98980-1|Apocynaceae|Leptadenia pyrotechnica|(Forssk.) Decne.||
507766|20009712-1|Apocynaceae|Leptadenia reticulata|(Retz.) Wight & Arn.||
112009|77177343-1|Apocynaceae|Leuconotis eugeniifolia|(Wall. ex G.Don) A.DC.||
530243|77190311-1|Apocynaceae|Lygisma calcicola|(M.R.Hend.) Schneidt, Meve & Liede||Y
116912|79852-1|Apocynaceae|Macoubea guianensis|Aubl.||
116918|148754-2|Apocynaceae|Macoubea sprucei|(Müll.Arg.) Markgr.||
526059|77165028-1|Apocynaceae|Macropharynx peltata|(Vell.) J.F.Morales, M.E.Endress & Liede||
548467|77234276-1|Apocynaceae|Macroscepis grandiflora|(Mart.) H.A.Keller & Liede||Y
119142|79888-1|Apocynaceae|Malouetia arborea|(Vell.) Miers||
119145|79890-1|Apocynaceae|Malouetia bequaertiana|Woodson||
119153|79896-1|Apocynaceae|Malouetia flavescens|(Willd. ex Roem. & Schult.) Müll.Arg.||Y
119155|79898-1|Apocynaceae|Malouetia glandulifera|Miers||
119161|79904-1|Apocynaceae|Malouetia heudelotii|A.DC.||
119172|280308-2|Apocynaceae|Malouetia naias|M.E.Endress||
119173|79913-1|Apocynaceae|Malouetia nitida|Spruce ex Müll.Arg.||
119187|79926-1|Apocynaceae|Malouetia tamaquarina|(Aubl.) A.DC.||
119210|79936-1|Apocynaceae|Mandevilla × amabilis|(Backh. & Backh.f.) Dress||Y
119211|151920-2|Apocynaceae|Mandevilla anceps|Woodson||
119215|151923-2|Apocynaceae|Mandevilla annulariifolia|Woodson||
119220|151926-2|Apocynaceae|Mandevilla atroviolacea|(Stadelm.) Woodson||Y
119267|79989-1|Apocynaceae|Mandevilla foliosa|(Müll.Arg.) Hemsl.||Y
119269|151972-2|Apocynaceae|Mandevilla fragrans|(Stadelm.) Woodson||Y
119275|151979-2|Apocynaceae|Mandevilla hirsuta|(Rich.) K.Schum.||
119280|151980-2|Apocynaceae|Mandevilla hypoleuca|(Benth.) Pichon||Y
119281|151981-2|Apocynaceae|Mandevilla illustris|(Vell.) Woodson||
119285|151987-2|Apocynaceae|Mandevilla javitensis|(Kunth) K.Schum.||Y
119294|151995-2|Apocynaceae|Mandevilla laxa|(Ruiz & Pav.) Woodson||
119301|152002-2|Apocynaceae|Mandevilla longiflora|(Desf.) Pichon||Y
119329|152033-2|Apocynaceae|Mandevilla pentlandiana|(DC.) Woodson||
119331|152035-2|Apocynaceae|Mandevilla petraea|(A.St.-Hil.) Pichon||Y
119334|280388-2|Apocynaceae|Mandevilla pohliana|(Stadelm.) A.H.Gentry||
119354|152052-2|Apocynaceae|Mandevilla scabra|(Hoffmanns. ex Roem. & Schult.) K.Schum.||
119361|152059-2|Apocynaceae|Mandevilla spigeliiflora|(Stadelm.) Woodson||Y
119362|152060-2|Apocynaceae|Mandevilla splendens|(Hook.f.) Woodson||Y
119367|80081-1|Apocynaceae|Mandevilla subcarnosa|(Benth.) Benth. & Hook.f. ex B.D.Jacks.||
119372|152067-2|Apocynaceae|Mandevilla subsagittata|(Ruiz & Pav.) Woodson||
119381|152076-2|Apocynaceae|Mandevilla tenuifolia|(J.C.Mikan) Woodson||
119385|152083-2|Apocynaceae|Mandevilla torosa|(Jacq.) Woodson||
119395|152092-2|Apocynaceae|Mandevilla velame|(A.St.-Hil.) Pichon||Y
507901|99061-1|Apocynaceae|Margaretta rosea|Oliv.||
507913|99065-1|Apocynaceae|Marsdenia abyssinica|(Hochst.) Schltr.||
507975|99100-1|Apocynaceae|Marsdenia brunoniana|Wight & Arn.||
507993|99112-1|Apocynaceae|Marsdenia cavaleriei|(H.Lév.) Hand.-Mazz. ex Woodson||
508004|99118-1|Apocynaceae|Marsdenia cordifolia|Choux||
508009|99122-1|Apocynaceae|Marsdenia crinita|Oliv.||Y
508054|99153-1|Apocynaceae|Marsdenia formosana|Masam.||
508083|99173-1|Apocynaceae|Marsdenia griffithii|Hook.f.||
508093|99179-1|Apocynaceae|Marsdenia hamiltonii|Wight||
508127|99198-1|Apocynaceae|Marsdenia latifolia|(Benth.) K.Schum.||
508146|99211-1|Apocynaceae|Marsdenia lucida|Edgew. ex Madden||
508150|99215-1|Apocynaceae|Marsdenia macrantha|(Klotzsch) Schltr.||
508166|99226-1|Apocynaceae|Marsdenia mexicana|Decne.||
508194|99241-1|Apocynaceae|Marsdenia officinalis|Y.Tsiang & P.T.Li||
508197|99243-1|Apocynaceae|Marsdenia oreophila|W.W.Sm.||
508209|153596-2|Apocynaceae|Marsdenia parvifolia|Brandegee||
508256|99281-1|Apocynaceae|Marsdenia roylei|Wight||
508257|99282-1|Apocynaceae|Marsdenia rubicunda|(K.Schum.) N.E.Br.||Y
508264|99288-1|Apocynaceae|Marsdenia schimperi|Decne.||Y
508271|99294-1|Apocynaceae|Marsdenia sinensis|Hemsl.||
508300|99319-1|Apocynaceae|Marsdenia tenacissima|(Roxb.) Moon||
508308|99325-1|Apocynaceae|Marsdenia tinctoria|R.Br.||
508314|99327-1|Apocynaceae|Marsdenia tirunelvelica|A.N.Henry & Subr.||
508316|99328-1|Apocynaceae|Marsdenia tomentosa|C.Morren & Decne.||
508325|99332-1|Apocynaceae|Marsdenia truncata|Jum. & H.Perrier||
508371|99366-1|Apocynaceae|Marsdenia zimapanica|Hemsl.||
121027|80121-1|Apocynaceae|Mascarenhasia arborescens|A.DC.||
508415|154492-2|Apocynaceae|Matelea biflora|(Raf.) Woodson||
508463|154515-2|Apocynaceae|Matelea crenata|(Vail) Woodson||
508471|154520-2|Apocynaceae|Matelea cynanchoides|(Engelm. & A.Gray) Woodson||
508622|154568-2|Apocynaceae|Matelea nummularia|(Decne.) Woodson||Y
508649|154583-2|Apocynaceae|Matelea pedunculata|(Decne.) Woodson||Y
508685|154604-2|Apocynaceae|Matelea reticulata|(Engelm. ex A.Gray) Woodson||Y
124189|80183-1|Apocynaceae|Melodinus cochinchinensis|(Lour.) Merr.||
124209|80201-1|Apocynaceae|Melodinus fusiformis|Champ. ex Benth.||
124249|80239-1|Apocynaceae|Melodinus orientalis|Blume||
125929|30132318-2|Apocynaceae|Mesechites trifidus|(Jacq.) Müll.Arg.||
126906|80325-1|Apocynaceae|Micrechites jacquetii|Pierre ex Spire||Y
509087|99778-1|Apocynaceae|Microloma sagittatum|(L.) R.Br.||
509160|99811-1|Apocynaceae|Mondia ecornuta|(N.E.Br.) Bullock||
509161|99812-1|Apocynaceae|Mondia whitei|(Hook.f.) Skeels||
521333|77158413-1|Apocynaceae|Motandra paniculata|(Poir.) I.M.Turner||Y
130257|281069-2|Apocynaceae|Mucoa duckei|(Markgr.) Zarucchi||
509194|99829-1|Apocynaceae|Myriopteron extensum|(Wight) K.Schum.||
135196|80460-1|Apocynaceae|Nerium oleander|L.||
136690|80487-1|Apocynaceae|Ochrosia acuminata|Trimen ex Valeton||
136697|80491-1|Apocynaceae|Ochrosia borbonica|J.F.Gmel.||
136701|80495-1|Apocynaceae|Ochrosia coccinea|(Teijsm. & Binn.) Miq.||
136704|80497-1|Apocynaceae|Ochrosia compta|K.Schum.||
136707|80500-1|Apocynaceae|Ochrosia elliptica|Labill.||
136729|80522-1|Apocynaceae|Ochrosia mariannensis|A.DC.||
136743|80534-1|Apocynaceae|Ochrosia oppositifolia|(Lam.) K.Schum.||
136762|80554-1|Apocynaceae|Ochrosia vitiensis|(Markgr.) Pichon||
137483|1054185-2|Apocynaceae|Odontadenia nitida|(Vahl) Müll.Arg.||Y
137487|291380-2|Apocynaceae|Odontadenia puncticulosa|(Rich.) Pulle||
530683|77191232-1|Apocynaceae|Odontadenia semidigyna|(P.J.Bergius) J.F.Morales||Y
140117|80624-1|Apocynaceae|Oncinotis glabrata|(Baill.) Stapf ex Hiern||
140128|80635-1|Apocynaceae|Oncinotis nitida|Benth.||
140133|80641-1|Apocynaceae|Oncinotis tenuiloba|Stapf||
509301|20009807-1|Apocynaceae|Orbea carnosa subsp. keithii|(R.A.Dyer) Bruyns|subsp.|Y
509315|1019339-1|Apocynaceae|Orbea decaisneana|(Lem.) Bruyns||
509322|1019343-1|Apocynaceae|Orbea dummeri|(N.E.Br.) Bruyns||Y
509327|1019346-1|Apocynaceae|Orbea gerstneri|(Letty) Bruyns||Y
509349|1019357-1|Apocynaceae|Orbea lutea|(N.E.Br.) Bruyns||
509350|77173511-1|Apocynaceae|Orbea lutea subsp. lutea||subsp.|Y
509351|1019358-1|Apocynaceae|Orbea lutea subsp. vaga|(N.E.Br.) Bruyns|subsp.|Y
509369|99910-1|Apocynaceae|Orbea paradoxa|(I.Verd.) L.C.Leach||
509378|1019362-1|Apocynaceae|Orbea rogersii|(L.Bolus) Bruyns||Y
509402|99924-1|Apocynaceae|Orbea variegata|(L.) Haw.||
509459|99942-1|Apocynaceae|Orthanthera albida|Schinz||
509463|99946-1|Apocynaceae|Orthanthera jasminiflora|(Decne.) N.E.Br. ex Schinz||
509521|99978-1|Apocynaceae|Orthosia virgata|(Poir.) E.Fourn.||Y
509589|100032-1|Apocynaceae|Oxypetalum coccineum|Griseb.||Y
509833|60458242-2|Apocynaceae|Oxystelma esculentum|(L.f.) Sm.||
509853|100216-1|Apocynaceae|Pachycarpus appendiculatus|E.Mey.||
509854|100217-1|Apocynaceae|Pachycarpus asperifolius|Meisn.||
509861|100220-1|Apocynaceae|Pachycarpus concolor|E.Mey.||
509864|70029342-1|Apocynaceae|Pachycarpus concolor subsp. rhinophyllus|(K.Schum.) Goyder|subsp.|Y
509880|100234-1|Apocynaceae|Pachycarpus grandiflorus|(L.f.) E.Mey.||
509895|100241-1|Apocynaceae|Pachycarpus lineolatus|(Decne.) Bullock||
509901|100247-1|Apocynaceae|Pachycarpus natalensis|N.E.Br.||
509910|100253-1|Apocynaceae|Pachycarpus rigidus|E.Mey.||
509914|100256-1|Apocynaceae|Pachycarpus scaber|(Harv.) N.E.Br.||
509915|100257-1|Apocynaceae|Pachycarpus schinzianus|(Schltr.) N.E.Br.||
509918|100260-1|Apocynaceae|Pachycarpus spurius|(N.E.Br.) Bullock||
509925|100266-1|Apocynaceae|Pachycarpus vexillaris|E.Mey.||
145223|80697-1|Apocynaceae|Pachypodium densiflorum|Baker||
145240|80706-1|Apocynaceae|Pachypodium lealii|Welw.||
145244|80709-1|Apocynaceae|Pachypodium namaquanum|(Wyley ex Harv.) Welw.||
145247|80712-1|Apocynaceae|Pachypodium rosulatum|Baker||
145252|80713-1|Apocynaceae|Pachypodium rutenbergianum|Vatke||
145257|80714-1|Apocynaceae|Pachypodium saundersii|N.E.Br.||
145259|80716-1|Apocynaceae|Pachypodium succulentum|(L.f.) Sweet||
147365|80797-1|Apocynaceae|Papuechites aambe|(Warb.) Markgr.||
147481|182946-2|Apocynaceae|Parahancornia fasciculata|(Poir.) Benoist||
147819|80868-1|Apocynaceae|Parsonsia alboflavescens|(Dennst.) Mabb.||
149824|942487-1|Apocynaceae|Pentalinon luteum|(L.) B.F.Hansen & Wunderlin||Y
510048|100305-1|Apocynaceae|Pentasacme caudatum|Wall. ex Wight||
510062|100315-1|Apocynaceae|Pentatropis capensis|(L.f.) Bullock||
510071|913148-1|Apocynaceae|Pentatropis nivalis|(J.F.Gmel.) D.V.Field & J.R.I.Wood||
510085|100332-1|Apocynaceae|Pentopetia androsaemifolia|Decne.||
510161|100371-1|Apocynaceae|Pergularia daemia|(Forssk.) Chiov.||
510163|77172919-1|Apocynaceae|Pergularia daemia subsp. daemia||subsp.|Y
510164|77074695-1|Apocynaceae|Pergularia daemia subsp. garipensis|(E.Mey.) Goyder|subsp.|Y
510202|100411-1|Apocynaceae|Pergularia tomentosa|L.||
510224|100428-1|Apocynaceae|Periploca aphylla|Decne.||
510225|77173476-1|Apocynaceae|Periploca aphylla subsp. aphylla||subsp.|
510234|100435-1|Apocynaceae|Periploca calophylla|(Wight) Falc.||
510257|100454-1|Apocynaceae|Periploca forrestii|Schltr.||
510262|100459-1|Apocynaceae|Periploca graeca|L.||
510271|100468-1|Apocynaceae|Periploca laevigata|Aiton||
510278|100470-1|Apocynaceae|Periploca linearifolia|Quart.-Dill. & A.Rich.||
510311|100502-1|Apocynaceae|Periploca sepium|Bunge||
510335|984455-1|Apocynaceae|Pervillaea venenata|(Baill.) Klack.||
150789|81104-1|Apocynaceae|Petchia ceylanica|(Wight) Livera||
150790|997251-1|Apocynaceae|Petchia cryptophlebia|(Baker) Leeuwenb.||Y
150793|997254-1|Apocynaceae|Petchia madagascariensis|(A.DC.) Leeuwenb.||
510425|100573-1|Apocynaceae|Philibertia gilliesii|Hook. & Arn.||
156030|81115-1|Apocynaceae|Picralima nitida|(Stapf) T.Durand & H.Durand||
158935|81143-1|Apocynaceae|Pleiocarpa mutica|Benth.||
158937|81144-1|Apocynaceae|Pleiocarpa pycnantha|(K.Schum.) Stapf||
158939|81145-1|Apocynaceae|Pleiocarpa rostrata|Benth.||
158978|81155-1|Apocynaceae|Pleioceras barteri|Baill.||
161520|81171-1|Apocynaceae|Plumeria alba|L.||
161574|81220-1|Apocynaceae|Plumeria inodora|Jacq.||
161613|81256-1|Apocynaceae|Plumeria obtusa|L.||
161631|81275-1|Apocynaceae|Plumeria rubra|L.||
161657|81293-1|Apocynaceae|Plumeria xanthostoma|Schltdl.||
163873|81319-1|Apocynaceae|Pottsia laxiflora|(Blume) Kuntze||
165312|81326-1|Apocynaceae|Prestonia amazonica|(Benth. ex Müll.Arg.) J.F.Macbr.||
165324|210086-2|Apocynaceae|Prestonia coalita|(Vell.) Woodson||Y
165330|210091-2|Apocynaceae|Prestonia denticulata|(Vell.) Woodson||Y
165379|81387-1|Apocynaceae|Prestonia mollis|Kunth||
171095|81488-1|Apocynaceae|Pycnobotrya nitida|Benth.||
510755|913249-1|Apocynaceae|Quaqua incarnata|(L.f.) Bruyns||
510764|913252-1|Apocynaceae|Quaqua mammillaris|(L.) Bruyns||
510797|100778-1|Apocynaceae|Raphionacme brownii|Scott Elliot||
510820|100793-1|Apocynaceae|Raphionacme hirsuta|(E.Mey.) R.A.Dyer||
510826|100798-1|Apocynaceae|Raphionacme lanceolata|Schinz||
510852|77173266-1|Apocynaceae|Raphionacme splendens subsp. splendens||subsp.|Y
510856|100817-1|Apocynaceae|Raphionacme velutina|Schltr.||
176802|81507-1|Apocynaceae|Rauvolfia amsoniifolia|A.DC.||
176807|81511-1|Apocynaceae|Rauvolfia bahiensis|A.DC.||
176811|920263-1|Apocynaceae|Rauvolfia balansae subsp. schumanniana|(Schltr.) Boiteau|subsp.|Y
176820|81519-1|Apocynaceae|Rauvolfia caffra|Sond.||
176821|81520-1|Apocynaceae|Rauvolfia cambodiana|Pierre ex Pit.||
176834|81533-1|Apocynaceae|Rauvolfia decurva|Hook.f.||
176848|81545-1|Apocynaceae|Rauvolfia grandiflora|Mart. ex A.DC.||
176852|940994-1|Apocynaceae|Rauvolfia hookeri|S.R.Sriniv. & Chithra||
176859|81554-1|Apocynaceae|Rauvolfia javanica|Koord. & Valeton||
176868|217918-2|Apocynaceae|Rauvolfia leptophylla|A.S.Rao||
176873|81565-1|Apocynaceae|Rauvolfia ligustrina|Roem. & Schult.||
176876|217921-2|Apocynaceae|Rauvolfia littoralis|Rusby||
176888|81579-1|Apocynaceae|Rauvolfia mannii|Stapf||
176893|81583-1|Apocynaceae|Rauvolfia media|Pichon||
