"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92"
"t72",0.110306303663026,-0.0399215249149084,0.11351275471418,-0.0702487653887267,0.171358917536497,-0.0272430290778685,-0.00342971989950586,-0.289333712725471,0.00758323652097276,-0.107849264540086,-0.00265670149278138,-0.00106642570453332,-4.14407774509445e-05,-0.00351448216086023,0.000221969437058099,-0.00114185082148117,0.00302685611687185,-0.0798074506046477,0.114588929842765,0.0400850107262175,0.000555953147733451,0.000379317812292477,1.54455919183227e-05,-0.000138110658932724,8.86706446923602e-07,0.000105355320882412,-2.55412315534973e-05,1.98038703729669e-05,0.000174581779436446,-0.0203828080307457,0.000361791529035566,-8.5360338715295e-05,-4.35229595509505e-08,-5.38260438727385e-15,0.00535525167728036,0.171873486078491,2.4473984819166e-05,4.25307757915862e-05,1.42446445509188e-05,-7.92761428643554e-07,-2.59978814470723e-05,-3.36855234870995e-05,6.67035738997485e-05,0.000964673842066227,4.53537858852134e-05,-2.23130286533431e-05,-2.61861299517077e-05,-0.268963722351357,4.86782946418978e-16,1.51961776495568e-15,1.92511625010328e-16,-1.79871171664841e-05,-4.85334599823972e-06,-3.23569735458773e-17,2.08307853203699e-16,-5.96409758767125e-07,8.57814367004479e-16,-0.0171257562207274,-4.80342104464734e-06,-6.50942395641818e-07,1.94289029309402e-16,-2.32452945780892e-16,1.80778568425764e-17,1.10485663626717e-06,-6.02397420508549e-07,1.86450197897502e-16,5.83611709194113e-07,4.33602599367961e-07,8.7756938443752e-17,1.52655665885959e-16,8.0257830164306e-07,-2.59810746122864e-07,3.37260722431051e-07,3.2651580190136e-16,1.14704611318052e-16,-2.8641204390681e-16,2.19804317486505e-16,-1.66515559359257e-16,6.33174068731535e-16,1.38097903661875e-05,-1.38777878078145e-17,-3.83373888190874e-15,-0.841657025947566,-3.06714393011678e-06,-3.9343528435154e-15,4.05340484248553e-16,-3.40794384107277e-17,1.03476255342017e-15,-2.65207720995359e-16,1.50793812848528e-16,4.73143489436612e-17,2.09901540593194e-16
"t73",0.110639892240443,-0.0400641540187625,0.114039458432715,-0.0706707716860904,0.172711689389461,-0.0275151557138046,-0.00348223542159535,-0.295028985011487,0.00775479955890857,-0.110468006523065,-0.00272260549252577,-0.00109440325286385,-4.25546859707387e-05,-0.00362376810062456,0.000230247146575186,-0.00119592953279722,0.00317329613067711,-0.0839282439485183,0.120533218310389,0.0422506818712023,0.000586758667458174,0.000403875467696241,1.64743274128146e-05,-0.000148244249938661,9.60325486300555e-07,0.000114463999116132,-2.77494959112995e-05,2.15161282432711e-05,0.000191076073310082,-0.0224766521668029,0.000402386188066907,-9.62767976956814e-05,-4.93947447847139e-08,-6.16420488552255e-15,0.00611186932365118,0.196170713085967,2.869833863517e-05,5.08316201180347e-05,1.70414496917359e-05,-9.48509689551597e-07,-3.14227655022633e-05,-4.07295190529046e-05,8.13860226852575e-05,0.00117781313633353,5.57455851274862e-05,-2.7642790153241e-05,-3.33763560626791e-05,-0.346101795511196,5.60992504016083e-16,7.41594285980085e-16,4.11634348355495e-16,-2.3640526160375e-05,-6.40447881973964e-06,4.83553528376448e-16,-1.78087696084936e-17,-8.58787091160326e-07,1.01180698423775e-15,-0.0250931747275703,-7.2213019777435e-06,-9.79905204399087e-07,2.60208521396521e-17,2.20309881449055e-16,-1.41876182675301e-16,1.8571118286289e-06,-1.05125724706411e-06,3.40644512874433e-16,1.20960273871718e-06,9.07380857069376e-07,-3.29892188717021e-16,2.08166817117217e-16,2.37488903477644e-06,-7.72636012214261e-07,2.3144744318907e-06,1.99075567399508e-15,5.32161442375691e-15,-6.07214134572668e-15,-0.707106781186547,-1.20504258381942e-14,-4.25007251614318e-17,-2.19843907200592e-05,-6.86950496486816e-16,2.2291196666302e-15,0.380346251640684,7.12106863782298e-07,1.57512891618694e-15,-6.556328676297e-16,-3.74954299040869e-16,-9.5886840134618e-16,2.31859247728996e-16,6.53125175520453e-17,1.28067595165096e-17,-7.19910242530375e-17
"t74",0.110639892240443,-0.0400641540187625,0.114039458432715,-0.0706707716860904,0.172711689389461,-0.0275151557138046,-0.00348223542159535,-0.295028985011487,0.00775479955890857,-0.110468006523065,-0.00272260549252578,-0.00109440325286386,-4.25546859707514e-05,-0.00362376810062455,0.000230247146575187,-0.00119592953279726,0.0031732961306771,-0.0839282439485183,0.120533218310389,0.0422506818712024,0.000586758667458198,0.000403875467696268,1.64743274127729e-05,-0.000148244249938682,9.60325486302073e-07,0.000114463999116071,-2.77494959113099e-05,2.15161282433249e-05,0.000191076073310023,-0.0224766521668029,0.000402386188066959,-9.62767976956051e-05,-4.939474478469e-08,-5.91304571093555e-15,0.0061118693236512,0.196170713085966,2.86983386351778e-05,5.08316201180343e-05,1.7041449691987e-05,-9.48509689756728e-07,-3.14227655022342e-05,-4.07295190529393e-05,8.13860226852852e-05,0.0011778131363334,5.57455851278718e-05,-2.76427901533642e-05,-3.33763560625433e-05,-0.346101795511196,7.17393317726291e-16,2.1766442814819e-15,2.35861607864213e-16,-2.36405261603045e-05,-6.40447881957205e-06,-5.12528509936427e-16,1.62511595076873e-16,-8.58787091029137e-07,1.74532310113596e-15,-0.0250931747275703,-7.22130197728228e-06,-9.79905204460453e-07,1.12757025938492e-16,-1.88217497143484e-16,1.13233996207404e-16,1.85711182843634e-06,-1.05125724744054e-06,4.87702270859043e-16,1.2096027397295e-06,9.07380856049304e-07,-3.93703704002463e-18,-4.33680868994202e-16,2.37488903469168e-06,-7.72636012193444e-07,2.31447443400836e-06,-7.52630809087975e-16,-5.1506133298482e-15,5.85141124576414e-15,0.707106781186547,1.22778983436456e-14,-5.5944832100252e-16,-2.1984390719544e-05,6.90419943438769e-16,1.43808576158477e-15,0.380346251640685,7.12106864127508e-07,2.13370987545147e-15,-8.92348398376982e-17,3.08438314904417e-16,1.44415729375069e-16,2.58128280494477e-16,-1.77755021609739e-16,-1.76657570129075e-16,1.88651178012478e-17
"t19",0.0973844637038987,-0.0343193518426963,0.0922288614748855,-0.0525112632759267,0.110934012436471,-0.0140915374891118,-3.61753601358144e-05,0.311793677755815,-0.0562664912387569,-0.25822526252985,-0.0013186390062366,0.00648262688165656,0.00158154266567809,-0.0101898534275675,0.000326043819258886,-0.00072434275971285,0.0017085131250357,-0.0269936308774668,0.036785324006139,0.00648528637390652,2.92677854094772e-05,-0.00039625041751209,-2.23480290422046e-05,0.000463331396467362,2.93865129640729e-06,0.000230548468018586,-5.58797780561889e-05,4.33185843399658e-05,0.000183601439582796,-0.00188964425347163,0.000134983893166775,7.03279234160262e-06,4.88274521381366e-09,-5.97365479734204e-16,-8.33831959862006e-05,-0.0022915779080968,0.000185765212142684,-0.00944614621513632,-0.00338660840830973,0.000181221062892147,0.00277938657577664,0.00364653983672045,-0.0342806593229602,-0.879530977027782,0.00488592077113153,-0.000835870489896709,-9.37334538544446e-05,-0.00441554314339849,4.09316774627219e-16,2.77555756156289e-16,7.93880031420902e-17,0.000111362818706423,3.55298358753905e-05,1.74938046989808e-16,-8.39240703199363e-16,4.83882947353597e-05,8.19113445506778e-16,-1.85247158162644e-05,-0.102726169105591,0.000574939155477394,-6.1409211049579e-16,7.28583859910259e-17,6.13625110348233e-16,4.28124661511504e-05,-2.03515826359899e-05,5.31179683074981e-15,1.54815694193063e-05,1.14498874746831e-05,-1.06405687215748e-16,-3.60822483003176e-16,2.21850107711455e-05,-7.19854798252907e-06,1.70695485739144e-05,4.10617861203511e-16,3.67914283911016e-16,-8.34514436932526e-17,-1.72022646900317e-16,6.97862456055456e-17,-1.23165366794353e-16,-8.91675888377063e-05,-6.24500451351651e-17,-7.97972798949331e-17,0.000327923245806806,-3.37989448839261e-06,1.42247325030098e-16,-1.85715453309988e-16,-5.46495176053901e-17,-1.24032728532342e-16,-1.02383920825244e-17,-4.56217637876602e-17,-2.02708244795214e-16,8.41340885848751e-17
"t47",0.0985037870705735,-0.0347876045146243,0.0938785905474816,-0.0537422153493957,0.114410045650708,-0.0146610722830515,-3.85325425323509e-05,0.339066457444931,-0.0620961634964059,-0.287442454337177,-0.00147191484396634,0.0072917951524368,0.00178521649082489,-0.0117805318618102,0.000391675386866993,-0.000935132660890086,0.00222359403805741,-0.0360888692315565,0.0492811143319135,0.00885370106954768,4.04617323825501e-05,-0.00060261924223554,-3.47284960447169e-05,0.000785756167073855,5.82556060632991e-06,0.000489003473884326,-0.000118528563187767,9.18883373291941e-05,0.000472988686424891,-0.00646424528728868,0.000807813912826614,-8.33587016330775e-05,-2.22520108517025e-08,2.50497580861127e-16,0.000233730657034881,0.00639012895371295,-0.000139530205476989,0.0036609675561492,0.00127034799813602,-6.77461651813498e-05,-0.000739283322370496,-0.000957928689112078,0.00657870672276772,0.164746150854011,-0.000715953265834859,8.95752040623657e-05,1.90780079670916e-06,2.36659338685327e-05,-3.97419189175102e-16,1.12757025938492e-17,5.36766957378805e-17,9.02820664947673e-07,2.74549493881506e-07,1.82054539413605e-16,6.28099146575889e-16,-2.09086924895574e-05,-1.70274771837281e-15,1.68694543450496e-05,0.848845505502384,-0.00671639205480925,3.4781205693335e-15,3.98986399474666e-17,3.10163544998472e-16,3.8288223950883e-05,-1.63940264064511e-05,3.79228059232844e-15,1.05956465682056e-05,7.80766786605036e-06,-4.58796714911845e-16,1.63410951437015e-15,1.43564714328185e-05,-4.65711092891875e-06,1.08895850361649e-05,-5.98224925072864e-16,1.17109399409587e-15,-1.27649739700425e-16,-2.67423102746425e-16,-1.74762402478466e-17,-2.37657116208823e-16,-5.6951373107495e-05,2.67147415300428e-16,-7.80625564189563e-17,0.000210847314457523,-2.18046887943643e-06,-1.37043154602168e-16,-8.82267042694478e-17,6.85107069974485e-17,1.10588621593521e-17,-5.91450725322556e-17,1.56933118612388e-16,5.35333354174377e-17,3.2981430087009e-16
"t67",0.098927059311914,-0.0349644915918797,0.0945005362858846,-0.0542050777814262,0.115712382988437,-0.0148735914772657,-3.94029199529838e-05,0.349048052164306,-0.0642168663603894,-0.298034269394761,-0.00152741910808172,0.00758392866738601,0.00185864810937928,-0.0123488471452129,0.000414804592695469,-0.00100770368166024,0.00240049480866315,-0.0391880448879721,0.0535365115964052,0.00965599149349598,4.42405993160301e-05,-0.000670634266566505,-3.8788695099063e-05,0.000889558987632755,6.72952509667927e-06,0.000569102829476273,-0.000137944306093511,0.000106940699634196,0.000560457681176702,-0.00780983008135189,0.000999237215057073,-0.000107563365475109,-2.93055469053578e-08,-2.84674247727162e-17,0.000313849585782362,0.00858274234738069,-0.000209114473824526,0.00605458400466251,0.00211285310170356,-0.000112743082642037,-0.00131052433796881,-0.00170227299050397,0.0124675041524232,0.313831910823041,-0.00143895662474711,0.000193259842145122,5.90597534911748e-06,8.81500618343359e-05,4.85980074780129e-17,-2.38958158815805e-16,-1.10948239130754e-16,6.90956343595434e-06,2.70743799666768e-06,2.81421090343338e-16,-1.87163117805991e-16,2.1338107143766e-05,3.37562320845724e-16,-1.20803915819541e-05,-0.366631963492808,0.00282474653841747,-1.44936146417862e-15,-3.72098185597025e-16,-6.92529567203954e-16,2.3759505349448e-06,-2.21373107070315e-06,1.6236428822187e-15,3.2737265618861e-06,2.45722449970109e-06,-5.73322913370917e-16,4.5102810375397e-17,6.13728466153409e-06,-1.99501356874625e-06,5.412115739711e-06,1.94324139513905e-14,0.707106781186547,-5.93972280193204e-14,4.96113417617563e-15,3.35703638050393e-15,8.11026593106057e-15,-3.30543199961199e-05,-2.77555756156289e-17,-2.99239799605999e-16,0.000129700259333908,-1.36854583928812e-06,2.88831458750138e-16,2.42944619931581e-16,-3.6920362185839e-16,1.48318857196017e-16,-9.3611990724478e-17,-6.55375243382707e-17,7.56216004839393e-17,-4.74880551548651e-17
"t68",0.098927059311914,-0.0349644915918797,0.0945005362858846,-0.0542050777814262,0.115712382988437,-0.0148735914772657,-3.94029199529901e-05,0.349048052164306,-0.0642168663603894,-0.298034269394761,-0.00152741910808175,0.00758392866738603,0.00185864810937924,-0.0123488471452129,0.000414804592695421,-0.00100770368166028,0.00240049480866311,-0.0391880448879721,0.0535365115964051,0.00965599149349596,4.42405993160163e-05,-0.000670634266566472,-3.87886950990873e-05,0.000889558987632828,6.7295250966942e-06,0.000569102829476356,-0.000137944306093483,0.000106940699634123,0.000560457681176704,-0.00780983008135196,0.000999237215057128,-0.000107563365475163,-2.93055468750623e-08,-1.90584525310293e-16,0.000313849585782251,0.00858274234738072,-0.000209114473824403,0.00605458400466237,0.00211285310170335,-0.000112743082641736,-0.00131052433796867,-0.00170227299050401,0.0124675041524234,0.31383191082304,-0.00143895662474732,0.000193259842145164,5.90597534936745e-06,8.81500618342029e-05,2.06601485093312e-16,-1.58510357617381e-16,-2.34549712113296e-17,6.90956343598958e-06,2.70743799672254e-06,-5.8554839335657e-16,2.33094366400958e-16,2.13381071435476e-05,4.36485230237631e-16,-1.20803915824306e-05,-0.366631963492805,0.00282474653841725,-1.63150742915619e-15,3.1485231088979e-16,-2.39567274161613e-16,2.37595053512001e-06,-2.2137310703059e-06,8.36105378461775e-16,3.27372656165132e-06,2.45722450035313e-06,1.0511402580863e-15,-9.35015953551499e-16,6.13728466167012e-06,-1.99501356898759e-06,5.41211573597093e-06,-1.90359758055919e-14,-0.707106781186548,5.93406199205449e-14,-4.69922120793306e-15,-3.44729059683982e-15,-8.15970555012591e-15,-3.30543199961154e-05,1.73472347597681e-17,3.71230823859037e-16,0.00012970025933381,-1.36854583941432e-06,-1.99493199737333e-16,-5.15202431714587e-17,3.15334524851753e-16,-9.90960785651751e-17,2.28667105069482e-16,1.99518169632763e-17,-5.77352667315017e-17,2.39825520553794e-16
"t17",0.0789614122508325,-0.0256917305996565,0.0531069110212716,-0.00824834361960068,-0.215344720413555,-0.173752366771444,-0.00365919154671181,-0.0154680612953517,-0.025426871252435,-0.00195398178246243,0.00422738870557896,0.0200271761349476,0.166965844252491,-0.00616618159786264,0.00019739156299823,0.001853409208737,-0.418857097152489,-0.0133401233760642,0.0114362617951969,-0.0151686956979888,-0.000358699882939121,-0.00120300432698334,-6.39832630233428e-05,7.16535925366947e-05,7.78599711845275e-06,0.000628069989208489,-0.000152233087671679,0.000118014896304983,0.000554266929583719,-0.000566260177291081,0.00085226706180903,-7.19644086026074e-05,-1.68820143003822e-08,-1.72961463726643e-16,3.7828807857355e-05,0.000398949935294205,-2.94547545945326e-05,-0.000145871710831278,-0.000573605480421716,3.06037019421025e-05,0.0179996700864231,-0.000283538323616486,-0.00127846623246725,-0.00366276612990083,-0.835062761020233,-0.000716972189422767,-0.00233033721871721,-0.000286018202668507,3.5042568855575e-16,4.71519524813946e-16,6.21201399447851e-17,7.95431175829149e-05,2.55061623070254e-05,-6.83114570186761e-18,8.17599696006885e-17,3.56514850433021e-05,-4.20609856901755e-16,-1.28205079226604e-06,-0.000151510715992973,-0.00018805768709105,-4.18068357710411e-16,-2.35055030994857e-16,-6.88990691346418e-16,3.90766518120671e-05,-1.85372865947804e-05,4.93074796015502e-15,1.42300235638135e-05,1.05304838759304e-05,-1.05714278778386e-16,-5.11743425413158e-17,2.0718077981903e-05,-6.72356614736752e-06,1.61535990485678e-05,1.56181459619407e-16,1.84406457196519e-17,3.44043787059873e-17,5.18716034396157e-17,5.40088800132359e-17,-1.74556549770166e-16,-0.00081468295989492,-1.01481323344643e-16,1.58293517182884e-17,3.41664756106797e-05,-3.30778922982464e-06,-6.54858112181245e-17,-5.95967713062639e-18,-5.09588165137536e-17,-1.11130722679764e-17,9.98805069162467e-17,-4.67652332407891e-17,-2.6412428002907e-18,-8.34835672813838e-18
"t36",0.0793668419024829,-0.0258480524398508,0.0535291014676373,-0.0083338994743549,-0.218311910092878,-0.176818603330536,-0.0037613446411621,-0.0160381663874193,-0.026523904331388,-0.00204541485173596,0.00443015699936155,0.0210524257756168,0.175759814220029,-0.00655241366446113,0.000212855619286673,0.00205163434326143,-0.464969082409363,-0.0149467333969017,0.012822567852486,-0.0171160157634673,-0.000406445360603591,-0.00140502905497982,-7.52161400902965e-05,8.63777049458967e-05,9.77355294030382e-06,0.000801042514630566,-0.000194160481924232,0.000150519469898013,0.000736424096187941,-0.000789739927209518,0.0012697830806379,-0.000123861086498037,-3.16546459642843e-08,4.53370114434933e-16,7.79639768253935e-05,0.000823327144254949,-0.000199454726489624,0.000494005377276292,0.00175597230214885,-9.27366889550024e-05,-0.0242111714599452,0.000372013233388768,0.000942179096309262,0.00258838274587958,0.388018895856616,0.000191392242071155,-0.000241266542822449,-4.9327149258843e-05,7.67653520637793e-16,2.61075883134509e-16,2.46103245195484e-16,2.2366066839834e-05,7.5789136712494e-06,-1.23902470292605e-15,1.31843663230576e-15,1.72303272816597e-05,0.707106781186547,-6.4402490514049e-07,-7.96005190597547e-05,-9.90003223525324e-05,1.04256880906206e-15,1.0998146837693e-15,-1.0943298135042e-15,2.29102073512535e-05,-1.11015910231882e-05,3.38330218124419e-15,9.03363516140706e-06,6.69938721085321e-06,-4.43535375152615e-17,7.63278329429795e-17,1.37915515538474e-05,-4.47744213338342e-06,1.10972111893488e-05,1.60604673408613e-16,-4.94339426021983e-17,-3.94271904542467e-16,-4.05245958028016e-16,1.1953106590459e-16,-1.29236898960272e-16,-0.000583760194589874,6.93889390390723e-18,1.64798730217797e-17,2.49556837420145e-05,-2.43339799107243e-06,8.84708972748172e-17,-1.4368435996504e-16,1.47958050694972e-16,1.04083408558608e-16,2.33603188077192e-17,1.53481800562123e-16,-2.44983997506606e-17,1.89084858881472e-16
"t37",0.0793668419024829,-0.0258480524398508,0.0535291014676373,-0.00833389947435491,-0.218311910092878,-0.176818603330536,-0.0037613446411621,-0.0160381663874193,-0.026523904331388,-0.00204541485173594,0.00443015699936154,0.0210524257756167,0.175759814220029,-0.00655241366446112,0.000212855619286674,0.00205163434326141,-0.464969082409363,-0.0149467333969017,0.0128225678524859,-0.0171160157634674,-0.0004064453606036,-0.00140502905497985,-7.52161400902965e-05,8.63777049457649e-05,9.77355294030609e-06,0.000801042514630618,-0.000194160481924283,0.000150519469898009,0.000736424096187856,-0.000789739927209506,0.00126978308063804,-0.000123861086498206,-3.16546458616144e-08,-1.47401882668697e-16,7.79639768253206e-05,0.000823327144255014,-0.000199454726489711,0.000494005377276169,0.00175597230214868,-9.27366889548653e-05,-0.0242111714599451,0.000372013233388407,0.000942179096309483,0.00258838274587857,0.388018895856617,0.000191392242071185,-0.00024126654282404,-4.93271492583632e-05,-9.95886168380048e-16,-3.43475248243408e-16,-3.08997417141862e-16,2.23660668405821e-05,7.57891367105411e-06,1.32147249558365e-15,-1.38032655425285e-15,1.72303272819629e-05,-0.707106781186547,-6.44024987255411e-07,-7.96005190622088e-05,-9.90003223471933e-05,-5.89805981832114e-16,-8.6909646146438e-16,1.36530028695509e-15,2.29102073511372e-05,-1.11015910235109e-05,2.91284608175556e-15,9.03363516160309e-06,6.69938721107547e-06,9.96699213793646e-17,2.25514051876985e-16,1.3791551554396e-05,-4.47744213353347e-06,1.10972111896446e-05,-1.68248976733423e-16,7.8723822942862e-17,3.47536601368775e-16,1.72195903725815e-16,-6.73675744681531e-17,1.33573707650214e-16,-0.0005837601945897,-1.38777878078145e-16,-1.33573707650214e-16,2.49556837420561e-05,-2.43339799093495e-06,-7.63278329429795e-17,2.35056258023516e-16,-2.12688249393177e-16,-4.68375338513738e-17,9.98649041093878e-19,-6.70907041755417e-18,-1.40724872630681e-16,8.54351311918577e-17
"t16",0.0797807758034183,-0.0260110975012055,0.0539882953445716,-0.00843216104176777,-0.221991536269445,-0.180969391261788,-0.00393676708329152,-0.0172553650710533,-0.0292796873178185,-0.00229905659256604,0.00501139720306029,0.0242773623799677,0.204662512230578,-0.00831209498114863,0.000356491186545664,-0.00213473399390725,0.285148305220885,0.000379167114168829,-2.10846098974773e-05,-0.00270586775116933,-9.24949954847821e-05,-0.000617062326945371,-3.44142724230112e-05,4.29900440685332e-05,5.03379638004914e-06,0.000412259312288372,-9.99251700399967e-05,7.74650704078311e-05,0.000371707886730695,-0.000382321880961983,0.000570401668911757,-4.52107466130079e-05,-9.96601227328313e-09,-9.23682991508494e-16,2.03459037686482e-05,0.000214242448017671,4.29928364482773e-05,-0.000721637555331767,-0.00285026458624377,0.000152246819435712,0.875363659821393,-0.0469130801272097,0.00144635466200618,0.00349871270574876,0.0384756903062167,-0.000243301540023083,-0.0464138252859765,-0.00020464684599999,-7.21374509828936e-17,8.77770078844264e-16,-1.00964056172784e-15,6.12679201973791e-05,1.98030740114717e-05,2.68545357631676e-17,-3.90677163009054e-17,2.95765307998189e-05,-3.00327713518497e-16,-1.06867294896099e-06,-0.000126979134313292,-0.000157646410584638,-1.2490009027033e-16,-3.12250225675825e-17,-4.74092668988547e-16,3.31684511197979e-05,-1.57721595455407e-05,4.49507055450966e-15,1.21861373045132e-05,9.0201091098713e-06,-1.9287286580449e-18,-9.71445146547012e-17,1.7836122182203e-05,-5.78854362234468e-06,1.3956170116276e-05,-1.0567315924645e-16,2.8116717701711e-16,-1.89378500447027e-16,1.55973403541004e-16,-6.98141209384237e-17,-2.15105711021124e-16,-0.000707342936672451,-2.77555756156289e-17,-3.46944695195361e-17,2.97347523880859e-05,-2.88133710218529e-06,-4.85722573273506e-17,5.19952721220983e-17,4.98033426513658e-17,-2.51534904016637e-17,1.98716044089038e-16,2.46894764019937e-17,1.02672505949888e-16,4.77048955893622e-17
"t18",0.0801774093428472,-0.0261644039201967,0.0544043929410771,-0.00851704615008428,-0.224964708705482,-0.184079000673381,-0.00404427314999668,-0.0178799823756644,-0.0305238918739495,-0.00240518799078167,0.00524865867915687,0.0255058844565193,0.21532493589432,-0.00882940858390208,0.000384438183066225,-0.00236618283561625,0.317016850596649,0.000425743948203392,-2.36924731180886e-05,-0.00306146441105203,-0.000105125458609536,-0.000725082276657408,-4.07344236092455e-05,5.2360121524821e-05,6.42889654542487e-06,0.000536704486922175,-0.000130090271658367,0.000100851132801512,0.000509057481319887,-0.00055752470428905,0.000910783571510879,-9.02033938943551e-05,-2.31514337154777e-08,8.02695405290874e-16,5.72058714142752e-05,0.000604138235816192,-0.000151025321661839,0.00046078040147765,0.00169238652024249,-8.97137934886636e-05,-0.229982713723113,0.0119259683633562,-0.000129059854807753,-0.000278863415522596,-8.55563530728024e-05,-1.37091526847752e-05,0.832260704305216,-0.000151405955961102,2.04239629178446e-17,-2.73218947466347e-15,-4.13290032135268e-15,3.44058675153178e-05,1.10659881272284e-05,6.34095566964592e-17,-8.87898366675299e-17,1.80957675743748e-05,-9.17764913975592e-16,-6.64361787836113e-07,-8.05311359021508e-05,-0.00010007369675519,3.46944695195361e-16,3.88578058618805e-16,2.2583083037412e-16,2.22314707739799e-05,-1.06964409962024e-05,3.33038982818401e-15,8.55015066048275e-06,6.33698274728201e-06,-1.39491493503402e-16,1.66533453693773e-16,1.28894607036684e-05,-4.18417962414624e-06,1.02948572662589e-05,-1.06022437929981e-16,1.21717720775559e-18,-5.5740952766862e-17,-8.10576759657784e-17,-1.47342306613733e-17,1.04083408558608e-17,-0.000536936616774149,1.38777878078145e-16,-1.00613961606655e-16,2.28774417468935e-05,-2.22818540684087e-06,4.44089209850063e-16,3.57967697794125e-17,-1.5509504053218e-16,1.44849410244063e-16,-1.25765953714325e-17,-2.55867978907661e-17,7.28651969017157e-17,8.15320033709099e-17
"t27",0.0802460710809799,-0.0261909309407109,0.0544763274191517,-0.00853170411625566,-0.225477290875147,-0.184614132643042,-0.00406268603638126,-0.0179865278973817,-0.0307355264197832,-0.00242321124789109,0.00528892954532871,0.0257141070264634,0.217130940462017,-0.00891665193855029,0.00038911995474138,-0.00240450393331156,0.32228673905712,0.000433414682789306,-2.4121829993437e-05,-0.00311984713536757,-0.000107195391250558,-0.000742556939232144,-4.17540485606605e-05,5.38560616850942e-05,6.64801021407464e-06,0.000556127443181751,-0.000134798314360423,0.000104501118065349,0.000530159528859868,-0.000583963161211898,0.000960965682155077,-9.65357163831976e-05,-2.49615430237197e-08,2.00232052861542e-16,6.21393033241081e-05,0.000656304888185077,-0.000172579289647479,0.000560656974804885,0.0020680897016293,-0.000109680052033584,-0.29703861079049,0.0154404749708284,-0.000179887448516804,-0.000391388768473836,-0.000130569269146816,-2.45451147595568e-05,-0.39062901017014,-2.87898167440786e-05,-9.79740826322927e-15,-1.29693131234454e-13,0.70710678118655,1.96077314917106e-05,6.66324816698388e-06,2.60771813293134e-16,5.99164895766019e-16,1.48475984880136e-05,2.25980304980737e-16,-5.53869789560728e-07,-6.83194394919067e-05,-8.49628622397751e-05,-3.40005801291454e-16,1.11022302462516e-16,1.69379173516703e-17,1.95989534096108e-05,-9.4942555469435e-06,2.41074596465776e-15,7.72496584525639e-06,5.72897807896156e-06,8.34729324797724e-17,-2.91433543964104e-16,1.18034572130281e-05,-3.83204573276529e-06,9.50796967259977e-06,6.49563448534101e-16,-1.05882655171017e-16,-1.23626803851754e-16,-3.45046355294594e-16,1.26365809226127e-16,-8.32667268468867e-17,-0.000501309170904209,-2.77555756156289e-17,1.52655665885959e-16,2.14611645050003e-05,-2.09389302347884e-06,-4.16333634234434e-16,-3.11470369317565e-17,-1.39103602946487e-16,-2.16840434497101e-16,-7.5790624349276e-17,1.19458180185793e-16,-1.58000091475222e-16,-9.62771529167128e-17
