"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110"
"t86",-0.10035771938295,0.154681194375845,0.00344893331984111,-0.0526531543855296,-0.00891760550667677,-0.0116054760212405,-0.00467357083772043,-0.00132977434387522,0.00297789770366277,-0.00193088655866046,-0.00213260380051101,-0.141956638998565,-0.00123727160398419,-0.000476422924660435,7.38894582646567e-06,-0.0794070250468267,-3.41620202304575e-07,1.94524554795053e-06,-0.000451634564765442,-2.70683923502031e-07,0.000912421892740367,0.000247635145182196,-3.14571205376914e-07,6.13276951544756e-06,-5.19567608897554e-15,0.408940994271859,0.000542832273334829,0.00288319624843514,6.10285278892058e-06,-0.0023787018943968,0.0078527912113515,-0.00339141106154132,0.000764200957457212,0.00410188352174116,-3.32157277026488e-07,-0.000566755209588397,0.176313955425765,1.10800522398766e-05,0.000447620035259722,1.08441363413205e-06,4.20531395378611e-06,1.06498459262139e-06,6.76366804882335e-05,4.81663602969446e-05,-4.72677382641517e-05,-0.00067047293605623,-0.00088864577791302,-0.014863379930561,0.001228208558993,-0.00729846996435068,-5.17363185733464e-15,0.00046340770312491,0.25721445929439,0.00390537815256808,-0.147927948224965,0.00103115235211247,0.000292351827166329,-0.0643318942433691,-0.0350097645324777,4.615342250983e-06,-6.69833395519015e-06,-6.3675214649994e-08,1.20672301388639e-05,0.00441778370696561,-0.0643310689930498,-1.34398523199749e-15,2.51008402309815e-16,7.07508603074531e-16,-2.67020706911106e-06,7.87657632573151e-07,9.95403118876096e-06,-1.61990668707895e-15,-4.84386169802611e-15,0.00158160445326752,0.362114144747563,1.14558434607457e-05,1.07349242974608e-07,5.937060793483e-16,5.95438801907745e-06,-1.05746669001986e-15,2.67530988574447e-18,-0.000150210747880835,-1.71737889122123e-15,7.24038440812285e-15,-1.02063122794463e-15,-3.11231564394087e-07,-8.31065636735443e-16,4.87692823973537e-05,1.61573869028091e-17,-0.000473659058198196,1.46073985978086e-15,-1.94835276709048e-06,1.14374484898343e-15,-1.84460987373861e-14,-1.26414276665491e-14,0.707106781186547,1.2735752782748e-14,7.75346210162075e-15,1.3928622519589e-14,1.21342318510498e-15,3.8555528822385e-07,1.06556709620505e-09,1.40313416283766e-14,2.60254680078691e-15,4.34104794009483e-17,9.74883727746303e-16,-1.97533001751086e-15,4.17404873750368e-15,5.38219617328326e-14,-0.0953462589245584
"t71",-0.0999279073797682,0.152791878429112,0.00339917251005686,-0.0517895909347373,-0.00868436178767466,-0.0112860793643466,-0.0045252263406043,-0.00128739763205622,0.00287986314941414,-0.00187396750971338,-0.00208900193508326,-0.139140191868552,-0.00121794951027115,-0.000476826088286168,7.55215021397765e-06,-0.0839161537366862,-3.84021738405436e-07,2.4044081353804e-06,-0.00088705370017355,-1.1275258327745e-06,-0.00110863407830515,-0.00015651217857334,8.77573676825877e-08,-4.60691733296762e-07,-6.96272991767188e-17,-0.00858807451602464,2.09468637256302e-05,0.000114878765980098,2.04185537769815e-07,-7.27157840798588e-05,-0.000272633568458863,0.000238248737042039,-0.000139280784390173,-0.00118056196324986,1.35926967259948e-07,0.000741669932881377,-0.618760509601719,-0.00207117390072939,0.0276448279981295,6.01785800611553e-06,2.02019232118465e-05,3.60461065283452e-06,9.60247955813567e-05,6.51029164817842e-05,-6.00729780732377e-05,-0.000844369595212833,-0.00102064352610583,-0.0148874021763119,0.00120991240910969,-0.00614522896328528,-4.63799883055327e-15,0.000335856543444389,0.144575075939598,0.00198257138026564,-0.0713782734128605,-2.18438991667193e-05,-0.000334993331972889,0.0750592856889141,0.111689732056406,8.69743970676904e-06,-5.08527806195821e-06,1.45537620174421e-08,-4.35771264249639e-06,-0.0116962066454771,3.72846651063368e-05,-3.53039098607509e-16,1.11699810082943e-17,2.92210527581875e-16,-4.67587273956172e-06,1.34570018051355e-06,1.44666826440434e-05,-3.91589003877935e-16,-8.8051946845057e-16,0.000480042268169353,0.00335632399953061,-7.94646035029385e-06,-2.66551234256589e-07,2.5797874254101e-16,7.06108770129893e-05,4.2651243775038e-16,5.44510864009911e-16,-0.000527278091563849,2.31283197735223e-15,-1.13036000302964e-14,8.16048836117816e-15,-7.93722635760004e-07,-0.707106781186547,0.000117793829750086,-8.79681063534641e-15,-0.00283105718698594,-2.67682081117126e-15,-4.07883558364496e-06,1.75681256439734e-15,-5.23242889464359e-15,2.72316852846621e-16,-1.00786069181579e-15,-4.64170442459474e-16,-3.74143588528665e-15,1.0636196358907e-15,2.71371281547859e-15,8.01083824201398e-07,2.19385753456418e-09,-2.85492617004919e-15,1.11633269554888e-15,1.22471906738684e-16,1.04061021938602e-15,-1.23439532629208e-16,3.97052804639125e-15,5.4482997038553e-14,-0.0953462589245617
"t72",-0.0999279073797682,0.152791878429112,0.00339917251005684,-0.0517895909347374,-0.00868436178767465,-0.0112860793643466,-0.0045252263406043,-0.00128739763205622,0.00287986314941414,-0.0018739675097135,-0.00208900193508332,-0.139140191868552,-0.00121794951027114,-0.00047682608828623,7.55215021405898e-06,-0.0839161537366865,-3.84021738393044e-07,2.40440813537761e-06,-0.000887053700173523,-1.12752583282639e-06,-0.00110863407830527,-0.000156512178573471,8.77573679844296e-08,-4.60691733276305e-07,8.46739027007714e-17,-0.00858807451602431,2.09468637258208e-05,0.000114878765980421,2.04185537709466e-07,-7.27157840799215e-05,-0.000272633568458687,0.000238248737041865,-0.000139280784389576,-0.00118056196325014,1.35926967153053e-07,0.000741669932881092,-0.618760509601718,-0.00207117390072968,0.0276448279981293,6.01785800653879e-06,2.02019232119493e-05,3.60461065301475e-06,9.60247955814745e-05,6.51029164819414e-05,-6.00729780728071e-05,-0.000844369595212887,-0.00102064352610622,-0.0148874021763118,0.00120991240910944,-0.00614522896328474,-4.05339701914929e-15,0.00033585654344451,0.144575075939599,0.00198257138026521,-0.0713782734128609,-2.1843899166147e-05,-0.000334993331972521,0.075059285688914,0.111689732056405,8.69743970674113e-06,-5.08527806282456e-06,1.45537621907213e-08,-4.35771264276259e-06,-0.0116962066454771,3.72846651065353e-05,7.57183928080487e-16,2.22806244289519e-16,1.93331287606152e-16,-4.67587274050671e-06,1.34570018152532e-06,1.44666826439657e-05,8.34974793856541e-16,-7.60047584077331e-16,0.000480042268170384,0.00335632399953007,-7.94646035018945e-06,-2.66551234154845e-07,1.43759070620524e-15,7.06108770132502e-05,9.97160032025685e-17,-5.90809268498598e-16,-0.000527278091563305,-3.12032194940714e-15,1.01844196666831e-14,-7.60944917137573e-15,-7.93722650186439e-07,0.707106781186548,0.000117793829734652,8.52266845007799e-15,-0.00283105718697467,-1.0271133200254e-15,-4.07883558117127e-06,-2.76304377429665e-16,6.53181519812764e-15,-1.61124332634457e-15,3.22679424603702e-16,4.63810688450424e-16,-1.74278797736517e-15,1.63759626658472e-15,-3.5042472772151e-15,8.01083824798426e-07,2.19385749592622e-09,1.61372149957273e-15,9.90203497966988e-16,-1.91062423912916e-15,1.86646592452429e-15,1.75004101029903e-15,4.93002382983031e-15,5.3779135003728e-14,-0.0953462589245608
"t39",-0.0996562330712489,0.151612016797729,0.00336819312837867,-0.0512533566195904,-0.00854070996378017,-0.0110893394604441,-0.00443318817002221,-0.00126109108477127,0.00281859578851226,-0.00183166851053023,-0.00204624954744319,-0.136313667239201,-0.00119450587777495,-0.000469634290859485,7.47731354734463e-06,-0.0837412816216873,-3.8830555003195e-07,2.473975884096e-06,-0.000965421064157732,-1.2811190056455e-06,-0.00144362368054083,-0.000220517046279617,1.46476370356703e-07,-1.28798231719829e-06,6.93661595036091e-16,-0.0557846930461796,-1.75001364447712e-05,-3.89294850700999e-05,-2.52819579747664e-08,5.8839498812258e-06,-4.93322243766713e-05,5.27442260287505e-05,-3.83263726727436e-05,-0.00034477090944203,4.05555475769822e-08,0.000205143155338962,-0.145154060893209,-0.000373784805836723,0.00482771695209603,7.11682881645268e-07,2.142915037066e-06,2.22860760000978e-07,-3.09819684636849e-05,-2.41266220552134e-05,2.62194736845277e-05,0.000377236908106513,0.000569945700692951,0.0111180743270789,-0.000933046461188159,0.00621250541252313,6.72017193031333e-15,-0.000418402934957968,-0.234815236532964,-0.00349415793763831,0.130474636528922,7.07249575886395e-05,0.00186324598599699,-0.419607310934958,-0.793065902235891,-0.000118809387912319,0.00012617204872412,1.15314579948245e-06,-0.000223782264935263,-0.166761504818176,0.000405669466929932,-5.30017783017234e-16,3.10795443940258e-16,-5.93638328014582e-16,-1.3729040369008e-05,3.91433320558352e-06,3.9862708313911e-05,4.60681707431081e-17,-1.86230742518982e-15,0.00113757026148711,0.00781187333652504,-1.79884044684439e-05,-5.84892460577191e-07,1.39434343182512e-15,0.00014586364784589,6.56611147517676e-16,4.67981469206023e-17,-0.00101556770337328,6.9695787466828e-16,1.30256878167551e-15,3.292267602102e-16,-1.43264364031373e-06,-3.0026193357475e-16,0.000209839357311627,-1.09575415169865e-16,-0.00886156239546855,-5.44027285987324e-15,-6.03402614125646e-06,1.14551193881682e-15,7.10391525207403e-16,-5.69576807528998e-16,7.23313513915509e-17,-4.00685212901774e-17,-2.64006610169686e-15,1.6217972308791e-15,-4.3778648272064e-16,1.33744062967318e-06,3.6474768296577e-09,-6.33264207754133e-16,1.16998894521369e-15,-9.40661775955186e-16,1.59093620927268e-15,6.8362657850952e-16,4.85604265871809e-15,5.35672886103979e-14,-0.0953462589245565
"t93",-0.101538273870099,0.160447700774817,0.00360602814607963,-0.0554687165595442,-0.00985369542414485,-0.0129403549253243,-0.00541223230754029,-0.00154238035297401,0.00350866755571218,-0.00258048157549542,-0.00304313752715023,-0.20327423636767,-0.00181230083662912,-0.000749288686516772,1.24827741212316e-05,-0.147351578507932,-7.31193881786817e-07,4.99490828247706e-06,-0.00228128568275704,-3.30265297922476e-06,-0.00451188374804427,-0.000746415425965316,5.64230814972072e-07,-6.18772104037211e-06,3.94547687892026e-15,-0.310624499013969,-0.000180764152820599,-0.000634101566713957,-8.45960077603857e-07,0.000280941566997162,0.000560650593206742,-0.000413339439432786,0.000170439043759928,0.0011657553613346,-1.11882387669477e-07,-0.000321920798340189,0.170188911132319,0.000347050981266526,-0.00439059209122112,-5.44366306037593e-07,-1.58679671117459e-06,-1.48276772790163e-07,1.15308262180934e-05,8.5457238553937e-06,-8.71800159348295e-06,-0.000124253025772374,-0.000170640271237005,-0.00290010412604705,0.000239497311327525,-0.00138385848920633,-5.33921816037792e-16,8.30162736529131e-05,0.039997060071278,0.000567379160330246,-0.0207370484824899,-8.04399330628678e-06,-0.000157968032733139,0.035483522874361,0.0597144875466728,6.87994864944903e-06,-6.181706174734e-06,-3.91876081554466e-08,7.15572273569419e-06,0.0027783322841783,-3.98028321220716e-06,2.83810505851675e-16,3.3456635803305e-16,-9.72471446443167e-16,-1.10737785099404e-06,3.20785783533204e-07,3.57457853884442e-06,8.79249431287771e-17,3.48024109244704e-16,0.000128384435477681,0.000903291674393168,-2.15467558294047e-06,-7.25609486538003e-08,-1.31261524885717e-15,1.89064917807098e-05,-9.39395234258202e-16,-8.66667436984257e-16,-0.000121738765991993,-2.05568385041413e-15,1.17541926045914e-14,-3.710032471006e-15,6.93879312491489e-08,-7.82567138116834e-16,-0.000146037833467694,2.04608665870359e-15,0.505994753583192,2.85198446254641e-13,-0.0001483644583275,6.46064662207449e-15,9.48531599354011e-15,-2.07233231237903e-15,-2.77737192210625e-15,8.22119208053884e-15,1.43931055420788e-14,-6.52541864831103e-14,0.707106781186548,5.20000501161957e-07,1.38529560278378e-09,4.21788684096996e-14,8.78940983665626e-16,-5.09119362827285e-15,1.03431636523706e-15,1.54486661339365e-15,4.77848815460672e-15,5.63156978898752e-14,-0.0953462589245802
"t94",-0.101538273870099,0.160447700774817,0.00360602814607962,-0.0554687165595442,-0.00985369542414488,-0.0129403549253243,-0.00541223230754028,-0.00154238035297403,0.00350866755571214,-0.00258048157549533,-0.00304313752715022,-0.20327423636767,-0.00181230083662918,-0.000749288686516779,1.24827741212193e-05,-0.147351578507931,-7.311938818686e-07,4.99490828236843e-06,-0.00228128568275708,-3.30265297921676e-06,-0.00451188374804414,-0.000746415425965019,5.64230815090033e-07,-6.18772104035589e-06,3.98296080593659e-15,-0.310624499013969,-0.000180764152820699,-0.000634101566713957,-8.4596007761797e-07,0.000280941566997152,0.000560650593206544,-0.000413339439432433,0.000170439043759692,0.00116575536133458,-1.11882387685127e-07,-0.000321920798340106,0.170188911132319,0.000347050981266427,-0.00439059209122087,-5.44366306420255e-07,-1.58679671112278e-06,-1.48276772912883e-07,1.15308262181602e-05,8.54572385519457e-06,-8.71800159307519e-06,-0.000124253025770722,-0.000170640271237078,-0.00290010412604681,0.000239497311327729,-0.0013838584892071,-1.10291111615841e-15,8.30162736530391e-05,0.0399970600712779,0.000567379160330661,-0.0207370484824895,-8.04399330592748e-06,-0.000157968032733177,0.0354835228743609,0.0597144875466728,6.87994864929529e-06,-6.18170617435501e-06,-3.91876083238977e-08,7.15572273555245e-06,0.0027783322841792,-3.98028321229053e-06,1.1033821725466e-16,3.24158019024393e-16,-5.65374006304727e-17,-1.10737784924566e-06,3.20785783201221e-07,3.57457853813925e-06,-1.09779387709927e-16,2.66853126023634e-16,0.000128384435478481,0.000903291674392879,-2.15467558283328e-06,-7.25609485283116e-08,7.34358452795467e-16,1.89064917800425e-05,2.15258099348514e-16,-4.1738684883239e-16,-0.000121738765993947,-4.58144123143636e-15,-1.80440608354033e-15,-2.33266140646361e-15,6.93879405067209e-08,-7.20104631974058e-15,-0.000146037833468694,2.92038291184989e-15,0.505994753583192,2.86568120998696e-13,-0.000148364458323558,-5.32464816514706e-15,-1.46274070378402e-15,2.90300689349032e-16,1.10139632534466e-15,-9.34694429359137e-15,-2.3311793077364e-14,6.51241605252082e-14,-0.707106781186547,5.20000552238642e-07,1.38527835966995e-09,-3.29415970047352e-14,4.34318594684308e-15,9.52578266809806e-16,2.53069473358184e-15,5.74520559863013e-16,4.08838566108449e-15,4.96418992219039e-14,-0.0953462589245746
"t109",-0.101618178242344,0.160818698149622,0.00361598185736817,-0.0556446051701874,-0.00990755980628792,-0.0130160743060152,-0.0054518443537901,-0.00155375644192306,0.00353646133706429,-0.00260985492273456,-0.00308183954710125,-0.205872532365222,-0.00183619800068106,-0.000760011238059585,1.26732617340213e-05,-0.149752534666263,-7.44009136545517e-07,5.0882488081625e-06,-0.00232911028424613,-3.37547017188123e-06,-0.00462054356137419,-0.000764927306387762,5.78807614127158e-07,-6.35657500158091e-06,4.2218411128831e-15,-0.319346952109663,-0.000186244263700468,-0.000653915551736763,-8.73084092527425e-07,0.000290013836932917,0.000580281519453792,-0.000428208316817627,0.000176959449188169,0.00121222548246688,-1.16506736731174e-07,-0.000337045757256876,0.178871485308107,0.000366098706545028,-0.00463320056220014,-5.7624110914715e-07,-1.68074989131079e-06,-1.57389097232181e-07,1.24040127962302e-05,9.2044528136298e-06,-9.40533416875985e-06,-0.000134082102802341,-0.000184600509320381,-0.00314892947780105,0.000260158508286894,-0.0015090176012568,-7.18976656946129e-16,9.08088295394869e-05,0.0439316568454548,0.000623988825078099,-0.0228190474832704,-8.92788985859306e-06,-0.000176535456500046,0.0396564755169729,0.0669040976277524,7.74817980503042e-06,-6.98216725596941e-06,-4.4501952884252e-08,8.13243248391087e-06,0.00317777784975724,-4.5669191974112e-06,1.90909721811108e-16,-3.27383316452784e-16,2.77022141529014e-16,-1.37399485224518e-06,3.98869663818149e-07,4.5078638104422e-06,4.67578990503027e-16,-1.10708865475515e-15,0.000173123939845215,0.00123388082576656,-3.0136303741353e-06,-1.04964790876392e-07,2.35166337300691e-15,3.03427417229419e-05,9.03411126171779e-16,4.97546857258954e-16,-0.000266298688365753,2.77609836003988e-15,-3.34946076804869e-15,3.29780376851582e-15,-6.78811893495227e-07,4.33656827258619e-15,0.000234037876666836,-2.5062553078926e-15,-0.493878352277906,-2.79041638981033e-13,0.000140946840951921,1.36308650046979e-15,-3.65765479535203e-15,-3.59459499277577e-16,1.5987902517724e-16,1.12100915397058e-15,-1.0093877100298e-15,-3.68272769935025e-16,-4.3148604775258e-15,1.53172106418773e-07,4.64078223896222e-10,5.93796072784252e-15,-8.43438007670938e-16,-1.17014995983593e-16,4.94869116796987e-16,-2.61713314420099e-16,6.55598475530805e-15,0.707106781186603,-0.0953462589241427
"t110",-0.101618178242344,0.160818698149622,0.00361598185736816,-0.0556446051701874,-0.00990755980628792,-0.0130160743060152,-0.00545184435379008,-0.00155375644192302,0.0035364613370643,-0.00260985492273458,-0.00308183954710131,-0.205872532365221,-0.00183619800068114,-0.000760011238059577,1.26732617339085e-05,-0.149752534666263,-7.44009136544667e-07,5.08824880833879e-06,-0.00232911028424601,-3.37547017186481e-06,-0.00462054356137405,-0.000764927306387566,5.78807614180935e-07,-6.35657500161713e-06,4.12661602900319e-15,-0.319346952109663,-0.000186244263700847,-0.000653915551737134,-8.73084092511741e-07,0.000290013836932874,0.000580281519453735,-0.000428208316817573,0.000176959449186698,0.0012122254824665,-1.16506736710543e-07,-0.000337045757256779,0.178871485308106,0.000366098706545049,-0.00463320056220009,-5.76241109109141e-07,-1.68074989130361e-06,-1.57389097211845e-07,1.2404012796381e-05,9.20445281376001e-06,-9.40533416953756e-06,-0.000134082102803606,-0.000184600509320524,-0.00314892947780133,0.000260158508287337,-0.00150901760125655,-1.11796305642056e-15,9.08088295396048e-05,0.0439316568454545,0.000623988825078253,-0.0228190474832704,-8.92788985899129e-06,-0.000176535456500195,0.039656475516973,0.0669040976277532,7.74817980465144e-06,-6.98216725542338e-06,-4.4501952633139e-08,8.1324324836056e-06,0.00317777784975683,-4.56691919701614e-06,-9.18504885326133e-17,-4.9827671327001e-17,5.54576188230172e-16,-1.37399485259949e-06,3.98869664651359e-07,4.50786380991421e-06,4.1106757501477e-16,-1.11679188925685e-15,0.000173123939845339,0.00123388082576559,-3.01363037374127e-06,-1.04964791107321e-07,1.05409021297626e-15,3.03427417246648e-05,6.46065555686161e-16,6.21257720931784e-16,-0.000266298688365844,2.66160661062542e-15,-5.08418424417163e-15,3.641946678599e-15,-6.78811894413391e-07,3.73185973628304e-15,0.000234037876668094,-3.41695485757131e-15,-0.493878352277909,-2.79937203711363e-13,0.000140946840938588,8.73342125705492e-16,-1.10923758892485e-15,5.06323928524826e-16,6.90101965640903e-16,2.00350397175427e-16,-3.15522644715888e-16,5.55407317595976e-15,2.40411756676572e-15,1.53172104066701e-07,4.6407776157907e-10,-1.66273222288284e-14,-1.33424198633455e-16,7.1220355567586e-16,1.95845995590393e-15,2.42502157766675e-15,2.8387887405191e-15,-0.707106781186493,-0.0953462589249433
"t15",-0.0477587721157845,-0.0623024293402127,-0.00155411087622085,0.00730517276009959,0.0579206612635582,0.169319834730308,0.0535176919456201,-0.0552341225392486,-0.281366701536248,-0.00976247772086338,-0.000517047806998147,-0.00277547934291531,0.00181893589577308,0.00203730355512871,3.59107507713638e-05,-9.69962699865241e-05,-2.19400985532083e-06,-7.50135449715173e-05,0.00940351075855304,3.87957335625325e-05,0.0470717457311931,0.00741522734910845,-4.85666608671559e-06,2.73387439375544e-05,2.17811425240195e-17,0.00247218209025411,-0.00635543846775053,-0.0221306970322408,-0.000155511604650205,0.065555233960722,-0.718747622542534,-0.56952121866643,0.0708099183305784,0.068348624152512,-1.74567085706063e-05,-0.00856206701148158,0.00548667528095888,-0.00454266292647214,0.0537713212548874,0.000233102658349722,0.000396304560246695,4.31118338188996e-05,0.000749278020248447,0.000487700046842748,-0.000424640455415347,-0.00591311527718055,-0.00441621996134194,-0.0774013051133423,0.00611654977139551,-0.0225321371553849,-1.36108305518803e-15,0.000778642350560414,-0.00189696314615705,0.00103716485113458,0.000294125877619867,-1.69458338849847e-05,-1.81031917845728e-05,0.000586611027899513,-0.000244065948725877,-0.000237544956626072,2.93563877254541e-05,1.20694323174395e-06,-3.77324284151788e-05,-0.00156811785078066,7.81867885640846e-05,1.98572819209321e-17,1.37417949842769e-16,-1.8529340073315e-16,-0.00029881939578872,8.34224031861889e-05,0.000199013911414426,1.17340481055665e-16,-3.38844157226037e-16,4.17065040090828e-05,3.3756806076105e-05,-0.00478041196191425,-8.73674870869806e-06,9.07049353072511e-16,0.00208793907316361,3.9080040355398e-16,-4.82093315982336e-17,-9.91768054297676e-05,-2.01653237382562e-17,-2.54154413077083e-16,2.17511156129432e-16,-1.90962645772679e-05,9.81752876416874e-17,2.149510664646e-05,-2.61716671403024e-16,-1.72957899128675e-05,-2.22063600883236e-16,-3.45031116633628e-05,1.0600794354785e-15,1.07288848105044e-15,-4.1512625718005e-16,-2.42952539646401e-16,-3.76793411537038e-17,-2.64339367348012e-15,1.59837242053008e-15,-4.1018303463565e-16,5.37685831425013e-06,4.73492504549014e-08,-6.23204991904564e-16,1.13850176233693e-15,-7.71213883137139e-16,1.57013974215783e-15,8.44847240580191e-16,4.57418792073305e-15,5.39325071163879e-14,-0.0953462589245605
"t54",-0.0492571145584785,-0.0686568930551268,-0.00174943591140545,0.00839201389472659,0.0758197354510725,0.227321049408475,0.08004113450996,-0.0829881223667322,-0.442658831578825,-0.0230357558385447,-0.00156497283243026,-0.00852179632118195,0.00614848815718595,0.00975900022786468,0.000275588169194353,-0.0024697787159246,2.82374189717643e-05,0.000380200050896651,-0.020298916688266,-6.39013072505892e-05,-0.0514929183994203,-0.00715778241527728,3.96163104668668e-06,-1.79058983104496e-05,6.84151987573598e-17,-0.00144561871121976,0.0027377208858476,0.00842477429908142,5.3157069421245e-05,-0.021740039319703,0.165535390271008,0.114769082453802,-0.0101471893380444,-0.00747173300618857,1.43425904022884e-06,2.29484422822179e-05,0.000206823600315979,-0.000309559836862041,0.00380369711391202,2.13573606230142e-05,3.77942762591428e-05,4.62661427429512e-06,0.000120342573858768,8.00980991197215e-05,-7.16214004099102e-05,-0.0010011223664469,-0.000775117880088386,-0.0142128877904,0.00112855482531388,-0.0043201711934558,1.65038935727356e-15,0.000153339945741688,-0.000384901712400413,0.000212186777348748,6.03863694989326e-05,-3.63616127052435e-06,-3.98437937467176e-06,0.000129131922345848,-5.41287559262828e-05,-5.3364364157368e-05,6.63395811842881e-06,2.75105110322029e-07,-8.60919556310227e-06,-0.000360027474966502,1.79837859512308e-05,-2.22729517835287e-16,-1.4392073863232e-15,-1.68240659637448e-15,-5.51658290547033e-05,1.51429701375424e-05,3.12466032117287e-05,-5.44622895888094e-16,-5.72782848263629e-15,-1.07406307509925e-05,-2.07131624494025e-05,0.819539967334838,-9.87251942097866e-06,6.89687932094773e-15,0.00123653045550489,-3.09999517847486e-15,5.19787935318739e-16,-4.76041706997985e-05,-4.53403152347339e-15,1.3233764391549e-15,-4.50697044411015e-16,-8.48233328845892e-06,8.34271551882398e-17,9.43703184983543e-06,1.35656917846315e-16,-7.56414636376332e-06,3.47893480361934e-16,-1.5086600825726e-05,7.15695227975004e-16,1.77018798480786e-15,-4.31581011747733e-16,-2.7464580109922e-17,1.81774123932266e-16,-2.60928813422294e-15,2.13502365722138e-15,-3.24356031545617e-16,2.31409335240668e-06,2.03645757326019e-08,-9.14866784534335e-16,1.32034397913648e-15,-2.50600701791638e-15,1.09017880046139e-15,8.40223432113799e-16,4.78309176360398e-15,5.42093717539879e-14,-0.0953462589245561
"t60",-0.0492949387945696,-0.0688125560646047,-0.00175417765107807,0.00841817815186724,0.0762302523936791,0.228640170744577,0.0806248551619354,-0.0835981339008094,-0.446159594532612,-0.0233005100665102,-0.00158515700860006,-0.0086322860024179,0.00623083494138653,0.009901373790539,0.000279889060277394,-0.00251107616026533,2.874738601936e-05,0.000387549702238924,-0.0207425146992849,-6.53753908659329e-05,-0.0527994262695327,-0.00734526878339583,4.07010929945828e-06,-1.84263946441988e-05,1.01822691573117e-16,-0.00148897863586781,0.00282706755246092,0.00870908857329757,5.50030888232253e-05,-0.0225010343326836,0.171879067390455,0.119303053112174,-0.0105770071938189,-0.00780342528682803,1.50062991922192e-06,2.4180901533763e-05,0.000219068108203952,-0.000329567296662174,0.0040515558375831,2.28509684785937e-05,4.04737772630769e-05,4.97006491890274e-06,0.000132003198294733,8.80430305731531e-05,-7.89412717639606e-05,-0.00110389740793523,-0.000858361786024251,-0.0158413609999869,0.00125883580253008,-0.00485267213313858,-1.46775318887484e-15,0.000173258284999206,-0.000438380444096875,0.000242281822236991,6.90298448847252e-05,-4.23193278724177e-06,-4.70956805865361e-06,0.000152655139798464,-6.43676259470126e-05,-6.42670875800513e-05,8.04915292537731e-06,3.38648976583927e-07,-1.06204566971182e-05,-0.000452354840416402,2.28126096514876e-05,2.73995757844761e-16,9.41290039735114e-16,4.17856007379209e-16,-0.000109208438799563,3.06849499544612e-05,7.66235283478944e-05,1.80168235031723e-15,1.94072165348572e-15,2.52802485124435e-05,2.64520872098505e-05,-0.405171259629341,5.66306290560968e-07,-1.16446032196598e-14,0.000437658090466755,-0.707106781186545,1.03106317131548e-15,-2.76117089852e-05,-8.0030258775277e-15,-8.55299489993826e-16,1.92772010376066e-15,-5.94389327328498e-06,-6.61286865493689e-17,6.84516786107737e-06,-2.00745278995057e-16,-5.55570604639139e-06,5.1641691139603e-17,-1.10881639860452e-05,2.07385866221381e-15,1.34030550679928e-15,-4.28599074807251e-16,-8.72816205110193e-16,-1.11386210735762e-16,-2.93312297869354e-15,7.44280383620113e-16,-9.17746381050573e-16,1.82200663294741e-06,1.61141515681149e-08,-9.75848180457902e-16,7.90707911155164e-16,5.07056920335651e-16,1.93491592043814e-15,1.6554963679806e-15,4.61550520268896e-15,5.40061600811485e-14,-0.0953462589245628
