"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113"
"t8",0.0718308868507785,-0.0877286383685801,0.0057521842231423,-0.0443220583721835,0.0991878569235646,-0.00494509438784925,-0.0001159676564308,0.00336886617669651,5.13087120974226e-07,0.000121585087799816,0.000420233097914157,0.000296189458692235,-0.00199522782082197,-0.00261935530304483,-0.000232752078447169,-0.0139531540636751,-0.0357179816280195,-0.00380965726245149,-0.000303671843873049,-0.18535939658481,0.0150717058711375,0.00770289212560581,-0.0706738648499197,-0.019981935757891,-0.298284027242579,0.16726866411874,0.877864224538758,-0.00131269195541432,0.00711814917705729,-0.000145393271102707,-0.143473418678454,-0.00447258952845857,-0.000415233077763015,0.00112138168006103,-1.50567948793646e-06,0.0049007654875636,0.0968660516256083,0.0023921799450246,0.0504999172548974,0.000653369505467432,0.000781679890902406,0.000176229178520254,-6.1721941746043e-06,-0.00520492879000934,0.0200700974833127,0.00161406530439629,4.61434104186823e-17,1.69809722494981e-06,0.000350298859221732,0.00507093693245708,2.30769994780941e-16,-2.25270535045997e-05,-0.00313360786535467,-0.000382756322216587,1.50124098621893e-05,0.00511191108015085,0.00867939697930574,1.21147175813827e-05,-4.28312034623645e-05,3.31949262693387e-16,-0.000499014555408201,0.00150735551507073,-0.000316298528023932,7.35173831673184e-05,-0.0639775107270907,2.72959104474697e-05,-1.49299495335288e-15,-2.56742186566638e-06,-8.8589455876709e-09,5.0959928467326e-17,0.00138534724435321,4.62405493917339e-08,-3.31300425577605e-06,-0.000119234850188169,-1.93429366662134e-05,-3.78040760430453e-16,4.4086872538991e-16,3.96712032520361e-16,-0.000190581656700124,6.75314657332365e-08,-3.21124990907556e-07,-4.96615852769253e-05,3.22310207124347e-16,-5.19928501761609e-16,-4.09846870650259e-05,-9.06167099690158e-10,-2.14888045439099e-06,-3.19857670730406e-16,-5.36890535613733e-07,-5.88588135644666e-17,-1.33053803737673e-15,-0.000371132914126671,3.25007394456457e-05,1.37782490914563e-16,5.70860446880278e-17,3.518920536415e-16,6.37472858672252e-16,-9.92848587586078e-07,-2.07065196395999e-16,8.0789546783401e-16,-9.19917215235555e-16,1.76870259626693e-05,-6.9050781434136e-08,7.95901829702721e-16,4.5702809267161e-15,5.98010139610503e-17,-3.70862569844609e-06,-2.28892543736006e-15,7.04178948844323e-05,1.97396779903155e-14,3.58974829282028e-15,3.96569948831623e-14,-0.0940720868383632
"t14",0.0752781593053644,-0.0970253090768216,0.0064380153891244,-0.0651186361321943,0.18383758268282,-0.0117898851981591,-0.000386537613363974,0.0324551509276656,7.94150195978609e-05,-0.000856577456417512,-0.000445950651646827,-0.000135901361332871,0.000745833660135024,0.000115956294358054,6.83432751458559e-06,-0.001267997885454,-0.00370420065096732,-0.000519229664684179,-7.15717768607835e-05,-0.12799389725521,-0.00432184296905219,-0.00090822212560401,-0.00185402193659228,-0.00178163882824373,-0.0606288760127845,-0.00430157374494088,0.00739528126340727,-3.00540581913125e-05,0.000207758674144593,-2.71569856923719e-06,0.174627152895993,-0.00118794974663785,4.68348076781639e-05,-0.000738789485180045,1.38881246923588e-06,-0.00625536081046956,-0.879054610001016,0.0111129062955587,0.232549811922549,0.000744704045768123,0.000747458895790811,0.000149898294829547,-5.04925781123803e-06,-0.00450918673379616,0.240835528797024,0.015818014273606,-5.18188717450936e-15,6.65919240144775e-07,0.000137253744288458,0.00197631909604775,-4.08566463578182e-16,-8.6911780919414e-06,-0.00120888915529089,-0.000146372346551919,5.72530144396655e-06,0.0168551962443508,0.00280139199393538,4.49479112024258e-06,-1.58994379485073e-05,2.24660328003671e-16,-0.000186096184952759,0.00287194909854867,-0.000117744674449676,2.73713288450076e-05,-0.023837291121729,1.01819654854393e-05,2.35545440382449e-17,-9.59932979788552e-07,-3.3164431110805e-09,1.38539804772612e-16,0.000519072335060128,1.73332682086372e-08,-1.24300204738324e-06,-4.47954220288021e-05,-7.26796042831332e-06,-2.26397343885895e-16,4.06263427040554e-16,6.22041625468712e-16,-7.21563170330637e-05,2.55795843677367e-08,-1.2167317546552e-07,-1.88316310914054e-05,4.00315317997598e-16,-3.14623607059874e-17,-1.55879859274542e-05,-3.45174638871626e-10,-8.18931501822533e-07,-4.28996796471455e-16,-2.05189767590972e-07,-6.16543593007629e-17,-1.42029006565658e-15,-0.00104581189576378,1.24225077796282e-05,9.29013375707038e-17,1.82444652987703e-16,4.62406123211217e-16,1.74225431836118e-15,-3.82983698971638e-07,5.80295054953345e-18,8.57835210018003e-16,-8.16805464934911e-16,6.84118061206838e-06,-2.67188259119012e-08,6.73098418875039e-16,4.57784882016274e-15,1.97395341926262e-16,-1.44317075142742e-06,-2.31382734085736e-15,2.7414485579973e-05,1.96421602118565e-14,3.95588322909495e-15,4.03638814409282e-14,-0.0940720868383613
"t18",0.0755916699318783,-0.0978662817408164,0.00649998512528165,-0.0669574560913326,0.191221408999073,-0.0123803588921294,-0.000409631712727474,0.0348966644990624,8.59856544461746e-05,-0.000937086047486631,-0.000513357804163343,-0.000167302798556745,0.00094055160917808,0.000261930481282618,1.91477946578653e-05,-0.000970952029885302,-0.00310568713947694,-0.000502944538196459,-8.36102679636855e-05,-0.176759725587068,-0.00768631984481432,-0.00195432778957346,-8.27641255097208e-05,-0.00356803230431539,-0.161668990827447,-0.0378498777276152,-0.108639184375424,0.000105668505471475,-9.65989626557379e-05,7.89223623342271e-07,-0.0168287679959941,0.000100089690439908,4.86947564646693e-06,-0.000113940623986042,2.14338402444887e-07,-0.000957168724441053,-0.124702918135198,0.00142445075512783,0.0297831865330129,3.15808460514231e-05,-1.64876409938925e-05,-1.90797779548595e-05,1.05316811954326e-06,0.00421515744131119,-0.891290242044937,0.225551896407597,-1.10050206682569e-15,7.84440172994135e-07,0.000138233119241118,0.00187144254064082,7.07757793222556e-16,-7.68500032173804e-06,-0.00106849843424519,-0.000123744024204038,4.74894282906606e-06,0.0173210076260226,0.00215173490756955,3.58817740123545e-06,-1.26890518553953e-05,2.92903919809662e-16,-0.000148236422493814,0.00278466199485175,-9.36510361312173e-05,2.17707326920859e-05,-0.0189606493584942,8.09909126108484e-06,-1.47843623572747e-15,-7.63749026440618e-07,-2.63947277929447e-09,1.25914518961105e-16,0.00041322997027572,1.38009932465926e-08,-9.90036425696605e-07,-3.56991841718596e-05,-5.79247034072259e-06,-1.69382342411519e-16,9.33923819623909e-17,5.18691056712081e-16,-5.7732366384875e-05,2.04713143654074e-08,-9.73915183048735e-08,-1.50802089107501e-05,1.61948327857713e-16,-4.74955471694719e-16,-1.25037992647768e-05,-2.77122373659733e-10,-6.57643670000054e-07,-4.12380791448406e-16,-1.65041310413543e-07,-3.54743524681381e-16,2.02383571912779e-16,-0.00100168526685785,1.00050898832571e-05,1.49470255675464e-16,3.67529568408657e-16,2.02828175667627e-16,-3.39799144766839e-16,-3.09722189200548e-07,-1.11189265864709e-17,7.11332847631575e-16,-7.69771842646704e-16,5.54094922981633e-06,-2.16454741046722e-08,8.76624545843172e-16,4.51811368341133e-15,1.97345143430951e-16,-1.17282650015523e-06,-2.43202142363864e-15,2.22844697991133e-05,1.96157621850842e-14,3.90591428211859e-15,4.19972072055288e-14,-0.0940720868383628
"t47",0.0759678764631984,-0.0988700481264038,0.00657386708072952,-0.0691027292624247,0.199719446674623,-0.0130523929632861,-0.000435634561674131,0.0375993142734545,9.31999034585844e-05,-0.00102441448757115,-0.00058221398080892,-0.00019692283439622,0.0011190538481898,0.000341001325996825,2.51176173656231e-05,-0.00137090564477976,-0.00442034197485419,-0.000729571221341356,-0.000126408042683593,-0.281170640883061,-0.013169364333134,-0.0034916321459054,-0.000168718386803941,-0.00765996322637884,-0.355200530298679,-0.090312891758604,-0.278327760486122,0.000294796590216354,-0.000476576838381641,5.13935208253319e-06,-0.270042314582786,0.0018280190271662,-1.84918824988719e-05,0.000183502947902309,-3.12178413378109e-07,0.00128898054506373,0.135827393254648,-0.00136307801840021,-0.0284764217837145,-2.07616832044086e-05,9.33623746155273e-06,9.17674378725766e-06,-4.62962444567474e-07,-0.00129449604679123,0.210827457700311,-0.0382492888652176,5.18954060075034e-17,-7.84145932882126e-09,7.93755785899811e-06,0.000180440508238502,2.26611887902046e-16,-1.2041216793364e-06,-0.000167892132011183,-2.67424603579864e-05,1.20083408207528e-06,0.00542807516260454,0.000681892634839562,1.30534869450893e-06,-4.65604953475276e-06,-1.63083685672904e-16,-5.9009895599112e-05,0.00113057253139879,-3.87643908069772e-05,9.02225905473448e-06,-0.00792069122473205,3.44375611512476e-06,4.04335905534141e-14,-3.38445877550389e-07,-1.1940612759621e-09,-0.707106781186548,0.000189442226112174,6.36676464002862e-09,-4.62449369883202e-07,-1.69612363296781e-05,-2.75667378787587e-06,1.73353112744956e-15,2.09558429247331e-17,1.95157894848944e-15,-2.95903300524243e-05,1.05296934414204e-08,-5.02149517939143e-08,-7.82281937014461e-06,1.59563038504647e-16,-1.7973049312153e-15,-6.62522325914246e-06,-1.4829538291794e-10,-3.52956871163755e-07,9.95984022953953e-16,-9.00596414751452e-08,2.51811206697397e-17,-2.19671120358895e-15,-0.000557041446378591,5.57030984540145e-06,1.1912907152271e-16,4.56474629150773e-16,2.25979485594214e-16,-5.51081740502624e-16,-1.77480732347223e-07,-8.66761043621738e-16,1.02733555507712e-15,-7.91176320219593e-16,3.21257468991596e-06,-1.25707048991344e-08,1.13828330076236e-15,4.53128436223524e-15,5.10959815340926e-16,-6.96549600983007e-07,-2.55259605271384e-15,1.3256830387121e-05,2.00889763446066e-14,3.82071222410625e-15,3.97185690998465e-14,-0.0940720868383573
"t48",0.0759678764631984,-0.0988700481264039,0.00657386708072953,-0.0691027292624247,0.199719446674623,-0.013052392963286,-0.000435634561674127,0.0375993142734546,9.31999034588446e-05,-0.0010244144875711,-0.000582213980808906,-0.000196922834396063,0.00111905384818952,0.000341001325996419,2.51176173661626e-05,-0.00137090564477969,-0.00442034197485405,-0.000729571221341636,-0.000126408042683546,-0.281170640883061,-0.0131693643331338,-0.00349163214590536,-0.000168718386803927,-0.00765996322637908,-0.355200530298679,-0.0903128917586041,-0.278327760486122,0.000294796590217158,-0.000476576838381536,5.13935208237907e-06,-0.270042314582786,0.00182801902716614,-1.8491882498793e-05,0.000183502947902518,-3.1217841538578e-07,0.00128898054506375,0.135827393254649,-0.00136307801840015,-0.0284764217837141,-2.07616832044018e-05,9.33623746176873e-06,9.17674378709222e-06,-4.62962444650089e-07,-0.00129449604679154,0.210827457700312,-0.0382492888652177,-5.17093894112853e-16,-7.84146023285841e-09,7.93755785958173e-06,0.000180440508238694,-3.41746631713071e-16,-1.20412167291112e-06,-0.000167892132010443,-2.67424603576778e-05,1.20083408270481e-06,0.00542807516260223,0.000681892634837901,1.30534870391273e-06,-4.65604954305894e-06,2.7671922598011e-16,-5.90098956013538e-05,0.00113057253140021,-3.87643908086985e-05,9.02225905156943e-06,-0.00792069122473486,3.44375611930347e-06,-3.88502111926425e-14,-3.38445899592873e-07,-1.19417078905292e-09,0.707106781186548,0.00018944222610916,6.36676864269132e-09,-4.62449375659576e-07,-1.69612363343517e-05,-2.75667379032298e-06,-1.9822465618944e-15,7.07970201437168e-16,-6.43567371618567e-16,-2.95903300494336e-05,1.0529693985263e-08,-5.02149493687709e-08,-7.8228193710609e-06,-3.47258277581053e-17,8.23041680436513e-16,-6.62522325944522e-06,-1.48290726920131e-10,-3.52956871126844e-07,-1.58438713131505e-15,-9.00596409486614e-08,1.0194113930684e-16,-2.21232371631036e-15,-0.000557041446377683,5.5703098460835e-06,8.55086835851418e-17,-2.78873890105851e-16,4.75156891159634e-16,1.94692006490398e-15,-1.77480734554706e-07,3.23479598920961e-16,6.62586557293512e-16,-7.75958006733321e-16,3.21257469070287e-06,-1.25707047328695e-08,6.13672389599578e-16,4.76489696684734e-15,-5.80293767600667e-17,-6.96549601837271e-07,-2.35310302095111e-15,1.32568303835395e-05,1.94012963928528e-14,3.84547371923073e-15,3.85320182422784e-14,-0.0940720868383553
"t23",0.0758927430717426,-0.0986784783583028,0.00655990711674481,-0.0687789774153133,0.198653323232872,-0.0129827372805605,-0.000433506031207589,0.0374754112890817,9.29986486966627e-05,-0.00102437570298398,-0.000592455365750781,-0.000208146673615919,0.001202918140578,0.000571024515346017,4.67843086157785e-05,0.000989468494189753,0.00207801364961103,0.000103047138758708,-1.7999713684533e-05,-0.0756931698019011,-0.0045664371690657,-0.00133108526933452,0.0046594838457565,0.00103931863799586,0.0165643016240368,-0.00248179860174923,-0.00526967445433175,-4.39784127692689e-06,0.000193515378342152,-3.2717781108314e-06,0.383068110495074,-0.00278454640672736,-5.01873823527318e-05,0.000202903971716726,-3.13716040631146e-07,0.00120002828471213,0.101158724788546,-0.000868017622998305,-0.0181145432974199,-6.70849875752094e-06,1.77611458973067e-06,3.22444449034212e-07,2.57068396625445e-08,0.00058524184299039,-0.149853781580544,-0.862024332889332,2.96706098281145e-14,3.55652303016402e-07,6.82482901512457e-05,0.000969506626994923,-1.44771271326841e-15,-4.27178259032852e-06,-0.00059423348537072,-7.34499093476002e-05,2.9378143111695e-06,0.0265562673442767,0.000913518429981535,2.35869302725801e-06,-8.37208912990615e-06,-1.3144185391332e-16,-0.00010108749139124,0.00399808930151236,-6.43961571137174e-05,1.49785611325104e-05,-0.0130905594539555,5.62971714244161e-06,-8.93747298424257e-16,-5.38706959862725e-07,-1.87510504376973e-09,4.78747330803244e-17,0.000294904131054613,9.87040938313109e-09,-7.11101565801807e-07,-2.57913796865995e-05,-4.18724317224239e-06,-2.87804005474077e-17,2.98902932079346e-16,5.15630748392957e-16,-4.28155438532368e-05,1.52006951040283e-08,-7.23771748818713e-08,-1.12307719701297e-05,9.47955221678632e-17,-8.20036912727017e-16,-9.38139608110684e-06,-2.08646794286338e-10,-4.95659776355756e-07,-3.59735926736597e-16,-1.25132517817295e-07,-8.22146323288422e-18,-1.70740045559297e-15,-0.00141682518905089,7.60792939953534e-06,1.42748110548428e-16,4.15036148515408e-16,5.77105728335745e-16,7.27493474941591e-16,-2.38853234840376e-07,-1.64542338822267e-16,8.91844036108152e-16,-9.28751131144188e-16,4.29130680579256e-06,-1.67739279145448e-08,1.03861400050356e-15,4.58673630552974e-15,-5.51813445727907e-17,-9.16292908515163e-07,-2.48833580681844e-15,1.74206713186663e-05,1.98910127825369e-14,3.76951964806937e-15,3.74075428146118e-14,-0.0940720868383517
"t30",0.0759814084825516,-0.0989152151582755,0.00657733484102641,-0.0692869196826178,0.200671542493268,-0.0131428002858151,-0.000439718539844049,0.038124709104487,9.47369271879529e-05,-0.00104551617116017,-0.000609602423653656,-0.000215890516323184,0.00125052217315208,0.000604687664232896,4.96169084999983e-05,0.00106439471650073,0.00223874281360722,0.000111410565736528,-1.96077861731285e-05,-0.08319749657923,-0.00508237244950765,-0.0014915249172582,0.00532633851241981,0.00119676092321634,0.0191340595039262,-0.00289804817193593,-0.00620776958110706,-5.23213089776045e-06,0.000242153778941833,-4.16336882872876e-06,0.503472274458683,-0.00366985623585221,-7.51012925595607e-05,0.000362285716970949,-5.81600226876951e-07,0.00230075791428526,0.217798984666617,-0.00205725237933267,-0.0429623784302731,-2.65640551030377e-05,1.11842771231412e-05,1.01889354188849e-05,-4.91392894942513e-07,-0.0010934717793147,0.130786349930276,0.317962977932179,-4.12139992088222e-15,8.29294917900736e-08,2.57188457011754e-05,0.000430627089111841,0.707106781186549,-2.27084299134592e-06,-0.000316235032961141,-4.42629742976282e-05,1.8821655195683e-06,0.0184691567131418,0.000638002311458339,1.7336590170242e-06,-6.17286152094614e-06,2.05291798476983e-16,-7.6751522712769e-05,0.00305689223009255,-4.95737324116206e-05,1.15357405658957e-05,-0.0101100350829281,4.37494706084065e-06,-6.21852215485305e-16,-4.24683629159544e-07,-1.48877517879717e-09,5.25580832642346e-16,0.000235206851675822,7.88918039862736e-09,-5.7077288714586e-07,-2.08209934861911e-05,-3.38219223066344e-06,-2.6826874204298e-16,6.14659829022757e-16,-9.04868107285455e-16,-3.54463178623528e-05,1.25990334323949e-08,-6.00366217747006e-08,-9.33442744610274e-06,3.46622921973454e-16,-6.20657670360698e-16,-7.85118404006796e-06,-1.75173521521632e-10,-4.16533317518418e-07,-3.64659138335191e-16,-1.05717900504767e-07,-8.05964780193466e-17,-1.30140247057237e-15,-0.00120423971761201,6.46878136576202e-06,1.45949671415713e-16,3.40727135419032e-16,3.19396983764173e-16,-5.92031462461725e-16,-2.04944072979377e-07,1.7153023621134e-16,7.07922172009007e-16,-7.5550531863822e-16,3.69560410466157e-06,-1.44529413055061e-08,8.53572221494035e-16,4.54677532354998e-15,2.01549481703851e-17,-7.95010520491383e-07,-2.5360105575917e-15,1.51225619117905e-05,1.97503561470344e-14,3.61489080859805e-15,4.11012358914517e-14,-0.0940720868383592
"t31",0.0759814084825516,-0.0989152151582755,0.00657733484102641,-0.0692869196826178,0.200671542493268,-0.013142800285815,-0.000439718539844154,0.0381247091044869,9.47369271880466e-05,-0.00104551617116008,-0.000609602423653592,-0.000215890516323118,0.00125052217315195,0.000604687664232746,4.96169085001541e-05,0.00106439471650075,0.00223874281360718,0.000111410565736364,-1.96077861731241e-05,-0.08319749657923,-0.00508237244950815,-0.00149152491725718,0.00532633851241998,0.00119676092321509,0.0191340595039261,-0.0028980481719355,-0.00620776958110694,-5.23213089621866e-06,0.000242153778942066,-4.16336883054049e-06,0.503472274458685,-0.00366985623585211,-7.51012925588073e-05,0.000362285716971527,-5.81600225828608e-07,0.00230075791428502,0.217798984666618,-0.00205725237933035,-0.0429623784302739,-2.6564055101778e-05,1.11842771236506e-05,1.01889354195144e-05,-4.91392895057501e-07,-0.0010934717793143,0.130786349930276,0.317962977932182,-1.79991877286967e-14,8.29294985341247e-08,2.57188457140574e-05,0.000430627089104696,-0.707106781186546,-2.27084286498521e-06,-0.000316235032950563,-4.42629742941371e-05,1.88216551215058e-06,0.0184691567131415,0.000638002311459317,1.73365901541358e-06,-6.17286152277113e-06,-1.81367699054568e-16,-7.67515227123164e-05,0.00305689223009097,-4.95737324057469e-05,1.15357405656689e-05,-0.0101100350829283,4.37494706306103e-06,-1.96799763283969e-15,-4.2468362901863e-07,-1.48877496802773e-09,-2.63717480551584e-16,0.00023520685167569,7.88918135298774e-09,-5.70772887541088e-07,-2.08209934869907e-05,-3.38219223027947e-06,1.16839868718397e-16,-1.69429390246706e-16,3.37193901506386e-16,-3.54463178624354e-05,1.25990332360121e-08,-6.00366245884221e-08,-9.33442744583306e-06,-3.21973104256858e-17,-2.49938281763611e-16,-7.85118403993249e-06,-1.75174305616643e-10,-4.16533317667645e-07,-4.41258702824366e-16,-1.0571790112978e-07,7.89869010394669e-17,-1.4748748185138e-15,-0.00120423971761185,6.46878136536669e-06,8.30482912679314e-17,1.69463933904664e-16,1.75749021743254e-16,7.54113954896278e-16,-2.04944071802029e-07,-3.00527246109052e-16,1.07642661844362e-15,-5.63761968458465e-16,3.69560410497256e-06,-1.44529408724744e-08,8.93980483520704e-16,4.58302960874923e-15,1.20768896200129e-16,-7.95010520525944e-07,-2.31917012385152e-15,1.5122561911665e-05,1.96615686352879e-14,3.6631226466919e-15,4.0405611777585e-14,-0.0940720868383617
"t40",0.076739523877352,-0.100975229837873,0.00672954813221463,-0.0740433393397188,0.220391225239853,-0.0147611220897993,-0.00050459292114402,0.0452514436173461,0.000114267110806764,-0.00129125305703347,-0.000842602796969518,-0.000341556667547064,0.0020676422706116,0.00166230468763481,0.000144875452159923,0.00829785567196137,0.0215053864830677,0.00240332176534613,0.000238727164040786,0.3399241533416,0.0103524923858155,0.00235390355889143,-0.0048498508072548,-0.000930993222716476,-0.0139679803611222,0.00173177010455435,0.00320423403665387,2.32060076330523e-06,-5.64860929447405e-05,8.08485526271954e-07,-0.0702371738981123,0.00049823572259037,2.92641736179423e-06,1.69222647237474e-06,-5.48127798574319e-09,2.98359894170235e-05,0.00471730022572876,-5.38749725603326e-05,-0.00112624239477139,-9.36053759405357e-07,4.13385533920395e-07,3.82703973811892e-07,-1.8335770106632e-08,-3.52870496806489e-05,0.0031866978233544,0.00225006237872391,-2.15125572608295e-15,9.91139053734725e-10,-1.09172314101413e-06,-3.7144408596366e-05,-9.9182429512355e-17,4.55877984568073e-07,6.38646026217855e-05,2.06105276377478e-05,-1.69349811075495e-06,-0.8307705839234,0.026079670443903,3.41478751482744e-06,-1.16382511861067e-05,6.5160904382893e-17,-0.000136683521221347,0.325760363673639,-2.78550348462683e-05,6.8119640271428e-06,-0.00720120706662884,3.5352703093079e-06,-6.44162951978922e-15,-3.51674112210308e-07,-1.21427699900071e-09,-1.48983922339532e-15,0.000189562400335959,6.32062774497945e-09,-4.51845957970087e-07,-1.62150891931301e-05,-2.62983694755935e-06,4.09797811970159e-17,1.02197882099235e-15,1.03263199993313e-15,-2.58914776323506e-05,9.18007056701801e-09,-4.36726697271295e-08,-6.76264819554934e-06,-1.56219292256168e-16,1.01834010287012e-16,-5.61640880214054e-06,-1.24684818025855e-10,-2.9612093231993e-07,-9.67686923491567e-16,-7.48185725336463e-08,-2.00496210409057e-16,-3.95395597049038e-15,-0.0159723318377122,3.79532161708149e-06,-9.86342964832399e-17,-2.51723961953323e-17,3.61239944673009e-16,1.86457818058364e-15,-1.39960024417554e-07,-2.36366004101924e-16,1.04893427189309e-15,-8.2069626478929e-16,2.51890043370922e-06,-9.84797247331578e-09,1.32274274851895e-15,4.87053003598601e-15,4.58711990585704e-16,-5.39512041672982e-07,-2.41051851733351e-15,1.02597540991027e-05,1.95580902077774e-14,3.91976835851153e-15,3.96157212265766e-14,-0.0940720868383536
"t43",0.0768575161347127,-0.101293629717399,0.00675304040984497,-0.0747582675225758,0.223310018581338,-0.0149978107000061,-0.000513977602560384,0.046265701481818,0.00011702609355518,-0.00132560477871372,-0.000873761429699173,-0.000357649246092699,0.00217100291285677,0.00178354972243114,0.000155709545665667,0.00906146860652886,0.0235233727109603,0.002639001994728,0.000264273939977917,0.379875530990628,0.0117190905288474,0.00268279175936708,-0.00563585163778919,-0.00108933511218317,-0.0163918559353984,0.00205253624012983,0.00382767577724815,2.79617305581098e-06,-7.09316113171809e-05,1.02823701881535e-06,-0.0914279131970397,0.000649791125721777,4.12268714463006e-06,2.58362759609114e-06,-8.48749222925667e-09,4.67513078437864e-05,0.00766526060109084,-8.98016625517107e-05,-0.00187760207890969,-1.70736483945786e-06,7.87378716999881e-07,7.68374231701781e-07,-3.79923388613781e-08,-8.44380270309104e-05,0.00862861703361729,0.00729393530570401,1.37529562680682e-15,2.26581705339014e-08,5.78495277808874e-06,9.17107557480195e-05,1.16252203940146e-15,-4.46381425334909e-07,-6.21167918301063e-05,-7.35155530072672e-06,2.21056284651406e-07,-0.0769307350968091,0.00261909263076317,3.84329844265151e-07,-1.18444234676346e-06,3.9792468136696e-16,7.71326294854917e-05,-0.869568523160217,-9.4556800925589e-05,2.0996605505157e-05,-0.0144324516849143,4.55622012825998e-06,9.17561189513848e-15,-3.17965501631482e-07,-1.02279000291522e-09,8.86980269101692e-16,0.000154999535851513,5.11146681250927e-09,-3.59088220251581e-07,-1.26771736920222e-05,-2.05352049356298e-06,2.4930115361351e-16,6.35055976575158e-16,4.93731401086821e-15,-1.99308430531262e-05,7.07113015076889e-09,-3.36556346611228e-08,-5.21865884485638e-06,2.2838378643926e-16,-1.63125380273409e-15,-4.36294262623544e-06,-9.72758470996204e-11,-2.31351500250266e-07,9.08846023922852e-16,-5.91437971340445e-08,-2.95831165418535e-16,-3.30747568466874e-15,-0.0293179907353417,2.2110179018881e-06,5.23636296694933e-16,7.30158925190671e-16,1.0897768776181e-15,-1.25721529855728e-15,-1.10455180141279e-07,2.46918192636977e-16,4.47101530704967e-16,-1.22836766081538e-15,2.0030416894858e-06,-7.83885308533909e-09,7.27296948076269e-16,4.45489343531912e-15,4.67587381197688e-16,-4.34727024688758e-07,-2.53948622391912e-15,8.27421548891615e-06,1.90868042001363e-14,3.86377549687443e-15,3.58646612069935e-14,-0.0940720868383609
"t72",0.0769792278066312,-0.101621952350469,0.00677726305323554,-0.0754944468461096,0.226313259558003,-0.0152412017011891,-0.000523622742282086,0.0473072602784428,0.000119858296211525,-0.00136084973641037,-0.000905660357155566,-0.00037408943236209,0.00227653362875951,0.00190676846412175,0.000166715999430692,0.00983464513706384,0.0255659302158748,0.00287736173062505,0.000290068197107103,0.42013673695211,0.013092759244822,0.0030129412055749,-0.00642192719792702,-0.0012474875266772,-0.0188115006754103,0.0023721571003615,0.00444800553111902,3.26863936700596e-06,-8.51814927116288e-05,1.24456233046153e-06,-0.112211697900126,0.000798392209756844,5.28265528608861e-06,3.43929556223894e-06,-1.13684918291424e-08,6.29403479684257e-05,0.010475537392666,-0.000123960551970724,-0.0025919781786064,-2.43454295734181e-06,1.1386863842117e-06,1.12915765684732e-06,-5.63379407314411e-08,-0.000129885550338844,0.0136273384633715,0.0118907896520495,-7.18617969780092e-16,4.18296511556505e-08,1.17422104459488e-05,0.000201488684356377,-1.92674597179471e-16,-1.18731072082914e-06,-0.000165536572413467,-2.89609293311699e-05,1.61055777889909e-06,0.360979289845422,-0.0106971783864454,-3.94977510136062e-07,1.11917150183032e-06,-1.55646726708175e-16,-2.86068893315066e-05,0.236618945349422,1.75603692527021e-05,-3.7930505365052e-06,0.00213420778319668,-3.65544552296228e-07,-2.99229937628695e-15,-1.72703553622114e-08,-1.13589437966076e-10,3.52240089244802e-18,2.23214877630102e-05,8.11260457190641e-10,-6.6870949190822e-08,-2.79177595507771e-06,-4.58588133720247e-07,-6.09869427243848e-17,-5.0940560412462e-16,-1.84165943673728e-16,-6.13476102413136e-06,2.17658028937601e-09,-1.03473566624712e-08,-1.59161190394325e-06,8.93532457719204e-16,9.94928155320764e-16,-1.17714363581862e-06,-2.2015785028362e-11,-4.79895495261139e-08,-3.72796126046761e-17,2.11826192200556e-09,2.13727832817348e-15,4.10841375768914e-14,0.733571321345536,3.58671097748578e-05,-4.58160149028167e-15,-5.97055285532221e-15,-6.39577123090294e-15,-2.09280270580766e-14,-1.09241939382294e-07,5.29292084280172e-16,-9.07574397627956e-16,6.12766761340126e-16,1.79329145831149e-06,-6.95075389492331e-09,1.85398742247516e-15,3.78223966786503e-15,-3.99540231517881e-17,-3.57674753775814e-07,-2.33987607985423e-15,6.78770898942286e-06,2.13436492445282e-14,3.15362249158323e-15,4.38421564792647e-14,-0.0940720868383935
