"","Galium_ciliare","Galium_tenuissimum","Galium_propinquum","Galium_nuttallii","Galium_boreale","Galium_trifidum","Galium_bifolium","Galium_lucidum","Galium_sylvaticum","Galium_odoratum","Galium_aparine","Galium_saxatile","Galium_parisiense","Galium_divaricatum","Galium_murale","Galium_uliginosum","Cruciata_glabra","Asperula_molluginoides","Crucianella_gilanica","Rubia_tinctorum","Rubia_peregrina","Coprosma_repens","Coprosma_lucida","Coprosma_robusta","Coprosma_quadrifida","Coprosma_rhamnoides","Coprosma_foetidissima","Nertera_dichondrifolia","Spermacoce_brachystema","Spermacoce_leptoloba","Spermacoce_breviflora","Knoxia_sumatrensis","Psychotria_marginata","Psychotria_chagrensis","Psychotria_suterella","Psychotria_tenuifolia","Psychotria_grandis","Psychotria_loniceroides","Rudgea_jasminoides","Palicourea_faxlucens","Palicourea_guianensis","Palicourea_acuminata","Palicourea_cyanococca","Faramea_luteovirens","Coussarea_suaveolens","Atractocarpus_sessilis","Randia_thurberi","Randia_armata","Rothmannia_urcelliformis","Alibertia_edulis","Coffea_canephora","Coffea_racemosa","Coffea_liberica","Coffea_congensis","Ixora_congesta","Ixora_pendula","Ixora_peruviana","Guettarda_elliptica","Guettarda_aromatica","Guettarda_divaricata","Arachnothryx_buddleioides","Hintonia_latiflora","Hamelia_axillaris","Stephanostegia_capuronii","Asclepias_ovalifolia","Asclepias_vestita","Asclepias_speciosa","Asclepias_oenotheroides","Asclepias_albicans","Asclepias_cordifolia","Asclepias_amplexicaulis","Asclepias_verticillata","Asclepias_fascicularis","Calotropis_gigantea","Nerium_oleander","Tabernaemontana_siphilitica","Tabernaemontana_alba","Lacmellea_panamensis","Catharanthus_roseus","Vinca_major","Plumeria_alba","Plumeria_rubra","Carissa_macrocarpa","Alyxia_ruscifolia","Aspidosperma_megalocarpon","Aspidosperma_polyneuron","Alstonia_spectabilis","Chironia_linoides","Eustoma_exaltatum","Gentianella_parviflora","Gentianella_campestris","Gentianella_amarella","Gentianella_germanica","Gentiana_lutea","Gentiana_sceptrum","Gentiana_andrewsii","Gentiana_scabra","Gentiana_pneumonanthe","Centaurium_erythraea","Cicendia_quadrangularis"
"Coprosma_robusta",41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,4.175882,1.088596,0,3.785158,3.838704,4.175882,8.996978,44.275704,44.275704,44.275704,44.275704,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Coprosma_quadrifida",41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,4.175882,3.785158,3.785158,0,3.838704,4.175882,8.996978,44.275704,44.275704,44.275704,44.275704,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Coprosma_rhamnoides",41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,4.175882,3.838704,3.838704,3.838704,0,4.175882,8.996978,44.275704,44.275704,44.275704,44.275704,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Coprosma_foetidissima",41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,4.175882,4.175882,4.175882,4.175882,4.175882,0,8.996978,44.275704,44.275704,44.275704,44.275704,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Nertera_dichondrifolia",41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,41.741678,8.996978,8.996978,8.996978,8.996978,8.996978,8.996978,0,44.275704,44.275704,44.275704,44.275704,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Spermacoce_brachystema",44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,0,12.7249,12.7249,42.660598,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Spermacoce_leptoloba",44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,12.7249,0,12.7249,42.660598,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Spermacoce_breviflora",44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,12.7249,12.7249,0,42.660598,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Knoxia_sumatrensis",44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,42.660598,42.660598,42.660598,0,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_marginata",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,0,16.968232,16.968232,16.968232,16.968232,17.36691,30.11448,30.11448,30.11448,30.11448,30.11448,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_chagrensis",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,0,16.968232,16.968232,16.968232,17.36691,30.11448,30.11448,30.11448,30.11448,30.11448,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_suterella",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,0,16.968232,16.968232,17.36691,30.11448,30.11448,30.11448,30.11448,30.11448,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_tenuifolia",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,0,2.137436,17.36691,30.11448,30.11448,30.11448,30.11448,30.11448,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_grandis",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,2.137436,0,17.36691,30.11448,30.11448,30.11448,30.11448,30.11448,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_loniceroides",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,17.36691,17.36691,17.36691,17.36691,17.36691,0,30.11448,30.11448,30.11448,30.11448,30.11448,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Rudgea_jasminoides",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,0,22.114484,22.114484,22.114484,26.067334,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_faxlucens",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,0,10.770022,10.770022,26.067334,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_guianensis",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,10.770022,0,9.900574,26.067334,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_acuminata",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,10.770022,9.900574,0,26.067334,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_cyanococca",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,26.067334,26.067334,26.067334,26.067334,0,48.51106,48.51106,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Faramea_luteovirens",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,0,28.75161,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Coussarea_suaveolens",49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,28.75161,0,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Atractocarpus_sessilis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,0,4.131612,4.131612,5.647626,13.731892,14.155212,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Randia_thurberi",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,4.131612,0,3.757402,5.647626,13.731892,14.155212,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Randia_armata",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,4.131612,3.757402,0,5.647626,13.731892,14.155212,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
