"","Standleya_erecta","Coptophyllum_bracteatum","Payera_conspicua","Galium_coronadoense","Galium_circae","Galium_humilioides","Crucianella_sabulosa","Callipeltis_cucullaris","Staelia_tocantinsiana","Argostemma_gaharuense","Argostemma_svengsuksae","Argostemma_siamense","Coprosma_decurva","Coprosma_niphophila","Hedyotis_cryptantha","Houstonia_correllii","Spermacoce_stenophylla","Spermacoce_paraensis","Bouvardia_lottiae","Bouvardia_juarezana","Bouvardia_xylosteoides","Schismatoclada_pubescens","Psychotria_batangana","Psychotria_marcgraviella","Psychotria_prainii","Psychotria_malaloensis","Psychotria_apodantha","Psychotria_milnei","Chassalia_pentachotoma","Chassalia_cupularis","Rudgea_irregularis","Palicourea_seleri","Palicourea_dives","Palicourea_ruelliifolia","Palicourea_urceolata","Palicourea_nematostachya","Eumachia_hassleriana","Eumachia_haematocarpa","Schradera_schlechteri","Craterispermum_caudatum","Lasianthus_dinghouanus","Ophiorrhiza_argostemmoides","Tarenna_gracilis","Pavetta_kotzei","Pavetta_siamica","Pavetta_baconiella","Rothmannia_globosa","Cordiera_coriacea","Coffea_kalobinonensis","Coffea_kapakata","Mantalania_capuronii","Fadogia_vollesenii","Ixora_decus-silvae","Ixora_funckii","Ixora_irwinii","Ixora_oreogena","Mussaenda_philippinensis","Hippotis_comosa","Remijia_duckei","Chomelia_triantha","Rondeletia_pedicellaris","Rovaeanthus_strigosus","Hoffmannia_guerrerensis","Hoffmannia_pedunculata","Deppea_miahuatlantica","Simira_hexandra","Glossostelma_nyikense","Baroniella_linearifolia","Huernia_×_distincta","Desmidorchis_flava","Oxypetalum_montanum","Matelea_cremersii","Gonolobus_martinicensis","Orthosia_smaragdina","Asclepias_involucrata","Cynanchum_gerrardi","Ceropegia_kituloensis","Heterostemma_sinicum","Hoya_marginata","Hoya_edeni","Hoya_tangerina","Gymnema_calycinum","Gymnema_pachyglossum","Secamone_dequairei","Toxocarpus_kurzii","Pachypodium_succulentum","Trachelospermum_dunnii","Callichilia_barteri","Alyxia_veillonii","Neurotheca_corymbosa","Picrophloeus_javanensis","Metagentiana_rhodantha","Gentianella_gentianoides","Gentianella_angustifolia","Swertia_swertopsis","Gentiana_bavarica","Macrocarpaea_ovalis","Mitrasacme_geniculosa","Strychnos_matopensis","Strychnos_borneensis"
"Psychotria_batangana",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,0,16.968232,16.968232,16.968232,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_marcgraviella",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,0,16.968232,16.968232,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_prainii",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,0,16.968232,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_malaloensis",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,0,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_apodantha",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,16.968232,0,18.039212,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_milnei",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,18.039212,18.039212,18.039212,18.039212,18.039212,0,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Chassalia_pentachotoma",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,0,9.943888,21.59574,22.114484,22.114484,22.114484,22.114484,22.114484,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Chassalia_cupularis",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,9.943888,0,21.59574,22.114484,22.114484,22.114484,22.114484,22.114484,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Rudgea_irregularis",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,21.59574,21.59574,0,22.114484,22.114484,22.114484,22.114484,22.114484,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_seleri",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,22.114484,22.114484,0,10.770022,10.770022,10.770022,10.770022,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_dives",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,22.114484,22.114484,10.770022,0,10.770022,10.770022,10.770022,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_ruelliifolia",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,22.114484,22.114484,10.770022,10.770022,0,10.770022,10.770022,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_urceolata",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,22.114484,22.114484,10.770022,10.770022,10.770022,0,10.770022,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_nematostachya",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,22.114484,22.114484,10.770022,10.770022,10.770022,10.770022,0,26.067334,26.067334,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Eumachia_hassleriana",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,26.067334,26.067334,26.067334,26.067334,26.067334,26.067334,26.067334,26.067334,0,6.327844,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Eumachia_haematocarpa",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,26.067334,26.067334,26.067334,26.067334,26.067334,26.067334,26.067334,26.067334,6.327844,0,34.637442,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Schradera_schlechteri",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,0,34.775232,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Craterispermum_caudatum",99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,0,67.782866,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Lasianthus_dinghouanus",99.499018,99.499018,99.499018,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,0,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_argostemmoides",99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,0,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Tarenna_gracilis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,0,8.710768,8.710768,8.710768,13.251474,13.731892,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,30.381932,30.381932,46.272018,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Pavetta_kotzei",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,8.710768,0,4.40947,4.40947,13.251474,13.731892,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,30.381932,30.381932,46.272018,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Pavetta_siamica",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,8.710768,4.40947,0,4.40947,13.251474,13.731892,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,30.381932,30.381932,46.272018,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Pavetta_baconiella",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,8.710768,4.40947,4.40947,0,13.251474,13.731892,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,30.381932,30.381932,46.272018,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Rothmannia_globosa",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,13.251474,13.251474,0,13.731892,14.155212,14.155212,14.155212,30.381932,30.381932,30.381932,30.381932,30.381932,46.272018,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
