"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104"
"t81",0.0878724104847819,0.085412994683197,0.0284520860774577,-0.198639656755071,-0.0559854323728819,-0.0260942037529751,-0.00385952676589904,-0.0355397788354023,0.090101238469641,-0.030684217006457,-0.112586568908124,0.000680524592504905,0.00104903846580299,-0.0018508672130793,-0.00317143690040573,0.000326889887839741,-0.000477568237300121,-0.000169878963986037,0.292292256097669,0.000106672133431651,0.0430295396387794,0.35053211876705,0.00056971459947426,0.000429589707230375,-0.00172030104578569,-0.0672557617387744,1.16097874944045e-05,2.05739604322054e-05,-1.84829176624391e-06,1.34948399472417e-06,-5.96919743589758e-07,3.17935796510086e-05,4.2394371213574e-07,-0.000742043806971302,-4.2294362228696e-05,2.64175042393444e-16,-8.65740582679684e-07,0.000255208475390483,0.000129789444126421,4.16558699395006e-05,-1.69674841795745e-16,1.65115501992655e-16,-0.000900759440449933,0.0534837329505473,-5.16240018778032e-05,-3.80540882283609e-05,1.32209366009837e-05,6.94351730726864e-16,-8.01504820818486e-17,4.22133988806103e-16,5.94410032737654e-16,-2.72737925031647e-06,5.73710737934941e-06,5.77553719134006e-07,4.97996167539143e-05,-3.62601084458793e-06,-1.11125084976599e-06,-3.56408479434926e-06,9.81048321437488e-05,0.000431964250044477,-0.00013196347066793,1.58222364157955e-16,-3.05512557412582e-06,-0.000169248858663159,1.0814586014505e-06,3.46739705726739e-07,-2.02484193303001e-07,4.66681908655686e-16,-1.97640792885116e-06,-2.14391933939015e-05,-4.20689943509266e-17,5.45764760629245e-16,0.00208960429014788,-1.39114575331491e-15,-1.05279413298793e-06,1.63872250629636e-08,-1.6393101094929e-07,-1.75451068924402e-15,-2.00075426247215e-15,-9.59669259254597e-08,6.12971948509482e-16,-1.99847522554748e-16,5.80452802795448e-15,-2.0800691254981e-13,-0.831131695824523,-3.23788691144303e-14,8.29895755112607e-14,0.000135134195829596,-1.20128381625442e-14,1.2380887531625e-14,4.56581611932937e-06,-0.00393574724155679,1.07815858901439e-15,-1.97636653406321e-16,-6.79317713192518e-15,5.20758645561569e-16,-3.40608847815304e-06,7.32146445946901e-07,1.58080447458362e-15,-3.00239279452127e-15,-1.80832002428671e-14,8.00462599076816e-16,1.25080173349925e-15,-2.65505262697853e-15
"t102",0.0882396245910071,0.0858909997299345,0.0286204957812469,-0.200357357648582,-0.0564902296294118,-0.0265337757602145,-0.00392798019708888,-0.0364707797522096,0.0926606638510097,-0.0315988030906811,-0.116372258930412,0.000704752367197563,0.00109391756157276,-0.00193688510108637,-0.0033248683708815,0.00034422492423176,-0.00050541745829206,-0.00018025529771949,0.311400292820977,0.000113967699513186,0.0462388867462498,0.377482946781793,0.000615510981360763,0.000466980715404938,-0.00187438457845269,-0.0735121368648668,1.28093085305215e-05,2.27776562397621e-05,-2.05249922500194e-06,1.49905768046112e-06,-6.65528999926878e-07,3.56078067353178e-05,4.84773549351937e-07,-0.000853808286605405,-4.86844771750141e-05,1.74875235564177e-17,-1.00351277362583e-06,0.000296212777819315,0.000151484223274418,5.00817047074304e-05,1.63932810125093e-18,1.66621375085598e-16,-0.0011096769505128,0.0664628335863538,-6.4595938170546e-05,-4.77862559677928e-05,1.66293460706897e-05,8.51471522535323e-16,-1.61731804510543e-16,-6.32142105409624e-17,-8.0375398678363e-16,-3.60638235679855e-06,7.63634796236619e-06,7.91772531807182e-07,6.9149843005635e-05,-5.27086502372906e-06,-1.62976211495602e-06,-5.25575044471719e-06,0.000145047835025182,0.0006507455131433,-0.000200494692166625,-4.49919456448738e-16,-5.01311098814045e-06,-0.000315803245012922,2.24523676649039e-06,7.98965374984099e-07,-4.82097893828026e-07,2.85694943412011e-17,-5.34517387690736e-06,-6.16413071265431e-05,-3.5883785409047e-16,4.52375321541526e-16,0.00674093684068106,3.78124078264117e-16,-4.87986091217386e-06,8.96102921482978e-08,-9.05440232186509e-07,1.08192525952139e-15,8.19599091748408e-16,1.70349014314762e-07,-1.82072495576843e-16,-5.86887491637161e-16,-3.19731361773362e-15,9.90546826631489e-14,0.393053044199626,1.55963019266313e-14,-3.9747729425049e-14,-4.81620563877572e-05,5.75352214814376e-15,-5.55825098701559e-15,-6.61202351291804e-07,-0.000179269051614871,2.18879417667195e-16,-1.41369816719349e-16,-9.40220123979429e-16,8.56435035585099e-16,-1.3484658857168e-06,2.9549918252066e-07,3.65954826466657e-16,9.60676631023995e-15,1.88015467402995e-14,-2.56448433726673e-14,-0.707106781186546,6.02443109155927e-15
"t103",0.0882396245910071,0.0858909997299344,0.0286204957812469,-0.200357357648581,-0.0564902296294118,-0.0265337757602144,-0.00392798019708885,-0.0364707797522097,0.0926606638510097,-0.0315988030906811,-0.116372258930412,0.000704752367197569,0.00109391756157276,-0.00193688510108627,-0.00332486837088156,0.000344224924231704,-0.000505417458292111,-0.000180255297719483,0.311400292820977,0.000113967699513225,0.0462388867462497,0.377482946781793,0.000615510981360803,0.000466980715404976,-0.00187438457845273,-0.0735121368648666,1.28093085306203e-05,2.277765623971e-05,-2.05249922500324e-06,1.49905768057602e-06,-6.65529000775748e-07,3.56078067352721e-05,4.84773549534287e-07,-0.000853808286605319,-4.86844771746735e-05,9.38153565007054e-17,-1.00351277360132e-06,0.000296212777819477,0.000151484223274352,5.00817047074966e-05,-4.08217626095482e-16,1.02334634522005e-16,-0.00110967695051314,0.0664628335863539,-6.45959381707182e-05,-4.77862559673647e-05,1.6629346070792e-05,9.0698267340152e-16,-1.54108902422348e-16,5.47469858198859e-17,-1.1645764697868e-15,-3.60638235694632e-06,7.63634796260649e-06,7.91772531837521e-07,6.91498430057923e-05,-5.27086502392991e-06,-1.62976211513651e-06,-5.25575044425833e-06,0.000145047835025491,0.000650745513143091,-0.000200494692166478,5.21506309196262e-16,-5.01311099105825e-06,-0.000315803245012876,2.24523676615041e-06,7.98965376193454e-07,-4.82097894117725e-07,-1.2759426177649e-15,-5.34517387725974e-06,-6.16413071265527e-05,-2.85966453616339e-16,3.69135741023027e-16,0.00674093684068042,5.86293878346521e-16,-4.87986091229462e-06,8.96102914766124e-08,-9.05440232289529e-07,5.58038769776416e-16,8.75295334734029e-16,1.70349013764178e-07,6.07887910688308e-17,2.31516805936919e-16,-2.71158266060091e-15,9.76378361551288e-14,0.393053044199626,1.54297684744018e-14,-3.92862929804912e-14,-4.81620563867708e-05,6.04683746092381e-15,-5.2949084493214e-15,-6.61202348579809e-07,-0.000179269051615094,-6.05803728845251e-16,2.25744674408798e-16,-1.6153745008296e-14,-2.81680521739556e-16,-1.34846588132573e-06,2.95499184345264e-07,-2.79945431682888e-15,-1.08386845776227e-14,-3.55438703151019e-14,2.54080445671726e-14,0.707106781186548,-9.49120994517816e-15
"t27",0.0849509725650239,0.0815821133026645,0.0271001314892456,-0.184651894845387,-0.0518666981930169,-0.0223531446641485,-0.00327407196952153,-0.0271853775961294,0.0668330165943643,-0.0222996781586755,-0.0770619656394883,0.000450336200328571,0.000601964278134091,-0.000971260417044446,-0.00158015333164684,0.000140363467758454,-0.000163333215620374,-4.94083385739513e-05,0.0584673795733995,1.30979782688082e-05,-0.00540607954341998,-0.11055368048685,-0.000838974009921206,0.000206302986055733,-0.00046925360639739,-0.00707274773255062,-2.54024815618089e-06,-6.65326751307822e-06,7.69354776983364e-07,-5.7492107118052e-07,3.22906067044612e-07,-2.18397118331993e-05,-6.34414623948461e-07,0.00133618565767015,7.705829648297e-05,3.38681308558535e-17,1.91653716358348e-06,-0.000585610470730851,-0.000345605371060429,-0.000242224983826786,3.54340967661695e-15,-1.61048144208668e-15,0.0112360932096922,-0.953761243207394,0.00131619519275826,0.00121954418040659,-0.000477914347246782,-1.239105481428e-14,1.81126025642202e-15,-1.92837863183792e-15,-1.31554357015919e-15,-5.55461474244484e-05,0.000102411744317412,7.11157402989455e-06,0.000554495765217806,-3.22074773083983e-05,-9.58920872693801e-06,-3.02621569208803e-05,0.000826919504178154,0.00347751523558729,-0.00104394570878054,-5.80334549336354e-16,-2.1932281292731e-05,-0.00117240725104046,7.66989084234191e-06,2.57923353520278e-06,-1.53475108276638e-06,1.94774839282468e-16,-1.64055100985637e-05,-0.000188982417340142,-1.98981960571856e-15,3.88066935117887e-15,0.0356202879796578,-3.0222531710873e-16,-1.22765078983542e-05,2.21538875998886e-07,-2.23611690442026e-06,-2.08193077942925e-17,-3.60899619199749e-16,2.61083608492629e-07,-1.52753581822956e-16,-2.99677129267055e-16,-4.99556513544861e-16,2.37812663504044e-15,0.0107233511589675,4.00306249654595e-16,-1.12523233344585e-15,2.91748507525943e-05,3.13360092851866e-16,-3.05757695489807e-16,2.82660178636751e-06,-0.00378785880542532,2.99718476357739e-16,5.47102311044857e-17,-7.85829734617494e-15,4.37303536709895e-16,-5.12445356641284e-06,1.10867648472147e-06,9.45699179656335e-17,-1.6723256332292e-15,-1.15844593316349e-14,4.50236911818516e-16,1.39076443095563e-15,-2.00907770600795e-15
"t54",0.0872922735064968,0.0846422533945397,0.0281792623611687,-0.195742152990142,-0.0551291519321776,-0.0252494299384371,-0.00372597489678734,-0.0334215617635817,0.0840175113857112,-0.0284471415433316,-0.102536581082645,0.000613256879548359,0.000899897700156491,-0.00153333085728727,-0.00257098761842503,0.000247506413089308,-0.00032003729662385,-0.000103062199062287,0.136102622514442,3.3313185828664e-05,-0.0171740268451728,-0.38884938111807,-0.00354764234015788,0.00146989335104602,-0.00460411909684678,-0.148558285498817,1.9926013625692e-05,3.37015928895817e-05,-2.93261426892422e-06,2.13490416616134e-06,-9.16807240854048e-07,4.75061595022902e-05,5.95711976602147e-07,-0.00103618196932812,-5.90431663753594e-05,9.82439651727564e-17,-1.20577658731882e-06,0.000355462779479334,0.000181107942608257,6.17343408253844e-05,-4.33961596573849e-16,5.37150396961231e-17,-0.0015783614410159,0.106317436521374,-0.00012043971634686,-0.000100141459285844,3.72733136718638e-05,1.42168992657705e-15,-2.07704896979574e-17,2.59070418264103e-16,-1.81988279523323e-17,-3.43368149265469e-07,1.33175081706699e-06,2.5391239908271e-07,2.34671309531021e-05,-1.74931052161349e-06,-5.26548785058354e-07,-1.66559554253254e-06,4.55122605314677e-05,0.000187509923460504,-5.51262966776375e-05,6.09820656206042e-17,-6.03367755487583e-07,8.40658090698136e-05,-1.70435026898153e-06,-1.22157175122734e-06,9.03994731916644e-07,-1.54723150092326e-15,2.33893265788762e-05,0.000455787810190565,4.78374566377862e-14,-8.80838810915629e-14,-0.842552435118711,1.15248656917791e-15,-2.39562135529365e-05,3.48422134860121e-07,-3.48316194258755e-06,-2.90936247603149e-15,-2.91087720407748e-16,1.87572889705231e-07,7.99266724473114e-16,3.02445934901532e-17,9.68746027729911e-16,1.56245498139473e-15,0.00689261045345879,2.05768128321132e-16,6.05385396353815e-16,1.85047675855227e-05,1.20431124909088e-16,-1.36334010865296e-16,1.7477211548195e-06,-0.00228717501274018,1.20707798369032e-16,5.68270525980067e-17,-5.71070968291565e-15,3.78642874133354e-16,-2.98056621261674e-06,6.44513219788854e-07,-5.64180177853429e-16,-1.02514694656016e-15,-1.21783511977641e-14,-1.69363762592725e-17,8.07191904431654e-16,-2.54837694162484e-15
"t86",0.0877934872511736,0.0852943892681569,0.028408994323033,-0.198082441830816,-0.0558167783939182,-0.0258443822867172,-0.00381852926348084,-0.0346627243998428,0.0874116974804429,-0.0296554665149793,-0.107477247409433,0.000644634122750277,0.000955813547104917,-0.00163739874756019,-0.00275314947590543,0.000266863105442357,-0.000347780670864182,-0.000112459578884934,0.149471987446355,3.67525679074346e-05,-0.0191262588156944,-0.434578014769429,-0.00398622277333267,0.00166872401647005,-0.0052475824694627,-0.170240645951022,2.3210161667277e-05,3.94956821935348e-05,-3.45556151612589e-06,2.51704186581513e-06,-1.08813875334103e-06,5.68503241076808e-05,7.41580166872274e-07,-0.00130585708865243,-7.44703041128074e-05,-4.51075388057721e-17,-1.54238949641993e-06,0.000455926310989798,0.000234985251653559,8.5468320226609e-05,-8.68632934157862e-16,3.75186640279686e-16,-0.00231652410570535,0.159514637014183,-0.000183987376637201,-0.000154437422872956,5.77361887679023e-05,2.08037163242012e-15,-6.93757739086202e-16,3.30262772426225e-16,7.14836328777595e-17,-6.1732925161181e-07,2.44780785697635e-06,5.19621765923864e-07,5.0567796274793e-05,-4.68591303182827e-06,-1.48249242958902e-06,-4.84277962078718e-06,0.000134436874033131,0.00062635244366851,-0.000195917324892925,-1.18458993977489e-16,-5.46313662133646e-06,-0.000402739651224222,3.34057510085328e-06,1.45254204547823e-06,-9.4850015069925e-07,5.90422131531933e-16,-1.63461594545711e-05,-0.000270314263838985,-2.13479468251327e-14,3.93549007907938e-14,0.379885965222812,-7.81903094047072e-16,5.37551632965471e-06,-5.94308304517921e-08,5.84642126423765e-07,1.36410270547668e-15,-9.02128708493748e-17,4.12510304945896e-08,9.12740075668844e-17,-4.01874077415029e-16,-2.10358806011951e-15,1.36977025737974e-15,0.00234345139480918,6.54585812968243e-16,-4.75449375337998e-15,6.62623052780839e-06,-5.34188051519531e-16,9.55627111274773e-16,6.93341512877332e-07,-0.00100593273281277,-2.64986259956076e-15,-0.707106781186548,-1.67331426492723e-14,6.55884243866102e-16,-1.64395837746756e-06,3.57502948885485e-07,2.66120579222342e-15,-3.62588305782249e-15,-8.87340889414014e-15,3.79202738396617e-16,1.65266144533736e-15,-1.64615470004911e-15
"t87",0.0877934872511736,0.085294389268157,0.028408994323033,-0.198082441830816,-0.0558167783939182,-0.0258443822867172,-0.00381852926348085,-0.0346627243998428,0.0874116974804429,-0.0296554665149792,-0.107477247409433,0.000644634122750318,0.000955813547104842,-0.00163739874756016,-0.00275314947590542,0.000266863105442401,-0.000347780670864261,-0.000112459578884908,0.149471987446355,3.67525679072614e-05,-0.0191262588156945,-0.434578014769429,-0.00398622277333265,0.00166872401647014,-0.00524758246946294,-0.170240645951022,2.32101616671818e-05,3.94956821935209e-05,-3.45556151594407e-06,2.51704186571012e-06,-1.08813875310708e-06,5.68503241077048e-05,7.41580166474102e-07,-0.00130585708865244,-7.44703041131345e-05,-2.84499378489876e-16,-1.54238949654711e-06,0.000455926310989762,0.000234985251653574,8.54683202262082e-05,-5.26776014950161e-16,1.70243189573894e-16,-0.00231652410570517,0.159514637014183,-0.000183987376637112,-0.000154437422872763,5.77361887682854e-05,2.13219649624992e-15,-7.62141169131051e-18,2.24444640390405e-16,-5.11383455050453e-16,-6.17329251815232e-07,2.44780785681968e-06,5.19621765954559e-07,5.05677962747483e-05,-4.68591303178183e-06,-1.48249243022187e-06,-4.84277962069171e-06,0.000134436874033512,0.000626352443667804,-0.000195917324892004,2.07669035814454e-16,-5.46313662026787e-06,-0.0004027396512244,3.34057510074575e-06,1.45254204486138e-06,-9.48500149026976e-07,7.84711159872279e-16,-1.63461594549213e-05,-0.000270314263839736,-2.16128227340861e-14,3.96116398234554e-14,0.379885965222812,-6.0258132269636e-17,5.37551633054788e-06,-5.94308301903393e-08,5.84642127341854e-07,1.65206680248883e-15,3.6122789292891e-16,4.12510343359842e-08,-7.06698791385507e-16,8.18317980950285e-17,9.91158675702497e-16,1.24316754834104e-16,0.0023434513948089,1.42842382317565e-16,2.87135064704173e-15,6.62623052769671e-06,9.4174720044554e-16,1.02509011156397e-16,6.93341508359415e-07,-0.0010059327328146,3.36470695256588e-15,0.707106781186548,-1.49533163629201e-15,-7.61412741082563e-17,-1.64395837717771e-06,3.57502943993564e-07,-2.85144666439637e-15,9.22561896188703e-16,-1.31390939215671e-14,3.15535781687692e-16,1.18812701811521e-15,-2.00698293593129e-15
"t85",0.08744075337784,0.0848374946106999,0.0282482084695354,-0.196459329313878,-0.0553404794929803,-0.0254441564900142,-0.00375649069824241,-0.0338597208672972,0.085235320286362,-0.0288848034273255,-0.104363405331543,0.00062492836226603,0.000919809300210172,-0.00156592461153606,-0.00262020815237643,0.000248073383492577,-0.000291231541770207,-7.39481042464634e-05,-0.457262818629229,0.000190058181498878,0.0289579710195288,0.104607833764064,-0.00115774774460776,0.000949496186910911,-0.0032102806579826,-0.110604235127371,1.62295225564362e-05,2.78905932038272e-05,-2.45221517858048e-06,1.78682201405308e-06,-7.74128894530111e-07,4.0398729129828e-05,5.07147425953225e-07,-0.000875996641503766,-4.98873794019108e-05,2.20550068358871e-16,-1.00689742703713e-06,0.00029603587547349,0.000148866095075432,4.41443922796214e-05,-1.86360905224241e-16,-1.26218895895459e-16,-0.000806758045826049,0.0408850390218512,-2.97542054421409e-05,-1.58014968307455e-05,4.15523503244233e-06,1.11266132302811e-15,-1.55477325042274e-16,8.57250588946893e-17,3.99183194578726e-16,-4.70629946090783e-06,9.55779098681489e-06,8.90307122064189e-07,7.5607319239189e-05,-5.38632757432602e-06,-1.64907283018961e-06,-5.28746437461501e-06,0.000145533263059026,0.000641311579369167,-0.000196110545506822,4.48244467054038e-16,-4.6316926053426e-06,-0.000271339706821271,1.83507513255069e-06,6.25145614511023e-07,-3.72342281661567e-07,3.28255755971508e-16,-3.92686601731761e-06,-4.40693938256373e-05,-7.15094273918503e-16,-3.91866508533159e-16,0.00312600821041641,-8.21577293189517e-16,-3.22117354167443e-06,5.73172293929216e-08,-5.78155218368166e-07,-1.65451038888671e-15,1.08748467818481e-16,5.09158205809347e-08,2.78065809021487e-15,-6.08254064431913e-16,2.13887614308102e-15,1.46765851698935e-15,0.000301331952183191,6.9934649640111e-16,-1.09411217760428e-14,-7.35968386377106e-07,2.18316688663147e-15,3.33919776069066e-15,-1.01928020429688e-06,0.823144109234237,-1.04503299498743e-14,1.05424720294701e-15,5.30825383648903e-15,1.22578028614658e-15,-3.48307675953951e-06,7.46107447330963e-07,2.68454315436092e-15,1.08331273565658e-15,-1.36048666941762e-14,-2.73035223378124e-16,1.30298187538058e-15,-3.45951809161321e-15
"t92",0.0876195946210742,0.0850696308987447,0.0283299401461087,-0.197288138790568,-0.0555838516835229,-0.0256520505541364,-0.00378878584821045,-0.0342871030439406,0.0864001253896567,-0.0292985870958968,-0.106045449274694,0.000635577863301214,0.000938550742488627,-0.00160049636230383,-0.0026803472569727,0.000254294485409111,-0.000299233493362509,-7.60722506200394e-05,-0.471279260957248,0.000196140506754859,0.0299643396891115,0.108349519250035,-0.00120094080803998,0.000987679720135917,-0.00334290493558532,-0.115338824094914,1.69958392732752e-05,2.92523879778048e-05,-2.5754417572021e-06,1.87687777092218e-06,-8.14478582873573e-07,4.25892581196735e-05,5.39533563922641e-07,-0.000934446355608774,-5.32254113917698e-05,-4.77528541985798e-17,-1.07749248559865e-06,0.00031697052077703,0.000159772715353939,4.7971975277115e-05,-4.75737598472896e-16,2.39477128539641e-16,-0.000885502800595927,0.0450330437809301,-3.28635967967628e-05,-1.74776045049692e-05,4.59898547082617e-06,2.43062795822581e-16,3.13640314871895e-16,3.98725356626185e-16,-9.73093208586411e-16,-5.31099741907463e-06,1.08128018102432e-05,1.01832837791515e-06,8.68838696436326e-05,-6.29115782926811e-06,-1.93203050593706e-06,-6.20638052840756e-06,0.00017097864821914,0.000758248901954999,-0.000232529880228239,1.20471957070206e-16,-5.62974494965063e-06,-0.000342469505730668,2.38201529655484e-06,8.31867718224233e-07,-4.99104011897344e-07,-1.5365627290952e-16,-5.40463247300272e-06,-6.1361576847314e-05,2.50782584593531e-16,1.32599701636668e-15,0.00444093539405067,1.2432281314677e-15,-4.81380398772441e-06,8.72001461259128e-08,-8.8045590830257e-07,1.02786900470661e-15,2.07541052497979e-16,1.2084634359236e-07,-2.54459148856658e-15,5.39659719104659e-16,-1.17112509239044e-15,-2.03194385179136e-16,0.00410993907960291,1.06853588708694e-15,4.97342611845627e-15,1.78111605001751e-05,-1.62371174363268e-15,-1.65545993613514e-15,2.19355455867209e-06,-0.401489382312682,5.15702140051858e-15,-3.42825790351846e-15,-2.11532180660612e-14,-1.03351077769941e-14,-1.65943426638239e-06,3.64181327981695e-07,-0.707106781186549,-1.13545629336496e-15,-2.30644484366497e-14,1.24121949993788e-15,-6.27414104842558e-16,-8.53375068759132e-15
"t93",0.0876195946210741,0.0850696308987447,0.0283299401461087,-0.197288138790568,-0.0555838516835229,-0.0256520505541364,-0.00378878584821045,-0.0342871030439405,0.0864001253896568,-0.029298587095897,-0.106045449274694,0.000635577863301119,0.000938550742488632,-0.00160049636230377,-0.00268034725697268,0.000254294485409209,-0.000299233493362563,-7.60722506200272e-05,-0.471279260957249,0.000196140506754747,0.0299643396891115,0.108349519250036,-0.00120094080804,0.000987679720136035,-0.00334290493558536,-0.115338824094914,1.69958392731537e-05,2.92523879779211e-05,-2.57544175741526e-06,1.87687777090446e-06,-8.14478582914638e-07,4.25892581196673e-05,5.39533564022802e-07,-0.000934446355608908,-5.32254113915938e-05,-1.5530570970787e-16,-1.07749248542772e-06,0.000316970520777233,0.000159772715354056,4.7971975277319e-05,1.15230252678422e-16,8.25971888138516e-17,-0.000885502800596121,0.0450330437809305,-3.28635967966493e-05,-1.74776045052656e-05,4.59898547036e-06,4.9980187029502e-16,-6.13692513317854e-16,-3.85369654516223e-16,-7.23293028045751e-16,-5.3109974189433e-06,1.08128018104822e-05,1.0183283782868e-06,8.68838696439888e-05,-6.291157829115e-06,-1.93203050588088e-06,-6.20638052840911e-06,0.00017097864821928,0.000758248901954545,-0.000232529880229549,-4.9015059606454e-16,-5.62974495081289e-06,-0.000342469505730969,2.38201529645617e-06,8.31867717251121e-07,-4.99104010268439e-07,-6.25501056036333e-16,-5.40463247308485e-06,-6.13615768479161e-05,-1.58899475234208e-16,2.15773921741149e-16,0.00444093539404989,-6.58028827678371e-16,-4.81380398817797e-06,8.72001463249022e-08,-8.80455907814233e-07,3.96429659450967e-16,-4.44644026219125e-16,1.20846345625761e-07,1.37291005275592e-16,-3.58715575461104e-16,-1.36194487623744e-15,9.17262017214604e-16,0.00410993907960612,-9.15987768160199e-16,4.24831170563194e-15,1.78111605004916e-05,4.25276296566071e-17,-7.623447972722e-16,2.19355455979452e-06,-0.401489382312688,5.66902786595811e-15,2.36943582220201e-15,-7.7715611723761e-15,9.95352342686541e-15,-1.65943432515068e-06,3.64181183639149e-07,0.707106781186545,-3.69937759085868e-15,2.76211467369294e-15,-2.78412263857769e-16,2.85914454309923e-15,5.94079176262575e-15
"t23",0.0666875479777734,0.0573403514943415,0.0185208970535929,-0.0936912807327335,-0.0249917224384947,0.00404463388615773,0.00089730811976845,0.0386904016137319,-0.122072787103086,0.0470710240535547,0.232442672854449,-0.00160518415868884,-0.00310888853485954,-0.00489939000927782,-0.213851315731722,0.0236431227159561,-0.00192800115630628,-4.6515981689697e-05,-0.00160240926207731,-0.000977073432662756,-0.585553118117283,0.0587040472372784,-0.0623708632674124,0.00868374538160783,-0.0161864199474867,-0.0564283623509491,-0.00033184493394179,-0.00141459188322975,0.000984962169283805,-0.00184924095773012,-5.47137088277697e-05,0.00142561639230761,7.324693694074e-06,-0.0112338618372916,-0.000635317988581387,8.29487077054198e-18,-1.15142583584254e-05,0.00332348128623862,0.00155389979862278,0.000322895955802718,-7.06008786338281e-16,-2.11548317338588e-15,-0.00291482042850537,0.00849628833036914,0.000209521435270618,0.00028921674540621,-0.000129593285956671,4.3039053343548e-16,0.707106781186548,5.1265171530256e-16,-1.24029745874485e-15,-5.29332309863732e-05,0.000103415684342221,8.62097280092855e-06,0.000709874699070357,-4.70437505479173e-05,-1.42576064469617e-05,-4.53847244624076e-05,0.000839335596591919,0.00541904944822748,-0.00164647985871145,-2.75933987773737e-16,-3.73795557763526e-05,-0.00212835069489414,1.42644299509843e-05,4.83931810393471e-06,-2.87919113660384e-06,3.11337004612507e-16,-3.01122365823359e-05,-0.000333485879907043,1.25152456192682e-16,1.53711234326872e-16,0.000949581624378129,-4.23013854977273e-17,-2.66641902776008e-05,4.7614366840091e-07,-4.80420561708072e-06,1.38854634756016e-16,-1.63299485236425e-16,5.62125082937205e-07,-8.11340233033681e-17,3.40162850656914e-17,-6.0073823417265e-17,1.3777813757122e-16,0.000709897362938547,2.32155927252242e-16,-1.9716787714806e-16,6.78452522043207e-05,-2.25411984133071e-17,2.22844568180051e-16,6.36592273677966e-06,-0.000392146620091123,1.77957617286671e-16,-2.82228239324298e-16,-8.10462807976364e-15,4.49576583315657e-16,-1.1774265907308e-05,2.54869823514538e-06,-2.1414340354502e-16,-1.20226207938334e-15,-1.18947958901549e-14,3.43734396439389e-16,1.24261507455218e-15,-1.98360326548938e-15
"t24",0.0666875479777734,0.0573403514943415,0.0185208970535929,-0.0936912807327335,-0.0249917224384947,0.00404463388615765,0.000897308119768468,0.0386904016137319,-0.122072787103086,0.0470710240535548,0.232442672854449,-0.00160518415868899,-0.0031088885348596,-0.00489939000927777,-0.213851315731722,0.023643122715956,-0.00192800115630623,-4.65159816897439e-05,-0.00160240926207718,-0.000977073432662494,-0.585553118117283,0.0587040472372783,-0.0623708632674124,0.00868374538160787,-0.0161864199474866,-0.0564283623509493,-0.000331844933942007,-0.00141459188322988,0.00098496216928363,-0.00184924095773001,-5.47137088276826e-05,0.0014256163923077,7.32469369397868e-06,-0.011233861837292,-0.000635317988581476,-6.162055805811e-16,-1.15142583586195e-05,0.00332348128623884,0.00155389979862324,0.000322895955803476,4.08427874302338e-16,2.19267348867645e-15,-0.00291482042850417,0.00849628833036643,0.000209521435267687,0.000289216745405526,-0.00012959328595416,-6.24321339906197e-16,-0.707106781186547,-2.69708572363961e-16,2.5156473059522e-16,-5.29332309864454e-05,0.000103415684343266,8.62097280139972e-06,0.000709874699070813,-4.70437505482966e-05,-1.4257606447027e-05,-4.53847244634791e-05,0.000839335596590395,0.00541904944822804,-0.00164647985871271,2.93055312881624e-16,-3.73795557756795e-05,-0.00212835069489399,1.42644299515948e-05,4.83931810268043e-06,-2.87919113692216e-06,-6.04596990649989e-16,-3.01122365829092e-05,-0.000333485879907267,-1.68697023698449e-16,-2.32305600677296e-17,0.000949581624377914,-1.11690324316007e-16,-2.66641902775206e-05,4.76143668834767e-07,-4.8042056176403e-06,-2.95900940522144e-18,-2.23082796125066e-17,5.62125083893756e-07,-8.11340233041297e-17,-3.77748833420173e-16,-2.12729490716987e-16,2.08632603728358e-16,0.000709897362938479,2.18278139937884e-16,3.87545155792554e-17,6.7845252204655e-05,1.7513691862302e-16,4.07903518382002e-16,6.36592273687791e-06,-0.000392146620091144,2.95796025956847e-16,2.30655357246585e-17,-8.14279199623513e-15,3.23248976820549e-16,-1.17742659071654e-05,2.54869823465231e-06,-3.61601419428386e-16,-1.40695944954861e-15,-1.15018810228461e-14,2.54667021115657e-16,1.10463678961341e-15,-2.0447522424542e-15
