"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115"
"t115",-0.0846680461376443,0.0117961353429818,0.00178431361876356,-0.0709361654871332,-0.0139763168327125,0.00410305437721196,-0.222808826790775,-0.177650199414978,-0.000200746390656707,-0.000162123219766713,-0.00482288973086531,-0.00280254297666256,-0.0278433386349464,4.84108886591822e-05,-0.321288161299029,-0.384829535628948,0.0124680637559942,-0.000363528822865063,-0.0589959001911011,-0.0862402340490549,-0.0133595363473559,-0.00219671471014619,-0.00207352910175156,-0.0113147332721998,-7.13320317285713e-05,-0.00469157749201602,-0.317944716172566,0.0158339236534542,0.00644501310900656,0.0215550739152301,-0.00268485413600295,-0.00270475293632014,-0.139527970059197,0.00346794364825647,-6.15561760152718e-05,0.0021431845553758,0.000394491557264256,0.00228710297999444,-0.000240566916765346,-7.7690202411654e-16,-1.33472795555732e-06,-0.00189659375664271,-4.64095348713016e-05,-7.91863518226428e-05,6.79840361329384e-05,-1.65620780837516e-05,0.000127882795356696,-1.5944749628307e-06,-0.000390355720331076,-0.000618473115414314,-0.000291942493669971,3.046155839943e-05,-0.000539349176134174,-0.000162743259089226,-4.40955211578558e-05,-0.000611579841905893,5.96769417866666e-15,-0.0169019948365591,0.00224612296792824,1.10858446274136e-05,5.52380353385775e-05,-0.00706319325000193,-0.0174442580782538,-0.00155252221697191,-0.00521351643788929,-0.000793684410472316,-0.109785977223315,-6.86457746666639e-16,-7.04371475116351e-05,2.22138381121519e-07,-1.68432830470446e-10,3.72230072974014e-07,1.08773081072318e-15,6.08928671865799e-05,-1.69568029472351e-16,-6.35249568502394e-07,-3.62202672985254e-08,-5.03023654472048e-08,6.16318943421203e-08,-1.8690244063579e-10,-3.97031271665123e-05,-9.0649634213751e-07,-6.924324642816e-06,1.20634241808569e-16,1.16133106986749e-06,-1.52314120783464e-16,5.86897627720252e-07,-1.14569704089508e-05,-1.20162694759918e-15,1.72623920027102e-16,7.06916809021038e-17,-1.86977939203118e-06,-8.43617665087025e-16,-1.52936420529444e-08,-1.42980602372531e-16,-2.04577587503112e-17,4.91573840375236e-16,-3.18450557186016e-10,1.09891961456379e-16,5.1307719957691e-17,-5.96605696664952e-17,9.56902514298432e-07,-5.30565143840921e-16,1.28888566710378e-15,4.79440790895202e-16,-5.75077896866593e-16,4.1506260652774e-16,7.57322507081315e-16,-7.08512592024127e-15,8.69211781392692e-17,-1.47875945061038e-15,1.86473561160828e-15,-1.25915313310652e-14,1.18696042234423e-14,0.707106781186581
"t116",-0.0846680461376443,0.0117961353429818,0.0017843136187636,-0.0709361654871332,-0.0139763168327125,0.0041030543772119,-0.222808826790775,-0.177650199414978,-0.000200746390656693,-0.000162123219766767,-0.00482288973086529,-0.00280254297666234,-0.0278433386349466,4.84108886591647e-05,-0.321288161299029,-0.384829535628948,0.0124680637559942,-0.000363528822865002,-0.0589959001911015,-0.0862402340490546,-0.0133595363473561,-0.00219671471014617,-0.002073529101752,-0.0113147332721994,-7.13320317285871e-05,-0.0046915774920162,-0.317944716172566,0.0158339236534542,0.00644501310900597,0.0215550739152299,-0.00268485413600315,-0.00270475293632056,-0.139527970059197,0.00346794364825658,-6.1556176015159e-05,0.00214318455537584,0.000394491557264896,0.00228710297999456,-0.000240566916765199,-8.11596493636016e-16,-1.33472795407319e-06,-0.00189659375664222,-4.64095348720766e-05,-7.91863518229388e-05,6.79840361331644e-05,-1.65620780840335e-05,0.000127882795356598,-1.59447496276374e-06,-0.000390355720330034,-0.000618473115413759,-0.00029194249367176,3.0461558400023e-05,-0.000539349176134514,-0.000162743259089362,-4.40955211576934e-05,-0.000611579841905532,6.14240881231816e-15,-0.0169019948365593,0.0022461229679287,1.10858446274032e-05,5.52380353383847e-05,-0.00706319325000208,-0.0174442580782551,-0.00155252221697153,-0.00521351643788958,-0.000793684410471797,-0.109785977223314,-8.52987908160449e-16,-7.04371475117937e-05,2.22138381612729e-07,-1.68432733358225e-10,3.72230073066283e-07,-3.00047970514729e-16,6.08928671859448e-05,-1.47764992875586e-16,-6.35249568874721e-07,-3.62202668573094e-08,-5.03023643799306e-08,6.16318913513757e-08,-1.86902551448296e-10,-3.97031271665728e-05,-9.06496337846522e-07,-6.92432464288208e-06,-2.27996139185836e-16,1.16133107005173e-06,-8.12461891571e-17,5.86897628816464e-07,-1.14569704087204e-05,-2.6140682361977e-16,3.29437224081743e-16,3.64450816685755e-16,-1.86977939285289e-06,4.74772176747174e-16,-1.52936416485081e-08,5.28604293312295e-16,3.2578045206702e-16,-9.69504529788817e-16,-3.18449810471933e-10,-4.17463972062466e-16,-8.11661896063989e-16,3.09517676306001e-16,9.5690251513628e-07,-3.02383706435696e-17,2.43163936419338e-17,-7.26982075698787e-17,1.43559353626016e-16,1.20896486487468e-17,3.52873226000049e-16,3.86444866012435e-15,1.47465312711597e-15,-3.54695185977613e-17,-9.75094824981394e-16,5.11751580043384e-15,-6.85085177210653e-15,-0.707106781186514
"t15",-0.0836542863981215,0.0115877729489786,0.00172353837087317,-0.0675940307275533,-0.0132207342612404,0.00382176505783415,-0.202260470887961,-0.158510796920859,-0.000177770554133908,-0.000142060742694868,-0.00480220100037582,-0.00301693251476765,-0.0351289285072318,0.000407787851291639,0.0671959819221862,0.0683781977161532,1.29121396763082e-05,5.04708602927759e-05,0.00926188012174268,0.0140878053368601,0.00249086911744568,0.000493000192656482,0.000493630016813698,0.00616096293661797,4.16146205945973e-05,0.00527767216402055,0.486369634410947,-0.0269403146411931,-0.0117658060464957,-0.0438549390028027,0.00556918409302477,0.00297428752482195,-0.741260628802224,-0.0402346093338719,0.000452684568086283,-0.0157301036815856,-0.00486610943446208,-0.0629212949863405,-0.282723879232713,2.68141091847063e-15,-1.86383846144102e-05,-0.152541874434522,-0.000176846689615776,-0.00028756345777935,0.00023003091696814,-5.48587621122297e-05,0.000419829685163228,-4.00611988460348e-06,-0.000939409433429998,-0.00132656869159521,-0.000584341677757258,5.63830785199377e-05,-0.000934642734229101,-0.000275564279886012,-7.42163874040107e-05,-0.0010025308367841,9.34712185758673e-15,-0.0273228363636362,0.00333313356429378,1.56458508183191e-05,7.25328555282207e-05,-0.00761185793221679,-0.0187686154155171,-0.00774944006835228,-0.00491544092237631,-0.000432859028469582,-0.0589731223304977,-1.42732868133276e-17,-1.66182447521199e-05,1.79023284215897e-08,5.08869830652094e-11,-1.61762503847419e-07,4.3992396856148e-16,-7.91624894007768e-05,-2.04007877978339e-16,1.65448594262105e-06,1.04321728687715e-07,1.8042314246259e-07,-2.82264881664286e-07,8.69607658202245e-10,0.000188727043302261,7.75445287035276e-06,0.000314241118311555,-1.31230494660858e-16,1.72154579986277e-05,-1.13825438986967e-16,4.77215326275734e-06,-8.27579893106235e-05,-2.19416949311981e-15,1.95463954245932e-16,1.42158788841748e-16,-1.05940427446938e-05,-6.33375288300556e-16,-8.37418208005611e-08,1.65074885726608e-16,8.04837622030718e-17,-2.8541687804122e-16,-1.53827562233794e-09,-1.24750418285023e-16,-3.88655576417689e-16,-8.59506671027313e-17,3.63027480890246e-06,-1.7331086881195e-16,7.02563983481132e-16,5.07502395030202e-16,-2.24474789745935e-16,2.15414171278772e-16,7.07822685822043e-16,-2.79309486374155e-15,6.37377785486714e-16,-5.7990435778646e-16,5.71703632801612e-16,-3.93868939289528e-15,2.3660041806514e-15,3.33826094760932e-14
"t23",-0.0846808498964711,0.0118011254947045,0.00178799075905392,-0.0712533036021779,-0.0140637199136341,0.00414989263533781,-0.228676373554615,-0.185654044877799,-0.000212507243527983,-0.000182533721587468,-0.00731865780665556,-0.00477172228558207,-0.0583706459591856,0.00077552808917303,0.169494839704656,0.176369503325686,0.00259222221643198,-9.77134887545909e-05,-0.0159013028549789,-0.023254756030085,-0.00360118724972875,-0.000588645959056697,-0.000553725258390182,-0.00253063074338395,-1.54585709631682e-05,-0.000543285712308562,-0.0140212424924885,0.000239706262341001,-3.54060662040247e-05,-0.000884241321224092,0.000129946628657715,0.000130921468492645,-0.0344298647353067,-0.00192672980563346,2.17827968779456e-05,-0.000743867920556726,-0.000119827335327445,0.000805158793628955,0.0195767829383994,2.07511842470762e-15,6.04550513027181e-05,0.906735445738981,-0.000388917738472348,-0.00039620371742385,0.000261039901874943,-5.9719728007372e-05,0.000449793978055001,-3.25361794983627e-06,-0.000744783621843765,-0.00100105546309875,-0.000431579909264891,4.08731657921895e-05,-0.000669525223193573,-0.00019671765660167,-5.29364916760201e-05,-0.000712642667069994,6.52134123652752e-15,-0.019390712286311,0.00234812364941471,1.09984299456108e-05,5.10064213682629e-05,-0.00609823830691711,-0.0152489141935467,-0.0423197970995045,-0.00272515111507375,-0.000282403782604636,-0.0384809942977444,2.11487835164546e-17,-1.08664219408932e-05,1.17056549542493e-08,3.32516637532502e-11,-1.05679393810787e-07,-8.652095691907e-17,-5.16647532307964e-05,4.33682692322116e-16,1.07932259997843e-06,6.80542037549421e-08,1.17699095131356e-07,-1.84147131072052e-07,5.67327853672416e-10,0.000123125633284198,5.06069176136299e-06,0.000205258366190452,9.95760730340356e-17,1.12658427442215e-05,-1.75976136751481e-16,3.12945059527707e-06,-5.43124186230971e-05,-5.10217182373396e-16,3.94933529716198e-16,2.18791525536579e-16,-6.96910895885572e-06,1.47983661982361e-15,-5.5113004506726e-08,2.54350336523236e-16,1.48175176991885e-16,-6.68277280482081e-17,-1.01443473379846e-09,8.38346053551445e-17,-1.92910098952692e-16,-6.4530854121184e-17,2.40932066514853e-06,-1.23783125328071e-16,7.62012379047274e-16,3.33887695671545e-16,-3.24915354217073e-16,1.98665684935165e-16,4.20025690469799e-16,-1.35283151775492e-15,8.98153280312624e-16,-8.74960596038173e-16,4.82888340132905e-16,-3.54205808343173e-15,2.41490908527402e-15,3.3639616790272e-14
"t41",-0.085264156229857,0.0119221448883631,0.00182436230413189,-0.0733094727188539,-0.0145362824519403,0.00433288848711648,-0.243269572562224,-0.200534991836432,-0.000231471994136196,-0.000204334971618873,-0.00864003066808676,-0.00568889576143081,-0.0704489021787623,0.000964049311586089,0.220838988004466,0.230497510425663,0.00382044241362309,-0.000164660523398315,-0.0272053831165264,-0.0399973242450508,-0.0063134356780948,-0.00106479029719759,-0.00101293405596343,-0.00602902933480714,-3.81901788266445e-05,-0.00254957449125567,-0.168491680186014,0.00822526439803731,0.00328230126661126,0.0103946205083482,-0.00127236314656414,-0.000461846529390123,0.103543048655249,0.00502104699193683,-4.62912012055207e-05,0.00144360700330837,0.000139753371530463,-0.000697810205116736,-0.013242257447901,-2.11794566873348e-16,-1.28692952103424e-05,-0.178235317774954,4.23574350001165e-05,2.36942770965291e-05,-7.13118508234687e-06,1.13209384130998e-06,-7.01302899250281e-06,-1.84951356295739e-07,-4.70637400251086e-05,-7.09278276333661e-05,-2.91606998486025e-05,2.23246057135801e-06,-2.26979149357189e-05,-4.71106443426816e-06,-1.11681679704052e-06,-5.12561649325741e-06,-4.90281314448531e-16,2.25208814644975e-05,-0.000169229756424238,-1.49360638756576e-06,-1.41734507165909e-05,0.0196751750465146,0.0533364863861782,0.832945928793665,-0.0143356895037024,-0.000239716307707472,-0.03239341689491,-5.03519780944479e-16,-7.55114505754906e-06,7.72765623246427e-09,2.04493332281186e-11,-6.40347652164471e-08,-5.46652470288977e-16,-2.98902119801778e-05,1.86386647402129e-15,6.13172177910589e-07,3.86022073491478e-08,6.6592354667846e-08,-1.0401180433294e-07,3.20419606546137e-10,6.95332729410918e-05,2.85611242133105e-06,0.000116218154614,-5.97740957288098e-16,6.43832236547449e-06,-8.25747078220058e-17,1.80719428878253e-06,-3.14810983002675e-05,-2.47322853201837e-16,2.42883033834565e-16,1.31172451597033e-16,-4.08376897129562e-06,1.17017357839619e-15,-3.23600545122363e-08,1.22632993574376e-16,9.97509902152573e-17,-1.11693568111565e-16,-6.00842343888354e-10,-5.10293960441028e-16,-3.03977161670065e-16,-1.42048684452343e-16,1.46305207249587e-06,-5.19027419712923e-16,6.85850535820914e-16,3.94791708201559e-16,1.99210163782057e-16,-1.90795527854969e-16,6.89340135460282e-16,-1.23801890969283e-15,9.2275561605677e-16,-6.32896070524435e-16,4.83992792079538e-16,-3.62964215437777e-15,2.46144406400349e-15,3.38432264804396e-14
"t51",-0.0853721237660588,0.011944508300429,0.00183105109015497,-0.0736861062438886,-0.0146226549412722,0.00436617833595845,-0.245901833207424,-0.203201176163721,-0.000234857588011452,-0.00020818261074169,-0.00886843120920793,-0.00584685168150377,-0.0725197247238054,0.000996035924148797,0.22941532834175,0.239530036299969,0.00401831674701936,-0.000175098962106259,-0.0289620493037322,-0.0425961507558273,-0.00673272249514141,-0.00113792310203572,-0.00108330671197376,-0.00654169692423778,-4.15044734146239e-05,-0.00282454290103899,-0.188853741763868,0.00926162253065031,0.00370803386226648,0.0118125065365126,-0.00144783450772306,-0.000532577708314019,0.11980466180786,0.00582961556925873,-5.40490218981766e-05,0.00169027144647917,0.000166872225567962,-0.000845607523022109,-0.016277673353935,4.8665272869008e-16,-1.72218666346093e-05,-0.240050304005233,5.97324784412327e-05,3.47765422745054e-05,-1.0864328037619e-05,1.74518876845014e-06,-1.08659597784877e-05,-3.59098430039262e-07,-9.69022194959784e-05,-0.000181678699140577,-9.15167563838026e-05,1.01098001657578e-05,-0.000186647780007071,-5.71377756451274e-05,-1.55402451527038e-05,-0.000219206548992666,2.7475493500324e-15,-0.00611426535678398,0.000867455733439867,4.50371235034638e-06,2.48779040742993e-05,-0.0111547502893874,-0.0297332846201662,-0.386142065687339,0.0052289382793543,-2.21509359511232e-05,-0.0031662740714316,1.33327703362652e-15,-1.85868855861535e-06,2.30258206478384e-09,7.90041245958713e-12,-2.61669725430118e-08,1.57842291920611e-15,-1.49153351960771e-05,-0.707106781186549,3.42964340587159e-07,2.18933136254969e-08,3.88264064023527e-08,-6.2274817845293e-08,1.92145258156822e-10,4.17841556983167e-05,1.79678757063921e-06,7.70438621878946e-05,-9.40753497606989e-16,4.50861924378688e-06,9.40769753457521e-17,1.31226611242618e-06,-2.30965448311941e-05,-1.30995026452144e-15,4.12501822557888e-16,8.15080361830599e-16,-3.07395200234879e-06,-2.20853337579289e-15,-2.44595725647854e-08,2.07121386085726e-16,3.38256429259225e-16,-6.64286370379262e-16,-4.61709014341549e-10,5.06564431354239e-16,-5.90863250570202e-16,3.95411392065891e-16,1.16756029342708e-06,-2.76420203738424e-16,3.91106156552246e-16,4.35017699400273e-16,-1.76347688760163e-16,5.07669893934132e-16,5.33992096864267e-16,-6.23105924331079e-16,2.94059062329018e-16,-5.8636375328028e-16,6.649998535685e-16,-3.85696333638838e-15,2.51720067171699e-15,3.32477849150955e-14
"t52",-0.0853721237660588,0.011944508300429,0.00183105109015497,-0.0736861062438886,-0.0146226549412722,0.0043661783359585,-0.245901833207424,-0.203201176163721,-0.000234857588011422,-0.000208182610741613,-0.00886843120920789,-0.00584685168150377,-0.0725197247238053,0.000996035924148813,0.22941532834175,0.239530036299969,0.00401831674701936,-0.000175098962106262,-0.0289620493037323,-0.0425961507558273,-0.00673272249514147,-0.00113792310203572,-0.00108330671197365,-0.0065416969242377,-4.15044734146224e-05,-0.00282454290103878,-0.188853741763867,0.0092616225306505,0.00370803386226636,0.0118125065365124,-0.00144783450772305,-0.000532577708313673,0.11980466180786,0.00582961556925899,-5.40490218980082e-05,0.00169027144647906,0.000166872225567499,-0.000845607523022051,-0.0162776733539349,3.12746700223397e-16,-1.72218666353296e-05,-0.240050304005233,5.97324784421638e-05,3.47765422745429e-05,-1.08643280375367e-05,1.745188768008e-06,-1.08659597784238e-05,-3.59098430028463e-07,-9.69022194965522e-05,-0.000181678699140731,-9.15167563834994e-05,1.01098001662506e-05,-0.000186647780007024,-5.71377756445706e-05,-1.55402451526723e-05,-0.000219206548994788,2.18408774705029e-15,-0.00611426535678364,0.000867455733440492,4.50371235170504e-06,2.48779040739654e-05,-0.0111547502893878,-0.0297332846201668,-0.386142065687342,0.00522893827935497,-2.21509359513371e-05,-0.00316627407143258,-9.39210719889174e-16,-1.85868856054696e-06,2.30258674771222e-09,7.89951734301468e-12,-2.61669764285003e-08,-3.64467373887236e-16,-1.49153344214902e-05,0.707106781186547,3.42964337803085e-07,2.18933017496884e-08,3.88264042859465e-08,-6.22748241735642e-08,1.92145375408083e-10,4.17841556994619e-05,1.79678757879665e-06,7.7043862188296e-05,9.82190879205867e-16,4.508619242227e-06,-5.11624615233923e-16,1.31226611264235e-06,-2.30965448298448e-05,-1.40709477917614e-15,2.32090582162131e-16,-5.43819255234803e-16,-3.07395200315271e-06,-4.87687687625304e-16,-2.44595724976453e-08,5.46386888916104e-16,2.65844262920377e-16,2.96030123075415e-17,-4.61709244139409e-10,-5.34269654233384e-16,-7.04462077455562e-17,2.26957319466721e-17,1.16756029361671e-06,-3.88717360141199e-16,8.31726248809632e-16,5.64912186704431e-16,-9.40763754310762e-16,2.04937972383862e-16,4.43786475760514e-16,-1.81659567580313e-15,1.02264292626408e-15,-4.96158132529348e-16,1.36962094475308e-16,-4.03046270238108e-15,2.40213717018312e-15,3.3277063701957e-14
"t4",-0.0776311512389868,0.0103326006728274,0.00134013039791929,-0.0454320092449063,-0.00800947619455454,-0.00053535158771293,-0.0554463953294919,-0.00474996821052737,1.97463761189773e-05,8.80721166475461e-05,0.00879406564685446,0.00622722777791268,0.0801536338326869,-0.00136201847556139,-0.0520674954652903,0.000836892710553496,-0.0391029140182431,0.00276510657403016,0.492839000416751,0.744834189542787,0.130595890439742,0.0267330532473672,0.0274845546291604,-0.245042600459812,-0.00117907679354383,-0.0128766337523857,-0.145307717111505,-0.00391115832391816,-0.00460143552965394,-0.0286338136359154,0.00460194156793233,0.00709680310075106,0.00683562275824468,-0.0279966690559441,0.000412127222609481,-0.0149188569563076,-0.00433996255787265,-0.0398177377379309,-0.0935910673401147,1.42271303212367e-15,6.53825365068646e-05,0.00205202867718916,-0.0201511275227471,-0.00618709885826469,0.0033326828873964,-0.000736722243172257,0.00547990390372047,-3.36174482160534e-05,-0.00762225887044182,-0.0100829547056634,-0.00432507822892751,0.000408127090580011,-0.00658337175547341,-0.0019564739569722,-0.000526289887906191,-0.00707177984258012,6.32611074179649e-14,-0.192188299933723,0.0229603527750377,0.00010557204138496,0.000445926080653207,-0.051828392037593,-0.127148316223818,0.0111872288864097,-0.0336650717026255,6.85299435969968e-05,0.031904988149535,5.11971562082998e-16,0.00108611145901483,-1.13144759264976e-05,-7.30977385073607e-09,1.22264165711821e-05,1.33423620273793e-15,0.00112423072772821,-5.80856676477346e-16,-9.55412080272799e-06,-5.33155607157615e-07,-7.10999288881351e-07,8.38882188917072e-07,-2.53372368827894e-09,-0.000446361546536646,-1.18121944809865e-05,-9.25067937838651e-05,-6.41242440722369e-17,8.82720490634698e-06,-2.61780979825263e-16,4.5087623897164e-06,-9.96389369228812e-05,-1.92187112320343e-15,2.99174097395055e-16,1.1415424295629e-16,-1.56921583843377e-05,-1.41172858431252e-16,-1.27496025955442e-07,4.96617030256584e-16,1.73644279360082e-16,-2.51463216749898e-16,-2.57963915131967e-09,-3.29100541880834e-16,-4.53438898693448e-16,4.11958555717718e-16,7.17321433254846e-06,-2.11542107546646e-16,7.4275692935117e-16,5.06482144954069e-16,-2.19244824289335e-16,1.1547519365328e-16,4.39176869690635e-16,-1.16179574816674e-15,1.03181732002425e-15,-7.89382486129159e-16,6.05180909392884e-16,-4.09821279410578e-15,2.45698514793646e-15,3.35988809741002e-14
"t5",-0.0762931479942004,0.0100692851033325,0.00127374201657814,-0.0422923075597861,-0.00737086549205284,-0.000480447762159496,-0.0475129085678772,-0.00392097900035074,1.59699994937815e-05,6.66533229516735e-05,0.00585663274120353,0.00405073729333143,0.0506317827395379,-0.000801762038775821,-0.0273889980147993,0.000437023032752324,-0.015235726930417,0.000761112139314977,0.13012591348705,0.1937997563142,0.0322062213294056,0.0060241523165509,0.00599144585183152,-0.0194076798931865,-7.57448883888792e-05,0.00136834792836214,0.0295629831460971,0.000940182873737204,0.00122616186076896,0.00894933822198861,-0.00148505981318829,-0.00299499838482086,-0.00305174941313316,0.0131858058211446,-0.000210370846379454,0.0079042775778963,0.00286322045732112,0.0299286397989487,0.0782511368960181,-1.02949064206209e-15,-8.26266359928825e-05,-0.0026503718973402,0.0297559494822626,0.0100165919368946,-0.00579391802493831,0.00130689762776222,-0.0098027226647143,7.72992847882212e-05,0.018262204178358,0.026955155872736,0.0123362859444264,-0.00125022845732321,0.0213721079662732,0.00647881129596815,0.00175172887047857,0.0240656371624401,-2.1778454487814e-13,0.661623692457347,-0.0846244339317485,-0.000404100879789811,-0.00179714779588303,0.238269679881539,0.585670694724811,-0.0526086106121568,0.162360021286389,-0.000404978430879655,-0.18927213592696,-1.55501532023515e-15,-0.00738039788574293,8.21030054719657e-05,6.16034487556873e-08,-0.000108102368236472,-4.70598497941726e-15,-0.0130551649293966,7.01783060312591e-15,0.000151589015646623,8.93879387129268e-06,1.3553848547561e-05,-1.86776816786831e-05,5.70049514954815e-08,0.0101863428394518,0.000409339949462846,0.0111220768264526,-1.75098162837265e-17,0.00047810977789055,5.39655847502836e-16,0.00011221255898733,-0.00211592160652364,-4.81389842073584e-15,2.08581071883243e-16,5.16959916558206e-16,-0.00023796821545949,1.96378930070574e-17,-1.84126323498711e-06,-8.16632188795745e-16,-1.25336070631366e-17,-2.26344035603854e-16,-3.1027208494131e-08,1.05878478113498e-15,-7.65051516164985e-17,-2.40992599436484e-16,5.95369274107189e-05,-8.85163471235172e-17,3.89182119419421e-16,4.65081331343786e-16,-3.25164722139289e-16,8.10230911923349e-16,1.94936326158817e-16,-2.48608837788778e-15,-6.39980643833885e-17,-5.97165834831967e-16,2.52437468275276e-16,-3.25203965930803e-15,2.19485587864596e-15,3.26658749196776e-14
"t40",-0.0995124382963373,0.0155073468829996,0.00480239986996084,0.202928423458492,0.00717798677405971,0.0342944921089153,0.0255537012053523,-0.00617348899050589,-4.45846782993151e-05,-5.09270293824342e-05,-0.002460883644405,-0.00150996799195192,-0.0113638362471961,0.000594832576591194,0.0849778055941796,-0.0742736105721043,-0.000452988313141156,0.0111713065214138,0.000297590330013253,0.000389271842208151,3.65560246057676e-05,1.72233090691646e-06,7.70548138351312e-07,-9.34357814112937e-05,-4.35787878554002e-07,4.01910122579557e-05,0.000828878196461468,0.000208648282603292,0.00026432732901811,0.00346384324102698,-0.105446953534026,0.000301496505269787,0.000112835052225792,-0.000848009965799052,1.01281060182819e-05,-0.000334793504994036,-4.02566028259875e-05,-0.000172053463233601,-0.000233592726463492,-2.41283098978958e-16,-1.40003265342169e-06,-2.23754180323077e-05,0.000786776168336777,0.000333976605641158,-0.000231528764956335,5.50660417575105e-05,-0.000422366999998088,8.57287399886069e-06,0.00272621364073896,0.586447665893395,-0.00279093795126266,0.000124932092094889,-0.00121397958104896,-0.000386194926757369,-0.000101789177325892,-0.00127224318809528,9.24597298548046e-15,-0.0337580353028894,-0.0610524437095252,1.00023511473591e-06,-0.231253718299556,0.652261175244657,-0.284499302528597,0.00377648435724877,0.0521367761717222,7.23584404929645e-06,0.00050268493874587,1.10057518853395e-15,-5.55100420927515e-05,7.54918992832855e-07,7.59801303980995e-10,-1.42633150530512e-06,1.8388538516994e-15,-0.000131108129294468,1.76544921973554e-16,0.00955543900914468,1.84414780294038e-07,2.94473353394797e-07,-4.21661993986418e-07,3.21603236746824e-06,6.29152712804438e-05,1.02556937909254e-05,9.68243251119519e-05,-1.04967394371763e-16,5.29531326109087e-06,-1.69944421645017e-16,1.92605912094966e-06,-0.0498129288286178,-3.61087858757609e-14,-4.37083225834333e-18,-3.67794293240271e-17,-6.62656201971939e-06,-7.73289124134448e-16,-5.37578469116964e-08,1.83694612420551e-16,1.14665195781489e-16,-5.51753814240528e-17,-1.02159564004104e-09,-2.42767895356138e-17,-5.25028482740454e-16,-9.78530450046723e-17,0.00225154320667284,-7.57222534947084e-16,6.2541216571624e-16,4.69644185356951e-16,-3.69952135571597e-16,3.45323894009978e-16,7.16829743084693e-16,-1.0641551829329e-15,5.64403503153447e-16,-1.05110635388365e-15,1.32130101906515e-15,-3.57132833812378e-15,2.65707751658388e-15,3.34653071524777e-14
"t55",-0.100459101290033,0.0157273137488162,0.0049381685129311,0.211099767668438,0.00751530602909972,0.0364201717376373,0.0278680316959541,-0.00688145852379782,-5.03033437213097e-05,-5.98048604816551e-05,-0.0031307120363009,-0.00195030517408243,-0.0149604882181539,0.000820544110423,0.126588397604916,-0.111207907928266,-0.000839885178526818,0.0273108576374451,0.000753194422640935,0.000997413525180842,9.80021566794574e-05,4.98826530781634e-06,2.29683064986025e-06,-0.000729896098390834,-4.24211103561053e-06,-0.000168205342394442,-0.00168493478613452,-0.000345892615466905,-0.000384284541046237,-0.0040693716291142,0.118496874704039,-0.00022659738103952,-7.7282347372793e-05,0.000529827963580233,-5.46842214650283e-06,0.00016834017738834,1.24444550128002e-05,3.64199776518554e-05,3.28216327664207e-05,-4.36558445141872e-16,-1.10375109955031e-07,-1.97786414909365e-06,0.000113107132278651,5.97665850527855e-05,-4.74568308747285e-05,1.16838650221925e-05,-9.08737970911447e-05,2.59525333367892e-06,0.000865901029815616,0.211531745040735,-0.00108976941072549,5.377866643785e-05,-0.000574145122566494,-0.000189541926064016,-5.0462697430459e-05,-0.000660771446397354,6.65530756936078e-15,-0.0180023244290424,-0.0398580585417961,7.75299155704476e-07,-0.269388885543938,-0.328630817782049,0.136788034240168,-0.00111855571978934,-0.00833915723776438,1.14500538940814e-06,8.06756794550003e-05,-9.8361042124143e-16,-1.19646218157627e-05,1.74633676270594e-07,1.91390392084368e-10,-3.63346939828097e-07,1.28448672943152e-15,-2.96877068058498e-05,-1.44545250535815e-15,-0.802599167194954,2.15570613089328e-07,1.85665735199754e-07,-2.24052348427137e-07,8.64934590049023e-05,3.29602152989804e-05,4.8776494518503e-06,4.48100943642435e-05,-1.93021786658792e-15,2.47296839703537e-06,1.73493861210153e-17,9.16233967785011e-07,-0.0238562034777412,-2.175987699179e-14,-7.74424059672611e-16,4.64842793577079e-16,-3.23589346675676e-06,-4.54363995080575e-15,-2.63436233719675e-08,1.72824202289317e-16,7.79043181382696e-17,1.57215897315466e-16,-5.08219414407343e-10,-5.68136148552411e-17,3.29935797867374e-16,4.77396378249216e-16,0.00769747541676234,1.62100198117809e-16,5.54653959387009e-17,3.62201104873191e-16,-7.86675948310104e-16,5.49661076173345e-16,4.41936604717637e-16,-6.06571041407187e-15,9.19391769193917e-16,-1.85647686864101e-15,5.85022744512958e-16,-3.43414737991534e-15,2.66601408118291e-15,3.35347322457785e-14
