,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
t325,7.36605,7.9726934,-2.2713768,4.792468,4.447536,6.0341005,7.4588995,5.3123045,5.2334423,4.20973,4.259843,3.184439,4.898349,6.659242,5.524671,4.2826104,5.8995767,4.4020634,2.6410089,4.5690675,4.262914,2.0533957,7.4427915,4.5586195,7.3520365,6.4416885,6.9189672,5.0826697,4.076752,3.934427,4.8263717,6.5940585,4.14155,4.7114124,4.51733,4.753638,5.5734963,4.7988343,4.659842,5.211093,4.660201,5.9501476,5.6441317,4.299733,3.7670069,4.5100904,4.2268705,5.9510283
t245,6.9536405,7.9723473,-2.003922,4.877305,4.498049,5.9524355,7.195892,5.438326,5.219045,4.1167293,4.2066092,3.2845552,4.953782,6.61554,5.4282537,4.395401,5.785267,4.499999,2.7478917,4.602553,4.1913714,2.3467808,7.1808558,4.65272,7.2137303,6.3308363,6.819929,5.1255274,4.188413,4.104229,4.949349,6.325361,4.262866,4.7451024,4.607859,4.838011,5.5579076,4.8913713,4.7342925,5.20378,4.585222,5.965716,5.5923095,4.359907,3.7545443,4.470589,4.2805643,6.035014
t385,7.528117,7.961909,-2.3313632,4.8050804,4.4835353,6.132915,7.573295,5.2738004,5.2575545,4.230171,4.25211,3.1423566,4.9174676,6.703764,5.5196624,4.2534947,5.934013,4.3652062,2.5990922,4.5677323,4.2643104,1.9192005,7.564865,4.5391674,7.3953943,6.5109777,6.974907,5.0352707,4.0577855,3.8894165,4.8077474,6.6596785,4.13877,4.726126,4.43964,4.7256246,5.5657725,4.8123293,4.67871,5.186318,4.6549144,5.952831,5.623175,4.294166,3.7343194,4.5056973,4.1895022,5.9320273
t386,7.488575,7.959325,-2.3182278,4.8350496,4.496953,6.102488,7.5623217,5.270705,5.2736626,4.226715,4.2499833,3.1444106,4.9296246,6.6756663,5.4871607,4.2500625,5.931788,4.364553,2.5980756,4.559744,4.2664943,1.9318353,7.554328,4.5368176,7.379193,6.479655,6.9499254,5.062653,4.0830474,3.9096787,4.796474,6.6459146,4.1688504,4.7362027,4.4710274,4.728747,5.5592084,4.8400884,4.7020507,5.158826,4.623328,5.9565053,5.597387,4.2914023,3.7074385,4.501826,4.2202606,5.943595
t364,7.5048003,7.969225,-2.3202603,4.810371,4.4838734,6.121632,7.5599275,5.2722573,5.254825,4.2318826,4.2567315,3.1404662,4.915178,6.694423,5.5130424,4.2514267,5.9348125,4.3630114,2.5970988,4.574303,4.269321,1.9348083,7.5512505,4.535917,7.3808403,6.499635,6.9664564,5.044443,4.0654607,3.9052746,4.8049912,6.6470103,4.147139,4.725111,4.450649,4.7226334,5.571002,4.8187733,4.680324,5.1813397,4.6504564,5.952119,5.6213317,4.300099,3.7299647,4.5117636,4.199665,5.932693
t292,7.2658567,7.966972,-2.1876142,4.8047657,4.4756856,6.0766187,7.3891335,5.344057,5.2233357,4.1858473,4.232508,3.205273,4.9225845,6.69677,5.5151258,4.316646,5.874795,4.4253535,2.663904,4.5879354,4.231957,2.1248014,7.376385,4.59332,7.3402166,6.4631515,6.9320226,5.044407,4.087016,3.9555337,4.870706,6.5077305,4.160187,4.726571,4.4847784,4.779238,5.5680594,4.819772,4.6815715,5.222864,4.657162,5.9578314,5.635519,4.3321233,3.7753308,4.492991,4.19439,5.9664903
t287,7.2520766,7.976287,-2.159955,4.8195276,4.515965,6.1356096,7.3781333,5.362359,5.2078,4.171683,4.208727,3.2081528,4.9474525,6.747019,5.503602,4.338179,5.8632326,4.4308186,2.6710236,4.6287465,4.2188725,2.1157815,7.370831,4.6054087,7.340233,6.5090876,6.964617,4.9934783,4.0942855,3.9538438,4.898238,6.4818254,4.182487,4.7435093,4.4289427,4.7837734,5.572548,4.850002,4.7070312,5.2237954,4.6564293,5.9652004,5.626375,4.3746243,3.7728515,4.4903393,4.1456895,5.973124
t394,7.4300885,7.9843946,-2.2842898,4.7769976,4.4557443,6.1091185,7.494236,5.28514,5.2232804,4.2317452,4.268275,3.149826,4.8912873,6.700735,5.546169,4.2621856,5.927603,4.373441,2.6081326,4.5919356,4.2714267,2.0048897,7.4817767,4.5436325,7.3648224,6.496103,6.964158,5.040063,4.0523195,3.9218075,4.820414,6.605279,4.1236787,4.707003,4.4557242,4.7265124,5.5874915,4.78929,4.648595,5.216879,4.6823883,5.9459887,5.655915,4.3156614,3.773029,4.524967,4.190017,5.9262514
t395,7.4992476,7.9511604,-2.3180141,4.7850533,4.473384,6.1279173,7.5450864,5.294697,5.2490706,4.214799,4.2403297,3.1629062,4.9174857,6.712639,5.538939,4.273533,5.9160666,4.3857427,2.6197848,4.560488,4.247319,1.9483738,7.5350776,4.559696,7.404273,6.5151067,6.978234,5.0278687,4.0455728,3.8805265,4.8297415,6.6454115,4.120717,4.7235055,4.438598,4.7452583,5.557758,4.7917914,4.667381,5.211834,4.6711903,5.953668,5.6400995,4.290348,3.7606018,4.4924836,4.175421,5.937172
t317,7.477455,7.974192,-2.2893205,4.7727623,4.4738607,6.1515,7.5242953,5.3037877,5.2196417,4.217787,4.246491,3.159829,4.907589,6.73769,5.557759,4.2814803,5.9156184,4.3843126,2.6218345,4.5965652,4.2534533,1.964843,7.5151677,4.5595956,7.3934727,6.536572,6.9946856,5.0025935,4.043912,3.8871021,4.842948,6.6181417,4.1198077,4.7166343,4.414962,4.740121,5.5814342,4.79266,4.657862,5.2304683,4.693087,5.951287,5.6556263,4.3259277,3.7800486,4.5095243,4.1526003,5.931976
t89,4.432236,7.39081,8.457409,5.4179335,5.27329,5.636,5.5404034,4.4032793,4.6776924,3.1641352,3.7884886,4.5553446,5.767808,6.038923,4.3202863,5.4212947,5.011832,5.292708,3.7558637,4.705959,4.3849726,5.365993,5.5862346,5.0539603,5.3919373,4.632307,4.9606466,5.327501,4.374914,5.001617,5.5968037,5.4870744,6.1623073,5.3970623,5.785651,5.2807107,6.6967506,4.7985096,4.4494805,5.04022,3.9057438,5.298794,5.663637,4.9639015,4.2992353,4.3924456,4.491797,5.68652
t126,4.307808,7.5088477,7.537675,5.452481,5.3822837,5.6239486,5.591347,4.2522326,4.3308334,3.1270354,3.4464755,4.5788326,5.798691,5.9406,4.443042,5.69181,5.0280976,5.4091682,4.1184554,4.881673,4.277743,5.034132,5.5772486,5.2569437,5.3338404,4.6597204,5.0520096,5.4575706,4.069148,5.095613,5.752781,5.388414,6.224245,5.5341907,5.931133,5.567569,6.8973956,4.6571264,4.3017964,5.0273395,3.8062308,5.5457125,5.5792785,4.867687,4.167054,4.098153,4.7320747,6.0090957
t127,4.2913513,7.505432,7.568389,5.4564247,5.397442,5.614242,5.5779767,4.251659,4.347056,3.108775,3.468423,4.5886674,5.827626,5.934195,4.4443297,5.6876526,5.0297284,5.412871,4.098616,4.8898106,4.2601733,5.0472436,5.550775,5.2684507,5.311352,4.6390185,5.0144835,5.4732943,4.0782747,5.117586,5.766543,5.364211,6.251583,5.551826,5.9434953,5.562314,6.909437,4.651443,4.2985234,5.0289383,3.7932637,5.5446706,5.559324,4.860511,4.168837,4.1056757,4.732653,5.9965396
t147,4.3191676,7.5036182,7.4205685,5.4701,5.378677,5.6226587,5.5739903,4.2681994,4.36269,3.1082299,3.458235,4.550177,5.820277,5.934318,4.448213,5.6625695,5.0395393,5.377569,4.086925,4.878763,4.285047,5.0496197,5.564136,5.218667,5.3431234,4.6519933,5.013443,5.439499,4.1034164,5.097655,5.730052,5.409492,6.215502,5.4990773,5.9236946,5.5342097,6.857514,4.6542683,4.3328156,5.0517397,3.842646,5.5215974,5.57231,4.855493,4.171259,4.1303277,4.705146,5.974788
t148,4.3328805,7.4988337,7.414975,5.4693837,5.3677325,5.626393,5.5742455,4.2763734,4.3810806,3.114624,3.4714725,4.5432544,5.811195,5.9404936,4.4421215,5.6473126,5.038761,5.367697,4.068439,4.8673415,4.2981515,5.068247,5.5729203,5.2014103,5.3546,4.6568093,5.018689,5.4249773,4.119694,5.084905,5.715044,5.424804,6.2021317,5.4838667,5.909748,5.5182834,6.840143,4.6627126,4.344288,5.054718,3.854633,5.506956,5.583824,4.861564,4.1772547,4.146085,4.690345,5.9567857
t140,4.313246,7.505306,7.451209,5.4664702,5.382278,5.621737,5.5769353,4.2631702,4.3559504,3.1101382,3.4575114,4.5586834,5.8192325,5.934295,4.4479747,5.670902,5.037048,5.3865137,4.0928354,4.881837,4.280323,5.04675,5.563906,5.2309713,5.3376374,4.651384,5.0184474,5.4467435,4.094393,5.1005416,5.7384,5.4004655,6.2216825,5.5109835,5.927944,5.5434556,6.8702574,4.653256,4.323851,5.045992,3.8311548,5.528907,5.5709777,4.856878,4.169549,4.121597,4.713275,5.9829335
t139,4.3080406,7.51168,7.4362965,5.4726267,5.388732,5.620323,5.5771437,4.2577333,4.344776,3.103116,3.443443,4.553729,5.828724,5.9262156,4.458013,5.680819,5.0416145,5.386005,4.103309,4.893813,4.273605,5.030385,5.5598183,5.236584,5.336407,4.651536,5.0133963,5.4518375,4.0833464,5.1077213,5.7433023,5.397232,6.22398,5.513174,5.935497,5.553739,6.874707,4.6428876,4.321784,5.0509825,3.8316813,5.5395455,5.562562,4.8468137,4.1616716,4.1105633,4.7223577,5.9939113
t172,4.309463,7.516028,7.317149,5.487408,5.393538,5.6178694,5.5707064,4.2588353,4.3547516,3.087941,3.4428759,4.5363665,5.8504353,5.9148498,4.471295,5.6767144,5.051815,5.3706574,4.09083,4.9063225,4.2697167,5.027295,5.5503187,5.2270336,5.340082,4.648659,4.989957,5.4487977,4.0889354,5.115513,5.7375274,5.40189,6.221953,5.5022907,5.9377484,5.548789,6.862732,4.630265,4.3340206,5.067452,3.8462048,5.5394764,5.5507536,4.830222,4.1549463,4.114637,4.719432,5.9850464
t219,4.3041754,7.524475,7.2758775,5.4977736,5.402238,5.6154675,5.569508,4.2540197,4.349528,3.075631,3.4347968,4.5259347,5.8677673,5.902869,4.486628,5.685453,5.06001,5.365709,4.0933433,4.9231133,4.260438,5.010911,5.542789,5.230932,5.3396897,4.647931,4.976729,5.4540763,4.079176,5.126075,5.7416778,5.398874,6.2243958,5.501945,5.9467163,5.5578036,6.864262,4.6154404,4.3350635,5.07771,3.8503456,5.5512385,5.5375075,4.8139887,4.1442337,4.1043534,4.7281885,5.992744
t220,4.3278866,7.513827,7.2385607,5.5011425,5.3841815,5.6201715,5.5634956,4.272122,4.386478,3.0802522,3.461132,4.508629,5.859499,5.911822,4.4765873,5.652176,5.0613027,5.341983,4.056998,4.9026027,4.2825713,5.0450716,5.551128,5.192946,5.358283,4.651503,4.97188,5.4269595,4.1159406,5.1076174,5.712283,5.4275756,6.2027216,5.4687977,5.923616,5.5221014,6.8260875,4.6292577,4.361647,5.0880575,3.8789895,5.5199594,5.553051,4.8214407,4.1565294,4.1397147,4.6964965,5.954567
t197,4.3072615,7.523272,7.2567906,5.4991584,5.400648,5.615299,5.5688033,4.2551107,4.352335,3.0759423,3.4331088,4.5246387,5.8686705,5.903326,4.4859138,5.6820726,5.0604696,5.362931,4.090815,4.9222155,4.2621355,5.0132966,5.543247,5.228206,5.341362,4.6480036,4.975427,5.4516883,4.08307,5.124571,5.7385654,5.400656,6.222285,5.5004263,5.943764,5.554597,6.8614006,4.6159616,4.3380895,5.0789404,3.8521826,5.5482345,5.5383544,4.8141365,4.1452284,4.1079655,4.7254558,5.9886184
t196,4.3055534,7.5212464,7.2869005,5.49471,5.3997498,5.615785,5.569167,4.255306,4.351441,3.0792508,3.4369645,4.5302024,5.8630915,5.906747,4.48111,5.682286,5.0571213,5.367518,4.0924582,4.9176817,4.2631726,5.017275,5.5443435,5.2301,5.3388343,4.647198,4.979751,5.452713,4.0831075,5.123162,5.7405844,5.3988914,6.2245936,5.5031548,5.943739,5.55454,6.8643804,4.6202707,4.334734,5.074197,3.8482082,5.5469074,5.5414486,4.819464,4.148129,4.1083245,4.7252088,5.989406
t151,4.2924304,7.5225058,7.349487,5.4839926,5.405603,5.6146393,5.5745816,4.2465262,4.327137,3.085715,3.4245884,4.549875,5.854236,5.9098744,4.476507,5.6997256,5.0499344,5.388227,4.1187925,4.918771,4.254754,5.003488,5.5447345,5.253447,5.326384,4.645798,4.9943056,5.467857,4.0635505,5.1279545,5.758257,5.3817644,6.2374477,5.525664,5.954028,5.573397,6.8897057,4.622157,4.31492,5.0587654,3.8258014,5.560478,5.540749,4.8268127,4.147592,4.0903325,4.7411685,6.012496
t121,4.418252,7.419711,8.338667,5.4412336,5.298023,5.6271205,5.5357647,4.368628,4.6180215,3.1488833,3.7209833,4.5484853,5.77342,6.014305,4.34761,5.4684215,5.0132937,5.313353,3.8176374,4.737923,4.373071,5.305314,5.577565,5.080574,5.374072,4.6291027,4.973332,5.342787,4.324136,5.022759,5.6243305,5.4781404,6.1740108,5.4128723,5.806006,5.3307676,6.7234073,4.7672777,4.4247494,5.051113,3.9021282,5.345619,5.648807,4.938379,4.2678103,4.34213,4.5390506,5.739291
t114,4.421537,7.4088764,8.362254,5.43143,5.289093,5.6305256,5.538941,4.3812637,4.6377845,3.154859,3.7439926,4.552307,5.77226,6.0235596,4.3377733,5.4528,5.0132236,5.306295,3.7970426,4.727409,4.3756146,5.325972,5.580954,5.073237,5.3807836,4.6310964,4.9688215,5.3391795,4.340622,5.0153418,5.614835,5.479613,6.170179,5.4090514,5.8002334,5.314187,6.7157087,4.778481,4.433004,5.045836,3.9015691,5.3297358,5.6532345,4.9478517,4.2793894,4.3586216,4.522732,5.7223196
t115,4.4200096,7.3531556,8.364927,5.3832974,5.2458487,5.6299148,5.56682,4.431959,4.705317,3.2001636,3.820018,4.597279,5.7791557,6.077343,4.2826815,5.408266,5.015526,5.286556,3.724078,4.6855516,4.3561954,5.3990636,5.5895348,5.08379,5.397607,4.640985,4.938913,5.3571005,4.3883524,4.9968314,5.5855274,5.4450383,6.1604104,5.43885,5.7964845,5.2692065,6.7244864,4.8310475,4.455432,4.99863,3.864779,5.281045,5.6457486,4.999011,4.3365064,4.4050937,4.475321,5.672602
t91,4.428219,7.3973227,8.409014,5.4229455,5.2790627,5.633771,5.5397334,4.3951178,4.663254,3.160769,3.7721229,4.554497,5.769512,6.0335226,4.3264847,5.4326487,5.01224,5.297832,3.7705543,4.7137074,4.3814645,5.3517294,5.584193,5.0611997,5.3875947,4.63168,4.9635124,5.3319635,4.3625607,5.006652,5.6033416,5.484142,6.1654086,5.40176,5.790929,5.2928705,6.7038,4.791333,4.4434104,5.042216,3.9040666,5.310157,5.65983,4.9581485,4.2919807,4.3802104,4.503196,5.699456
t86,9.754504,1.8589783,5.500627,9.412993,3.6566956,1.592661,4.206047,3.4752178,4.782521,6.518686,2.702835,4.2222176,4.8630486,6.7936745,2.9226563,4.8342857,4.8081594,5.2751245,4.2489953,3.1248107,5.248887,4.964746,4.0098186,5.717687,4.45808,4.8315296,4.837941,3.7616527,5.7115993,5.4771686,4.9118934,4.909863,4.358156,5.375261,4.7164927,5.6051526,6.182906,5.370427,3.5986166,4.722903,5.337069,4.633077,4.7845926,4.6655207,4.558599,5.4216194,5.758512,4.2951493
t87,9.68487,1.8899443,5.5253415,9.412157,3.6337566,1.7387328,4.2002597,3.4122007,4.725278,6.5039053,2.7001078,4.2282767,4.9034653,6.7871947,2.9147718,4.817206,4.7988696,5.274372,4.261056,3.127334,5.26933,5.020947,4.0549445,5.702397,4.4351006,4.7957706,4.838117,3.7753985,5.6979823,5.5009847,4.902436,4.921479,4.3413973,5.429617,4.6934586,5.5997095,6.181193,5.3975406,3.6100242,4.742165,5.3779273,4.629649,4.7540956,4.650919,4.566431,5.4234853,5.715107,4.302082
t79,9.664643,1.9861754,5.516099,9.275637,3.635269,1.8884319,4.129624,3.3387094,4.690882,6.6067204,2.7827537,4.2718143,5.0230317,6.6818132,2.862586,4.8182354,4.765574,5.368344,4.2667584,3.148235,5.350231,5.0172753,4.050263,5.6267185,4.4719315,4.6764183,4.8464675,3.689167,5.6928887,5.588389,4.8942986,4.928032,4.4195766,5.366654,4.6114254,5.532865,6.238684,5.3082185,3.7031355,4.815686,5.4501467,4.693641,4.723124,4.626435,4.645954,5.5616803,5.692001,4.270854
t90,9.752873,1.8907335,5.5226088,9.458852,3.635393,1.6551304,4.241316,3.4541154,4.7614255,6.45696,2.6804674,4.20565,4.8425503,6.800274,2.9402976,4.8123064,4.811934,5.251632,4.266447,3.1311917,5.227074,5.0020833,4.0476866,5.7424474,4.4133615,4.8567734,4.829626,3.8207006,5.7003207,5.459085,4.902171,4.914364,4.316181,5.407945,4.719485,5.6401196,6.145837,5.44261,3.5635734,4.7056084,5.328534,4.602409,4.7735157,4.662032,4.520532,5.373465,5.7349496,4.313817
t110,9.701128,1.8724707,5.5217032,9.44228,3.629963,1.7074213,4.212814,3.434192,4.73907,6.482912,2.6844664,4.2231784,4.875859,6.8044076,2.918278,4.8206224,4.8096347,5.2537456,4.26999,3.1240082,5.2540526,5.0214825,4.058016,5.716409,4.421803,4.8139944,4.8425617,3.7984984,5.6995316,5.4893413,4.8980803,4.914761,4.321105,5.441148,4.7104945,5.61052,6.170786,5.428163,3.597543,4.7232785,5.3570647,4.6107593,4.7556877,4.6530094,4.555052,5.3902907,5.718922,4.2997313
t131,10.395442,0.8151085,5.03003,11.050371,3.3606822,5.82553,5.103659,3.8766818,5.205652,5.3783116,2.7457242,4.3439875,3.8845625,7.137269,3.108921,4.250698,4.9277444,4.483742,5.1496873,3.7772536,4.749237,5.21671,4.683743,5.513244,3.9306097,4.6420746,4.841882,4.74969,5.643425,5.28914,4.9038496,4.5748634,3.7019973,6.7398553,4.7280393,6.1583295,6.391567,8.354227,3.369497,4.5371695,4.797596,3.916932,4.2502627,4.5751743,4.2973914,3.4272752,6.0640597,3.864914
t159,10.408759,0.7106844,5.0046673,11.107189,3.3866851,5.821929,5.1789403,3.8580718,5.1777816,5.2936625,2.7487469,4.3613057,3.8339078,7.162248,3.0979085,4.264507,4.921056,4.514655,5.1994524,3.821724,4.7786927,5.1998143,4.735729,5.5393934,3.9327755,4.6572247,4.855511,4.816041,5.6809244,5.327789,4.9390993,4.522213,3.7283537,6.825947,4.7651916,6.1800117,6.3989635,8.443879,3.3667839,4.5243177,4.8298044,3.894887,4.286889,4.569357,4.4874835,3.3389764,6.0418715,3.8526616
t160,10.394914,0.76286626,5.0261083,11.085189,3.381443,5.8410287,5.1434026,3.8566158,5.1986003,5.3301544,2.7448194,4.3483377,3.8575006,7.143632,3.0908642,4.2689724,4.912621,4.5024924,5.1747875,3.8038945,4.761066,5.1959243,4.707026,5.519074,3.92991,4.644394,4.844307,4.782101,5.664429,5.3041215,4.9117537,4.5460963,3.7145877,6.7892914,4.745864,6.1621594,6.4018755,8.411179,3.3782773,4.5323343,4.8098507,3.9123955,4.264901,4.5800524,4.3949327,3.3737397,6.0546823,3.8598988
t161,10.403749,0.6802603,5.0031247,11.099632,3.3860383,5.8131304,5.192669,3.85522,5.1745543,5.277064,2.7518828,4.3543153,3.8413067,7.1633782,3.0971258,4.2650657,4.918984,4.516361,5.19316,3.818823,4.778216,5.196994,4.736267,5.5418305,3.9377372,4.659905,4.8572607,4.8257084,5.6801143,5.324958,4.9428396,4.5130887,3.7398517,6.842343,4.7669215,6.1775274,6.3974037,8.449903,3.3699305,4.523507,4.826269,3.896403,4.2861547,4.575939,4.544254,3.3304222,6.039254,3.8574846
t135,10.388926,0.80236435,5.0462046,11.080159,3.3924484,5.863793,5.127297,3.8524163,5.219932,5.3534718,2.7226644,4.350699,3.859526,7.123153,3.079939,4.277294,4.901382,4.494772,5.170514,3.800204,4.754488,5.1885715,4.68811,5.4987636,3.9068434,4.620189,4.8195515,4.7600346,5.6567674,5.29198,4.8882127,4.569655,3.688589,6.765824,4.719777,6.1513395,6.4085584,8.405628,3.3865373,4.5403767,4.8040214,3.9274108,4.2517347,4.5820208,4.3244295,3.3870862,6.0629616,3.8518746
t149,10.399154,0.8224184,5.0146847,11.062678,3.3333666,5.822412,5.085931,3.878204,5.1804633,5.3944807,2.7725155,4.3239846,3.898404,7.164233,3.1168156,4.2481346,4.938931,4.4923096,5.1373715,3.7690473,4.7324734,5.2272644,4.6936665,5.537693,3.955277,4.6703305,4.870568,4.7345304,5.65223,5.290002,4.913549,4.556083,3.7293465,6.724032,4.7527895,6.160229,6.3888173,8.33712,3.3630812,4.5226417,4.780418,3.895549,4.2518735,4.5735297,4.321303,3.4447818,6.066746,3.8876178
t162,10.398208,0.77831596,5.0211554,11.077694,3.3652747,5.8359275,5.1266537,3.8655107,5.19271,5.350316,2.7516346,4.3420963,3.8700457,7.1504683,3.1012423,4.2600017,4.922829,4.4976034,5.16351,3.7921896,4.7517743,5.2081985,4.7030797,5.525537,3.9354792,4.650727,4.850382,4.7676754,5.6597896,5.299609,4.9133596,4.549588,3.7183607,6.768842,4.746234,6.162934,6.396853,8.389013,3.3714402,4.5290327,4.8003783,3.9058242,4.260351,4.5761666,4.372836,3.39577,6.0587044,3.867302
t163,10.392853,0.79035866,5.0417924,11.077331,3.3866594,5.8582234,5.13476,3.856964,5.215186,5.3462462,2.7287996,4.358272,3.854751,7.128166,3.0842888,4.271735,4.9043097,4.490868,5.175658,3.8018155,4.7603226,5.1918592,4.6895885,5.5034294,3.9126596,4.6269107,4.8265,4.768768,5.65469,5.2946687,4.8927946,4.5708404,3.6944196,6.773403,4.723652,6.1557455,6.4062533,8.404556,3.3826067,4.5422215,4.810127,3.9261448,4.253399,4.5782504,4.337826,3.381727,6.060686,3.8470023
t136,10.398572,0.82851875,5.0259576,11.047807,3.3467798,5.8252683,5.0887194,3.883574,5.201188,5.393395,2.7559183,4.3388653,3.8928738,7.1442156,3.11641,4.2439103,4.935382,4.4797263,5.142098,3.7695324,4.74083,5.225753,4.6816263,5.5180817,3.9386036,4.652569,4.8533883,4.7390113,5.640129,5.2852,4.904418,4.575596,3.706757,6.724958,4.7323184,6.159218,6.3885517,8.3387985,3.3645246,4.534359,4.789235,3.9111865,4.246076,4.572497,4.2936463,3.4426982,6.068091,3.871687
t134,10.40203,0.7595086,5.013233,11.081585,3.3635929,5.82826,5.1370826,3.867446,5.1850863,5.3386707,2.755668,4.343729,3.8661969,7.15753,3.1053138,4.2566504,4.9269805,4.5003376,5.1681,3.7953215,4.755573,5.211004,4.711401,5.5330033,3.9394464,4.656916,4.8562517,4.7783003,5.663352,5.30535,4.9227834,4.541221,3.7254446,6.780501,4.753414,6.1682653,6.3946896,8.396079,3.3674526,4.526145,4.8042603,3.8997908,4.2659893,4.5738955,4.406982,3.3868935,6.05514,3.867234
t176,10.389801,0.61084324,4.9996657,11.088405,3.3921852,5.781974,5.2307825,3.8372548,5.1600337,5.231222,2.7647178,4.340521,3.8519626,7.169628,3.087849,4.276889,4.9078155,4.5320725,5.185125,3.8191054,4.7870975,5.182483,4.743999,5.5522857,3.955735,4.6742682,4.8690023,4.853702,5.6894803,5.328787,4.9567175,4.4829936,3.7775772,6.888111,4.7809567,6.171634,6.396157,8.475356,3.3798473,4.519414,4.8286266,3.8994348,4.295113,4.5903234,4.686132,3.300188,6.0252056,3.8713746
t177,10.364982,0.6227869,5.0236573,11.092292,3.3852785,5.828801,5.2023325,3.818774,5.177356,5.2394934,2.7856143,4.308715,3.8748953,7.160599,3.061831,4.29893,4.884098,4.5322123,5.1585236,3.8122134,4.753687,5.158639,4.72458,5.533767,3.9754753,4.6840386,4.884859,4.828961,5.6816945,5.296397,4.9212427,4.475361,3.784764,6.8809595,4.7908883,6.144452,6.411031,8.464243,3.4085722,4.5221963,4.789792,3.9161968,4.2676473,4.6204767,4.713191,3.3097565,6.043426,3.8939273
t178,10.357322,0.64164144,5.0341125,11.099622,3.3863015,5.852286,5.192716,3.8118033,5.1874475,5.236959,2.792297,4.300475,3.8779035,7.155387,3.0496278,4.30845,4.8733745,4.532022,5.1532497,3.8142292,4.7403226,5.1475844,4.718899,5.523506,3.9801028,4.686025,4.889858,4.823237,5.678851,5.2832313,4.9053187,4.471314,3.782639,6.8839903,4.795778,6.134687,6.4192967,8.465433,3.4201956,4.5243835,4.774773,3.9240017,4.256133,4.6317925,4.7137666,3.3072774,6.0520024,3.898755
t189,10.270501,0.51639116,5.0724735,11.055811,3.387192,5.834246,5.2234817,3.7269626,5.173686,5.1596103,2.867583,4.2042723,3.9642978,7.1535926,2.9795294,4.3832364,4.801402,4.5808063,5.0699925,3.7897804,4.7090225,5.0689445,4.693551,5.5211143,4.072814,4.7458744,4.9518123,4.83202,5.6921678,5.239105,4.8796444,4.385951,3.901217,6.962537,4.848271,6.064709,6.4388413,8.483875,3.496551,4.518196,4.717119,3.9654677,4.2348824,4.7175283,4.982447,3.2737298,6.041908,3.9871829
t198,10.392046,0.6695665,5.010439,11.092547,3.3838627,5.8164043,5.191528,3.8462095,5.1768885,5.271381,2.760583,4.3404655,3.8549666,7.1609335,3.088291,4.2733407,4.9097533,4.518475,5.179454,3.8131795,4.7692685,5.1877794,4.729188,5.5381107,3.947486,4.665165,4.863258,4.8225617,5.677869,5.3140197,4.9348087,4.505905,3.751634,6.84823,4.770252,6.166696,6.4003763,8.448797,3.380601,4.5238566,4.8135233,3.903408,4.278212,4.5884957,4.591966,3.3300714,6.041628,3.868638
t251,10.300144,0.5464614,5.055563,11.066297,3.38709,5.827453,5.220444,3.7559397,5.1730704,5.1819143,2.8412714,4.2348948,3.9355288,7.1568484,3.006468,4.356067,4.828162,4.5659966,5.098717,3.7971983,4.725577,5.0974646,4.7049694,5.5269313,4.04227,4.726485,4.93031,4.8339863,5.68945,5.2591305,4.8955398,4.413125,3.866813,6.9395084,4.8300905,6.090998,6.428852,8.479121,3.4683137,4.5191255,4.742207,3.9492958,4.247538,4.688651,4.9111857,3.2832084,6.0406013,3.9573789
t294,10.238332,0.4884261,5.092555,11.04492,3.3878405,5.8448424,5.2246995,3.6954021,5.176247,5.137256,2.8956394,4.1714907,3.9951935,7.148692,2.9490163,4.4135823,4.771129,4.5961075,5.038912,3.7820165,4.6901083,5.0374875,4.6800065,5.512983,4.1048565,4.765786,4.974254,4.828358,5.694394,5.215993,4.860179,4.3577776,3.9365404,6.985711,4.8671336,6.03523,6.4504414,8.48825,3.5277932,4.517865,4.6888514,3.9843175,4.219894,4.7489634,5.050552,3.264419,6.044516,4.018865
t295,10.253254,0.5010431,5.082095,11.050125,3.3874297,5.83793,5.22501,3.7105887,5.1741924,5.147901,2.881766,4.1844335,3.9796035,7.1517615,2.9642913,4.3985004,4.7861147,4.58869,5.0545416,3.786055,4.700169,5.052505,4.6873374,5.517844,4.0895658,4.756336,4.9633913,4.830843,5.693452,5.228161,4.8707314,4.3714647,3.9206996,6.9745374,4.858005,6.050155,6.4442253,8.486056,3.513062,4.517826,4.7035666,3.9746926,4.228278,4.736222,5.01976,3.2687612,6.042764,4.0032706
t309,10.17588,0.4408327,5.1318283,11.019769,3.3927422,5.8680377,5.2222633,3.6331997,5.1828375,5.0988083,2.9491909,4.0997057,4.053726,7.1352906,2.8932176,4.4680586,4.7139087,4.6294117,4.97867,3.7675865,4.6507945,4.9746,4.649851,5.4930167,4.1679955,4.8060193,5.0185785,4.815935,5.6994343,5.1713905,4.8210073,4.3077335,4.000719,7.024898,4.905994,5.980139,6.4760885,8.489788,3.5895844,4.5184894,4.6370373,4.0219126,4.1888514,4.814954,5.199231,3.2514083,6.052187,4.0804505
