"","t3","t4","t6","t10","t125","t126","t51","t109","t164","t165","t62","t68","t69","t38","t26","t23","t11","t9","t15","t16","t20","t156","t157","t133","t79","t80","t41","t180","t181","t148","t88","t98","t99","t96","t182","t183","t179","t110","t111","t90","t123","t124","t85","t86","t87","t60","t61","t55","t81","t91","t173","t174","t36","t37","t83","t154","t155","t73","t162","t163","t92","t108","t129","t138","t139","t94","t117","t118","t65","t114","t115","t104","t120","t121","t45","t46","t17","t8","t13","t14","t52","t53","t43","t97","t142","t143","t150","t151","t27","t71","t72","t149","t177","t178","t101","t135","t136","t100","t78","t54","t48","t44","t169","t170","t140","t141","t130","t82","t63","t64","t21","t22","t18","t19","t42","t58","t59","t112","t113","t146","t147","t137","t89","t103","t167","t168","t166","t106","t107","t84","t95","t184","t185","t93","t175","t176","t131","t132","t152","t153","t134","t119","t35","t160","t161","t49","t50","t122","t158","t159","t144","t145","t105","t171","t172","t116","t127","t128","t102","t70","t74","t75","t34","t76","t77","t29","t56","t57","t47","t24","t28","t32","t33","t31","t66","t67","t39","t40","t30","t25","t12","t7","t5","t2","t1"
"t43",10.40205562452,10.77775635452,10.638095433,12.1123746955,18.9633715068,18.9633715068,17.2899628836,18.9633715072,18.9633715072,18.9633715072,18.9633715068,18.9633715068,17.33994367537,16.5859250887,14.7547243582,14.2904583322,12.2647757753,13.1911883448,10.6636012265,10.2608852284,11.4184933114,15.9481379949,15.9481379949,15.948137995,15.6258583771,15.1418720347,13.16946223657,15.94813799472,15.94813799472,15.94813799467,15.91564883097,15.78006865639,15.94813799459,15.94813799457,15.94813799402,15.94813799402,15.94813799401,15.438728659338,15.948137994338,15.948137994838,15.94813799433,15.94813799433,15.72656227733,14.789354340866,15.479957951126,14.28299024603,14.23750159073,15.0190367845,15.9481379945,15.3317693652,15.9481379941,15.9481379941,14.36075830877,15.94813799477,15.9481379946,15.9481379952,15.9481379952,15.9481379952,15.9481379948,15.9481379948,14.96393330294,15.9481379949,15.9481379949,15.94813799488,15.94813799488,15.94813799506,15.94813799486,15.3873670551,14.6209307581,15.9481379949,15.7368656316,15.948137995,15.9481379949,15.9481379949,14.01147046739,13.64313028889,10.1832352889,7.5881729061,5.0067199791,3.9287903966,2.9197595005,3.2922502065,0,3.0987505952,3.0987505951,3.0987505951,4.0805886319,4.0805886319,3.43231064406,7.9343706053,7.9343706053,7.9343706056,7.93437060555,7.93437060555,7.9343706056,7.9343706055,7.9343706055,7.9343706056,7.9343706055,7.9343706053,6.6872004912,5.3749961963,7.93437060571,7.93437060571,7.9343706057,7.9343706057,7.9343706057,7.9343706062,6.9749988504,7.9343706054,3.2706547452,3.2825743176,5.8116889541,6.5460804635,8.07829015668,9.21565329877,10.97014091787,10.97014091837,10.97014091837,10.97014091844,10.69500984044,10.70670259299,10.043360244845,10.432235936745,10.970140918495,10.970140918495,10.970140918445,10.420222836655,10.970140918445,10.07573616792,10.97014091854,10.970140917953,10.970140917953,10.77476716082,10.97014091771,10.97014091771,10.9701409177,10.9701409177,10.97014091777,10.93119077737,10.97014091777,10.97014091777,10.97014091867,10.97014091777,10.97014091777,9.06589346087,8.45866524407,10.66789208012,10.97014091802,10.97014091802,10.97014091802,10.97014091802,10.88754376752,10.866719358082,10.97014091797,10.97014091807,10.97014091807,10.67320182957,10.97014091807,10.28589624077,10.97014091787,9.97263681207,10.9701409182,10.9701409182,10.9701409182,10.1480288121,9.4519225644,10.9701409179,8.7563285374,6.33463936521,7.45033982051,9.35512295088,7.7170122078,7.71911144788,9.53307658988,10.97014091798,8.53401757008,8.33045445428,7.78652738178,7.17120390111,5.3818066362,6.0545443928,10.55120605552,11.09117948832,11.51659928802
"t97",13.20995831152,13.58565904152,13.44599812,14.9202773825,21.7712741938,21.7712741938,20.0978655706,21.7712741942,21.7712741942,21.7712741942,21.7712741938,21.7712741938,20.14784636237,19.3938277757,17.5626270452,17.0983610192,15.0726784623,15.9990910318,13.4715039135,13.0687879154,14.2263959984,18.7560406819,18.7560406819,18.756040682,18.4337610641,17.9497747217,15.97736492357,18.75604068172,18.75604068172,18.75604068167,18.72355151797,18.58797134339,18.75604068159,18.75604068157,18.75604068102,18.75604068102,18.75604068101,18.246631346338,18.756040681338,18.756040681838,18.75604068133,18.75604068133,18.53446496433,17.597257027866,18.287860638126,17.09089293303,17.04540427773,17.8269394715,18.7560406815,18.1396720522,18.7560406811,18.7560406811,17.16866099577,18.75604068177,18.7560406816,18.7560406822,18.7560406822,18.7560406822,18.7560406818,18.7560406818,17.77183598994,18.7560406819,18.7560406819,18.75604068188,18.75604068188,18.75604068206,18.75604068186,18.1952697421,17.4288334451,18.7560406819,18.5447683186,18.756040682,18.7560406819,18.7560406819,16.81937315439,16.45103297589,12.9911379759,10.3960755931,7.8146226661,6.7366930836,5.7276621875,6.1001528935,3.0987505952,0,1.9041594861,1.9041594861,6.8884913189,6.8884913189,6.24021333106,10.7422732923,10.7422732923,10.7422732926,10.74227329255,10.74227329255,10.7422732926,10.7422732925,10.7422732925,10.7422732926,10.7422732925,10.7422732923,9.4951031782,8.1828988833,10.74227329271,10.74227329271,10.7422732927,10.7422732927,10.7422732927,10.7422732932,9.7829015374,10.7422732924,6.0785574322,6.0904770046,8.6195916411,9.3539831505,10.88619284368,12.02355598577,13.77804360487,13.77804360537,13.77804360537,13.77804360544,13.50291252744,13.51460527999,12.851262931845,13.240138623745,13.778043605495,13.778043605495,13.778043605445,13.228125523655,13.778043605445,12.88363885492,13.77804360554,13.778043604953,13.778043604953,13.58266984782,13.77804360471,13.77804360471,13.7780436047,13.7780436047,13.77804360477,13.73909346437,13.77804360477,13.77804360477,13.77804360567,13.77804360477,13.77804360477,11.87379614787,11.26656793107,13.47579476712,13.77804360502,13.77804360502,13.77804360502,13.77804360502,13.69544645452,13.674622045082,13.77804360497,13.77804360507,13.77804360507,13.48110451657,13.77804360507,13.09379892777,13.77804360487,12.78053949907,13.7780436052,13.7780436052,13.7780436052,12.9559314991,12.2598252514,13.7780436049,11.5642312244,9.14254205221,10.25824250751,12.16302563788,10.5249148948,10.52701413488,12.34097927688,13.77804360498,11.34192025708,11.13835714128,10.59443006878,9.97910658811,8.1897093232,8.8624470798,13.35910874252,13.89908217532,14.32450197502
"t142",13.20995831142,13.58565904142,13.4459981199,14.9202773824,21.7712741937,21.7712741937,20.0978655705,21.7712741941,21.7712741941,21.7712741941,21.7712741937,21.7712741937,20.14784636227,19.3938277756,17.5626270451,17.0983610191,15.0726784622,15.9990910317,13.4715039134,13.0687879153,14.2263959983,18.7560406818,18.7560406818,18.7560406819,18.433761064,17.9497747216,15.97736492347,18.75604068162,18.75604068162,18.75604068157,18.72355151787,18.58797134329,18.75604068149,18.75604068147,18.75604068092,18.75604068092,18.75604068091,18.246631346238,18.756040681238,18.756040681738,18.75604068123,18.75604068123,18.53446496423,17.597257027766,18.287860638026,17.09089293293,17.04540427763,17.8269394714,18.7560406814,18.1396720521,18.756040681,18.756040681,17.16866099567,18.75604068167,18.7560406815,18.7560406821,18.7560406821,18.7560406821,18.7560406817,18.7560406817,17.77183598984,18.7560406818,18.7560406818,18.75604068178,18.75604068178,18.75604068196,18.75604068176,18.195269742,17.428833445,18.7560406818,18.5447683185,18.7560406819,18.7560406818,18.7560406818,16.81937315429,16.45103297579,12.9911379758,10.396075593,7.814622666,6.7366930835,5.7276621874,6.1001528934,3.0987505951,1.9041594861,0,0.630117709,6.8884913188,6.8884913188,6.24021333096,10.7422732922,10.7422732922,10.7422732925,10.74227329245,10.74227329245,10.7422732925,10.7422732924,10.7422732924,10.7422732925,10.7422732924,10.7422732922,9.4951031781,8.1828988832,10.74227329261,10.74227329261,10.7422732926,10.7422732926,10.7422732926,10.7422732931,9.7829015373,10.7422732923,6.0785574321,6.0904770045,8.619591641,9.3539831504,10.88619284358,12.02355598567,13.77804360477,13.77804360527,13.77804360527,13.77804360534,13.50291252734,13.51460527989,12.851262931745,13.240138623645,13.778043605395,13.778043605395,13.778043605345,13.228125523555,13.778043605345,12.88363885482,13.77804360544,13.778043604853,13.778043604853,13.58266984772,13.77804360461,13.77804360461,13.7780436046,13.7780436046,13.77804360467,13.73909346427,13.77804360467,13.77804360467,13.77804360557,13.77804360467,13.77804360467,11.87379614777,11.26656793097,13.47579476702,13.77804360492,13.77804360492,13.77804360492,13.77804360492,13.69544645442,13.674622044982,13.77804360487,13.77804360497,13.77804360497,13.48110451647,13.77804360497,13.09379892767,13.77804360477,12.78053949897,13.7780436051,13.7780436051,13.7780436051,12.955931499,12.2598252513,13.7780436048,11.5642312243,9.14254205211,10.25824250741,12.16302563778,10.5249148947,10.52701413478,12.34097927678,13.77804360488,11.34192025698,11.13835714118,10.59443006868,9.97910658801,8.1897093231,8.8624470797,13.35910874242,13.89908217522,14.32450197492
"t143",13.20995831142,13.58565904142,13.4459981199,14.9202773824,21.7712741937,21.7712741937,20.0978655705,21.7712741941,21.7712741941,21.7712741941,21.7712741937,21.7712741937,20.14784636227,19.3938277756,17.5626270451,17.0983610191,15.0726784622,15.9990910317,13.4715039134,13.0687879153,14.2263959983,18.7560406818,18.7560406818,18.7560406819,18.433761064,17.9497747216,15.97736492347,18.75604068162,18.75604068162,18.75604068157,18.72355151787,18.58797134329,18.75604068149,18.75604068147,18.75604068092,18.75604068092,18.75604068091,18.246631346238,18.756040681238,18.756040681738,18.75604068123,18.75604068123,18.53446496423,17.597257027766,18.287860638026,17.09089293293,17.04540427763,17.8269394714,18.7560406814,18.1396720521,18.756040681,18.756040681,17.16866099567,18.75604068167,18.7560406815,18.7560406821,18.7560406821,18.7560406821,18.7560406817,18.7560406817,17.77183598984,18.7560406818,18.7560406818,18.75604068178,18.75604068178,18.75604068196,18.75604068176,18.195269742,17.428833445,18.7560406818,18.5447683185,18.7560406819,18.7560406818,18.7560406818,16.81937315429,16.45103297579,12.9911379758,10.396075593,7.814622666,6.7366930835,5.7276621874,6.1001528934,3.0987505951,1.9041594861,0.630117709,0,6.8884913188,6.8884913188,6.24021333096,10.7422732922,10.7422732922,10.7422732925,10.74227329245,10.74227329245,10.7422732925,10.7422732924,10.7422732924,10.7422732925,10.7422732924,10.7422732922,9.4951031781,8.1828988832,10.74227329261,10.74227329261,10.7422732926,10.7422732926,10.7422732926,10.7422732931,9.7829015373,10.7422732923,6.0785574321,6.0904770045,8.619591641,9.3539831504,10.88619284358,12.02355598567,13.77804360477,13.77804360527,13.77804360527,13.77804360534,13.50291252734,13.51460527989,12.851262931745,13.240138623645,13.778043605395,13.778043605395,13.778043605345,13.228125523555,13.778043605345,12.88363885482,13.77804360544,13.778043604853,13.778043604853,13.58266984772,13.77804360461,13.77804360461,13.7780436046,13.7780436046,13.77804360467,13.73909346427,13.77804360467,13.77804360467,13.77804360557,13.77804360467,13.77804360467,11.87379614777,11.26656793097,13.47579476702,13.77804360492,13.77804360492,13.77804360492,13.77804360492,13.69544645442,13.674622044982,13.77804360487,13.77804360497,13.77804360497,13.48110451647,13.77804360497,13.09379892767,13.77804360477,12.78053949897,13.7780436051,13.7780436051,13.7780436051,12.955931499,12.2598252513,13.7780436048,11.5642312243,9.14254205211,10.25824250741,12.16302563778,10.5249148947,10.52701413478,12.34097927678,13.77804360488,11.34192025698,11.13835714118,10.59443006868,9.97910658801,8.1897093231,8.8624470797,13.35910874242,13.89908217522,14.32450197492
"t150",13.20995831102,13.58565904102,13.4459981195,14.920277382,21.7712741933,21.7712741933,20.0978655701,21.7712741937,21.7712741937,21.7712741937,21.7712741933,21.7712741933,20.14784636187,19.3938277752,17.5626270447,17.0983610187,15.0726784618,15.9990910313,13.471503913,13.0687879149,14.2263959979,18.7560406814,18.7560406814,18.7560406815,18.4337610636,17.9497747212,15.97736492307,18.75604068122,18.75604068122,18.75604068117,18.72355151747,18.58797134289,18.75604068109,18.75604068107,18.75604068052,18.75604068052,18.75604068051,18.246631345838,18.756040680838,18.756040681338,18.75604068083,18.75604068083,18.53446496383,17.597257027366,18.287860637626,17.09089293253,17.04540427723,17.826939471,18.756040681,18.1396720517,18.7560406806,18.7560406806,17.16866099527,18.75604068127,18.7560406811,18.7560406817,18.7560406817,18.7560406817,18.7560406813,18.7560406813,17.77183598944,18.7560406814,18.7560406814,18.75604068138,18.75604068138,18.75604068156,18.75604068136,18.1952697416,17.4288334446,18.7560406814,18.5447683181,18.7560406815,18.7560406814,18.7560406814,16.81937315389,16.45103297539,12.9911379754,10.3960755926,7.8146226656,6.7366930831,5.727662187,6.100152893,4.0805886319,6.8884913189,6.8884913188,6.8884913188,0,0.5682814204,6.24021333056,10.7422732918,10.7422732918,10.7422732921,10.74227329205,10.74227329205,10.7422732921,10.742273292,10.742273292,10.7422732921,10.742273292,10.7422732918,9.4951031777,8.1828988828,10.74227329221,10.74227329221,10.7422732922,10.7422732922,10.7422732922,10.7422732927,9.7829015369,10.7422732919,6.0785574317,6.0904770041,8.6195916406,9.35398315,10.88619284318,12.02355598527,13.77804360437,13.77804360487,13.77804360487,13.77804360494,13.50291252694,13.51460527949,12.851262931345,13.240138623245,13.778043604995,13.778043604995,13.778043604945,13.228125523155,13.778043604945,12.88363885442,13.77804360504,13.778043604453,13.778043604453,13.58266984732,13.77804360421,13.77804360421,13.7780436042,13.7780436042,13.77804360427,13.73909346387,13.77804360427,13.77804360427,13.77804360517,13.77804360427,13.77804360427,11.87379614737,11.26656793057,13.47579476662,13.77804360452,13.77804360452,13.77804360452,13.77804360452,13.69544645402,13.674622044582,13.77804360447,13.77804360457,13.77804360457,13.48110451607,13.77804360457,13.09379892727,13.77804360437,12.78053949857,13.7780436047,13.7780436047,13.7780436047,12.9559314986,12.2598252509,13.7780436044,11.5642312239,9.14254205171,10.25824250701,12.16302563738,10.5249148943,10.52701413438,12.34097927638,13.77804360448,11.34192025658,11.13835714078,10.59443006828,9.97910658761,8.1897093227,8.8624470793,13.35910874202,13.89908217482,14.32450197452
"t151",13.20995831102,13.58565904102,13.4459981195,14.920277382,21.7712741933,21.7712741933,20.0978655701,21.7712741937,21.7712741937,21.7712741937,21.7712741933,21.7712741933,20.14784636187,19.3938277752,17.5626270447,17.0983610187,15.0726784618,15.9990910313,13.471503913,13.0687879149,14.2263959979,18.7560406814,18.7560406814,18.7560406815,18.4337610636,17.9497747212,15.97736492307,18.75604068122,18.75604068122,18.75604068117,18.72355151747,18.58797134289,18.75604068109,18.75604068107,18.75604068052,18.75604068052,18.75604068051,18.246631345838,18.756040680838,18.756040681338,18.75604068083,18.75604068083,18.53446496383,17.597257027366,18.287860637626,17.09089293253,17.04540427723,17.826939471,18.756040681,18.1396720517,18.7560406806,18.7560406806,17.16866099527,18.75604068127,18.7560406811,18.7560406817,18.7560406817,18.7560406817,18.7560406813,18.7560406813,17.77183598944,18.7560406814,18.7560406814,18.75604068138,18.75604068138,18.75604068156,18.75604068136,18.1952697416,17.4288334446,18.7560406814,18.5447683181,18.7560406815,18.7560406814,18.7560406814,16.81937315389,16.45103297539,12.9911379754,10.3960755926,7.8146226656,6.7366930831,5.727662187,6.100152893,4.0805886319,6.8884913189,6.8884913188,6.8884913188,0.5682814204,0,6.24021333056,10.7422732918,10.7422732918,10.7422732921,10.74227329205,10.74227329205,10.7422732921,10.742273292,10.742273292,10.7422732921,10.742273292,10.7422732918,9.4951031777,8.1828988828,10.74227329221,10.74227329221,10.7422732922,10.7422732922,10.7422732922,10.7422732927,9.7829015369,10.7422732919,6.0785574317,6.0904770041,8.6195916406,9.35398315,10.88619284318,12.02355598527,13.77804360437,13.77804360487,13.77804360487,13.77804360494,13.50291252694,13.51460527949,12.851262931345,13.240138623245,13.778043604995,13.778043604995,13.778043604945,13.228125523155,13.778043604945,12.88363885442,13.77804360504,13.778043604453,13.778043604453,13.58266984732,13.77804360421,13.77804360421,13.7780436042,13.7780436042,13.77804360427,13.73909346387,13.77804360427,13.77804360427,13.77804360517,13.77804360427,13.77804360427,11.87379614737,11.26656793057,13.47579476662,13.77804360452,13.77804360452,13.77804360452,13.77804360452,13.69544645402,13.674622044582,13.77804360447,13.77804360457,13.77804360457,13.48110451607,13.77804360457,13.09379892727,13.77804360437,12.78053949857,13.7780436047,13.7780436047,13.7780436047,12.9559314986,12.2598252509,13.7780436044,11.5642312239,9.14254205171,10.25824250701,12.16302563738,10.5249148943,10.52701413438,12.34097927638,13.77804360448,11.34192025658,11.13835714078,10.59443006828,9.97910658761,8.1897093227,8.8624470793,13.35910874202,13.89908217482,14.32450197452
"t27",8.70789834958,9.08359907958,8.94393815806,10.41821742056,17.26921423186,17.26921423186,15.59580560866,17.26921423226,17.26921423226,17.26921423226,17.26921423186,17.26921423186,15.64578640043,14.89176781376,13.06056708326,12.59630105726,10.57061850036,11.49703106986,8.96944395156,8.56672795346,9.72433603646,14.25398071996,14.25398071996,14.25398072006,13.93170110216,13.44771475976,11.47530496163,14.25398071978,14.25398071978,14.25398071973,14.22149155603,14.08591138145,14.25398071965,14.25398071963,14.25398071908,14.25398071908,14.25398071907,13.744571384398,14.253980719398,14.253980719898,14.25398071939,14.25398071939,14.03240500239,13.095197065926,13.785800676186,12.58883297109,12.54334431579,13.32487950956,14.25398071956,13.63761209026,14.25398071916,14.25398071916,12.66660103383,14.25398071983,14.25398071966,14.25398072026,14.25398072026,14.25398072026,14.25398071986,14.25398071986,13.269776028,14.25398071996,14.25398071996,14.25398071994,14.25398071994,14.25398072012,14.25398071992,13.69320978016,12.92677348316,14.25398071996,14.04270835666,14.25398072006,14.25398071996,14.25398071996,12.31731319245,11.94897301395,8.48907801396,5.89401563116,3.31256270416,2.23463312166,4.67506876556,5.04755947156,3.43231064406,6.24021333106,6.24021333096,6.24021333096,6.24021333056,6.24021333056,0,4.53491778416,4.53491778416,4.53491778446,4.53491778441,4.53491778441,4.53491778446,4.53491778436,4.53491778436,4.53491778446,4.53491778436,4.53491778416,3.28774767006,1.97554337516,4.53491778457,4.53491778457,4.53491778456,4.53491778456,4.53491778456,4.53491778506,3.57554602926,4.53491778426,1.57649747026,1.58841704266,4.11753167916,4.85192318856,6.38413288174,7.52149602383,9.27598364293,9.27598364343,9.27598364343,9.2759836435,9.0008525655,9.01254531805,8.349202969905,8.738078661805,9.275983643555,9.275983643555,9.275983643505,8.726065561715,9.275983643505,8.38157889298,9.2759836436,9.275983643013,9.275983643013,9.08060988588,9.27598364277,9.27598364277,9.27598364276,9.27598364276,9.27598364283,9.23703350243,9.27598364283,9.27598364283,9.27598364373,9.27598364283,9.27598364283,7.37173618593,6.76450796913,8.97373480518,9.27598364308,9.27598364308,9.27598364308,9.27598364308,9.19338649258,9.172562083142,9.27598364303,9.27598364313,9.27598364313,8.97904455463,9.27598364313,8.59173896583,9.27598364293,8.27847953713,9.27598364326,9.27598364326,9.27598364326,8.45387153716,7.75776528946,9.27598364296,7.06217126246,4.64048209027,5.75618254557,7.66096567594,6.02285493286,6.02495417294,7.83891931494,9.27598364304,6.83986029514,6.63629717934,6.09237010684,5.47704662617,3.68764936126,4.36038711786,8.85704878058,9.39702221338,9.82244201308
"t71",13.20995831082,13.58565904082,13.4459981193,14.9202773818,21.7712741931,21.7712741931,20.0978655699,21.7712741935,21.7712741935,21.7712741935,21.7712741931,21.7712741931,20.14784636167,19.393827775,17.5626270445,17.0983610185,15.0726784616,15.9990910311,13.4715039128,13.0687879147,14.2263959977,18.7560406812,18.7560406812,18.7560406813,18.4337610634,17.949774721,15.97736492287,18.75604068102,18.75604068102,18.75604068097,18.72355151727,18.58797134269,18.75604068089,18.75604068087,18.75604068032,18.75604068032,18.75604068031,18.246631345638,18.756040680638,18.756040681138,18.75604068063,18.75604068063,18.53446496363,17.597257027166,18.287860637426,17.09089293233,17.04540427703,17.8269394708,18.7560406808,18.1396720515,18.7560406804,18.7560406804,17.16866099507,18.75604068107,18.7560406809,18.7560406815,18.7560406815,18.7560406815,18.7560406811,18.7560406811,17.77183598924,18.7560406812,18.7560406812,18.75604068118,18.75604068118,18.75604068136,18.75604068116,18.1952697414,17.4288334444,18.7560406812,18.5447683179,18.7560406813,18.7560406812,18.7560406812,16.81937315369,16.45103297519,12.9911379752,10.3960755924,7.8146226654,6.7366930829,9.1771287268,9.5496194328,7.9343706053,10.7422732923,10.7422732922,10.7422732922,10.7422732918,10.7422732918,4.53491778416,0,3.262961956,3.6955427751,3.69554277505,3.69554277505,3.6955427751,3.695542775,3.695542775,3.6955427751,3.695542775,5.076370188,4.0810219241,3.2878816998,7.14796206861,7.14796206861,7.1479620686,7.1479620686,7.1479620686,7.1479620691,6.1885903133,7.1479620683,6.0785574315,6.0904770039,8.6195916404,9.3539831498,10.88619284298,12.02355598507,13.77804360417,13.77804360467,13.77804360467,13.77804360474,13.50291252674,13.51460527929,12.851262931145,13.240138623045,13.778043604795,13.778043604795,13.778043604745,13.228125522955,13.778043604745,12.88363885422,13.77804360484,13.778043604253,13.778043604253,13.58266984712,13.77804360401,13.77804360401,13.778043604,13.778043604,13.77804360407,13.73909346367,13.77804360407,13.77804360407,13.77804360497,13.77804360407,13.77804360407,11.87379614717,11.26656793037,13.47579476642,13.77804360432,13.77804360432,13.77804360432,13.77804360432,13.69544645382,13.674622044382,13.77804360427,13.77804360437,13.77804360437,13.48110451587,13.77804360437,13.09379892707,13.77804360417,12.78053949837,13.7780436045,13.7780436045,13.7780436045,12.9559314984,12.2598252507,13.7780436042,11.5642312237,9.14254205151,10.25824250681,12.16302563718,10.5249148941,10.52701413418,12.34097927618,13.77804360428,11.34192025638,11.13835714058,10.59443006808,9.97910658741,8.1897093225,8.8624470791,13.35910874182,13.89908217462,14.32450197432
"t72",13.20995831082,13.58565904082,13.4459981193,14.9202773818,21.7712741931,21.7712741931,20.0978655699,21.7712741935,21.7712741935,21.7712741935,21.7712741931,21.7712741931,20.14784636167,19.393827775,17.5626270445,17.0983610185,15.0726784616,15.9990910311,13.4715039128,13.0687879147,14.2263959977,18.7560406812,18.7560406812,18.7560406813,18.4337610634,17.949774721,15.97736492287,18.75604068102,18.75604068102,18.75604068097,18.72355151727,18.58797134269,18.75604068089,18.75604068087,18.75604068032,18.75604068032,18.75604068031,18.246631345638,18.756040680638,18.756040681138,18.75604068063,18.75604068063,18.53446496363,17.597257027166,18.287860637426,17.09089293233,17.04540427703,17.8269394708,18.7560406808,18.1396720515,18.7560406804,18.7560406804,17.16866099507,18.75604068107,18.7560406809,18.7560406815,18.7560406815,18.7560406815,18.7560406811,18.7560406811,17.77183598924,18.7560406812,18.7560406812,18.75604068118,18.75604068118,18.75604068136,18.75604068116,18.1952697414,17.4288334444,18.7560406812,18.5447683179,18.7560406813,18.7560406812,18.7560406812,16.81937315369,16.45103297519,12.9911379752,10.3960755924,7.8146226654,6.7366930829,9.1771287268,9.5496194328,7.9343706053,10.7422732923,10.7422732922,10.7422732922,10.7422732918,10.7422732918,4.53491778416,3.262961956,0,3.6955427751,3.69554277505,3.69554277505,3.6955427751,3.695542775,3.695542775,3.6955427751,3.695542775,5.076370188,4.0810219241,3.2878816998,7.14796206861,7.14796206861,7.1479620686,7.1479620686,7.1479620686,7.1479620691,6.1885903133,7.1479620683,6.0785574315,6.0904770039,8.6195916404,9.3539831498,10.88619284298,12.02355598507,13.77804360417,13.77804360467,13.77804360467,13.77804360474,13.50291252674,13.51460527929,12.851262931145,13.240138623045,13.778043604795,13.778043604795,13.778043604745,13.228125522955,13.778043604745,12.88363885422,13.77804360484,13.778043604253,13.778043604253,13.58266984712,13.77804360401,13.77804360401,13.778043604,13.778043604,13.77804360407,13.73909346367,13.77804360407,13.77804360407,13.77804360497,13.77804360407,13.77804360407,11.87379614717,11.26656793037,13.47579476642,13.77804360432,13.77804360432,13.77804360432,13.77804360432,13.69544645382,13.674622044382,13.77804360427,13.77804360437,13.77804360437,13.48110451587,13.77804360437,13.09379892707,13.77804360417,12.78053949837,13.7780436045,13.7780436045,13.7780436045,12.9559314984,12.2598252507,13.7780436042,11.5642312237,9.14254205151,10.25824250681,12.16302563718,10.5249148941,10.52701413418,12.34097927618,13.77804360428,11.34192025638,11.13835714058,10.59443006808,9.97910658741,8.1897093225,8.8624470791,13.35910874182,13.89908217462,14.32450197432
"t149",13.20995831112,13.58565904112,13.4459981196,14.9202773821,21.7712741934,21.7712741934,20.0978655702,21.7712741938,21.7712741938,21.7712741938,21.7712741934,21.7712741934,20.14784636197,19.3938277753,17.5626270448,17.0983610188,15.0726784619,15.9990910314,13.4715039131,13.068787915,14.226395998,18.7560406815,18.7560406815,18.7560406816,18.4337610637,17.9497747213,15.97736492317,18.75604068132,18.75604068132,18.75604068127,18.72355151757,18.58797134299,18.75604068119,18.75604068117,18.75604068062,18.75604068062,18.75604068061,18.246631345938,18.756040680938,18.756040681438,18.75604068093,18.75604068093,18.53446496393,17.597257027466,18.287860637726,17.09089293263,17.04540427733,17.8269394711,18.7560406811,18.1396720518,18.7560406807,18.7560406807,17.16866099537,18.75604068137,18.7560406812,18.7560406818,18.7560406818,18.7560406818,18.7560406814,18.7560406814,17.77183598954,18.7560406815,18.7560406815,18.75604068148,18.75604068148,18.75604068166,18.75604068146,18.1952697417,17.4288334447,18.7560406815,18.5447683182,18.7560406816,18.7560406815,18.7560406815,16.81937315399,16.45103297549,12.9911379755,10.3960755927,7.8146226657,6.7366930832,9.1771287271,9.5496194331,7.9343706056,10.7422732926,10.7422732925,10.7422732925,10.7422732921,10.7422732921,4.53491778446,3.6955427751,3.6955427751,0,0.57587781075,0.57587781075,1.645673353,2.7399782411,2.7399782411,2.7399782412,2.9508966221,5.0763701883,4.0810219244,3.2878817001,7.14796206891,7.14796206891,7.1479620689,7.1479620689,7.1479620689,7.1479620694,6.1885903136,7.1479620686,6.0785574318,6.0904770042,8.6195916407,9.3539831501,10.88619284328,12.02355598537,13.77804360447,13.77804360497,13.77804360497,13.77804360504,13.50291252704,13.51460527959,12.851262931445,13.240138623345,13.778043605095,13.778043605095,13.778043605045,13.228125523255,13.778043605045,12.88363885452,13.77804360514,13.778043604553,13.778043604553,13.58266984742,13.77804360431,13.77804360431,13.7780436043,13.7780436043,13.77804360437,13.73909346397,13.77804360437,13.77804360437,13.77804360527,13.77804360437,13.77804360437,11.87379614747,11.26656793067,13.47579476672,13.77804360462,13.77804360462,13.77804360462,13.77804360462,13.69544645412,13.674622044682,13.77804360457,13.77804360467,13.77804360467,13.48110451617,13.77804360467,13.09379892737,13.77804360447,12.78053949867,13.7780436048,13.7780436048,13.7780436048,12.9559314987,12.259825251,13.7780436045,11.564231224,9.14254205181,10.25824250711,12.16302563748,10.5249148944,10.52701413448,12.34097927648,13.77804360458,11.34192025668,11.13835714088,10.59443006838,9.97910658771,8.1897093228,8.8624470794,13.35910874212,13.89908217492,14.32450197462
