"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108"
"t53",-0.0338069494858652,0.081936463670629,0.358056553576134,-0.0533637165307622,-0.0357609086299178,0.092481214729485,-0.00508239737331465,0.0119736448223161,0.00181745917497564,0.0131682072437565,-0.00810144157770116,-0.00367723511080249,0.00111493377728288,0.00367191872166604,0.000636601542749889,-0.00140452021439794,-0.0167819163148096,0.00110655898148462,-0.119171571601621,0.00253429891322347,-0.00708250489529205,0.0203055250919464,0.00297309737755145,-7.56094726843014e-05,-0.000392965209517013,0.000192926585393791,-0.000126138806354494,-0.000135348995525638,0.000213023606511599,-1.99266360269315e-06,5.21437471602422e-07,2.07837319910378e-05,0.000106970812886033,-6.95400362628622e-08,1.19811444005365e-05,3.43057508219059e-05,-6.38099949682362e-05,0.000137390127645194,8.05812491054227e-17,1.56010282961109e-16,0.000123728944273354,-8.37872470368597e-06,4.44973858486923e-16,-0.000215004142053831,-0.000156443051644248,0.000115890525149918,0.000114851022898592,-2.58768670767064e-15,5.17856897116149e-16,-0.000160173747892708,0.000267662942284148,0.0302073398156704,0.00600253897300831,-0.00262817188131287,-9.95205384596417e-05,0.000359380619508137,-0.00827344210163201,9.33087620025843e-05,-0.000746343627928796,-0.00187018301690373,2.45262395810507e-05,-0.000345404950766892,3.73496367033896e-06,1.51543065733302e-07,0.000300155717669656,1.41483047774043e-06,-2.77688983367279e-05,3.39104858922189e-15,0.100843228528592,0.00267939179830039,1.09945497285873e-14,-0.0188723294246551,-4.60048665829049e-15,1.42446138052107e-05,3.27882041995054e-05,0.902839555657091,-7.33964535771114e-06,4.80875175162689e-07,8.9402845499423e-06,1.25398737012622e-15,8.07246387618628e-07,3.47314967963463e-16,8.3537208244791e-17,-4.74465051467775e-07,-1.38514451427455e-15,-1.54441811897309e-10,3.90017916579717e-16,4.60036040274113e-08,1.95391963120888e-16,2.35632360969491e-16,2.06200963000422e-15,5.37450829814446e-16,5.00394742605508e-16,5.65506016416167e-17,-1.19063770788676e-07,-4.35388734969278e-16,8.30720750310618e-17,-3.08373490901418e-16,9.09983509686859e-16,6.31584671121633e-16,6.05043813143831e-17,-1.84660863210129e-16,6.92216510627413e-16,1.31866028067344e-16,3.55312063880048e-17,3.58364102038918e-16,-2.56851810821756e-14,-3.54995562127753e-14
"t104",-0.0339983094103584,0.0827475466201557,0.364952688376061,-0.054515770120598,-0.0367207771819123,0.0952627907130521,-0.0052993518385522,0.0124944448988102,0.0019092243780845,0.013996997489481,-0.00872460375732524,-0.00406417846978255,0.0012367285786996,0.00412746986724615,0.00073038222369486,-0.00162964198378938,-0.019642261491251,0.00129655651804933,-0.143995381329547,0.00310781150684822,-0.00914419829871422,0.0265897127445874,0.0039865056579575,-0.000104118747627578,-0.000550280155682796,0.000272815697909407,-0.000182100601714875,-0.000204767250214814,0.000323709398070081,-3.0600030713461e-06,8.08267411864364e-07,3.22256620702404e-05,0.000168046122045065,-1.13092513667995e-07,2.00614726961795e-05,5.75027756801558e-05,-0.000114519359574477,0.000255443576403543,-1.33519648372247e-16,-7.17635702739731e-16,0.000281402150747611,-1.99328716747706e-05,1.66478183095491e-15,-0.000593357263950384,-0.000479132917891852,0.000362347489162618,0.000373072457047496,-5.59427580758954e-16,-2.67003175646711e-16,-0.000577342692513077,0.00146515317845296,0.183872655702958,0.0398296880728494,-0.0207179668535414,-0.0018470459902676,-0.128487677886503,0.465470948034977,-0.00197177404580536,0.0132240197408279,0.0165983238678879,-0.000179815332804848,0.00238560842887952,-1.12837463474144e-05,-3.17274038177594e-07,-0.000489611337702318,-2.04995664331478e-06,3.38315724625988e-05,-2.5192988583811e-15,-0.08803956936539,-0.00229039034342418,-9.84381297003742e-15,0.0151023177279458,-3.57353036051222e-16,-8.2143096592428e-06,-7.47673010569506e-06,-0.190659901246113,3.22713706261404e-07,3.19695250480688e-08,6.47492212059904e-07,-1.77176772995077e-16,1.45373794055522e-07,3.72774859893022e-16,4.43387206083129e-16,-1.17095430877447e-07,3.45748978515879e-16,-4.98418405498051e-11,-4.85813273566006e-16,1.61727735202409e-08,9.12828025927465e-17,4.13281183228754e-16,-5.20859181127381e-15,9.84030460422838e-16,5.96916468196133e-16,1.08348027188795e-15,-4.83788100045014e-08,-1.30021974350966e-15,-8.11792634069508e-16,1.00413215531077e-15,-1.67052560802179e-15,2.3295789886336e-15,-1.15610227220954e-15,-9.88370418390027e-16,-1.56133622254635e-15,6.92131674501054e-15,-1.69329078434579e-15,0.707106781186548,-2.4304128989587e-14,-3.60475542488166e-14
"t105",-0.0339983094103584,0.0827475466201557,0.364952688376061,-0.054515770120598,-0.0367207771819123,0.0952627907130522,-0.00529935183855221,0.0124944448988102,0.0019092243780845,0.013996997489481,-0.00872460375732504,-0.00406417846978237,0.0012367285786995,0.00412746986724618,0.00073038222369481,-0.00162964198378914,-0.0196422614912508,0.00129655651804934,-0.143995381329546,0.00310781150684817,-0.00914419829871363,0.0265897127445875,0.00398650565795696,-0.000104118747627666,-0.000550280155682797,0.000272815697909581,-0.000182100601715254,-0.000204767250214528,0.000323709398070545,-3.06000307191578e-06,8.08267412392085e-07,3.22256620699711e-05,0.000168046122044715,-1.13092513864479e-07,2.00614726955793e-05,5.75027756804509e-05,-0.000114519359574522,0.000255443576403349,4.28530757844243e-16,-1.9027976604256e-16,0.000281402150747275,-1.9932871674805e-05,1.06803695521889e-15,-0.000593357263950363,-0.000479132917891824,0.000362347489162379,0.000373072457047389,-9.20250063762057e-16,-6.27825659273325e-16,-0.000577342692513106,0.0014651531784526,0.183872655702958,0.0398296880728493,-0.0207179668535412,-0.00184704599026764,-0.128487677886503,0.465470948034978,-0.00197177404580507,0.013224019740827,0.0165983238678873,-0.00017981533280491,0.00238560842887904,-1.12837463459728e-05,-3.17274037541143e-07,-0.000489611337702385,-2.04995664326372e-06,3.3831572462634e-05,-2.18276250404161e-15,-0.0880395693653884,-0.00229039034342406,-9.8272830377473e-15,0.015102317727946,-5.27355936696949e-16,-8.21430965877613e-06,-7.47673010565012e-06,-0.190659901246112,3.22713706515807e-07,3.19695248883349e-08,6.47492212240169e-07,1.55350579292304e-16,1.45373792778e-07,-2.58627663387253e-16,2.29040721979768e-16,-1.17095431665606e-07,5.91082665729062e-16,-4.9841704445644e-11,1.29431895851053e-16,1.6172773667146e-08,-1.21210114029512e-16,-1.05473939760051e-15,3.97850371749936e-15,-7.34527119693782e-16,-2.0799522465483e-16,-2.90419259694639e-16,-4.83788178837552e-08,6.31497217771141e-16,1.34937371813363e-15,-1.66565520585781e-15,2.4981327988453e-16,-2.27784656550194e-15,1.48761624459232e-15,7.72746510255618e-16,-1.35316940542914e-15,-7.00229152207924e-15,1.39756119051637e-15,-0.707106781186547,-2.74075546307926e-14,-3.54085806196732e-14
"t36",0.0739405543782787,-0.0230831246230775,0.0103679005175571,0.0683316718945381,0.232030793463549,0.0282948663003824,-0.0358765889397084,0.000399764869039405,0.0102498309833003,0.00211802636138629,-0.00110088838059427,0.00114198798993656,-0.371604304707681,0.0145081955006652,0.00136535721063358,-0.0452373925515159,-0.00162600313951428,0.000107642924285459,-0.0069573551790488,-0.00090299696959949,0.000415192585577933,-0.00178544479752566,-0.000425719381381457,0.000484805057216499,0.000112510067131533,-0.00145892752126357,5.13110533555857e-05,0.0019351443874496,-0.000136125499083872,2.32987839529769e-06,-1.20642274794757e-06,-0.000494058048100098,-0.00353709214725775,-9.79174610992025e-07,4.04236892366242e-05,0.0010138296780023,-0.000575527708453,0.00411015863219213,-5.81463408607189e-16,-7.81755165063636e-16,-1.96558148814359e-05,1.77789387663862e-06,1.28443105212153e-15,0.0103930794946402,0.000802151611859376,-0.000623307624398682,-0.000663050217274752,-6.66188984020536e-16,-2.02543217964044e-16,9.86325419243388e-05,-0.00196920493586732,-0.120173115833989,0.645872289252753,0.0456482915751575,0.0122363094031283,0.0305715678000511,0.00158275921990515,-0.00105046878618517,0.00941592139145785,0.0334842036150689,0.000108071129581717,-0.00106337046674296,-1.416091214844e-06,0.589464554070996,0.000187513913532641,2.19126288732595e-05,-0.00020819735232198,4.48383985250169e-15,0.000429400024719487,-2.20680004736955e-05,-1.56445714892764e-15,0.000865114648636055,-1.47798440153224e-15,-9.40093448599678e-05,-9.50925191793491e-06,-1.54569814704639e-06,0.000181984965430607,-7.6084180220743e-07,-0.00337604675609159,6.51339799394102e-16,-1.90040787763979e-06,1.76051613730592e-16,-3.58863372334104e-16,3.64931069034559e-05,-8.21213829693262e-17,3.48887581505354e-08,-1.49160946998817e-16,-4.75055825064813e-05,1.34375932844468e-16,-3.33283170211638e-16,-1.23262671170625e-16,4.462695935484e-16,1.57186985052965e-16,9.39655377161625e-17,-1.0327128028325e-06,-2.68368892682168e-16,-9.96049832286937e-17,-3.99166943365216e-16,-5.97366388492603e-16,2.01232066206492e-16,-1.07927532479913e-16,-6.89621195284617e-17,7.55335919712108e-16,1.57796705793112e-16,-1.40566092329834e-16,7.92237614636828e-18,-2.61776558409052e-14,-3.57590068622632e-14
"t41",0.0740665455497588,-0.0231522441032502,0.0104289581008075,0.0687839574113888,0.233951933297974,0.0285583728342967,-0.0363578473175738,0.000405234152107503,0.0104139681287451,0.00216093858569194,-0.0011286121681362,0.00118272763625628,-0.385435922298265,0.015133094342284,0.00143731209184169,-0.0478758718289622,-0.00172822215977265,0.000114471403852838,-0.00752024987314697,-0.000984406821139289,0.000468198550373667,-0.00203485201078067,-0.000494629945284908,0.000577123882210008,0.000136218197930588,-0.00178504337864021,6.43095222300422e-05,0.00258959558938547,-0.000183469892893439,3.19649336722625e-06,-1.68328463739205e-06,-0.000689713840998092,-0.00506483394868957,-1.5179678392292e-06,6.82487291602234e-05,0.00171766490397041,-0.00135206142976071,0.0133562640056977,9.0415256768946e-16,4.80690769590841e-16,7.84530089954215e-06,-2.18632046065838e-07,-2.24885879796761e-15,0.00264044196921032,0.000291161266848107,-0.00023590142981859,-0.000267542993122889,-2.46097795265765e-15,-2.49330242679476e-16,4.48383821180172e-05,-0.00107725535959475,-0.0670630802700979,0.365049002079872,0.0262943249014407,0.0073180457747644,0.0185275173024754,0.000960701421970417,-0.000638099174286853,0.0057174256193752,0.0201439514483484,6.45027798951223e-05,-0.000632487599382985,-6.36864852041482e-07,-0.795175078961453,0.000251134857250122,2.45977650498921e-05,-0.000208301401062577,-1.06284463618299e-14,0.00039493454775425,-2.02392156720373e-05,2.72777283315293e-15,0.000787242801177409,-1.90819582357449e-15,-8.35961053735448e-05,-8.33368798545942e-06,-1.35438857578116e-06,0.000159587025075526,-6.69159583124263e-07,-0.00296986081235843,-2.37481705720433e-16,-1.67988201712119e-06,2.41097499893351e-16,1.97342873702533e-16,3.23869823574767e-05,2.32802092721358e-16,3.11335657370976e-08,-1.1085868867766e-16,-4.24928169651096e-05,2.49127791061336e-16,-1.3700803707298e-16,-1.76161419283596e-16,1.46453451600727e-16,-2.99737898198236e-16,5.79811264359931e-16,-9.28318423564018e-07,5.64708625327672e-17,8.79424994262051e-16,-6.43672142992884e-16,-5.66079746780406e-16,4.48739072608867e-18,2.86072726430565e-16,8.26746640154294e-17,-1.41429785104659e-15,-4.44903361288797e-16,-2.07550205617962e-16,9.56610105566485e-17,-2.63802598855396e-14,-3.5996877056424e-14
"t72",0.0745458130906995,-0.0234150073892406,0.0106607522486581,0.0705003893391263,0.241237072714364,0.0295571406537386,-0.0381786144602464,0.000425923923019752,0.0110342562511875,0.00232281835249365,-0.00123298849111806,0.00133550109433864,-0.437275662477516,0.0174704024759003,0.00170559895271881,-0.0576965178369689,-0.00210817812827928,0.000139849169113228,-0.00960227279773555,-0.0012848319307215,0.000662236930616695,-0.00294582937065314,-0.000745394286255615,0.000911660998227604,0.000221902335131859,-0.00296184280584921,0.000111061302404491,0.00492601308166332,-0.000352372298846217,6.28300157326853e-06,-3.37913065725064e-06,-0.0013854851592262,-0.0104863146149324,-3.41945130477719e-06,0.000165991708369932,0.00418966111060278,-0.0040498326262841,0.0452980289275417,5.02366576760235e-16,-2.09549041910496e-16,9.98768670865609e-05,-6.85337210834666e-06,1.94984598877307e-15,-0.0225450279993132,-0.00134340745581146,0.000999612599421214,0.00098686336840594,1.55733589376579e-15,3.85937171131752e-16,-0.000123286991424453,0.00156575841348077,0.0884472685298418,-0.449709027174655,-0.0289121713752601,-0.00589465148026366,-0.0120295153928324,-0.000590786800560442,0.00035342160973401,-0.00306791433079624,-0.00893203629059506,-2.64383808152108e-05,0.000252179708214673,1.37657112210205e-07,0.1005508664905,-1.67042125206642e-05,-9.58973651858417e-07,5.19257121529186e-08,2.97442007517608e-15,2.67761076140536e-05,-1.45283728052994e-06,-3.99155365461261e-16,6.61193485168182e-05,1.72084568816899e-15,-1.15840542948592e-05,-2.01544085343329e-06,-3.35237369350791e-07,4.91514389705142e-05,-2.35933229232799e-07,-0.00105459027985977,-2.72191776987972e-16,-6.76930331185087e-07,6.93955493579127e-16,-1.75750013057821e-16,1.40871649104851e-05,-1.96059337282167e-15,1.47517564394002e-08,-4.76054822034156e-15,-2.07924255414609e-05,1.98804552481593e-14,-0.707106781186548,3.36814696666118e-14,1.10549557404305e-15,-3.69616703487285e-15,-2.16298314888343e-15,-4.82676816038356e-07,-2.34458650202228e-17,-4.15952822901194e-16,-1.10214851245681e-15,2.52675399933526e-15,-4.86054711647131e-16,7.81569568279872e-17,1.58194544583081e-16,-8.51076033341043e-16,-1.01457800925577e-15,-1.15942883841626e-16,8.12821285239399e-16,-2.52138505250492e-14,-3.62352386534855e-14
"t73",0.0745458130906995,-0.0234150073892406,0.0106607522486581,0.0705003893391263,0.241237072714364,0.0295571406537386,-0.0381786144602464,0.0004259239230199,0.0110342562511874,0.00232281835249361,-0.00123298849111817,0.00133550109433873,-0.437275662477516,0.0174704024759002,0.00170559895271894,-0.0576965178369689,-0.00210817812827937,0.000139849169112985,-0.00960227279773531,-0.00128483193072155,0.000662236930616809,-0.00294582937065321,-0.000745394286255406,0.000911660998227621,0.000221902335131873,-0.00296184280584917,0.000111061302405153,0.0049260130816633,-0.000352372298846155,6.28300157335154e-06,-3.37913065748802e-06,-0.00138548515922614,-0.0104863146149323,-3.41945130558318e-06,0.00016599170837009,0.00418966111060289,-0.00404983262628418,0.0452980289275419,7.24411181685268e-16,3.6781691819217e-17,9.98768670864051e-05,-6.85337210909595e-06,7.14722873877589e-16,-0.0225450279993135,-0.00134340745581156,0.00099961259942119,0.000986863368406004,1.27284124369677e-15,3.65120489868031e-16,-0.000123286991423429,0.00156575841348117,0.0884472685298418,-0.449709027174654,-0.0289121713752603,-0.00589465148026389,-0.0120295153928322,-0.000590786800560353,0.000353421609733494,-0.00306791433079663,-0.00893203629059515,-2.64383808161171e-05,0.000252179708214567,1.3765711087022e-07,0.100550866490501,-1.67042125208317e-05,-9.58973652050709e-07,5.1925711752668e-08,1.97521935302003e-15,2.67761076136052e-05,-1.45283728061883e-06,-7.73914942713324e-16,6.61193485173054e-05,-2.50494069931051e-15,-1.15840542943742e-05,-2.01544085284392e-06,-3.35237370110977e-07,4.91514389703638e-05,-2.35933229262825e-07,-0.00105459027985866,2.59498130882507e-16,-6.76930330818207e-07,-1.10470339156534e-15,4.18919480651931e-16,1.40871649100995e-05,1.95265996265334e-15,1.47517590146807e-08,4.55324649314519e-15,-2.07924255318766e-05,-1.97595616323008e-14,0.707106781186547,-3.54264441693522e-14,-1.098598102572e-15,4.03029132560699e-15,2.37505189620484e-15,-4.82676874581028e-07,-4.22343355219874e-16,1.02138388485985e-15,3.3710774093245e-17,-2.53690382704106e-15,6.15494783025162e-16,2.00672630014602e-16,2.37236684250311e-17,-1.84942218565964e-16,1.16672584745955e-15,-5.67047857016058e-17,-6.07302181019266e-16,-2.5784611722746e-14,-3.58409328207631e-14
"t30",0.0742030102579409,-0.0232364489920363,0.0105252154696771,0.0695443542967975,0.237690448238625,0.0291201838368964,-0.0378453216097612,0.000422565961129099,0.0110650355568402,0.00242880065238186,-0.00146685068495104,-0.00111870728413254,0.135165714267164,0.00228880950182982,-0.000208966836525591,0.302815176159168,-0.0035725173419077,0.000216682603433237,-0.00732573837819785,-0.000887310203851161,0.000359805815482243,-0.00150298166245576,-0.000339895508946454,0.000359986702865653,7.89195547918967e-05,-0.000984329407403901,3.12883084744366e-05,0.000779747690749629,-5.13827006163682e-05,7.25941409068136e-07,-2.96219747061e-07,-0.000120241504624166,-0.000484113596279956,2.48267278892922e-07,-3.17027725545576e-05,-0.000819919907015935,0.00260478534040855,-0.0585777623769391,3.04379085546294e-17,1.42526837676266e-15,-0.000126505974093742,1.31671529630589e-05,-3.45650682298768e-14,0.795207527992743,-0.00642355045554436,0.00394365221639943,0.00294621559394711,-6.39212037215046e-15,-5.76249490594998e-15,-0.000218093680664893,0.000605676549870161,0.018924030865963,-0.0400630348338895,0.003956174170288,0.41558936240588,0.00692737167928708,0.000437842612566458,-0.00036359789261208,0.00341760166956206,0.0147480675412605,5.01441178686061e-05,-0.000501242863096875,-7.63808297252024e-07,0.000724491867387323,0.000169895215836557,1.85850516424482e-05,-0.000171876896191717,-5.96084725346694e-16,0.000355281262737587,-1.82747819212655e-05,5.15237431174332e-17,0.000718517934184011,3.73312492030209e-15,-7.93562276264866e-05,-8.3167102996595e-06,-1.35455458534531e-06,0.00016312236401173,-7.58347263911807e-07,-0.00690196919297187,7.09763825329866e-17,-1.72926270361291e-06,-1.41303679581381e-16,5.7410132552893e-17,3.3558113193346e-05,-2.41392666512199e-16,3.2415070712901e-08,-3.42727236862935e-16,-4.43005996238854e-05,1.40259341527201e-16,1.25595245549905e-16,-3.61692627133629e-16,8.94115425879637e-17,-1.65586076251646e-16,5.03003295872833e-16,-9.69574024655558e-07,-1.66434736440383e-17,2.16155095886682e-16,-6.56915340149395e-16,-1.56364467954094e-16,-3.96048644295958e-17,-1.07237947134247e-16,-6.5138394006048e-17,1.39890029671379e-17,-2.04176098509476e-16,-2.27447745022512e-16,-2.28038703877642e-17,-2.60463464949742e-14,-3.59206004043129e-14
"t33",0.0744705467324311,-0.0233841414577959,0.0106577293479689,0.0705302179052231,0.241922710264264,0.0297048880594342,-0.0389510784383509,0.000435166498847736,0.011453486391701,0.00253783120738246,-0.00154971721533528,-0.00121065282533134,0.146802634816103,0.00252029715064836,-0.000235482719866348,0.345975989350852,-0.00412801682298674,0.00025073314995732,-0.00886527835421333,-0.00110051903737856,0.000496442530513632,-0.00215122241442338,-0.000522444311484649,0.000611274158425217,0.000144732136637676,-0.00190083868646768,6.88623848370138e-05,0.00281911766087438,-0.000200103134995685,3.50253207160686e-06,-1.8526686040069e-06,-0.000759225679977658,-0.00561322418583225,-1.71976835249693e-06,7.93438754902528e-05,0.00199914231574442,-0.00181612262203982,0.0237149184585421,1.02781564176077e-15,-1.33009702939969e-16,-1.63152143107323e-05,2.22778517415783e-06,-1.00730365829946e-14,0.19251433266543,-0.00168072380362529,0.00103922347791833,0.000782273566542512,3.73203931332442e-15,-1.24980489938859e-15,-5.72928806832752e-05,9.48078488409497e-05,0.00200964461454635,-0.00228942801513658,-0.000264654575273629,-0.859554068574711,0.0188060706344186,0.000903496794857699,-0.000555658244265882,0.00491547092053631,0.0168587226137666,5.41742942176505e-05,-0.00053256045054428,-6.79897594369746e-07,0.000616079627970145,0.000141417775836994,1.53493802443374e-05,-0.000140661612363448,-7.76676116749886e-16,0.000287461315856621,-1.47788905157501e-05,5.38619324209263e-17,0.000580239885238374,-2.83800760669806e-15,-6.37960936265075e-05,-6.67905603781061e-06,-1.08804574167376e-06,0.000131509239327126,-6.14083702036493e-07,-0.00559060322985977,9.64231265758756e-17,-1.40962662962533e-06,2.08495222821387e-16,-9.87012371108614e-17,2.74950164039975e-05,-1.45701123427074e-17,2.67472523402296e-08,6.12250825186818e-17,-3.66678334161438e-05,-4.23387154171861e-17,-2.59693546081893e-16,-3.25203455339868e-16,-4.25194083606033e-17,-4.7445586506737e-17,9.18749933267864e-17,-8.07805058354203e-07,-4.31704135849821e-16,3.27354758160534e-16,-6.78648964885336e-16,7.9869056131045e-17,2.22772692628308e-17,3.67304538776023e-16,7.97883664677818e-17,-1.44134337499375e-15,2.05523673780535e-16,-1.11646655237386e-16,1.55840411440708e-16,-2.58340252445246e-14,-3.58720362812653e-14
"t58",0.0749280988460838,-0.0236363941576763,0.0108833909446318,0.0722078409518141,0.249112747760882,0.0306972084401479,-0.0408202499129841,0.000456461024422988,0.0121085105167321,0.00272096363140901,-0.00168829123019104,-0.00136304286791839,0.166065209033761,0.00290169066370055,-0.000278850343363847,0.416278629311026,-0.00502994755170696,0.000305996982609337,-0.0113352316046411,-0.00144064044186122,0.000709992897208658,-0.00315848594537748,-0.000803292811160947,0.000993467793679879,0.000244093590364225,-0.00327852416310654,0.000124815864529046,0.00578995795201451,-0.000416288671055597,7.51813255031924e-06,-4.09333021425772e-06,-0.00167897516808897,-0.012948126391935,-4.48490521266125e-06,0.00023298492136886,0.00589731673638387,-0.00770126177716701,0.131008475377231,1.33911240441675e-15,-8.17736612754404e-16,0.00010914277737949,-9.80172026252392e-06,1.71807414574376e-14,-0.389964120067064,0.00244074225961506,-0.00142746366986598,-0.000976149548117541,1.30388736178978e-15,2.76624160212224e-15,5.70180873197217e-05,-5.10988774577092e-05,-0.000968776821475104,0.00101683030510613,0.000101781498186013,0.209477967476586,-0.00307737481073688,-0.000131478114399368,6.2676119922451e-05,-0.000508390420818619,-0.000876592979496202,-1.79378565396798e-06,1.42595838633554e-05,-5.44781176047241e-08,8.32110040689649e-05,2.4424672430991e-05,2.92042867499473e-06,-3.0276355109223e-05,-7.10016100048888e-16,7.47227991152158e-05,-3.88079633769293e-06,-2.41001869294488e-16,0.000157089222563722,-2.89351875792931e-15,-1.96216966881778e-05,-2.53300703006899e-06,-4.17008433859438e-07,5.60986704610428e-05,-2.81943807108419e-07,-0.00257716813400687,-1.496181351348e-15,-6.99962493478467e-07,0.707106781186548,-2.44007005382902e-15,1.43166067688852e-05,8.20305623301833e-16,1.47217027503289e-08,-1.90209976594777e-15,-2.06207335276691e-05,1.88149695534176e-16,6.09921057696431e-16,-2.56123049960674e-17,2.70424822394005e-16,-1.93732158859627e-16,1.06109327930293e-15,-4.73556745907908e-07,-1.26500200930293e-16,-1.39005072103336e-19,-1.05692026098742e-15,-3.79499099648814e-16,8.79937923565317e-19,-2.23701187962809e-17,-3.69134799363374e-16,3.18296049627697e-15,-4.85165680340587e-16,-4.02765423807868e-17,-2.67896495842527e-16,-2.58684699491504e-14,-3.57864944988297e-14
"t59",0.0749280988460838,-0.0236363941576764,0.0108833909446318,0.0722078409518141,0.249112747760882,0.0306972084401479,-0.0408202499129841,0.000456461024422904,0.0121085105167321,0.00272096363140898,-0.00168829123019107,-0.00136304286791835,0.166065209033761,0.00290169066370062,-0.000278850343363865,0.416278629311027,-0.00502994755170703,0.000305996982609129,-0.0113352316046413,-0.00144064044186125,0.00070999289720869,-0.00315848594537739,-0.000803292811160804,0.000993467793679851,0.000244093590364325,-0.00327852416310656,0.000124815864528898,0.0057899579520144,-0.000416288671055669,7.5181325506365e-06,-4.09333021425639e-06,-0.00167897516808911,-0.012948126391935,-4.48490521220198e-06,0.000232984921368,0.00589731673638391,-0.00770126177716694,0.131008475377231,1.27666235928159e-15,-9.77331172514132e-16,0.000109142777379721,-9.80172026256469e-06,1.73542138050353e-14,-0.389964120067064,0.00244074225961494,-0.00142746366986636,-0.000976149548117778,2.97747745733689e-16,2.91889726800044e-15,5.70180873192935e-05,-5.10988774580856e-05,-0.000968776821476404,0.00101683030510641,0.000101781498185908,0.209477967476586,-0.00307737481073758,-0.000131478114398555,6.26761199224618e-05,-0.000508390420818912,-0.000876592979496813,-1.79378565916375e-06,1.42595838628978e-05,-5.44781178004502e-08,8.32110040689657e-05,2.44246724307305e-05,2.92042867528048e-06,-3.02763551085991e-05,1.76023012973952e-15,7.47227991144135e-05,-3.88079633818613e-06,3.21282828326892e-16,0.000157089222562662,-1.33226762955019e-15,-1.96216966873999e-05,-2.53300702968665e-06,-4.17008433019043e-07,5.60986704615794e-05,-2.81943811210122e-07,-0.00257716813401533,1.64381102614261e-15,-6.99962528620522e-07,-0.707106781186548,2.7556112092828e-15,1.43166067729028e-05,-4.84206042090233e-16,1.47217049107691e-08,1.67391116082309e-15,-2.06207335288649e-05,1.51717023886593e-16,-1.26682355158696e-15,-8.47871232609071e-16,1.90401616502132e-16,2.78112626857796e-16,-1.80968750031976e-16,-4.73556744592103e-07,2.30618103515692e-17,3.93017828655038e-16,1.91181080728894e-16,-6.50115961901187e-16,3.61702413713203e-16,2.55185663480112e-16,2.99636352829119e-16,-3.325721985588e-15,-1.46045938553603e-16,-1.69502756204239e-16,5.24849903377206e-16,-2.56436906322271e-14,-3.5988742850007e-14
"t22",0.0737464182577529,-0.0229873794727072,0.0103084736947119,0.0679457700791499,0.230972972903565,0.0282055887465445,-0.0362331318334265,0.000404293413971474,0.010530657406013,0.00229718171936653,-0.00138935584881036,-0.00114346373431551,0.14222531994228,0.00300186457902472,0.000665070973954229,-0.108859638231656,0.000317058358656166,-1.54142115223257e-05,-0.000209254779207716,2.60204279875512e-05,-0.000166190868320784,0.000971786658241261,0.000355022216580639,-0.000605662540792458,-0.000176912547549563,0.00260881690460518,-0.000119308977786497,-0.00798824722178049,0.000593235951859983,-1.15566889051586e-05,6.72458878614212e-06,0.00276387641291037,0.023362139104891,1.02856426167509e-05,-0.000656069573239616,-0.0167325509625104,0.0376852219458944,-0.92840487904494,-1.33332204550039e-14,2.24864161982552e-15,0.000525751457652997,-2.99763476149845e-05,6.62201272084824e-15,-0.157458474683199,-0.00178884205860516,0.00134295627912122,0.00128862429670746,5.77229494098099e-16,1.29605422953454e-15,-0.000135226706096217,0.000522680878721792,0.0164975506336284,-0.0348562366658729,0.00334399086144777,0.0116041600546588,0.0149840396248755,0.000824413539174415,-0.000602981814789035,0.0055427113912531,0.0222302663398321,7.44581463377095e-05,-0.000741177001935728,-1.08924424618895e-06,0.00102635082900874,0.000240005161038072,2.6226934968377e-05,-0.00024222976844265,-6.33134497211478e-16,0.000499647910805409,-2.56975262651062e-05,-1.18672443559978e-16,0.00100998610349384,-1.47798440153224e-15,-0.00011136198292415,-1.16469343162654e-05,-1.89708735243842e-06,0.000230316703744315,-1.45619115684075e-06,-0.0319730838426415,6.13231562810593e-17,-2.28992682183284e-06,4.31626587970343e-16,1.66492527015702e-16,4.46653136000831e-05,-7.38756947946447e-17,4.30359152990826e-08,-1.61315595378736e-16,-5.86896172590701e-05,1.52644068362195e-17,-1.32442027986451e-16,1.28732525408348e-16,-4.21508231485424e-17,1.29498664487886e-16,2.2139990466485e-16,-1.27746200865234e-06,-5.71802136226277e-17,3.20599007477224e-16,-4.53797120571509e-16,-4.73450929631172e-16,-3.03198126272584e-16,9.94290616711566e-17,-1.09669860376314e-17,-8.98876202312173e-16,-1.29349804977066e-16,-1.26805566954221e-16,2.44465275631814e-16,-2.58006046577338e-14,-3.57627135260998e-14
