"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107"
"t15",0.0861649275461291,-0.0118496726388808,0.189756249073166,-0.0243683950500422,-0.00468710481883356,0.00113454931569588,0.000249987877809744,-0.000304386859080964,0.00320518449030747,0.00763148556914613,-0.014582035867027,-0.00302455870687752,0.0697309516831167,-0.435017721252254,-0.0389694266799125,6.30457062664927e-05,-0.12909281622826,0.0054243245965144,-0.517230632967577,-0.286746040759337,0.0146126738917565,-0.0307453318778765,0.0136600108654112,-0.00171759184697995,-5.51063648530256e-05,0.00106206076453634,-0.00177369251014966,0.00867716752986722,0.130246919765185,0.000216315041907016,0.000115063067402717,0.0025609366453735,-2.97863469403317e-05,0.0176065854231697,2.99254432032467e-16,0.000185000215654855,-0.0015254884130453,-0.0262317560584864,0.000150605484349066,-2.58534003476281e-16,-4.35102646369789e-06,0.000385263849772684,0.000115358683336083,0.00284462579051633,8.2453548054005e-05,-0.000770445837497532,-0.071704479028718,-0.011936698120857,0.599263220070562,0.00132900591531222,7.30306881624883e-05,0.0170648632776663,-0.00183306843089973,0.0011905637966374,1.54422188714658e-05,-4.41879567495296e-06,0.000846178923566112,-1.69615865509741e-16,-1.76718962649482e-06,-1.58107947528812e-15,-0.000846308739882051,-7.65659224149784e-07,-4.77264292898402e-16,1.53508477452206e-07,-1.38501136600582e-05,-7.08537754077184e-05,3.68282906319621e-09,1.08245443309163e-08,3.45791901389413e-16,2.10027241432978e-06,-1.0299709147885e-15,-7.51873795572161e-16,-1.9286748270645e-16,-3.39706387021675e-06,-4.73958747051824e-16,2.30807017166385e-16,-1.4004320437146e-05,-1.23731792029554e-06,2.16249018179816e-06,-8.24023042489098e-06,2.55446843275561e-07,6.27507840789055e-17,0.00017352539820487,1.43583933188845e-15,-2.93159728671809e-06,2.36697263510175e-15,-8.10084333138291e-05,1.5544982961173e-06,-1.34470098686368e-05,-4.05790747156505e-07,-8.00211308851443e-16,1.79053765050939e-07,7.49310918099928e-15,2.92816129312717e-15,-9.94986556555241e-16,3.78622903727682e-16,2.27673669815059e-16,-1.13935811294844e-15,1.24045639037123e-07,-1.13243384605143e-15,-2.25400035500144e-15,3.33584180729004e-15,4.43127606080778e-15,-1.85146482761593e-15,9.87103944719548e-15,1.14551438718696e-15,-0.0966736489045704
"t11",0.0894462815055639,-0.0141487846439174,0.231303768181349,-0.0362732185852761,-0.0119822649223646,0.00349574566215637,0.00403515374801376,0.000530502184393654,-0.00206254209292452,-0.00198624915643934,0.0033723210176038,-0.000546115053342105,0.0133334546471062,-0.130886281586921,-0.0189704815604456,-0.000528370816981829,0.0606227846643408,-0.00176581042430179,0.0942376343285009,0.0395390789330119,-0.00030547120045344,0.000285920512533587,1.90525855632346e-05,-2.48187808063157e-06,-7.76455938179674e-08,-1.66389188406161e-06,0.000183967546032021,-0.00226659937637922,-0.609158366649876,0.000313728520266209,0.000135303052604926,0.00283246550121195,-0.700639012020432,0.0098596979704481,-3.15107171344626e-15,0.000162098473564583,-0.00447808198860888,-0.178360080453247,3.32901061881989e-05,-1.96131598562872e-16,-1.10189794164441e-06,9.90411219716523e-05,2.82763594989362e-05,0.000623252055336171,1.50415777898464e-05,-0.000106371809183433,-0.00942284034639117,-0.0121485240590559,0.0354363449796117,4.05304558237701e-05,3.90619705794835e-07,-0.0144129275421965,1.46096178685167e-05,-1.37257524630567e-05,-4.43944668396876e-07,4.01213592853174e-07,-8.12838585268254e-05,-3.87418851843514e-16,5.27499556948423e-07,2.25849130361131e-17,0.00486598422617376,5.16833125556141e-07,1.99294513913542e-16,-3.4035922829614e-07,3.21303090943432e-05,0.00390327512286319,-2.4242870313619e-06,8.78430572463883e-07,6.23895020112412e-17,7.92012833540583e-06,4.28918877162241e-16,-2.13170469486529e-16,-2.05435875504195e-16,-6.55153878002377e-06,5.3150716708655e-17,-1.35534697538196e-16,-1.7720510196015e-05,-1.53406421396246e-06,2.61745831049822e-06,-8.771276170671e-06,2.57483379868392e-07,1.11340809845174e-16,0.00113129248420893,3.6163081379466e-16,-2.80480967692385e-06,1.28637231924487e-15,-7.55145717504716e-05,1.43513078615553e-06,-1.24000409519229e-05,-3.70252963075872e-07,-5.82127549103254e-16,1.59397141948898e-07,1.04389678143649e-14,-1.78419274088408e-15,-8.22269231822188e-16,-5.27607969145666e-17,9.13705043499987e-16,-3.95427213263266e-16,1.02030057667505e-07,-1.59850874777512e-15,-1.75988473797366e-15,1.95444460638582e-15,4.15136427301416e-15,-3.02839749630784e-15,1.0409587243131e-14,1.51278387783661e-15,-0.0966736489045657
"t12",0.089459140838048,-0.014157255833642,0.231455640172245,-0.0363139865618805,-0.0120046650682012,0.00350282544172235,0.0040455511853009,0.000532413874733439,-0.00207215434771856,-0.00199812649196061,0.00339307068895613,-0.000552856163089348,0.0135015474221946,-0.132857719208904,-0.0193064965464212,-0.000540830957091691,0.0623961652404631,-0.00182199063490684,0.0978218489851319,0.0412106603419608,-0.000339888406248168,0.000340343490992479,1.10494063510561e-05,-1.56178642404369e-06,-5.60742107743673e-08,-1.43378065286645e-06,0.000175982388789685,-0.00218909905898831,-0.593500147574951,0.000306532444027925,0.000132269313832772,0.00276944279262645,0.713476883305873,0.00972319334442386,9.67451035038937e-17,0.000159625366199977,-0.00440983776274113,-0.175642762552758,3.27922022934669e-05,-1.11021310436716e-15,-1.08566382026667e-06,9.75942049837657e-05,2.78769284212532e-05,0.000614720132474604,1.48426673162869e-05,-0.000105017224313646,-0.00930435398053029,-0.0119962609394471,0.0350200606437115,4.00959045110488e-05,3.89525286431352e-07,-0.0151590442104321,1.43148617385354e-05,-1.348309603377e-05,-4.37542694792538e-07,3.96065745132158e-07,-8.02448888696278e-05,-4.80513694238691e-16,5.21170530663828e-07,-6.40344152670836e-16,0.00480936143905079,5.10866838523196e-07,-4.79499239832792e-17,-3.3660347789794e-07,3.17763947345203e-05,0.0040436045077235,-2.39773438654649e-06,8.6882521259291e-07,-4.6048506973354e-16,7.8357269334102e-06,-2.01557885138673e-16,-1.76302892909239e-16,-2.44241155298159e-16,-6.48365989366472e-06,-3.11330203001955e-17,-2.83071846633446e-16,-1.75440946006628e-05,-1.51883568166562e-06,2.59156709977949e-06,-8.68646239921621e-06,2.55023737164079e-07,-1.15583084575783e-16,0.00112054882460707,2.00136003875567e-16,-2.77836430214704e-06,5.98239054401368e-16,-7.48079172383729e-05,1.42174046138579e-06,-1.22843852578485e-05,-3.66811093430536e-07,-8.06681103526926e-16,1.57927489903033e-07,7.92094056307112e-15,2.1117450473291e-15,-1.12970930557621e-15,1.58185323852656e-17,7.67299581764342e-16,-1.69006713375457e-16,1.0111860183344e-07,-7.45313579326712e-16,-2.04270791415988e-15,1.11379387499801e-15,4.2278907555827e-15,-2.75259440906676e-15,1.03377515724684e-14,1.53242933747034e-15,-0.0966736489045704
"t26",0.0901141344031198,-0.0145890608894285,0.239197772535714,-0.0383937249153652,-0.0131485591620533,0.00386443647521711,0.00457697465087594,0.00063023217227688,-0.0025644950777881,-0.00260714718770586,0.00445716719701296,-0.000899742424120677,0.0221522398904967,-0.234405593936818,-0.0366281546223971,-0.00118400250831262,0.15401838319067,-0.00472552070621894,0.28318517937153,0.127690422271792,-0.00212469640401385,0.00316454898630554,-0.000404936091044981,4.62657727588653e-05,1.06546853267005e-06,1.05407360195088e-05,-0.000241480273483722,0.00187117366804635,0.228832633639323,-7.07036820149385e-05,-2.65424849864595e-05,-0.000527518789465986,-0.00351297426362533,0.000182362762614684,4.16600684410567e-16,8.82666384320087e-06,-0.000272379169206347,-0.0109981240095489,2.79663897676669e-06,1.08899849986248e-15,-1.03884643560997e-07,9.78019092642473e-06,3.0862228595197e-06,6.64280759758833e-05,1.23568273446305e-06,-7.90909939906489e-07,0.00033370748342628,0.000586220813007787,-0.0161092089693119,-5.09628667835515e-05,-3.25133784936586e-06,0.830970574296257,0.000108632994971585,-7.12361296950728e-05,-1.02070970430948e-06,4.14715928491634e-07,-8.14835505147807e-05,-2.48918519709321e-16,3.44039874477184e-07,-6.91984741549545e-16,0.00284954227237187,2.97385681982136e-07,-2.22108793801583e-16,-1.92543253760953e-07,1.82407466527547e-05,0.0553951668680691,-1.20068598999726e-06,4.36801068797901e-07,-1.23891320138975e-15,4.05942951669982e-06,4.50392616751137e-16,3.83946842972644e-16,6.2554021964959e-16,-3.40116867076011e-06,-6.43846896640997e-16,-1.06086688433588e-19,-9.36763153435165e-06,-8.12124507797547e-07,1.38817225196575e-06,-4.70865586659624e-06,1.39172028995664e-07,4.07401941857648e-16,0.000613532790446941,6.49058006182622e-16,-1.52751284906907e-06,1.66810838139969e-15,-4.13080333227964e-05,7.86414288561442e-07,-6.79634540077369e-06,-2.03335005132154e-07,-2.6783833827751e-16,8.79683515274312e-08,8.0896019040451e-15,-1.64650216789979e-15,-6.78739668332541e-16,-3.69470822555437e-17,4.49175748672406e-16,-5.65258543522414e-16,5.74000825910238e-08,-1.63180918313882e-15,-2.26303066399528e-15,1.60258873499856e-15,3.98920591800449e-15,-1.42880498318309e-15,1.04241120935088e-14,1.4442917345923e-15,-0.0966736489045615
"t40",0.0902134903877665,-0.014653802294438,0.240356905377572,-0.0387016404551656,-0.0133151507991038,0.00391692884292832,0.0046532710647683,0.000644015284995133,-0.00263268751307363,-0.00268991829180882,0.00460145404114238,-0.000943913219011189,0.0232515364573096,-0.247089125645413,-0.0387579957659463,-0.00126097948028463,0.164775184006508,-0.0050639763327493,0.304481996739013,0.137546484601617,-0.00231713346117855,0.00346390480346268,-0.000447205675916472,5.11161111182079e-05,1.17855873727614e-06,1.17186016901971e-05,-0.000276563620305608,0.00217977234813778,0.276901312394292,-8.79958178331159e-05,-3.32870883896453e-05,-0.00066343854881634,-0.00485102350533005,0.0002580876067689,-2.14787297188282e-17,1.31937749865947e-05,-0.000412554993723627,-0.0166890200438624,4.5259643634693e-06,-7.8759140603065e-16,-1.76251314180912e-07,1.70714912449952e-05,6.20897776488734e-06,0.000164802747790877,4.81680587365648e-06,-4.24694485345041e-05,-0.00407838350441886,-0.00537193351718679,0.0243984171304929,4.54797344557625e-05,1.88390631624204e-06,-0.440773846272705,-4.96681644727412e-05,3.05490761391163e-05,3.14981377688184e-07,-1.07611173557134e-08,7.18321394554315e-07,-7.31101577910007e-16,1.1979694152641e-07,-1.48141309842855e-15,0.00153185373385307,1.75729027498509e-07,-2.69416226990786e-15,-2.2973350971061e-07,2.27240189018124e-05,0.670040393334479,1.80496352892179e-07,-4.09333528747197e-08,3.26637957265055e-15,1.47358651139904e-06,-7.64618657737959e-16,-5.70101566920192e-16,-5.02922032126901e-16,-1.79023565361022e-06,-4.45417949654794e-16,-3.05505598951855e-16,-5.95758069069297e-06,-5.21080374807139e-07,9.00022281388643e-07,-3.22845431306866e-06,9.77523403609449e-08,-1.85532204267148e-16,0.000435499956132655,-2.36031175989444e-16,-1.09748749945279e-06,1.95977430197274e-16,-3.0030686128172e-05,5.74226668697403e-07,-4.96518864170138e-06,-1.49265940450915e-07,-1.05111225751418e-15,6.53065328947345e-08,1.11072172289771e-14,3.27568524039896e-15,-9.83776908439585e-16,6.05538894544403e-16,2.41994508006051e-15,-1.86770323543451e-15,4.42133715765669e-08,-1.32309514156251e-15,-2.22950360524856e-15,5.69826968200296e-16,4.6433191550378e-15,-3.52156184880764e-15,1.04915100236051e-14,1.48166293478492e-15,-0.096673648904573
"t41",0.090174857977062,-0.0146287123120544,0.239907874750622,-0.0385827312611004,-0.0132511090255589,0.00389676742969265,0.00462405425361486,0.000638763440170857,-0.00260681983395864,-0.00265867186944422,0.00454701684147824,-0.000927501048050154,0.0228432749151431,-0.24239746929272,-0.0379729716674512,-0.0012327767182613,0.160850489962002,-0.00494067673696827,0.296747178191103,0.133972850631578,-0.00224813245134066,0.00335691909666509,-0.00043221773469704,4.93968963992965e-05,1.13851520153824e-06,1.13033779460329e-05,-0.000264506425253107,0.00207519913537809,0.261099407632948,-8.24319073378472e-05,-3.1129236788487e-05,-0.000620043508659061,-0.00445057300324208,0.000235776806757727,-2.78696765786844e-16,1.19488485096231e-05,-0.000372898039729105,-0.0150807149817084,4.05409486914365e-06,-1.68653192086645e-16,-1.56970806809429e-07,1.51552316562659e-05,5.43688653011304e-06,0.000142170280806045,4.07486822012575e-06,-3.50575355002876e-05,-0.00333860028797279,-0.00438826144396901,0.0193085759726192,3.53999356619779e-05,1.44495822801861e-06,-0.33705940607111,-3.77924067912805e-05,2.31957306966438e-05,2.36711079800111e-07,-7.78514229297922e-09,5.17963242237406e-07,1.44719299245969e-16,7.54950400100155e-08,2.87892351924893e-15,0.000782325552079244,8.10851730076726e-08,2.89344304675153e-15,3.93052057684365e-08,-4.78692871216533e-06,-0.740226177349926,-1.87152628689934e-06,6.52721942538645e-07,-3.59124495677611e-15,4.14717715612703e-06,1.48604429749689e-16,-4.1009923323019e-16,-4.97645381643183e-16,-3.09703933827827e-06,1.02613474937588e-15,-6.72901343646952e-16,-8.22504037517607e-06,-7.12589684491228e-07,1.2172567342902e-06,-4.12687148463553e-06,1.22147527748986e-07,1.08809478046025e-16,0.000538981859372026,1.08586674953819e-16,-1.34366384828897e-06,6.57088498521066e-16,-3.6391659090001e-05,6.93253169424333e-07,-5.99169519137118e-06,-1.79392971300634e-07,-8.21123538613184e-16,7.77562202293273e-08,3.10775377098258e-15,1.71526973197806e-15,-5.99629705603765e-16,-1.37912932475053e-16,-1.4329223205948e-15,4.37950045051178e-16,5.11302878910877e-08,-1.99577584636755e-15,-2.18072466153675e-15,3.24888211522903e-15,4.27654117424993e-15,-1.79393289358891e-15,1.05433175835367e-14,1.4821331918196e-15,-0.0966736489045636
"t21",0.0906365414342666,-0.0149811442408717,0.246343438801872,-0.0405818766866279,-0.0146303091035116,0.00435376466770699,0.00541774145408097,0.000840036137134848,-0.00405983984575649,-0.00577506537500755,0.0104870646769482,0.000891142554659819,-0.0202405322052713,0.117436001394735,0.0113878031843363,0.000167943093791021,-0.0121096373623905,0.000293110316949825,-0.0103518832663224,-0.00333509011245346,-1.47429151703621e-06,-3.55704512343229e-06,6.9727937688775e-06,-8.45863393002678e-07,-2.29055844054215e-08,-3.94445488046094e-07,4.4041353783051e-05,-0.000547741889079485,-0.132819056979413,5.54924586542742e-05,2.19197901016083e-05,0.000442009266180532,0.000134994149380854,-0.00527187814470996,5.68011455116166e-15,-0.000395056540305581,0.0187544950813347,0.820121881624543,0.00012401447050649,2.6629545670422e-15,-2.41973043544103e-06,0.000185388116498504,3.7732901294236e-05,0.000727182431519655,1.70876079854439e-05,-0.000171352547046224,-0.0414273839848459,-0.458547007994301,0.0179721721092446,2.36579537515303e-05,2.31241050207178e-07,-0.0061918119874982,9.59002830394174e-06,-8.93922830890186e-06,-2.89173736023616e-07,2.67573655153737e-07,-5.42861600278415e-05,-5.47760359271458e-16,3.63808882913703e-07,-2.83333334517422e-16,0.0432315563750081,3.12904254576739e-07,2.221858591229e-16,-2.24547120675787e-07,2.12022748421611e-05,0.00195560141784864,-1.60693962819288e-06,5.82272649008276e-07,2.21299795214756e-16,5.25028769155568e-06,-3.59364195369951e-16,-2.3392519840349e-16,-1.88029026615428e-17,-4.34165348426497e-06,1.53703660107744e-16,2.42872945511037e-16,-1.17407449226182e-05,-1.0164253686831e-06,1.73433497404593e-06,-5.81741645967938e-06,1.71298738981199e-07,1.33837334495427e-16,0.00511790764336712,3.20540667789372e-16,-1.85245980989603e-06,1.36845393666278e-15,-4.99754660583441e-05,9.50143569625129e-07,-8.20992652281463e-06,-2.45226931597318e-07,-7.08891170254843e-16,1.05645813131141e-07,6.67019990940353e-15,4.04488860115923e-16,-1.26413804331554e-15,-3.04395570998489e-17,-1.63655081877024e-16,-6.44892665270795e-16,6.77790602424505e-08,-7.61664699736532e-16,-2.20186742098238e-15,1.07445577335134e-15,4.08189167078656e-15,-2.90739180776342e-15,1.01063186137605e-14,1.46830524228676e-15,-0.0966736489045591
"t27",0.0911291131350856,-0.0153223720526149,0.25250172791065,-0.0423297216150103,-0.0156892036806428,0.0046958677585557,0.00596344670059137,0.000960023869975313,-0.00482054782195822,-0.00718832645448458,0.0131338943009136,0.0013819608763036,-0.0316677240092926,0.199428437842744,0.0211014913962026,0.000376411861640974,-0.0325742348279248,0.000856540750078466,-0.0371022793185905,-0.0138005427009569,2.22827291479905e-05,1.94233425509817e-05,-1.29924462080493e-05,1.5216274232609e-06,3.73488097426996e-08,4.41355560706425e-07,-6.86957321495047e-06,-8.25726914551784e-06,-0.0258767496883147,1.43672621374705e-05,5.94946557426587e-06,0.000121848823378021,4.71128872649827e-05,-0.0018791538060782,1.90845988754818e-15,-0.000144086342425836,0.00685404740064424,0.299782070912399,4.51540121802173e-05,1.60330526707712e-15,-8.69462066191971e-07,6.58725447461518e-05,1.23228822909012e-05,0.000194797789214015,1.90968810667789e-06,9.31476174182025e-05,0.0561778960232632,0.80791099691144,0.0361551157995802,3.45668683253691e-05,2.93780810590923e-07,-0.00770612251253991,1.15823278391356e-05,-1.06741359803234e-05,-3.29611771169583e-07,2.77853398241747e-07,-5.6116646899212e-05,6.10438106259838e-16,3.78667172846635e-07,-5.87146356274151e-15,0.352413016425712,-3.15766999624706e-08,-7.351488857905e-16,-1.39982588650597e-07,1.3268154642207e-05,0.00126657886153367,-1.06317513676527e-06,3.8570349036176e-07,2.0921674670779e-17,3.54249719320576e-06,-3.71478280909716e-16,2.57258383137329e-16,-7.72674374049973e-16,-2.9716099348482e-06,-2.65653463842498e-16,-5.04466680581352e-16,-8.1550946570252e-06,-7.06702377227763e-07,1.20732840031951e-06,-4.08540442722436e-06,1.21609835183022e-07,6.31014279923959e-16,0.0115938904817653,2.85141975753765e-16,-1.29409409112682e-06,5.99925875730216e-16,-3.51491558982203e-05,6.69313338065841e-07,-5.78436347448644e-06,-1.73037628053196e-07,-6.67260792832959e-16,7.47830838093114e-08,8.55620354348479e-15,2.22457940875506e-15,-7.91010930893413e-16,1.9425555767743e-16,1.40162568187253e-16,-1.12165446782824e-15,4.84657741013104e-08,-1.16208714747658e-15,-2.04492766633672e-15,3.04651245423747e-15,4.34157846552359e-15,-1.00593650845957e-15,1.03995544734614e-14,1.49281778626789e-15,-0.096673648904566
"t42",0.0914556279396017,-0.0155484593697517,0.256581786418298,-0.0434871803590432,-0.0163899144553935,0.00492221665606585,0.00632432019497319,0.00103929859249132,-0.00532269572388821,-0.0081202773830643,0.0148790789528807,0.00170438635152632,-0.0391734565688464,0.253224969545285,0.027468342622676,0.000512808554811681,-0.0459462713013835,0.00122451744864983,-0.0545553671427786,-0.0206247714340551,3.77121570807708e-05,3.43295877468404e-05,-2.59019697134585e-05,3.05221848404414e-06,7.62865900783229e-08,9.80449116761685e-07,-3.93083900277876e-05,0.00033281096460812,0.0404258015848219,-1.0719777667314e-05,-3.74751850895053e-06,-7.22088681285762e-05,-2.77627408023659e-06,9.49700987682551e-06,1.21495616043954e-16,-1.07766954046268e-05,0.000608171278353109,0.0271494776754785,6.32892567696899e-06,5.31403042513129e-16,-1.42996934753893e-07,1.15883897366651e-05,2.61488839195555e-06,4.590086421128e-05,4.79009361851822e-07,2.36984006824746e-05,0.0142048825827257,0.203817336364411,0.00853099958017394,7.69278830536214e-06,6.11704710942841e-08,-0.00157990959244124,2.31090449899126e-06,-2.10405026238823e-06,-6.08957475773957e-08,3.61251068009202e-08,-6.99162695723512e-06,-2.10964259579232e-15,-8.38984251840495e-08,1.34645976407882e-14,-0.89249274243418,9.05639650828024e-07,-4.07780615305486e-16,-1.69734115775761e-07,1.58567419134619e-05,0.00131588340946024,-1.00224224330175e-06,3.61523422723696e-07,-9.36748718600381e-16,3.03714870643714e-06,1.67104938745097e-16,-4.68664763860533e-16,-1.40739556579795e-17,-2.39023909689657e-06,3.24161958900016e-17,-2.44453942741579e-16,-6.28720606456564e-06,-5.43979488322157e-07,9.27752881564409e-07,-3.1313889463564e-06,9.54641269440587e-08,2.78340984529591e-16,0.0317585813938686,-7.3156678608065e-16,-9.39829158105794e-07,1.36687512054592e-16,-2.59795315852106e-05,4.96030987202997e-07,-4.28795418597544e-06,-1.28534822575666e-07,-5.8184668098305e-16,5.57249681770702e-08,7.84393973766438e-15,4.34326244602814e-16,-5.41917047867361e-16,2.80353530216365e-16,-9.95001375794759e-16,1.48312261331899e-16,3.6347673076496e-08,-1.95498976277985e-15,-2.12522740858287e-15,9.83553349413764e-16,4.51108303009658e-15,-1.09084213269228e-15,1.05137750425836e-14,1.509499837556e-15,-0.096673648904568
"t73",0.0918530878867368,-0.015822874320026,0.261532232208239,-0.0448877099140132,-0.0172343986862248,0.00519479543917754,0.0067577581199258,0.00113409595879498,-0.00592079553077459,-0.00922555939199016,0.0169477777197996,0.00208141375514231,-0.0479465259646883,0.315880521286558,0.0348600137993624,0.000670310989746458,-0.0613298849184478,0.00164726971525601,-0.0745515832654222,-0.0284315872999866,5.51870070578313e-05,5.11619143012485e-05,-4.03762568509831e-05,4.76777650192583e-06,1.19889011689294e-07,1.58171818051497e-06,-7.46662788416356e-05,0.000699860741352383,0.109846683939226,-3.64826080044298e-05,-1.36548243948021e-05,-0.000270102197167139,-5.07827449820536e-05,0.00180168470096432,-1.06001128730464e-15,0.000112076498751197,-0.0051092728695971,-0.222184803361279,-2.81007096458903e-05,-1.03129665528709e-15,4.87963122089742e-07,-3.50043376815398e-05,-5.29236612638567e-06,-6.82519983632225e-05,-5.27920964256276e-07,-1.96948034831678e-05,-0.0108905916140479,-0.153268627962087,-0.00497788297851082,-4.01806945351801e-06,-2.92347329388892e-08,0.000742195895749792,-1.05575661173684e-06,9.50198279965017e-07,2.60393119822476e-08,-1.29224917173182e-08,2.4662823901135e-06,-2.54243595772983e-16,1.90032994663962e-08,-2.1400353598289e-15,0.132842852651239,-1.16905362007078e-07,8.58831500204148e-16,6.41607396720619e-09,-5.64345740912477e-07,-1.21597889653993e-05,-1.67919210413651e-08,6.71276179199984e-09,-4.88107092243656e-16,1.59233678665756e-07,1.0961646149332e-16,5.49365076399374e-16,-4.09629829163456e-16,-1.98114708479322e-07,4.79456329177838e-16,1.95481050717983e-15,-4.30643649337056e-07,-3.32596031119882e-08,4.60342803791285e-08,5.81652144491969e-07,-1.0799289074463e-07,-1.34579777958624e-14,-0.833426649259488,1.55834282243143e-14,-1.55696266498424e-06,-3.72414260372252e-14,-2.5470494084991e-05,4.35623985329444e-07,-3.72267418652567e-06,-1.01787510825461e-07,8.26520996052836e-16,3.80349418597981e-08,4.82881674840142e-15,6.95352169960095e-15,-1.87459492939297e-15,7.79501579298567e-16,6.85664400755082e-15,3.29151251866866e-16,2.04295840338373e-08,9.33707391997851e-16,-1.56817498036447e-15,1.24166465151726e-15,4.63093838308913e-15,-7.09967819470802e-16,1.07465407504805e-14,1.57195216491176e-15,-0.0966736489045652
"t91",0.0919143094384349,-0.0158648711842415,0.262289263859751,-0.0451005972687765,-0.0173616624256373,0.00523580459436087,0.00682260590281157,0.00114814920228676,-0.00600874410747296,-0.00938668974856938,0.0172490467104282,0.00213489145431133,-0.0491899024306906,0.324701302821004,0.0358945133955356,0.000692140152517749,-0.0634478189626128,0.00170533115802958,-0.0772847215016848,-0.0294958454214598,5.75288379174612e-05,5.34065172080427e-05,-4.22840514130895e-05,4.99377843537823e-06,1.25624370260487e-07,1.66030349962305e-06,-7.91275487238384e-05,0.000745325418821522,0.118129162065701,-3.94811588997086e-05,-1.4800663654459e-05,-0.000292936994851854,-5.59690389480212e-05,0.00199251408007412,-1.29029354623146e-15,0.000124784900731076,-0.00569695051074849,-0.24779062878649,-3.15388197703569e-05,-7.6479291748452e-16,5.49852183898193e-07,-3.9529671620135e-05,-6.02957667917648e-06,-7.84522266024192e-05,-6.13280753184809e-07,-2.31527397289771e-05,-0.0128506221881354,-0.181019229081216,-0.00595494355881836,-4.83573388163765e-06,-3.5359938691211e-08,0.000898582094146088,-1.28026311511416e-06,1.15302909838032e-06,3.16985979326306e-08,-1.59005647702368e-08,3.0372564285969e-06,2.72800198638354e-16,2.40653059822191e-08,-2.410197987167e-15,0.172730785128275,-1.53319872088938e-07,-2.44588776458038e-16,8.91556015548003e-09,-7.8574015463876e-07,-1.73922492998648e-05,-2.48824519815489e-08,9.97624956903931e-09,-5.77215788944898e-16,2.54845296160719e-07,-3.64460624641236e-16,-4.67297253066259e-16,1.03069990395717e-17,-3.71888321302351e-07,-7.60747057178837e-17,-3.88276680966787e-16,-1.72297710677701e-06,-1.54980813743861e-07,2.77707991619129e-07,-1.44764151903345e-06,8.76573552385317e-08,6.88437964877014e-15,0.390017303239123,-7.14485482907417e-15,2.93458842301474e-07,1.20029307847563e-14,-2.55314386077759e-07,3.09158240113507e-08,-2.90012207813176e-07,-1.40339713896401e-08,3.0535726096702e-17,9.79173667020421e-09,2.82755919360257e-14,-5.23929791173342e-14,-1.20157561639687e-14,1.20300457154136e-15,1.97907127802563e-13,-0.707106781186549,1.06183698998141e-08,-1.02247565040283e-14,-3.35399283376544e-15,9.47415342056191e-15,6.36129238429322e-15,-8.56042430522745e-15,1.10734390864287e-14,1.08788139800774e-15,-0.0966736489045638
