"","t18","t19","t24","t25","t12","t13","t4","t38","t39","t59","t60","t7","t16","t94","t95","t88","t89","t68","t31","t32","t46","t47","t6","t30","t53","t71","t74","t75","t45","t17","t90","t91","t48","t49","t29","t15","t26","t78","t79","t82","t83","t11","t1","t2","t9","t21","t98","t99","t27","t57","t58","t28","t40","t41","t92","t93","t35","t36","t42","t100","t101","t86","t87","t51","t52","t37","t54","t55","t14","t5","t84","t85","t69","t70","t63","t22","t23","t64","t65","t43","t44","t3","t8","t56","t76","t77","t72","t73","t10","t50","t80","t81","t96","t97","t33","t61","t62","t20","t34","t66","t67"
"t17",6.2105236227,6.2105236227,6.2105236226,6.2105236226,6.2105236225,6.2105236225,6.2105236225,6.2105236226,6.2105236226,6.2105236226,6.2105236226,6.21052362224,6.21052362264,6.21052362262,6.21052362262,6.21052362257,6.21052362257,6.21052362252,6.21052362254,6.21052362254,6.21052362264,6.21052362264,6.2105236228,6.2105236229,6.21052362294,6.21052362294,6.21052362293,6.21052362293,6.210523623,0,2.04558528218,2.04558528218,3.3962167902,3.3962167902,3.3962167901,3.6310208382,3.6310208384,3.6310208384,3.6310208384,5.19263966294,5.19263966294,5.1926396621,7.1601017958,7.1601017958,10.7093253099,10.7093253104,10.7093253104,10.7093253104,10.70932531032,10.70932531032,10.70932531032,10.70932531032,10.7093253103,10.7093253103,10.70932531027,10.70932531027,10.70932531032,10.70932531032,10.7093253103,10.70932531023,10.70932531023,10.70932531024,10.70932531024,10.7093253098,10.7093253098,10.7093253098,10.70932530962,10.70932530962,10.70932530962,10.70932530942,10.70932530957,10.70932530957,10.70932530956,10.70932530956,10.70932530957,10.70932530957,10.70932530957,10.70932530977,10.70932530977,10.70932530912,10.70932530912,10.70932530952,10.70932531002,10.70932531002,10.70932531002,10.70932531002,10.70932530951,10.70932530951,10.70932530953,10.70932530973,10.70932530973,10.70932530973,10.70932530974,10.70932530974,10.70932531021,10.70932531011,10.70932531011,10.65917758124,10.70932530974,10.70932530974,10.70932530974
"t90",6.21052362288,6.21052362288,6.21052362278,6.21052362278,6.21052362268,6.21052362268,6.21052362268,6.21052362278,6.21052362278,6.21052362278,6.21052362278,6.21052362242,6.21052362282,6.2105236228,6.2105236228,6.21052362275,6.21052362275,6.2105236227,6.21052362272,6.21052362272,6.21052362282,6.21052362282,6.21052362298,6.21052362308,6.21052362312,6.21052362312,6.21052362311,6.21052362311,6.21052362318,2.04558528218,0,0.10241852836,3.39621679038,3.39621679038,3.39621679028,3.63102083838,3.63102083858,3.63102083858,3.63102083858,5.19263966312,5.19263966312,5.19263966228,7.16010179598,7.16010179598,10.70932531008,10.70932531058,10.70932531058,10.70932531058,10.7093253105,10.7093253105,10.7093253105,10.7093253105,10.70932531048,10.70932531048,10.70932531045,10.70932531045,10.7093253105,10.7093253105,10.70932531048,10.70932531041,10.70932531041,10.70932531042,10.70932531042,10.70932530998,10.70932530998,10.70932530998,10.7093253098,10.7093253098,10.7093253098,10.7093253096,10.70932530975,10.70932530975,10.70932530974,10.70932530974,10.70932530975,10.70932530975,10.70932530975,10.70932530995,10.70932530995,10.7093253093,10.7093253093,10.7093253097,10.7093253102,10.7093253102,10.7093253102,10.7093253102,10.70932530969,10.70932530969,10.70932530971,10.70932530991,10.70932530991,10.70932530991,10.70932530992,10.70932530992,10.70932531039,10.70932531029,10.70932531029,10.65917758142,10.70932530992,10.70932530992,10.70932530992
"t91",6.21052362288,6.21052362288,6.21052362278,6.21052362278,6.21052362268,6.21052362268,6.21052362268,6.21052362278,6.21052362278,6.21052362278,6.21052362278,6.21052362242,6.21052362282,6.2105236228,6.2105236228,6.21052362275,6.21052362275,6.2105236227,6.21052362272,6.21052362272,6.21052362282,6.21052362282,6.21052362298,6.21052362308,6.21052362312,6.21052362312,6.21052362311,6.21052362311,6.21052362318,2.04558528218,0.10241852836,0,3.39621679038,3.39621679038,3.39621679028,3.63102083838,3.63102083858,3.63102083858,3.63102083858,5.19263966312,5.19263966312,5.19263966228,7.16010179598,7.16010179598,10.70932531008,10.70932531058,10.70932531058,10.70932531058,10.7093253105,10.7093253105,10.7093253105,10.7093253105,10.70932531048,10.70932531048,10.70932531045,10.70932531045,10.7093253105,10.7093253105,10.70932531048,10.70932531041,10.70932531041,10.70932531042,10.70932531042,10.70932530998,10.70932530998,10.70932530998,10.7093253098,10.7093253098,10.7093253098,10.7093253096,10.70932530975,10.70932530975,10.70932530974,10.70932530974,10.70932530975,10.70932530975,10.70932530975,10.70932530995,10.70932530995,10.7093253093,10.7093253093,10.7093253097,10.7093253102,10.7093253102,10.7093253102,10.7093253102,10.70932530969,10.70932530969,10.70932530971,10.70932530991,10.70932530991,10.70932530991,10.70932530992,10.70932530992,10.70932531039,10.70932531029,10.70932531029,10.65917758142,10.70932530992,10.70932530992,10.70932530992
"t48",6.2105236225,6.2105236225,6.2105236224,6.2105236224,6.2105236223,6.2105236223,6.2105236223,6.2105236224,6.2105236224,6.2105236224,6.2105236224,6.21052362204,6.21052362244,6.21052362242,6.21052362242,6.21052362237,6.21052362237,6.21052362232,6.21052362234,6.21052362234,6.21052362244,6.21052362244,6.2105236226,6.2105236227,6.21052362274,6.21052362274,6.21052362273,6.21052362273,6.2105236228,3.3962167902,3.39621679038,3.39621679038,0,0.7768165436,1.3592527159,3.631020838,3.6310208382,3.6310208382,3.6310208382,5.19263966274,5.19263966274,5.1926396619,7.1601017956,7.1601017956,10.7093253097,10.7093253102,10.7093253102,10.7093253102,10.70932531012,10.70932531012,10.70932531012,10.70932531012,10.7093253101,10.7093253101,10.70932531007,10.70932531007,10.70932531012,10.70932531012,10.7093253101,10.70932531003,10.70932531003,10.70932531004,10.70932531004,10.7093253096,10.7093253096,10.7093253096,10.70932530942,10.70932530942,10.70932530942,10.70932530922,10.70932530937,10.70932530937,10.70932530936,10.70932530936,10.70932530937,10.70932530937,10.70932530937,10.70932530957,10.70932530957,10.70932530892,10.70932530892,10.70932530932,10.70932530982,10.70932530982,10.70932530982,10.70932530982,10.70932530931,10.70932530931,10.70932530933,10.70932530953,10.70932530953,10.70932530953,10.70932530954,10.70932530954,10.70932531001,10.70932530991,10.70932530991,10.65917758104,10.70932530954,10.70932530954,10.70932530954
"t49",6.2105236225,6.2105236225,6.2105236224,6.2105236224,6.2105236223,6.2105236223,6.2105236223,6.2105236224,6.2105236224,6.2105236224,6.2105236224,6.21052362204,6.21052362244,6.21052362242,6.21052362242,6.21052362237,6.21052362237,6.21052362232,6.21052362234,6.21052362234,6.21052362244,6.21052362244,6.2105236226,6.2105236227,6.21052362274,6.21052362274,6.21052362273,6.21052362273,6.2105236228,3.3962167902,3.39621679038,3.39621679038,0.7768165436,0,1.3592527159,3.631020838,3.6310208382,3.6310208382,3.6310208382,5.19263966274,5.19263966274,5.1926396619,7.1601017956,7.1601017956,10.7093253097,10.7093253102,10.7093253102,10.7093253102,10.70932531012,10.70932531012,10.70932531012,10.70932531012,10.7093253101,10.7093253101,10.70932531007,10.70932531007,10.70932531012,10.70932531012,10.7093253101,10.70932531003,10.70932531003,10.70932531004,10.70932531004,10.7093253096,10.7093253096,10.7093253096,10.70932530942,10.70932530942,10.70932530942,10.70932530922,10.70932530937,10.70932530937,10.70932530936,10.70932530936,10.70932530937,10.70932530937,10.70932530937,10.70932530957,10.70932530957,10.70932530892,10.70932530892,10.70932530932,10.70932530982,10.70932530982,10.70932530982,10.70932530982,10.70932530931,10.70932530931,10.70932530933,10.70932530953,10.70932530953,10.70932530953,10.70932530954,10.70932530954,10.70932531001,10.70932530991,10.70932530991,10.65917758104,10.70932530954,10.70932530954,10.70932530954
"t29",6.2105236224,6.2105236224,6.2105236223,6.2105236223,6.2105236222,6.2105236222,6.2105236222,6.2105236223,6.2105236223,6.2105236223,6.2105236223,6.21052362194,6.21052362234,6.21052362232,6.21052362232,6.21052362227,6.21052362227,6.21052362222,6.21052362224,6.21052362224,6.21052362234,6.21052362234,6.2105236225,6.2105236226,6.21052362264,6.21052362264,6.21052362263,6.21052362263,6.2105236227,3.3962167901,3.39621679028,3.39621679028,1.3592527159,1.3592527159,0,3.6310208379,3.6310208381,3.6310208381,3.6310208381,5.19263966264,5.19263966264,5.1926396618,7.1601017955,7.1601017955,10.7093253096,10.7093253101,10.7093253101,10.7093253101,10.70932531002,10.70932531002,10.70932531002,10.70932531002,10.70932531,10.70932531,10.70932530997,10.70932530997,10.70932531002,10.70932531002,10.70932531,10.70932530993,10.70932530993,10.70932530994,10.70932530994,10.7093253095,10.7093253095,10.7093253095,10.70932530932,10.70932530932,10.70932530932,10.70932530912,10.70932530927,10.70932530927,10.70932530926,10.70932530926,10.70932530927,10.70932530927,10.70932530927,10.70932530947,10.70932530947,10.70932530882,10.70932530882,10.70932530922,10.70932530972,10.70932530972,10.70932530972,10.70932530972,10.70932530921,10.70932530921,10.70932530923,10.70932530943,10.70932530943,10.70932530943,10.70932530944,10.70932530944,10.70932530991,10.70932530981,10.70932530981,10.65917758094,10.70932530944,10.70932530944,10.70932530944
"t15",6.2105236227,6.2105236227,6.2105236226,6.2105236226,6.2105236225,6.2105236225,6.2105236225,6.2105236226,6.2105236226,6.2105236226,6.2105236226,6.21052362224,6.21052362264,6.21052362262,6.21052362262,6.21052362257,6.21052362257,6.21052362252,6.21052362254,6.21052362254,6.21052362264,6.21052362264,6.2105236228,6.2105236229,6.21052362294,6.21052362294,6.21052362293,6.21052362293,6.210523623,3.6310208382,3.63102083838,3.63102083838,3.631020838,3.631020838,3.6310208379,0,2.2214298722,2.2214298722,2.2214298722,5.19263966294,5.19263966294,5.1926396621,7.1601017958,7.1601017958,10.7093253099,10.7093253104,10.7093253104,10.7093253104,10.70932531032,10.70932531032,10.70932531032,10.70932531032,10.7093253103,10.7093253103,10.70932531027,10.70932531027,10.70932531032,10.70932531032,10.7093253103,10.70932531023,10.70932531023,10.70932531024,10.70932531024,10.7093253098,10.7093253098,10.7093253098,10.70932530962,10.70932530962,10.70932530962,10.70932530942,10.70932530957,10.70932530957,10.70932530956,10.70932530956,10.70932530957,10.70932530957,10.70932530957,10.70932530977,10.70932530977,10.70932530912,10.70932530912,10.70932530952,10.70932531002,10.70932531002,10.70932531002,10.70932531002,10.70932530951,10.70932530951,10.70932530953,10.70932530973,10.70932530973,10.70932530973,10.70932530974,10.70932530974,10.70932531021,10.70932531011,10.70932531011,10.65917758124,10.70932530974,10.70932530974,10.70932530974
"t26",6.2105236229,6.2105236229,6.2105236228,6.2105236228,6.2105236227,6.2105236227,6.2105236227,6.2105236228,6.2105236228,6.2105236228,6.2105236228,6.21052362244,6.21052362284,6.21052362282,6.21052362282,6.21052362277,6.21052362277,6.21052362272,6.21052362274,6.21052362274,6.21052362284,6.21052362284,6.210523623,6.2105236231,6.21052362314,6.21052362314,6.21052362313,6.21052362313,6.2105236232,3.6310208384,3.63102083858,3.63102083858,3.6310208382,3.6310208382,3.6310208381,2.2214298722,0,1.5985230186,1.5985230186,5.19263966314,5.19263966314,5.1926396623,7.160101796,7.160101796,10.7093253101,10.7093253106,10.7093253106,10.7093253106,10.70932531052,10.70932531052,10.70932531052,10.70932531052,10.7093253105,10.7093253105,10.70932531047,10.70932531047,10.70932531052,10.70932531052,10.7093253105,10.70932531043,10.70932531043,10.70932531044,10.70932531044,10.70932531,10.70932531,10.70932531,10.70932530982,10.70932530982,10.70932530982,10.70932530962,10.70932530977,10.70932530977,10.70932530976,10.70932530976,10.70932530977,10.70932530977,10.70932530977,10.70932530997,10.70932530997,10.70932530932,10.70932530932,10.70932530972,10.70932531022,10.70932531022,10.70932531022,10.70932531022,10.70932530971,10.70932530971,10.70932530973,10.70932530993,10.70932530993,10.70932530993,10.70932530994,10.70932530994,10.70932531041,10.70932531031,10.70932531031,10.65917758144,10.70932530994,10.70932530994,10.70932530994
"t78",6.2105236229,6.2105236229,6.2105236228,6.2105236228,6.2105236227,6.2105236227,6.2105236227,6.2105236228,6.2105236228,6.2105236228,6.2105236228,6.21052362244,6.21052362284,6.21052362282,6.21052362282,6.21052362277,6.21052362277,6.21052362272,6.21052362274,6.21052362274,6.21052362284,6.21052362284,6.210523623,6.2105236231,6.21052362314,6.21052362314,6.21052362313,6.21052362313,6.2105236232,3.6310208384,3.63102083858,3.63102083858,3.6310208382,3.6310208382,3.6310208381,2.2214298722,1.5985230186,0,0.3041700474,5.19263966314,5.19263966314,5.1926396623,7.160101796,7.160101796,10.7093253101,10.7093253106,10.7093253106,10.7093253106,10.70932531052,10.70932531052,10.70932531052,10.70932531052,10.7093253105,10.7093253105,10.70932531047,10.70932531047,10.70932531052,10.70932531052,10.7093253105,10.70932531043,10.70932531043,10.70932531044,10.70932531044,10.70932531,10.70932531,10.70932531,10.70932530982,10.70932530982,10.70932530982,10.70932530962,10.70932530977,10.70932530977,10.70932530976,10.70932530976,10.70932530977,10.70932530977,10.70932530977,10.70932530997,10.70932530997,10.70932530932,10.70932530932,10.70932530972,10.70932531022,10.70932531022,10.70932531022,10.70932531022,10.70932530971,10.70932530971,10.70932530973,10.70932530993,10.70932530993,10.70932530993,10.70932530994,10.70932530994,10.70932531041,10.70932531031,10.70932531031,10.65917758144,10.70932530994,10.70932530994,10.70932530994
"t79",6.2105236229,6.2105236229,6.2105236228,6.2105236228,6.2105236227,6.2105236227,6.2105236227,6.2105236228,6.2105236228,6.2105236228,6.2105236228,6.21052362244,6.21052362284,6.21052362282,6.21052362282,6.21052362277,6.21052362277,6.21052362272,6.21052362274,6.21052362274,6.21052362284,6.21052362284,6.210523623,6.2105236231,6.21052362314,6.21052362314,6.21052362313,6.21052362313,6.2105236232,3.6310208384,3.63102083858,3.63102083858,3.6310208382,3.6310208382,3.6310208381,2.2214298722,1.5985230186,0.3041700474,0,5.19263966314,5.19263966314,5.1926396623,7.160101796,7.160101796,10.7093253101,10.7093253106,10.7093253106,10.7093253106,10.70932531052,10.70932531052,10.70932531052,10.70932531052,10.7093253105,10.7093253105,10.70932531047,10.70932531047,10.70932531052,10.70932531052,10.7093253105,10.70932531043,10.70932531043,10.70932531044,10.70932531044,10.70932531,10.70932531,10.70932531,10.70932530982,10.70932530982,10.70932530982,10.70932530962,10.70932530977,10.70932530977,10.70932530976,10.70932530976,10.70932530977,10.70932530977,10.70932530977,10.70932530997,10.70932530997,10.70932530932,10.70932530932,10.70932530972,10.70932531022,10.70932531022,10.70932531022,10.70932531022,10.70932530971,10.70932530971,10.70932530973,10.70932530993,10.70932530993,10.70932530993,10.70932530994,10.70932530994,10.70932531041,10.70932531031,10.70932531031,10.65917758144,10.70932530994,10.70932530994,10.70932530994
"t82",6.21052362344,6.21052362344,6.21052362334,6.21052362334,6.21052362324,6.21052362324,6.21052362324,6.21052362334,6.21052362334,6.21052362334,6.21052362334,6.21052362298,6.21052362338,6.21052362336,6.21052362336,6.21052362331,6.21052362331,6.21052362326,6.21052362328,6.21052362328,6.21052362338,6.21052362338,6.21052362354,6.21052362364,6.21052362368,6.21052362368,6.21052362367,6.21052362367,6.21052362374,5.19263966294,5.19263966312,5.19263966312,5.19263966274,5.19263966274,5.19263966264,5.19263966294,5.19263966314,5.19263966314,5.19263966314,0,0.15658084568,2.53118121484,7.16010179654,7.16010179654,10.70932531064,10.70932531114,10.70932531114,10.70932531114,10.70932531106,10.70932531106,10.70932531106,10.70932531106,10.70932531104,10.70932531104,10.70932531101,10.70932531101,10.70932531106,10.70932531106,10.70932531104,10.70932531097,10.70932531097,10.70932531098,10.70932531098,10.70932531054,10.70932531054,10.70932531054,10.70932531036,10.70932531036,10.70932531036,10.70932531016,10.70932531031,10.70932531031,10.7093253103,10.7093253103,10.70932531031,10.70932531031,10.70932531031,10.70932531051,10.70932531051,10.70932530986,10.70932530986,10.70932531026,10.70932531076,10.70932531076,10.70932531076,10.70932531076,10.70932531025,10.70932531025,10.70932531027,10.70932531047,10.70932531047,10.70932531047,10.70932531048,10.70932531048,10.70932531095,10.70932531085,10.70932531085,10.65917758198,10.70932531048,10.70932531048,10.70932531048
"t83",6.21052362344,6.21052362344,6.21052362334,6.21052362334,6.21052362324,6.21052362324,6.21052362324,6.21052362334,6.21052362334,6.21052362334,6.21052362334,6.21052362298,6.21052362338,6.21052362336,6.21052362336,6.21052362331,6.21052362331,6.21052362326,6.21052362328,6.21052362328,6.21052362338,6.21052362338,6.21052362354,6.21052362364,6.21052362368,6.21052362368,6.21052362367,6.21052362367,6.21052362374,5.19263966294,5.19263966312,5.19263966312,5.19263966274,5.19263966274,5.19263966264,5.19263966294,5.19263966314,5.19263966314,5.19263966314,0.15658084568,0,2.53118121484,7.16010179654,7.16010179654,10.70932531064,10.70932531114,10.70932531114,10.70932531114,10.70932531106,10.70932531106,10.70932531106,10.70932531106,10.70932531104,10.70932531104,10.70932531101,10.70932531101,10.70932531106,10.70932531106,10.70932531104,10.70932531097,10.70932531097,10.70932531098,10.70932531098,10.70932531054,10.70932531054,10.70932531054,10.70932531036,10.70932531036,10.70932531036,10.70932531016,10.70932531031,10.70932531031,10.7093253103,10.7093253103,10.70932531031,10.70932531031,10.70932531031,10.70932531051,10.70932531051,10.70932530986,10.70932530986,10.70932531026,10.70932531076,10.70932531076,10.70932531076,10.70932531076,10.70932531025,10.70932531025,10.70932531027,10.70932531047,10.70932531047,10.70932531047,10.70932531048,10.70932531048,10.70932531095,10.70932531085,10.70932531085,10.65917758198,10.70932531048,10.70932531048,10.70932531048
"t11",6.2105236226,6.2105236226,6.2105236225,6.2105236225,6.2105236224,6.2105236224,6.2105236224,6.2105236225,6.2105236225,6.2105236225,6.2105236225,6.21052362214,6.21052362254,6.21052362252,6.21052362252,6.21052362247,6.21052362247,6.21052362242,6.21052362244,6.21052362244,6.21052362254,6.21052362254,6.2105236227,6.2105236228,6.21052362284,6.21052362284,6.21052362283,6.21052362283,6.2105236229,5.1926396621,5.19263966228,5.19263966228,5.1926396619,5.1926396619,5.1926396618,5.1926396621,5.1926396623,5.1926396623,5.1926396623,2.53118121484,2.53118121484,0,7.1601017957,7.1601017957,10.7093253098,10.7093253103,10.7093253103,10.7093253103,10.70932531022,10.70932531022,10.70932531022,10.70932531022,10.7093253102,10.7093253102,10.70932531017,10.70932531017,10.70932531022,10.70932531022,10.7093253102,10.70932531013,10.70932531013,10.70932531014,10.70932531014,10.7093253097,10.7093253097,10.7093253097,10.70932530952,10.70932530952,10.70932530952,10.70932530932,10.70932530947,10.70932530947,10.70932530946,10.70932530946,10.70932530947,10.70932530947,10.70932530947,10.70932530967,10.70932530967,10.70932530902,10.70932530902,10.70932530942,10.70932530992,10.70932530992,10.70932530992,10.70932530992,10.70932530941,10.70932530941,10.70932530943,10.70932530963,10.70932530963,10.70932530963,10.70932530964,10.70932530964,10.70932531011,10.70932531001,10.70932531001,10.65917758114,10.70932530964,10.70932530964,10.70932530964
"t1",7.1601017961,7.1601017961,7.160101796,7.160101796,7.1601017959,7.1601017959,7.1601017959,7.160101796,7.160101796,7.160101796,7.160101796,7.16010179564,7.16010179604,7.16010179602,7.16010179602,7.16010179597,7.16010179597,7.16010179592,7.16010179594,7.16010179594,7.16010179604,7.16010179604,7.1601017962,7.1601017963,7.16010179634,7.16010179634,7.16010179633,7.16010179633,7.1601017964,7.1601017958,7.16010179598,7.16010179598,7.1601017956,7.1601017956,7.1601017955,7.1601017958,7.160101796,7.160101796,7.160101796,7.16010179654,7.16010179654,7.1601017957,0,6.037010354,10.7093253099,10.7093253104,10.7093253104,10.7093253104,10.70932531032,10.70932531032,10.70932531032,10.70932531032,10.7093253103,10.7093253103,10.70932531027,10.70932531027,10.70932531032,10.70932531032,10.7093253103,10.70932531023,10.70932531023,10.70932531024,10.70932531024,10.7093253098,10.7093253098,10.7093253098,10.70932530962,10.70932530962,10.70932530962,10.70932530942,10.70932530957,10.70932530957,10.70932530956,10.70932530956,10.70932530957,10.70932530957,10.70932530957,10.70932530977,10.70932530977,10.70932530912,10.70932530912,10.70932530952,10.70932531002,10.70932531002,10.70932531002,10.70932531002,10.70932530951,10.70932530951,10.70932530953,10.70932530973,10.70932530973,10.70932530973,10.70932530974,10.70932530974,10.70932531021,10.70932531011,10.70932531011,10.65917758124,10.70932530974,10.70932530974,10.70932530974
"t2",7.1601017961,7.1601017961,7.160101796,7.160101796,7.1601017959,7.1601017959,7.1601017959,7.160101796,7.160101796,7.160101796,7.160101796,7.16010179564,7.16010179604,7.16010179602,7.16010179602,7.16010179597,7.16010179597,7.16010179592,7.16010179594,7.16010179594,7.16010179604,7.16010179604,7.1601017962,7.1601017963,7.16010179634,7.16010179634,7.16010179633,7.16010179633,7.1601017964,7.1601017958,7.16010179598,7.16010179598,7.1601017956,7.1601017956,7.1601017955,7.1601017958,7.160101796,7.160101796,7.160101796,7.16010179654,7.16010179654,7.1601017957,6.037010354,0,10.7093253099,10.7093253104,10.7093253104,10.7093253104,10.70932531032,10.70932531032,10.70932531032,10.70932531032,10.7093253103,10.7093253103,10.70932531027,10.70932531027,10.70932531032,10.70932531032,10.7093253103,10.70932531023,10.70932531023,10.70932531024,10.70932531024,10.7093253098,10.7093253098,10.7093253098,10.70932530962,10.70932530962,10.70932530962,10.70932530942,10.70932530957,10.70932530957,10.70932530956,10.70932530956,10.70932530957,10.70932530957,10.70932530957,10.70932530977,10.70932530977,10.70932530912,10.70932530912,10.70932530952,10.70932531002,10.70932531002,10.70932531002,10.70932531002,10.70932530951,10.70932530951,10.70932530953,10.70932530973,10.70932530973,10.70932530973,10.70932530974,10.70932530974,10.70932531021,10.70932531011,10.70932531011,10.65917758124,10.70932530974,10.70932530974,10.70932530974
"t9",10.7093253102,10.7093253102,10.7093253101,10.7093253101,10.70932531,10.70932531,10.70932531,10.7093253101,10.7093253101,10.7093253101,10.7093253101,10.70932530974,10.70932531014,10.70932531012,10.70932531012,10.70932531007,10.70932531007,10.70932531002,10.70932531004,10.70932531004,10.70932531014,10.70932531014,10.7093253103,10.7093253104,10.70932531044,10.70932531044,10.70932531043,10.70932531043,10.7093253105,10.7093253099,10.70932531008,10.70932531008,10.7093253097,10.7093253097,10.7093253096,10.7093253099,10.7093253101,10.7093253101,10.7093253101,10.70932531064,10.70932531064,10.7093253098,10.7093253099,10.7093253099,0,3.4444676165,3.4444676165,3.4444676165,8.44440530642,8.44440530642,8.44440530642,8.44440530642,8.4444053064,8.4444053064,8.44440530637,8.44440530637,8.44440530642,8.44440530642,8.4444053064,8.44440530633,8.44440530633,8.44440530634,8.44440530634,8.4444053059,8.4444053059,8.4444053059,8.44440530572,8.44440530572,8.44440530572,8.44440530552,8.44440530567,8.44440530567,8.44440530566,8.44440530566,8.44440530567,8.44440530567,8.44440530567,8.44440530587,8.44440530587,8.44440530522,8.44440530522,8.44440530562,8.44440530612,8.44440530612,8.44440530612,8.44440530612,8.44440530561,8.44440530561,8.44440530563,8.44440530583,8.44440530583,8.44440530583,8.44440530584,8.44440530584,8.44440530631,8.44440530621,8.44440530621,8.39425757734,8.44440530584,8.44440530584,8.44440530584
"t21",10.7093253107,10.7093253107,10.7093253106,10.7093253106,10.7093253105,10.7093253105,10.7093253105,10.7093253106,10.7093253106,10.7093253106,10.7093253106,10.70932531024,10.70932531064,10.70932531062,10.70932531062,10.70932531057,10.70932531057,10.70932531052,10.70932531054,10.70932531054,10.70932531064,10.70932531064,10.7093253108,10.7093253109,10.70932531094,10.70932531094,10.70932531093,10.70932531093,10.709325311,10.7093253104,10.70932531058,10.70932531058,10.7093253102,10.7093253102,10.7093253101,10.7093253104,10.7093253106,10.7093253106,10.7093253106,10.70932531114,10.70932531114,10.7093253103,10.7093253104,10.7093253104,3.4444676165,0,1.7970400872,1.7970400872,8.44440530692,8.44440530692,8.44440530692,8.44440530692,8.4444053069,8.4444053069,8.44440530687,8.44440530687,8.44440530692,8.44440530692,8.4444053069,8.44440530683,8.44440530683,8.44440530684,8.44440530684,8.4444053064,8.4444053064,8.4444053064,8.44440530622,8.44440530622,8.44440530622,8.44440530602,8.44440530617,8.44440530617,8.44440530616,8.44440530616,8.44440530617,8.44440530617,8.44440530617,8.44440530637,8.44440530637,8.44440530572,8.44440530572,8.44440530612,8.44440530662,8.44440530662,8.44440530662,8.44440530662,8.44440530611,8.44440530611,8.44440530613,8.44440530633,8.44440530633,8.44440530633,8.44440530634,8.44440530634,8.44440530681,8.44440530671,8.44440530671,8.39425757784,8.44440530634,8.44440530634,8.44440530634
"t98",10.7093253107,10.7093253107,10.7093253106,10.7093253106,10.7093253105,10.7093253105,10.7093253105,10.7093253106,10.7093253106,10.7093253106,10.7093253106,10.70932531024,10.70932531064,10.70932531062,10.70932531062,10.70932531057,10.70932531057,10.70932531052,10.70932531054,10.70932531054,10.70932531064,10.70932531064,10.7093253108,10.7093253109,10.70932531094,10.70932531094,10.70932531093,10.70932531093,10.709325311,10.7093253104,10.70932531058,10.70932531058,10.7093253102,10.7093253102,10.7093253101,10.7093253104,10.7093253106,10.7093253106,10.7093253106,10.70932531114,10.70932531114,10.7093253103,10.7093253104,10.7093253104,3.4444676165,1.7970400872,0,0.0791925494,8.44440530692,8.44440530692,8.44440530692,8.44440530692,8.4444053069,8.4444053069,8.44440530687,8.44440530687,8.44440530692,8.44440530692,8.4444053069,8.44440530683,8.44440530683,8.44440530684,8.44440530684,8.4444053064,8.4444053064,8.4444053064,8.44440530622,8.44440530622,8.44440530622,8.44440530602,8.44440530617,8.44440530617,8.44440530616,8.44440530616,8.44440530617,8.44440530617,8.44440530617,8.44440530637,8.44440530637,8.44440530572,8.44440530572,8.44440530612,8.44440530662,8.44440530662,8.44440530662,8.44440530662,8.44440530611,8.44440530611,8.44440530613,8.44440530633,8.44440530633,8.44440530633,8.44440530634,8.44440530634,8.44440530681,8.44440530671,8.44440530671,8.39425757784,8.44440530634,8.44440530634,8.44440530634
"t99",10.7093253107,10.7093253107,10.7093253106,10.7093253106,10.7093253105,10.7093253105,10.7093253105,10.7093253106,10.7093253106,10.7093253106,10.7093253106,10.70932531024,10.70932531064,10.70932531062,10.70932531062,10.70932531057,10.70932531057,10.70932531052,10.70932531054,10.70932531054,10.70932531064,10.70932531064,10.7093253108,10.7093253109,10.70932531094,10.70932531094,10.70932531093,10.70932531093,10.709325311,10.7093253104,10.70932531058,10.70932531058,10.7093253102,10.7093253102,10.7093253101,10.7093253104,10.7093253106,10.7093253106,10.7093253106,10.70932531114,10.70932531114,10.7093253103,10.7093253104,10.7093253104,3.4444676165,1.7970400872,0.0791925494,0,8.44440530692,8.44440530692,8.44440530692,8.44440530692,8.4444053069,8.4444053069,8.44440530687,8.44440530687,8.44440530692,8.44440530692,8.4444053069,8.44440530683,8.44440530683,8.44440530684,8.44440530684,8.4444053064,8.4444053064,8.4444053064,8.44440530622,8.44440530622,8.44440530622,8.44440530602,8.44440530617,8.44440530617,8.44440530616,8.44440530616,8.44440530617,8.44440530617,8.44440530617,8.44440530637,8.44440530637,8.44440530572,8.44440530572,8.44440530612,8.44440530662,8.44440530662,8.44440530662,8.44440530662,8.44440530611,8.44440530611,8.44440530613,8.44440530633,8.44440530633,8.44440530633,8.44440530634,8.44440530634,8.44440530681,8.44440530671,8.44440530671,8.39425757784,8.44440530634,8.44440530634,8.44440530634
