"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111"
"t17",0.0568312751710928,0.101250207079951,0.0112267526111118,0.00372014107433175,-0.000283004180491597,0.0864070218168364,0.0672197636060577,-0.00157542158829422,-0.15590004741524,0.135468287154576,-0.00399963000942129,-0.00351600310436673,-0.00824925305237718,-0.00384845200631064,0.00178552732800404,-0.000126911741025143,0.00184858945465043,-0.000122435557666456,-0.529263944974458,0.00164643933367751,0.0778286982937056,-0.0426221748196532,-0.0190019433261735,-0.000622813843398822,-0.0080850374316267,0.00092628608676927,-0.0169506177960224,0.0101665521487451,0.00379850628453421,-0.247099962790387,-0.230503995830471,-2.38784433057519e-06,-0.000351076004884323,-1.26989587408633e-05,1.73698130752776e-05,0.000548715220627099,0.000102071254369107,0.00111105333813697,-0.138870876408532,8.53188463107592e-05,-7.18446188553007e-15,0.707106781186547,4.70537823360509e-05,1.36394399298495e-05,0.000189050872268274,-0.000186736551884665,-1.50689611387784e-05,-0.000503732283762802,-0.00238027790598834,-0.000249193832954278,-7.45706164809677e-16,0.000711787625002382,0.00586456792862921,3.73388078217419e-17,-2.74804308133088e-05,-0.00064691013718319,-6.87086890311964e-17,-7.92424203147957e-06,9.90552107154072e-06,-1.92085163430566e-05,0.000117639545886903,5.43468518772498e-07,3.60478951702442e-05,-3.75152329178665e-05,-1.03150772251176e-05,-6.0798224818296e-17,4.02036594861647e-05,4.5300988096099e-05,0.000709452617965687,-2.58282115521604e-16,-0.000466808441899344,2.57674927844876e-06,-5.41968826524748e-05,-7.49536087223556e-17,-0.000132294535653722,2.07711903125983e-16,1.22386902390864e-15,-4.12622450688428e-06,2.36570906820244e-16,-0.0160887647317835,-1.27572389102167e-05,6.53778585943182e-06,3.23471714162773e-07,-8.38368873672559e-18,-3.8842069388743e-16,9.0040052815316e-17,7.90293081471965e-16,-1.98736437282413e-17,5.95010152260045e-16,0.00029501365210166,-2.69286480832189e-16,1.29181637165499e-17,-2.19963717740273e-16,-3.65934619484527e-05,5.53554917059232e-17,-3.80575189196395e-17,1.04286061993647e-16,-1.36958204018996e-06,1.1808942078597e-15,1.0914413480762e-15,6.62072255919975e-16,-4.81556097646053e-16,2.55882355244174e-06,8.21177907233175e-16,-1.99146398546606e-16,1.48162522460248e-15,1.08322529890927e-14,-5.76946477710866e-15,1.63028708184942e-15,-2.18580622186511e-13,-0.0949157995752497
"t4",0.0564862052523545,0.0996838122144946,0.0109663656537032,0.00362507007691282,-0.000272690686005117,0.0822533595431935,0.0638030697565825,-0.00149170293049356,-0.14178239810068,0.122516782990354,-0.00359453793194131,-0.00325207648643108,0.00338872497631539,-0.00157207520907605,0.000856971761011603,-6.23476965913357e-05,0.00102056359412238,-6.17171536668304e-05,-0.237058146931885,0.000565508108667937,0.0264930406575897,-0.0117964812586279,-0.00435186838410833,-9.60245317205574e-05,-0.000151111258164855,-0.00026203245380913,0.00782607237998156,-0.00612773058337055,-0.00322283830149942,0.278848281693186,0.8047907047976,3.85847063746925e-05,0.00674597168267848,-0.000451423038698355,0.000139163840973226,0.00403223898639576,0.000728936084515374,0.00343648515281584,-0.385205966611259,0.000247348908254957,5.5207141656589e-16,-4.27730865116632e-16,0.000177109679412963,0.000136978097181303,0.000163513436450078,-0.000230336775795738,-2.00329272931977e-05,-0.000669971685467076,-0.00318154373881691,-0.000333746780553725,-7.72445983761851e-16,0.00123798431932411,0.00788719754572412,1.33465085771675e-17,-3.67797892753363e-05,-0.000864327813368683,-2.47042469883514e-16,-1.05650174145993e-05,1.32058460430728e-05,-2.55569356410162e-05,0.000156443098055684,7.22589663107036e-07,4.78147119996265e-05,-4.9686634708485e-05,-1.36487146663091e-05,-7.50980619626478e-17,5.28236989947797e-05,5.93872602596881e-05,0.000926992328136789,-6.06566963850532e-16,-0.000609918106594396,3.36547745239386e-06,-7.07965750712204e-05,-6.06410857142887e-17,-0.000173558131716463,2.37205341236857e-16,1.46060732891359e-15,-5.77509127215412e-06,3.4545345432774e-16,-0.0243738213435218,-1.12958215429824e-05,7.34878841339827e-06,3.88408858633745e-07,1.37439111040512e-17,4.17734523328659e-17,3.65230749925828e-16,6.55720353435825e-16,-1.8559206937363e-16,1.90646110009851e-15,0.000365583138345592,-3.02853098688321e-16,7.73311874744088e-17,-3.69418204987132e-17,-4.54343762596488e-05,1.55754688590003e-16,1.08337250157636e-16,-1.63458087852712e-16,-1.70043310596516e-06,9.60818562094194e-16,9.94021608115421e-16,5.94826719970927e-16,-2.65829744644881e-18,3.17354290945678e-06,9.6946122808801e-16,-4.22925524854967e-16,1.67316979724384e-15,1.04657743682541e-14,-6.00095636810624e-15,2.14298054644476e-15,-2.18382034183816e-13,-0.0949157995752499
"t10",0.0558989311588046,0.097095872188194,0.0105462988602097,0.00347279750733751,-0.000256701289611332,0.0760269070272334,0.0587211166368124,-0.00136798412852222,-0.122750831153043,0.105192160757125,-0.00301619668008733,-0.00274733279636797,0.00714755165803483,-0.000545972320617063,0.000411310874788416,-3.10250155750528e-05,0.000600933746417278,-3.56718517689055e-05,-0.131683097803892,0.00029254194403284,0.0136774922195067,-0.00584738754960142,-0.00209498371348681,-4.42440440303781e-05,-6.46795244946508e-05,-9.72210319451977e-05,0.0026968441309967,-0.00200116284242116,-0.000966241092929018,0.0766312356827197,0.135976917049509,2.89001100288958e-06,0.0004661930050062,-5.981512324946e-06,-1.18401282980538e-05,-0.000402951512515038,-7.67985828000281e-05,-0.00238057895598864,0.534311341472334,-0.000644453134932862,-6.71962255611294e-16,2.4604691707745e-16,-0.000836699692509756,-0.0011422359870941,0.00194326784770367,-0.00102551651441827,-5.34859075447548e-05,-0.00177817547252479,-0.00782937887390531,-0.00079003624178796,-2.00887200624613e-16,0.00274236125579307,0.0132689498232512,-9.73255016053676e-17,-4.94849352901108e-05,-0.00108978845558363,4.17895724260311e-17,-1.22859040910716e-05,1.53243740842789e-05,-2.73350236320345e-05,0.000163871534565196,7.50424073353679e-07,4.43724572570352e-05,-4.24976424247635e-05,-1.10161442347739e-05,-2.50157997046747e-15,1.84349200761613e-05,7.02846548610925e-06,-0.000518448913772612,1.22184999641873e-15,0.000353608578916519,-2.72612530504573e-06,0.000107295178163911,2.66353005673229e-16,0.000564578435549188,-4.96442550318738e-15,6.75226415274423e-17,9.99410187492209e-05,-1.09802146967982e-14,0.78433747220125,-0.00106561168032294,0.000215829404771912,5.31066775018113e-06,4.53889600253832e-15,-5.15848355487891e-15,-2.96597241148799e-15,2.75364336035797e-15,-8.14956376301267e-16,2.61158282499618e-14,0.00199567890457796,2.95187777426918e-16,-1.32218099131827e-15,1.61640909004727e-15,-0.000199060667931564,5.42562754007644e-18,-9.27753443678836e-16,1.00635543977738e-15,-6.49324860379553e-06,-7.24473822372124e-16,-6.2641892064046e-16,9.19270612177173e-17,2.27084125345245e-15,1.0643403664701e-05,1.38414012107637e-16,1.54910435891727e-15,2.06790180382225e-15,1.13930721245113e-14,-4.43776694571386e-15,1.95815083331719e-15,-2.1905806951153e-13,-0.0949157995752579
"t11",0.0561255063962828,0.0980749858667434,0.0107028039177145,0.00352927155636681,-0.000262512701210944,0.0782451957893479,0.060523588812445,-0.00141170466314555,-0.129198138422962,0.111058523563172,-0.00322364198615947,-0.00295284243501686,0.0077695645140971,-0.00059551047349243,0.000449395853060856,-3.39120647974357e-05,0.000661515872643868,-3.97482946955165e-05,-0.147751936555487,0.000331368122865852,0.015496460956433,-0.00665530205610316,-0.00239165231720121,-5.07213680832762e-05,-7.46162278975135e-05,-0.000113295997098076,0.00315653459341224,-0.00234903531872746,-0.00113891597857407,0.0906630809233415,0.163213334285238,3.50809593437991e-06,0.000566265214604775,-7.30945624645135e-06,-1.46095925460481e-05,-0.000497885145340961,-9.49389199242155e-05,-0.00306238492436332,0.705859909415398,-0.000872739020597178,-2.06953691856674e-15,4.73781635108011e-16,-0.0011555941251774,-0.00159937165587906,0.00284215209411491,-0.00157193012924653,-8.84068817528271e-05,-0.00294318404807415,-0.0132074117123578,-0.00134737065068137,2.37675022503611e-16,0.00517199781339883,0.0261023268996192,7.80472895526158e-17,-0.000113129399968129,-0.00262453678335622,2.10176311477161e-16,-3.17106708014765e-05,3.96273674832954e-05,-7.61240319198905e-05,0.00046536449634744,2.14841156116364e-06,0.000141654879571216,-0.000147194248169922,-4.04703469227156e-05,2.5483769082164e-15,0.000162519537575426,0.000188452826536744,0.00327551715807029,-2.61910339134822e-15,-0.00216244551696301,1.23948095416244e-05,-0.000292125088247499,4.24213095883803e-17,-0.000916585998226019,3.44184470447658e-15,2.41909009968439e-15,-8.67352288033162e-05,8.40301881694392e-15,-0.618889667847355,0.000710991396515041,-0.000129352280895329,-2.58828884410064e-06,-3.70752756019833e-15,3.11510083150604e-15,3.28062908653786e-15,-8.37015646894654e-16,9.2754228119367e-16,-1.48531360821824e-14,-0.000364009980808048,-5.52550591758146e-16,7.72568710613308e-16,-1.06740956709693e-15,1.25614891863408e-05,4.02956860150855e-16,1.20148087254149e-15,-9.70719648743285e-16,-1.51204809895484e-07,2.97426821792082e-15,2.6977260494571e-15,9.20573145963251e-16,-2.392592455213e-15,1.208836277557e-06,1.82693340980782e-15,-1.49186073036227e-15,1.5501558549081e-15,9.22509999416595e-15,-6.85011155168368e-15,1.51352725244035e-15,-2.17991381768459e-13,-0.0949157995752423
"t30",0.0581485108347307,0.107549150036294,0.0123228365392639,0.00412621555713391,-0.000330313869202594,0.107156386623018,0.0846656184849985,-0.00201106663449913,-0.270249170211248,0.252332984059211,-0.0115070120964849,-0.0146519550813166,0.238337001256418,0.0279015855033295,-0.00919218773626973,0.000608045969180302,-0.00378720509825059,0.000100353600952228,0.277218186051902,-0.000451264760765554,-0.0209528084863716,0.00789641113279795,0.00261778565128709,4.99661070653597e-05,6.34934203011591e-05,7.79419391577391e-05,-0.00199393877837167,0.00140528705286505,0.000631548897877803,-0.0470516150309391,-0.0664963497211409,-1.19775920861993e-06,-0.000191418785408123,2.25448269456731e-06,3.90122920571705e-06,0.000130300707115297,2.46666045449583e-05,0.000445627227775447,-0.068179010140046,5.45526972244339e-05,-1.167740302368e-16,3.79780746725926e-17,4.74460998041465e-05,4.53651667477568e-05,7.54995633165784e-06,-3.85356414558178e-05,-3.58735623676105e-06,-0.000119606546046132,-0.000532616793006184,-5.25067926170726e-05,1.80922383500505e-15,-0.820769939999733,0.00534722596781673,-5.78613178215204e-15,-1.58261526752698e-05,-0.000362384946716766,-2.20679566576392e-16,-4.35077105552241e-06,5.43649537218922e-06,-1.04256071529621e-05,6.37252221293965e-05,2.94183112419859e-07,1.9391051404703e-05,-2.01381870841333e-05,-5.53290132889918e-06,1.37572968951625e-15,2.16529340301954e-05,2.4509314452844e-05,0.000388813147402663,4.7303917399987e-17,-0.000255923512626347,1.41811982101996e-06,-3.014048628458e-05,-9.07060511755201e-17,-7.51257677896713e-05,2.88038038066326e-17,1.59986998628468e-15,-2.67062929272736e-06,-7.96579287543021e-17,-0.0119038324144927,-3.13031170636455e-06,2.84714737841668e-06,1.61459878741927e-07,6.48974223719736e-17,7.04108971816639e-18,4.58099544703156e-16,1.02035096501392e-15,5.87321816573913e-17,1.66186508998578e-15,0.000159534554772,-2.33052233188676e-16,-3.93642615750656e-17,1.69029511464612e-16,-2.00801681646467e-05,1.36718623972324e-16,1.03341732055081e-16,2.96434480200934e-17,-7.58731964209448e-07,1.04564853294839e-15,1.18484423545132e-15,6.47366381532231e-16,3.18234221485987e-16,1.4315642854954e-06,9.45839049602306e-16,-4.77252954128415e-16,1.48951594644385e-15,1.04011789920149e-14,-6.02037054072536e-15,1.7229949823239e-15,-2.18494593341498e-13,-0.0949157995752491
"t33",0.0581902260190989,0.107742560654649,0.0123556457395836,0.00413827599865078,-0.000331668936465127,0.107727744119905,0.0851414729261804,-0.00202285452389508,-0.272923884150406,0.254996176384291,-0.0116594476576316,-0.0148648081515659,0.242433914094436,0.0284042519373696,-0.0093616298883769,0.000619317428739553,-0.00386410330318836,0.000102708577175896,0.284243980751992,-0.000463902526938605,-0.0215410267832689,0.00812851584558167,0.00269706010146117,5.15418529923358e-05,6.56180798157163e-05,8.08006055374258e-05,-0.00206994051721472,0.00146020762960424,0.000657120886557012,-0.0490175724790055,-0.0696224786887028,-1.25926921931004e-06,-0.00020129846290746,2.37635191857651e-06,4.12806867303394e-06,0.000137954665941968,2.6120865057465e-05,0.000480583979056009,-0.0746065091846249,6.064707589377e-05,5.45925506767696e-16,2.83644120349291e-16,5.35135492182659e-05,5.17460625647876e-05,9.00275277880246e-06,-4.93055148594753e-05,-5.80469747213589e-06,-0.000194938596821556,-0.000981211302839263,-0.000106642319309384,-2.38300939968309e-15,0.403910480403881,0.000922099890748637,-0.707106781186545,-9.88656734289701e-06,-0.000243473759362452,1.56551658927319e-15,-3.10346695163288e-06,3.88281531722794e-06,-7.75116743033027e-06,4.77671181955152e-05,2.2121350500593e-07,1.50720272028911e-05,-1.59205897222382e-05,-4.41649009937215e-06,-1.71835584185072e-15,1.82447997837856e-05,2.09364665899539e-05,0.000339319930941343,-2.72008496428304e-16,-0.000223437574169947,1.24312308595657e-06,-2.66379574248611e-05,-2.65029675127311e-16,-6.69992000085928e-05,-3.28737943948135e-16,1.40764032327157e-15,-2.40673631857695e-06,1.20187162636984e-16,-0.0107429402492527,-2.83178923732425e-06,2.57932172653586e-06,1.46644128522224e-07,1.48947063569933e-16,-3.17237173582033e-16,2.64591917386585e-16,5.25337231836453e-16,-2.23539124847349e-16,4.48426018540005e-16,0.000146108686240488,-2.22669952423827e-16,1.67774659020663e-16,-2.67869957141243e-16,-1.84636105202449e-05,7.63093928120027e-17,4.35968200080993e-16,-4.95480607616707e-16,-6.99888308503675e-07,1.17840911301649e-15,6.63282024112157e-16,4.63305640561751e-16,-1.92412700442522e-16,1.32541438135407e-06,6.87355404653971e-16,-2.35354940524969e-16,1.87861832642228e-15,1.00280074339088e-14,-5.91766844996772e-15,1.83379248421587e-15,-2.18454931382207e-13,-0.0949157995752494
"t34",0.0581902260190989,0.107742560654649,0.0123556457395836,0.00413827599865081,-0.000331668936465102,0.107727744119905,0.0851414729261804,-0.00202285452389509,-0.272923884150406,0.254996176384291,-0.0116594476576316,-0.0148648081515659,0.242433914094436,0.0284042519373697,-0.00936162988837685,0.000619317428739538,-0.00386410330318822,0.000102708577175739,0.284243980751991,-0.000463902526938692,-0.021541026783269,0.00812851584558156,0.00269706010146112,5.15418529923736e-05,6.56180798159363e-05,8.08006055374436e-05,-0.00206994051721484,0.00146020762960424,0.000657120886557397,-0.0490175724790059,-0.0696224786887029,-1.25926921925842e-06,-0.000201298462907294,2.37635191851559e-06,4.12806867308338e-06,0.000137954665942103,2.61208650574529e-05,0.000480583979055732,-0.0746065091846251,6.06470758936692e-05,1.50408554246264e-16,-2.64528500008376e-16,5.351354921852e-05,5.17460625646244e-05,9.00275277854991e-06,-4.93055148594511e-05,-5.80469747216935e-06,-0.000194938596821396,-0.000981211302842582,-0.000106642319309698,-4.40119106589077e-16,0.403910480403871,0.000922099890753168,0.707106781186551,-9.88656733618694e-06,-0.000243473759363093,-1.56408367045453e-15,-3.10346695086241e-06,3.88281531626875e-06,-7.7511674307288e-06,4.77671182043151e-05,2.21213503439338e-07,1.50720272019404e-05,-1.59205897231076e-05,-4.41649009747927e-06,2.80045601510496e-16,1.82447997846981e-05,2.09364665876815e-05,0.000339319930940906,-3.9315467147334e-16,-0.000223437574169462,1.24312308584041e-06,-2.6637957425215e-05,5.74215442119696e-16,-6.69992000084989e-05,5.88063413769323e-16,1.03987894636448e-15,-2.40673631869114e-06,-1.54885349530574e-16,-0.0107429402492525,-2.83178923720846e-06,2.57932172631897e-06,1.4664412806017e-07,5.34055675054004e-16,-2.13153764024689e-16,3.25793786146913e-16,3.93498246429356e-16,-2.74163275336472e-16,1.63497687610814e-15,0.000146108686240284,-3.02564125084616e-16,1.45946024111171e-17,-9.99270401730567e-17,-1.8463610522094e-05,1.27164753614203e-16,-2.92615608036847e-16,-1.04300384355685e-16,-6.99888308516356e-07,1.10081081295826e-15,1.53537691935069e-15,7.10705638939583e-16,-8.75703503624078e-17,1.32541438220061e-06,1.31121216470234e-15,-4.2922069454832e-16,1.8682100092425e-15,9.6047349057705e-15,-5.67607195908457e-15,1.62215621996914e-15,-2.18511174321132e-13,-0.0949157995752498
"t100",0.0624944105426769,0.140481763441308,0.0228114661331596,0.00927848917112998,0.00102841189444456,-0.0327012693217736,-0.0154719333151417,0.00021615334131741,-0.04751949565661,0.0419016661064396,-0.000365480454601353,0.00174730080235121,-0.351117079572299,-0.164739803259982,-0.366449706050764,0.00884070957181084,-0.00599630697575639,7.64500263634604e-05,0.155544623551212,-9.68901793937775e-05,0.379122626414886,0.000218265488549138,-0.0772194373308523,-2.4111149124266e-05,-0.00065887284937918,0.000108794345286523,-0.00211287773359439,0.0012896748597918,0.00047983484648618,-0.0300575649256573,-0.00801694581296443,1.27497402978092e-06,0.000236145832972,-2.30711053603857e-05,9.78280548022987e-06,0.00029213334921575,5.33549338207518e-05,0.000304468127374708,-0.0186997407643772,-1.38905345208185e-05,3.04053643879585e-16,1.18715766108943e-16,-4.68918944972766e-05,-8.75047043357862e-05,0.000252653554119172,-0.000180708842594315,-1.3029625345214e-05,-0.00043544466478388,-0.00206026520148642,-0.000216773755429702,-7.6487762247088e-16,0.000255846608605232,0.036732701539229,8.97521782875015e-17,-1.18586771929528e-05,-0.00368159490075103,-1.08422735996091e-16,-3.87191176767712e-06,4.84761945831578e-06,-9.80105124313302e-06,6.04529871239708e-05,2.80022238601974e-07,1.90418357141746e-05,-2.00341118910934e-05,-5.53972738668678e-06,-6.08261416025182e-17,2.2103488392406e-05,2.49750032353206e-05,0.000390406272769372,-3.53194633017242e-16,-0.000256836961025059,1.41462542280636e-06,-2.94987366594758e-05,-6.23858018490725e-16,-0.000555662744622228,-4.94447407116357e-16,1.41215280470529e-15,-1.60020207447288e-06,-6.90593339347148e-17,-0.00339366670787309,-0.000149754526551415,5.24619253928255e-06,2.20994125195639e-07,-1.29917356514265e-15,-1.50581499955273e-15,-1.6958234458141e-16,3.91488760665537e-16,-4.62332844885947e-16,-1.43982048506075e-16,0.000181572969921577,2.27611149582508e-16,-6.41158929449199e-16,-1.92467989694424e-15,-2.22087293622765e-05,-1.15596473609079e-15,6.20378340520865e-16,-1.97690063992519e-15,-8.25441141977262e-07,1.56002626340483e-15,4.72908993823145e-15,-2.25523797477694e-15,-2.15648104144192e-14,1.5340290895378e-06,4.39365048387308e-15,0.707106781186547,-5.11763609056086e-15,1.70162560323751e-15,-3.2270034062729e-15,-2.79439501035177e-15,-2.19773477731038e-13,-0.094915799575252
"t101",0.0624944105426769,0.140481763441308,0.0228114661331596,0.00927848917112998,0.00102841189444456,-0.0327012693217736,-0.0154719333151417,0.00021615334131741,-0.04751949565661,0.0419016661064396,-0.000365480454601339,0.00174730080235119,-0.351117079572299,-0.164739803259981,-0.366449706050764,0.00884070957181078,-0.00599630697575631,7.64500263633487e-05,0.155544623551212,-9.68901793936279e-05,0.379122626414886,0.000218265488549,-0.0772194373308523,-2.41111491243207e-05,-0.000658872849379098,0.000108794345286614,-0.00211287773359443,0.0012896748597919,0.000479834846486,-0.0300575649256574,-0.00801694581296432,1.27497402954159e-06,0.000236145832971939,-2.30711053605325e-05,9.78280548003969e-06,0.000292133349215741,5.33549338202468e-05,0.00030446812737501,-0.0186997407643768,-1.38905345208371e-05,1.20172955424264e-16,4.79538637360982e-16,-4.68918944974483e-05,-8.75047043358486e-05,0.000252653554119273,-0.000180708842594273,-1.30296253451731e-05,-0.000435444664784073,-0.00206026520148606,-0.000216773755429743,-6.95488683431808e-16,0.000255846608605588,0.036732701539229,-3.26618491425827e-16,-1.18586771929526e-05,-0.00368159490075117,-9.87289163294936e-17,-3.87191176806788e-06,4.84761945851283e-06,-9.80105124326564e-06,6.04529871238067e-05,2.80022238126271e-07,1.90418357137124e-05,-2.00341118913669e-05,-5.53972738743638e-06,3.63183743191585e-17,2.21034883924199e-05,2.49750032354958e-05,0.000390406272769424,-2.21457053306861e-16,-0.000256836961025015,1.41462542320621e-06,-2.94987366595729e-05,5.17824754946418e-16,-0.000555662744622995,5.29039443105089e-16,6.55813369179402e-16,-1.60020207475439e-06,2.0364965760668e-18,-0.00339366670786995,-0.000149754526550551,5.24619254087054e-06,2.20994126534125e-07,1.47638399780028e-15,1.11708689114496e-15,8.36656824837874e-16,9.74355847957911e-16,1.52818201536215e-16,2.37483643861225e-15,0.000181572969920133,-6.87810057170573e-16,6.45839397707588e-16,1.85008210025823e-15,-2.22087293667561e-05,1.51689299777398e-15,-3.077417760282e-16,1.74257499385999e-15,-8.25441139977656e-07,6.86711065390848e-16,-2.57584640975796e-15,3.5103923480811e-15,2.1185714927553e-14,1.53402919167832e-06,-2.4183527897577e-15,-0.707106781186548,8.55198527019462e-15,1.9243149392315e-14,-8.48660647090069e-15,6.17759482782047e-15,-2.1697427344616e-13,-0.094915799575247
"t45",0.0630875004143183,0.144868464839271,0.0241769955635029,0.00994418629872835,0.00119716533528014,-0.0491858380141305,-0.0271063315519975,0.000471643579623402,-0.0302677030645504,0.0275848336932141,-0.000249123302599449,0.00117753338269109,-0.221919517795027,-0.100763969772085,-0.219794110058504,0.00527494757070264,-0.00318221468001748,2.38617787835455e-05,0.00573847231061008,0.000124557181177545,-0.520419590814475,-0.00447080630688647,0.275550993613264,-0.000133750793848991,-0.00169863758956422,0.00019516646687379,-0.00349929024784567,0.00205000954207857,0.000727090202519821,-0.043989234436109,-0.0107186258479883,1.63284639259715e-06,0.000301814135548626,-2.89858942173943e-05,1.20222250883538e-05,0.000358041510482546,6.53302873197988e-05,0.000354641639088213,-0.0214163558153778,-1.57528631924311e-05,3.89620342608243e-16,-7.33981215140802e-17,-5.29089586142456e-05,-9.84902996435791e-05,0.000283453064293552,-0.000203324644762218,-1.49377271358504e-05,-0.0004994835301026,-0.00238339857569615,-0.000252237658665019,-1.2737843829682e-17,0.000336594355018649,0.0579623719776939,-3.16368669952811e-16,-8.98060353617269e-06,-0.00571066277442976,4.61587256517994e-17,-3.36398756947379e-06,4.21796957972955e-06,-8.86418221621934e-06,5.50285493888551e-05,2.55510511079777e-07,1.77708845364827e-05,-1.88842498921951e-05,-5.24927478149432e-06,1.20609148975884e-15,2.14663267231189e-05,2.43763649033458e-05,0.000383640227299709,-0.707106781186548,-0.000252415350478201,1.39184841966757e-06,-2.90868282169874e-05,-1.14398012453471e-16,-0.000820890213182572,-1.11562322899655e-15,3.00573505741795e-16,-1.584025521037e-06,6.04523109041261e-16,-0.0033602609568361,-0.000222015266421705,5.19747384385584e-06,2.19031979958436e-07,1.64089787293083e-15,-8.05842320108549e-16,-3.50908694614065e-16,-6.32936538508602e-16,-3.53345328435599e-16,-8.36136715420821e-16,0.000180147862697234,-2.39618477512405e-16,-5.26953537082863e-17,9.28897256217692e-16,-2.20424259056032e-05,1.19475090189009e-16,2.94614036585802e-16,8.99653863567941e-16,-8.19446091023718e-07,1.27011056109415e-15,1.45659630351698e-15,4.65530888266363e-16,1.94747425575496e-16,1.52316882326532e-06,1.28725149210218e-15,-3.09807611046533e-16,2.138681825445e-15,9.93117334511811e-15,-5.86872649703642e-15,1.42320489086894e-15,-2.18547816262603e-13,-0.094915799575251
"t46",0.0630875004143183,0.144868464839271,0.0241769955635029,0.00994418629872833,0.0011971653352801,-0.0491858380141305,-0.0271063315519975,0.000471643579623412,-0.0302677030645504,0.0275848336932141,-0.000249123302599437,0.00117753338269133,-0.221919517795027,-0.100763969772085,-0.219794110058504,0.00527494757070272,-0.0031822146800174,2.38617787835443e-05,0.00573847231061017,0.000124557181177609,-0.520419590814475,-0.00447080630688644,0.275550993613264,-0.000133750793848792,-0.00169863758956438,0.000195166466873631,-0.00349929024784555,0.00205000954207859,0.000727090202519728,-0.0439892344361089,-0.0107186258479883,1.63284639243461e-06,0.000301814135548578,-2.89858942175165e-05,1.20222250883877e-05,0.000358041510482504,6.53302873199428e-05,0.000354641639088597,-0.0214163558153778,-1.57528631928141e-05,-2.59166237462297e-16,-3.23198304877131e-16,-5.29089586145208e-05,-9.84902996433917e-05,0.000283453064293421,-0.000203324644762086,-1.49377271359188e-05,-0.000499483530102072,-0.00238339857569625,-0.000252237658664874,-1.28255542824457e-15,0.000336594355018906,0.0579623719776949,-1.46365789776421e-16,-8.98060353686024e-06,-0.00571066277443003,-2.20823063147792e-16,-3.36398756842e-06,4.21796958002117e-06,-8.86418221521623e-06,5.50285493888655e-05,2.55510512411156e-07,1.7770884536983e-05,-1.88842498913607e-05,-5.24927478231471e-06,-1.27196098079137e-15,2.14663267312934e-05,2.43763648974276e-05,0.000383640227978044,0.707106781186547,-0.000252415350780807,1.39184841112633e-06,-2.90868282003341e-05,3.60974322882765e-18,-0.000820890213182333,1.00941308939497e-15,2.72224747820542e-15,-1.584025519777e-06,-6.93992626459615e-16,-0.00336026095683762,-0.000222015266422239,5.19747384130214e-06,2.19031980969549e-07,-9.54248450852788e-16,3.59891884555224e-16,9.55776500590826e-16,1.91363752974845e-15,1.1661466890348e-16,3.216177324461e-15,0.000180147862697011,-2.45310679772231e-16,1.03818117644752e-16,-1.06950418858331e-15,-2.20424259035945e-05,6.28268421659075e-17,-1.28658194695402e-16,-9.73847419206335e-16,-8.19446091526923e-07,9.29991181357427e-16,5.57523242544179e-16,7.20007385777031e-16,-1.17502800103113e-16,1.52316882035098e-06,8.69128837304841e-16,-3.83209143632646e-16,1.44479263405637e-15,1.08054739770104e-14,-5.89085785767875e-15,2.19168739446829e-15,-2.18314782273766e-13,-0.0949157995752506
