"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102"
"t7",0.0862363060781786,-0.0459613073372963,-0.101304821908899,-0.0540691617326702,-0.12171869561876,-0.0163114228370273,0.00670075522721278,0.00527889134176954,-0.029146693738487,-7.75631800362346e-05,-0.0201107332074083,0.00049192646195031,-1.66474679275541e-05,0.00264967117152765,0.000148156022498147,-0.000235600159842358,-0.00951982059481414,0.0408975565893179,-0.517552149023529,-0.135933743041361,0.174537655049583,0.0026663384811593,0.000341622574160392,-0.000219879532321513,-0.00711049828867421,0.00250021845958508,0.00224374806267511,-0.000519221423981801,3.69984055972839e-07,7.13886659501638e-06,5.41233724504764e-16,0.359949019563634,-0.000216708991014721,3.80838973385827e-06,0.00687331508632525,0.707106781186546,-6.8932724350326e-05,-0.0525411940302725,-2.02583625964294e-05,-0.000139239642710993,0.000125251312310884,0.00466899745992441,0.00090830291453269,2.5949396397583e-05,-0.000388634047149018,0.000383442972183061,-0.00043213706501895,-0.00787916974574057,-0.000275294748115011,-9.75268982378376e-05,0.000164274339194314,3.38946922485577e-05,-2.74488187652771e-05,0.00686984693758966,-1.82738165973543e-16,-1.6552711535159e-15,-2.08081490148878e-16,-1.34602944836688e-05,2.024881578768e-06,1.15762681180667e-17,-4.76573101732057e-16,-2.27693813730475e-05,2.1238054289096e-16,-4.05355303739631e-05,-0.00114106530216649,0.00013038675765391,-6.81666861366431e-16,-3.49049624593905e-16,1.03030967793802e-16,4.6502171708423e-18,8.19121653675235e-06,-4.47960252783394e-06,1.09080595683459e-05,-8.08170999636879e-06,-5.35290396317808e-16,2.73118301945435e-16,2.74602174116307e-16,-2.09859963847144e-16,9.35631372453259e-17,1.15771004667596e-05,3.69889134985529e-06,-9.22904466369587e-06,1.08425274113988e-16,-1.48527069794772e-16,-5.84961629342219e-17,3.0852108370829e-16,3.10393641727544e-16,-2.09298009935239e-16,7.49510993217001e-05,-1.30901673640583e-16,6.40951493185148e-16,-0.00106349975155596,-2.8989551517531e-06,8.28365480965498e-16,5.18156437126126e-16,9.21264288171419e-17,7.27816702773102e-16,-1.68637271966741e-16,-5.15502876327034e-16,2.710817106319e-15,1.1435762250467e-14,-3.13419737392283e-14
"t8",0.0862363060781786,-0.0459613073372963,-0.101304821908899,-0.0540691617326702,-0.121718695618761,-0.0163114228370273,0.00670075522721282,0.00527889134176963,-0.0291466937384872,-7.75631800362504e-05,-0.0201107332074082,0.000491926461950298,-1.66474679275511e-05,0.00264967117152764,0.000148156022498064,-0.00023560015984235,-0.0095198205948141,0.0408975565893176,-0.517552149023529,-0.13593374304136,0.174537655049583,0.00266633848115932,0.00034162257416041,-0.000219879532321578,-0.00711049828867409,0.00250021845958527,0.00224374806267528,-0.000519221423981611,3.69984055306706e-07,7.13886659497136e-06,5.41233724504764e-16,0.359949019563634,-0.000216708991020243,3.80838973360386e-06,0.0068733150863231,-0.707106781186549,-6.89327242205407e-05,-0.0525411940302339,-2.02583625818167e-05,-0.000139239642711051,0.000125251312308555,0.00466899745992309,0.000908302914535161,2.59493963981433e-05,-0.000388634047149624,0.000383442972182918,-0.000432137065019046,-0.00787916974574052,-0.00027529474811518,-9.75268982385478e-05,0.000164274339194567,3.38946922458228e-05,-2.74488187648013e-05,0.00686984693759051,1.86907259742962e-16,1.73090907159089e-15,-4.93551843545027e-17,-1.34602944834038e-05,2.02488157823851e-06,4.56077956252542e-17,4.11605318073654e-16,-2.27693813737907e-05,-2.72889477872053e-16,-4.05355303737266e-05,-0.00114106530216631,0.000130386757653822,-4.80438938153197e-16,5.13107942966568e-16,1.26454190669236e-16,-2.31053584477758e-17,8.19121653789619e-06,-4.47960252706494e-06,1.09080595684795e-05,-8.08170999651791e-06,5.94332819638766e-18,5.1073697020663e-17,-4.19287216277026e-16,4.77090532639679e-16,-2.31154885861916e-16,1.15771004665133e-05,3.69889135109735e-06,-9.22904466361995e-06,5.11202360206887e-17,-6.17408885012013e-17,-7.93128446532094e-17,4.61734903111063e-16,1.88130370720145e-16,-5.42364917324377e-16,7.49510993215524e-05,-4.43151899299396e-16,-6.77438348557226e-16,-0.00106349975155598,-2.89895515182574e-06,2.3162060522949e-16,2.61417362244578e-16,4.41109476378425e-17,8.38839005235573e-16,-2.52577350114115e-16,-1.16255473286638e-15,2.43933894787812e-15,1.11439260184912e-14,-3.01016464539068e-14
"t14",0.0915511527037561,-0.049292819994366,-0.112995131435986,-0.0624810893409378,-0.15333114513168,-0.0227387960193106,0.0122718792647383,0.0100792896563207,-0.191341853492366,0.000358098903017148,0.0620919753226849,-0.000831711748117164,2.35428012724768e-05,-0.00164975757415068,-5.91411902236131e-05,5.66497259557883e-05,0.000121248778294956,0.000148427510978826,-0.00664132585065643,-0.00239333633587817,0.00427819866514656,9.78096014267876e-05,1.35926509490429e-05,-7.68615563326017e-06,-9.70814573725969e-05,5.69448074096509e-06,-1.90222975115493e-05,1.15376299241743e-05,-1.33532619803114e-08,-4.85452316845701e-07,3.39311911901063e-15,-0.040501811194987,0.000542467485886765,-1.764385825227e-05,-0.0339586942151535,2.57194465400653e-14,0.00118806213714694,0.933939209094068,-0.000233947652787942,-0.000725590339555693,0.00032100613066747,0.00842831662265006,0.0016206928054428,4.40832795713992e-05,-0.000628268188494943,0.000619244365210397,-0.000656986019089891,-0.0119078714508635,-0.000403100098517859,-0.000139275735021516,0.000233704743537141,4.79086876151473e-05,-4.54248774494628e-05,0.15056701809674,3.01522747293392e-15,2.45094541898043e-16,8.86146235048793e-17,-1.1916924399773e-05,1.90451251167084e-06,2.29068948826824e-16,-1.45448572827767e-16,-2.11824908174536e-05,-2.3422816182192e-16,-0.000521342687949594,-0.00104541292699436,0.000119404382627537,5.06419009423546e-16,6.64959129373963e-18,1.4672502415486e-16,7.91347931571015e-17,7.23407560705416e-06,-3.90185285913132e-06,9.44023029965534e-06,-6.98837247360258e-06,-6.9137857726993e-17,-8.5536877102733e-18,-2.34706137039254e-16,2.12638263347626e-16,4.4891314394952e-18,9.8255795766896e-06,3.13872528125993e-06,-7.72376542422202e-06,-1.02384501341612e-16,1.94461710334445e-16,-1.15208370486911e-16,3.31242879580623e-16,2.19728381591134e-16,-4.53204691222995e-16,6.15775552221809e-05,-1.67305156687272e-16,-1.42077293795593e-16,-0.0078983635440814,-2.3199506217092e-06,4.43054722867828e-16,2.35281628246707e-16,5.75841395157174e-17,9.87952986341671e-16,-2.27231798175841e-16,-1.3940668173837e-15,2.99835769494302e-15,1.13546979630367e-14,-2.97766687153911e-14
"t38",0.0946392644432626,-0.0512202446065097,-0.119654528460455,-0.0672126431670734,-0.170644294482378,-0.0261702442372729,0.0151050917549319,0.0125068344833215,-0.267222637324179,0.000550563903932011,0.0978954124751325,-0.00139019949237124,4.02919272504603e-05,-0.00330915767598469,-0.000134891773218413,0.000156205460284968,0.00252458624811638,-0.00933232991795357,0.106221631706022,0.0261495992897975,-0.030012016131827,-0.000327704782621365,-3.05518308270538e-05,1.13721921619703e-05,9.26079254507223e-05,-4.7404627947688e-06,1.42382080408582e-05,-7.68979068104317e-06,8.03693746493153e-09,2.39316945646725e-07,-1.59594559789866e-15,0.00991543464633579,-4.1999686508842e-05,9.36455543957972e-07,0.00174424401006096,-1.46822281641279e-15,-3.97809290754306e-05,-0.0310735033727834,3.90598805487942e-06,4.11746992186899e-06,2.67601820212743e-06,-1.75666955759495e-05,-5.83298320503741e-06,-5.37323365959388e-07,1.65387853457076e-05,-1.65337085363286e-05,3.92419663939871e-05,0.000770769471193824,4.1370997024872e-05,2.31950598857338e-05,-4.33225171497054e-05,-1.34867550256105e-05,4.95078409545811e-05,-0.618442186455319,-1.28942813216329e-14,-1.38659880666861e-15,-1.65123548892909e-15,-1.56132990227049e-05,1.49389402947857e-06,-3.30297663926839e-15,1.48259253607953e-15,-1.24782046013474e-05,4.25536230182428e-14,-0.671704464744473,-0.000534235455230892,6.10059377325969e-05,3.10135839622532e-14,3.23784816218963e-15,-1.37592697642864e-15,2.05862204747801e-15,3.48939139433425e-06,-1.85927527817994e-06,4.48163832161285e-06,-3.31632878163121e-06,-5.98805393564288e-16,-1.28267479218735e-15,-7.55019273163651e-17,-1.65827431495611e-17,4.07631574031447e-16,4.64426373714033e-06,1.48359498615921e-06,-3.66394792004055e-06,1.79737629945768e-16,-3.44205778859471e-16,2.85991983031447e-16,1.191643974862e-15,8.49466958360527e-17,-4.0711923064359e-16,2.9998307572248e-05,1.68823985102482e-16,-1.56565333381407e-15,-0.0315627311398435,-1.02666835005618e-06,-1.44713570299389e-15,4.81259385509672e-16,2.50241208968112e-17,-4.4499753578163e-16,-3.58757379035664e-16,-3.14949855343387e-15,1.98811738696529e-15,1.12998720005192e-14,-3.01524009928462e-14
"t39",0.0947310249315493,-0.0512774685147584,-0.119851651761193,-0.067352362872851,-0.171152983670994,-0.0262705936982164,0.0151872291537599,0.0125771418214598,-0.269391526358188,0.000556014689003829,0.0989071550054342,-0.00140590475608973,4.07620539798736e-05,-0.00335521874489114,-0.000136978669359847,0.000158923129125538,0.00258794394880388,-0.00958063804969929,0.109163858741667,0.0268915642428056,-0.0308989818421423,-0.000338552446652363,-3.16627488420537e-05,1.18427134922836e-05,9.71613531097749e-05,-4.98828837244559e-06,1.50210156694471e-05,-8.13754357187682e-06,8.53010885060526e-09,2.55674336346857e-07,-8.2572837456496e-16,0.0109512696464421,-5.17831084231595e-05,1.22573394349461e-06,0.00229664787295247,-1.36088516437516e-15,-5.73291695339479e-05,-0.0448496642249365,6.93796787228863e-06,1.23344365403959e-05,4.88218955075482e-07,-1.17489960296076e-05,-3.95220810250467e-06,-3.82553263021277e-07,1.22926863732282e-05,-1.22990647562798e-05,3.05610916816217e-05,0.000602844183050134,3.31070724840934e-05,1.89436739917952e-05,-3.55221501355367e-05,-1.12086240615057e-05,4.22079460938509e-05,-0.531725685979912,-1.20364372793152e-14,-7.46253817070239e-15,-1.02749341763026e-15,-1.36236229812187e-05,1.31297148889836e-06,1.66367404541158e-15,-2.7566178268389e-15,-1.04015549171206e-05,-4.63082404570795e-14,0.73977037414847,-0.000520550922956632,5.92790967673168e-05,-3.51974474518667e-14,-3.7292512619922e-15,1.9917628841099e-15,-1.77498017377451e-15,3.27152906140266e-06,-1.74523045039772e-06,4.21061824729423e-06,-3.11618860799109e-06,-2.31457791235227e-16,1.18880801195942e-15,4.43468308419881e-16,7.15704987685049e-16,4.13337070056527e-17,4.37928279115144e-06,1.39900027350749e-06,-3.46629028584399e-06,-3.07233024956876e-16,-5.77910401258502e-16,-6.89578789288475e-16,2.07211181208317e-18,5.67554812867653e-16,-5.23078064420124e-16,2.85993660854076e-05,-2.38641634041509e-17,-2.95245436572672e-15,-0.0349828661445976,-9.61720343811822e-07,1.58171969264572e-15,4.06057499358676e-16,4.63801996325032e-16,1.05433624317952e-15,-6.4056687889175e-16,-6.8065489593237e-16,2.64682957040425e-15,1.11233502508478e-14,-2.96778213174796e-14
"t72",0.0955317999707258,-0.051776952274737,-0.121573508293221,-0.0685735093667806,-0.175604143154958,-0.0271496185640136,0.0159081015488668,0.0131943191986329,-0.288482597947714,0.000604079947058076,0.107832485027014,-0.00154457790852161,4.49145563675108e-05,-0.00376286658350685,-0.000155471524686586,0.000183041386714996,0.00315309507067365,-0.0117974713841523,0.135447190941442,0.0335220543663184,-0.0388301671518315,-0.000435720924252075,-4.16284188976287e-05,1.60721516902927e-05,0.000138201889740171,-7.22408748979661e-06,2.20887061802716e-05,-1.21836756746922e-05,1.29901852966843e-08,4.03840859018105e-07,-1.31838984174237e-16,0.0203878496231969,-0.000141611622327688,3.88668052094169e-06,0.0073786937908722,-4.45315755565161e-15,-0.000219033031684329,-0.171797170063527,3.49288591619432e-05,8.8308625492543e-05,-1.98089748917717e-05,4.24001343858862e-05,1.35556276120668e-05,1.05895273970599e-06,-2.7275313568472e-05,2.71625815453604e-05,-5.03726945534036e-05,-0.000962805032502256,-4.39428387956523e-05,-2.06808336629103e-05,3.71698170886413e-05,1.00042680146945e-05,-2.54533672729955e-05,0.26896349112686,5.73701651684941e-15,1.8434098807471e-15,6.6929746708132e-16,4.43132222535131e-06,-2.6734504506901e-07,5.47649955303529e-16,8.80488538048171e-16,5.25145016562143e-07,1.07863101607665e-15,-0.0171257564379425,-4.79263934210769e-06,6.32325430984068e-07,3.28428943279002e-15,8.86002889114478e-16,-1.12648980540582e-16,3.67376621584962e-16,3.3304873670823e-07,-2.12534660173221e-07,5.36189957966155e-07,-3.98393161641063e-07,7.50581673922114e-16,2.09899137377194e-15,4.73248970754258e-17,-1.94531488331274e-15,-2.12375522348056e-16,5.24287061086076e-07,1.67031602121656e-07,-2.21461634598437e-07,8.50059106169726e-16,-6.37974686096874e-16,1.30792606533547e-15,-4.29058891182125e-15,-1.02212965984349e-15,-1.1793579832184e-15,-1.35490346153727e-05,-5.5951576002727e-15,4.96113062797779e-14,0.84165712330196,-2.99430517143881e-06,-9.39461366185284e-15,-4.87665693731488e-15,-3.57729750520553e-15,6.59237346106951e-15,5.14139742317064e-16,4.36348296408775e-15,1.80462966963526e-15,1.10837197599741e-14,-3.23286639119133e-14
"t73",0.095784506496318,-0.0519343694342178,-0.12211362075657,-0.0689551179677365,-0.176984436764427,-0.0274202726945457,0.0161272265869766,0.0133816551568117,-0.294170062287018,0.000618220330770333,0.11045046132634,-0.00158499226917898,4.61217983724665e-05,-0.00387969959354115,-0.00016072225006883,0.000189813654732186,0.00330564086330449,-0.0123916960807599,0.142458201858475,0.0352855003577837,-0.0409288930471282,-0.000461063816737037,-4.41956068762951e-05,1.71427240874079e-05,0.000148342174233829,-7.77170315514376e-06,2.38073546792747e-05,-1.31594847355247e-05,1.4057718867558e-08,4.38757142772332e-07,2.77555756156289e-17,0.0224822001403598,-0.000159727809339051,4.40965318868475e-06,0.00837543415677807,-4.99359301741118e-15,-0.000249981107088503,-0.196085338271477,4.01273195724893e-05,0.000102042262202543,-2.32279146199077e-05,5.06755060254829e-05,1.62173277172763e-05,1.27275131499923e-06,-3.29667265297656e-05,3.28346806280267e-05,-6.14368825357174e-05,-0.00117553387294602,-5.40113785469355e-05,-2.56195340935553e-05,4.6129502466578e-05,1.25043486870855e-05,-3.24423904830551e-05,0.346101541703627,7.83831705694144e-15,4.03023751982612e-15,7.02017303293857e-16,5.84757495997322e-06,-3.62352498965172e-07,5.53291949609551e-16,1.07632897647968e-16,7.56173718160211e-07,1.21187812622523e-15,-0.025093175046123,-7.20509448166874e-06,9.51880356909513e-07,1.69361890842062e-16,1.18553749569505e-16,-4.22678513429879e-16,-4.37030318103213e-16,5.83918876664561e-07,-4.12686009013543e-07,1.11131604681378e-06,-8.33699793822593e-07,3.7855506073937e-16,-3.03135635358213e-15,-5.19989606629915e-16,-2.14051323896221e-15,-9.26594693705624e-16,1.55221462278882e-06,4.97143772301175e-07,-1.52217636143225e-06,-1.7394506445941e-15,1.928231726578e-15,-6.99099313977264e-15,0.70710678118655,-2.82226015035497e-15,1.24331732243955e-14,2.15692421734635e-05,2.90904489079014e-15,-2.30362983300563e-14,-0.380346169642557,6.95195693479633e-07,7.49739543570123e-15,1.12914388647399e-15,1.20525114042439e-15,-2.23723409122999e-15,-4.60799160521873e-16,-3.9674691346069e-15,3.15471820718165e-15,1.13057603211988e-14,-3.11069321153112e-14
"t74",0.095784506496318,-0.0519343694342178,-0.12211362075657,-0.0689551179677365,-0.176984436764427,-0.0274202726945457,0.0161272265869765,0.013381655156812,-0.294170062287018,0.000618220330770261,0.110450461326341,-0.00158499226917913,4.61217983725333e-05,-0.00387969959354117,-0.00016072225006888,0.000189813654731764,0.00330564086330442,-0.0123916960807598,0.142458201858474,0.0352855003577842,-0.0409288930471279,-0.000461063816737071,-4.41956068763414e-05,1.71427240874333e-05,0.000148342174233963,-7.77170315529587e-06,2.38073546791713e-05,-1.31594847357329e-05,1.40577189020356e-08,4.38757142516907e-07,-7.42461647718073e-16,0.0224822001403598,-0.000159727809339289,4.40965318888978e-06,0.00837543415677785,-5.07685953406981e-15,-0.000249981107087909,-0.196085338271477,4.01273195723897e-05,0.000102042262202631,-2.322791461996e-05,5.06755060256683e-05,1.62173277173875e-05,1.27275131438519e-06,-3.29667265298228e-05,3.28346806281189e-05,-6.14368825362715e-05,-0.00117553387294614,-5.40113785468497e-05,-2.56195340934485e-05,4.61295024663941e-05,1.25043486874354e-05,-3.24423904829767e-05,0.346101541703627,7.05862780893758e-15,2.53924269220891e-15,7.82090243021537e-16,5.84757495997129e-06,-3.62352498364483e-07,-7.65355875109672e-17,3.29677811545629e-16,7.56173717350781e-07,1.41136054001468e-15,-0.0250931750461241,-7.20509448121508e-06,9.5188035737996e-07,-3.36743683260938e-16,-4.22679974933912e-16,-5.06609455340087e-17,-2.98252434758634e-16,5.83918879095735e-07,-4.12686008484567e-07,1.11131604759916e-06,-8.33699794443095e-07,-1.09249048731348e-15,1.89525831810634e-15,-1.86922703235715e-16,4.40980260632623e-15,8.669957512518e-16,1.5522146242801e-06,4.97143785769575e-07,-1.52217636008238e-06,1.15834474135977e-15,-1.53833735783334e-15,5.87371609185385e-15,-0.707106781186545,4.91454896768869e-15,-1.20576527850569e-14,2.15692421765862e-05,1.46575496766405e-15,-2.08436078564216e-14,-0.380346169642565,6.9519569332806e-07,2.42506399194517e-15,4.26899005860632e-15,2.24146362599076e-15,-1.09925549099018e-15,-4.743664787512e-17,-3.43490902748196e-15,2.76377085694475e-15,1.17212165472433e-14,-2.93210342964778e-14
"t19",0.0858340114002091,-0.0456768161268873,-0.0998652263689164,-0.0527430987115875,-0.114022425126887,-0.0140799390840557,0.00312981952447499,0.00197867734046276,0.315180817208104,0.0135138317367058,0.259857101626805,0.00832529365889457,-0.00170459287086594,-0.0110005692612219,-0.000314544398356359,0.000275334222580066,0.00177988480702903,-0.00504163598365555,0.0445769489334827,0.00898791708142872,-0.0062170529115277,8.22477197062361e-05,2.38640514926413e-05,-2.32812116314134e-05,-0.000463942477932036,0.000335046594064049,0.000303108753163684,-6.98706419141673e-05,4.90278508849138e-08,8.83377758797101e-07,1.12410081243297e-15,0.00189355101016191,1.17395810760393e-05,-4.41838899049192e-07,-0.000821567177326346,-2.87110236191891e-17,3.35720010908447e-06,0.00224287753621442,1.18628218331406e-05,9.07191953557469e-05,-0.0001501792313494,-0.00939614719917491,-0.00320881170947571,-0.000119570607536499,0.00291587599712443,-0.00291588478725942,0.0209170218396696,0.879962861625703,-0.00473344860891541,-0.000778278579584238,0.00117937526260944,0.000178706563497558,-9.11104723066933e-05,0.00440427489917169,-5.64531087757347e-16,-2.50679512976012e-17,4.75893926342844e-16,-3.24401191062049e-05,4.25925978163264e-06,1.23500507705439e-16,1.01427374319917e-16,-4.26125298804504e-05,-7.71384802627043e-17,-1.84830602581549e-05,-0.102722178946633,-0.000558170668070777,-2.18283606485591e-15,-8.4745576108758e-16,4.68615172985214e-17,-4.14964089436771e-16,1.11021795290614e-05,-5.91792367231163e-06,1.42236019797703e-05,-1.05201317930721e-05,3.55627453690755e-17,3.57492599508066e-16,4.72832097190136e-17,-1.78455454547625e-16,-1.54032106864661e-16,1.44959705548747e-05,4.62976906117127e-06,-1.12237010484885e-05,2.49922690420817e-17,1.14067611946352e-15,-1.73904600517981e-16,4.32877804239502e-16,2.77060505424515e-16,-5.16904163760822e-16,8.74836900260467e-05,2.08758117495587e-17,-1.17760412182477e-15,-0.000327270152428529,-3.29962851956949e-06,5.62412819660586e-16,3.14399961961345e-16,-2.08330366010975e-17,1.20149638762673e-15,-1.69944560961285e-16,-1.71248978116553e-15,2.3533843593014e-15,1.09697024131448e-14,-3.04699846724998e-14
"t47",0.086694109383929,-0.046204686760421,-0.10157258887722,-0.0538839253391385,-0.117578686106113,-0.014647768721327,0.00331058313454689,0.00209695198673795,0.342801953297155,0.0149743999740865,0.289253875655463,0.00936093426810289,-0.00192410391261982,-0.0127143002945291,-0.000369538087246728,0.00033012692855497,0.00231647284463395,-0.00666889685567579,0.0596617883311579,0.0121172871500177,-0.00848917416125142,0.000116714983099682,3.50927133973701e-05,-3.61814654434625e-05,-0.000786792459049957,0.000588645660775195,0.000549280092802208,-0.000131465258353745,9.56945669733584e-08,1.87382999109919e-06,-1.66533453693773e-16,0.0064774555994587,-0.000137906111675204,2.08248420081576e-06,0.00368540562059431,4.00816154148307e-17,-9.40517436397712e-06,-0.00625032443488832,-2.19376186918862e-05,-0.000124813193822643,0.000112838286155714,0.00364152989022512,0.00120321561476589,3.84192808125786e-05,-0.000775610380224822,0.000772249491014858,-0.00406926039363121,-0.164814770203814,0.000693597643258341,8.35650073270913e-05,-0.00011732627100811,-1.28707006630423e-05,1.85441320970735e-06,-2.36048351552024e-05,3.68745255569032e-16,3.0714412809571e-15,9.60898735581208e-17,-2.50675506597782e-07,-8.76992138858987e-08,5.40674755461386e-16,3.81571586377335e-16,1.84156001447296e-05,-3.52836914740198e-16,1.68315209016059e-05,0.848848202707043,0.00652147561635473,1.71652940132168e-14,4.73770005416018e-17,-2.98599905896849e-16,3.28811800872566e-15,8.85856763817011e-06,-4.18925288338154e-06,9.7346874619516e-06,-7.1736678078244e-06,5.35340213752421e-16,-2.03315001696869e-15,-9.42876379347399e-16,2.35029091732208e-15,-3.76412005487424e-16,9.38043637710291e-06,2.99510169203102e-06,-7.16016084603502e-06,-1.21953107099027e-16,6.91915694923517e-17,-2.31961948588905e-16,5.78683697588153e-16,3.13729905691417e-16,4.55205675496883e-17,5.58758667211501e-05,-2.4007385268627e-18,5.77114186247578e-16,-0.00021042739041056,-2.12868695299434e-06,2.1616020256435e-15,2.36013509037179e-16,-2.04271351217157e-16,6.03690431673525e-16,-3.15974322477471e-16,-3.95806974517265e-16,2.69004134470702e-15,1.15393717744806e-14,-3.18524536880645e-14
"t67",0.0870195870377047,-0.046404295054916,-0.102216502988233,-0.0543132606266453,-0.118911169305866,-0.0148596598413751,0.0033775340355858,0.00214072145324998,0.352910401443785,0.0155048540377719,0.299910867141074,0.00973488609593139,-0.00200324555813047,-0.0133266422054332,-0.00038907114421558,0.000349449175934743,0.00250076031696882,-0.00722509273860351,0.0648002971810194,0.0131810745135246,-0.0092588038114624,0.00012827004612018,3.88233579525855e-05,-4.04120552705367e-05,-0.000890732174529858,0.000669734335795772,0.000627545592094057,-0.000150919176787077,1.10343706841848e-07,2.18078353733675e-06,-7.28583859910259e-16,0.00782577955252619,-0.000177970729450861,2.73968711969288e-06,0.00485609685988752,-4.0064405793246e-16,-1.26294607251518e-05,-0.00839523070396653,-3.01771523988526e-05,-0.000175606878911606,0.000169104234720697,0.00602245466261952,0.00200132537247852,6.56999776954677e-05,-0.00137491333502689,0.00137012234180013,-0.00768948429265655,-0.313967621670382,0.00139403118015325,0.000180212627051093,-0.000257504341504619,-3.04393185166116e-05,5.74070395760622e-06,-8.79227294509011e-05,2.0493171055466e-17,-6.85977239219964e-16,-4.26898395028962e-16,-2.47197687107198e-06,7.03591361013973e-07,-8.391993045916e-16,-3.37833552540363e-16,-1.87923811865497e-05,1.65874455629557e-17,-1.20532270460693e-05,-0.366631751601867,-0.00274274280794202,-8.34222749853188e-15,8.11399477013861e-17,3.22703128671251e-16,-9.77251056983495e-16,1.2637833252312e-06,-1.09777438060159e-06,3.00771884707679e-06,-2.25769318691515e-06,-4.49195572981416e-17,2.84594407087319e-15,-5.59558893881497e-16,4.73283750605733e-15,8.83200459764635e-16,4.01094495906574e-06,1.28348796357354e-06,-3.55899630086807e-06,-7.41514184920398e-14,-0.707106781186549,-1.15125429092213e-14,1.43503654314567e-15,1.8308573414508e-15,5.73475379827128e-16,3.24301040433185e-05,3.29941969348456e-17,4.6177858248971e-15,-0.00012944194954262,-1.33604551843174e-06,-8.96383836486424e-16,4.30921790040331e-16,-4.60608979606113e-16,2.4378234568077e-15,-1.02063407544964e-16,-2.7109606864561e-15,2.15292969769611e-15,1.11945178816807e-14,-3.0914481431671e-14
"t68",0.0870195870377047,-0.046404295054916,-0.102216502988233,-0.0543132606266453,-0.118911169305866,-0.0148596598413751,0.00337753403558578,0.0021407214532499,0.352910401443785,0.015504854037772,0.299910867141074,0.00973488609593135,-0.00200324555813055,-0.0133266422054333,-0.000389071144215681,0.000349449175934806,0.00250076031696887,-0.00722509273860365,0.0648002971810195,0.0131810745135246,-0.00925880381146243,0.000128270046119861,3.88233579525988e-05,-4.04120552704605e-05,-0.000890732174529722,0.000669734335795713,0.000627545592094287,-0.000150919176786914,1.10343707280733e-07,2.1807835370813e-06,-7.21644966006352e-16,0.00782577955252619,-0.000177970729450804,2.73968711972387e-06,0.00485609685988751,-1.97681405554556e-16,-1.26294607244085e-05,-0.00839523070396631,-3.01771523988529e-05,-0.000175606878911374,0.000169104234720628,0.00602245466261865,0.00200132537247876,6.56999776942135e-05,-0.00137491333502711,0.00137012234180001,-0.00768948429265681,-0.313967621670385,0.00139403118015334,0.000180212627050974,-0.000257504341504709,-3.04393185177284e-05,5.74070395728247e-06,-8.79227294517012e-05,-2.2975401587651e-17,-2.00436708097032e-15,-3.08551455973888e-16,-2.47197687084118e-06,7.03591360918082e-07,2.69272045816345e-16,-4.7666300399085e-18,-1.87923811841441e-05,2.89071798332542e-16,-1.20532270461425e-05,-0.366631751601868,-0.00274274280794296,-7.12098217143447e-15,3.10123446531474e-16,1.60852003806665e-16,-1.88624615477693e-15,1.26378332041794e-06,-1.09777438069408e-06,3.0077188478899e-06,-2.25769318646397e-06,-1.04412030554085e-15,-5.12480578674911e-16,1.13353121690685e-15,-6.59837623902319e-15,-2.201144602832e-16,4.01094495834277e-06,1.283487966474e-06,-3.55899634885906e-06,7.45033203780857e-14,0.707106781186547,1.17396905434759e-14,-7.79345713987132e-16,-1.13222141979788e-15,-1.23757592032854e-15,3.24301040430665e-05,-8.49112687027361e-16,-3.7366424354072e-15,-0.000129441949541698,-1.33604551927332e-06,-7.29850382792687e-16,1.81121245338293e-16,1.02826795102671e-15,-1.02815404819487e-15,-5.93697380926451e-17,1.59139304547587e-16,2.8555141015083e-15,1.1345015795898e-14,-2.81111682942469e-14
