"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101"
"t100",-0.0794427794436008,0.0715195980133408,0.167171761919001,-0.00358678070705762,-0.0827723000834398,0.0755131492893448,0.012748454729116,0.000149971563166132,-0.000214329844781585,-7.53882907158601e-05,-0.000140371641708561,0.303988959273562,-0.0196163863126763,-0.000181775305375758,0.0163729249874227,3.91605325447067e-05,0.0246044341161579,-0.000173860546380719,0.000130405078781191,-0.0110816439311439,-7.92514323104787e-05,-3.19455408195006e-06,-0.00174973862425433,0.0183883111078989,-0.000437740757200934,0.211287529551037,-2.51691062844264e-05,0.00302822264873339,-0.000312281788420078,-0.00449298731199033,6.41229286466316e-05,7.35498527592361e-05,-1.37855315546395e-06,-0.000330953646881803,-0.000295088670999225,0.0149348302483914,0.0371086654300787,8.05214056602562e-05,2.72259942899222e-06,-0.000269615806365435,0.000214934640563678,0.000149777603521766,-0.00458711336360906,0.545317730947927,2.5652927136907e-16,-9.95008262482317e-05,0.000335138592696336,0.000125831895236985,-7.0423689627656e-17,-1.14063092801297e-15,0.000111965493258032,0.00503096249620683,5.82883769307934e-06,-2.62780273409258e-08,1.20042864537595e-15,-1.00777354511259e-05,2.14718619846312e-17,-0.000555338204021088,0.000100096658010547,-0.0132283730322719,3.99632607412858e-06,6.96103124906578e-16,2.37891291759049e-05,1.11514640375344e-16,2.48006252665751e-16,3.39307173726853e-07,0.00016707843156802,7.84876665538237e-05,-0.000103316525673852,-9.10595486936966e-07,5.81072322278918e-16,3.80552881035672e-16,1.43543064953059e-16,1.42327523281694e-17,-9.5059494507533e-16,1.8703285220735e-06,-4.34517669734235e-16,8.26847322738923e-06,2.75194433869956e-15,1.93905670807832e-15,-3.51877868128356e-16,-9.74041016024349e-16,4.21677341127166e-05,3.23486860726929e-06,-5.85123847644501e-16,-5.14505923418635e-16,6.90607476596159e-16,-2.41832510872121e-16,-1.9671763224477e-16,4.39395563772654e-16,-8.3959730847218e-16,-5.26801140067391e-16,-5.73332618270161e-16,-1.28132476925511e-16,1.7078545890612e-15,1.31225490864501e-15,2.5724429905314e-15,6.17752249874317e-15,8.00480114932862e-15,-0.707106781186546,-0.0995037190210128
"t101",-0.0794427794436008,0.0715195980133408,0.167171761919001,-0.00358678070705758,-0.0827723000834398,0.0755131492893448,0.012748454729116,0.000149971563166088,-0.000214329844781626,-7.53882907157981e-05,-0.000140371641708724,0.303988959273562,-0.0196163863126762,-0.000181775305375726,0.0163729249874227,3.91605325446976e-05,0.024604434116158,-0.000173860546380714,0.000130405078781151,-0.0110816439311437,-7.92514323104389e-05,-3.19455408189145e-06,-0.00174973862425429,0.0183883111078989,-0.000437740757200878,0.211287529551037,-2.51691062844576e-05,0.00302822264873339,-0.000312281788420106,-0.00449298731199037,6.4122928646514e-05,7.35498527591944e-05,-1.37855315551259e-06,-0.000330953646881502,-0.000295088670999346,0.0149348302483914,0.0371086654300785,8.0521405660094e-05,2.72259942878333e-06,-0.000269615806365179,0.000214934640563543,0.000149777603521491,-0.00458711336360931,0.545317730947927,4.78573876294011e-16,-9.95008262481263e-05,0.000335138592696616,0.000125831895236985,-1.40251004689233e-16,-1.62635350128648e-15,0.000111965493257979,0.00503096249620642,5.82883769309126e-06,-2.62780275907259e-08,1.86656246015104e-15,-1.00777354506073e-05,-2.463120763332e-17,-0.000555338204021185,0.000100096658010331,-0.0132283730322742,3.99632607429936e-06,1.18932707439988e-15,2.37891291761013e-05,-3.98904107315824e-16,2.51810553513718e-16,3.39307173640661e-07,0.000167078431569133,7.8487666553942e-05,-0.000103316525673239,-9.10595487035317e-07,-2.16900302790204e-16,-1.68559249212248e-16,1.9359539788471e-17,3.09396595555654e-17,1.31148496425934e-15,1.8703285226555e-06,5.7634057958994e-16,8.26847322687356e-06,-9.0485274865955e-16,-1.36385679018162e-15,5.05065760095308e-16,-1.20996340875719e-15,4.21677341108327e-05,3.23486860725242e-06,1.63997263015194e-16,2.9040576996747e-16,-5.98270057452386e-16,-2.41832535563633e-16,-2.82399896468392e-17,3.80023328537146e-16,6.72956414699393e-16,-2.19345627839659e-16,2.73212384268974e-16,3.85345671864115e-16,-2.35129493002052e-15,-2.39837005064768e-15,-1.80882862424241e-15,-1.02176484292783e-16,-5.58988547168035e-15,0.707106781186549,-0.0995037190209907
"t29",-0.0787858478713683,0.0703674174031181,0.162784314565577,-0.00346001150533488,-0.0793000368631359,0.0720494555333039,0.0121181716590897,0.000142450763740589,-0.000201539974763393,-6.98656789303107e-05,-0.000129049543154803,0.278091902076258,-0.0178984317146564,-0.000163495063555836,0.0142418031671459,3.35799399881772e-05,0.0207518020225842,-0.000145697189511207,0.000105064521389927,-0.00866525578706073,-6.12533722693305e-05,-2.45261955591329e-06,-0.00133870059280352,0.0139904349827451,-0.000309057897511967,0.145693800361551,-1.65485369580048e-05,0.00192903931007372,-0.00019434219992705,-0.00271159538924839,3.83406640004536e-05,4.12905618022302e-05,-7.12022846149562e-07,-0.000165114310996964,-0.000133985995389598,0.00606451281225321,0.0147840972793713,-1.38316032135349e-05,-5.12524120551449e-07,9.03874911471836e-05,-8.4209782284748e-05,-7.49018020624611e-05,0.00235272627661558,-0.304073267053101,5.10908879548589e-16,0.000131932087226196,-0.000518899632581448,-0.000205706971116717,-7.15757157721307e-16,6.38427956842062e-16,-0.000387958871901541,-0.222682901313988,3.22127210788283e-05,-1.05193409894247e-07,-5.64132074387658e-15,-2.82605154047378e-05,1.65937719531285e-16,0.000183114243832645,-0.000340452514382927,0.83587881505653,1.47634311053789e-05,8.95919586891286e-15,6.46649802614643e-05,-7.80293343376463e-16,-4.80568917485601e-16,8.56428913744088e-07,0.00041400691142147,0.00018770628842812,-0.000239250749564553,-1.9437588825779e-06,3.81183829031878e-16,7.113737946281e-17,-1.28727266524643e-16,2.62335467588238e-16,4.90568800592308e-17,3.59699216737919e-06,5.00494391376862e-16,1.55084870206425e-05,1.84555773096768e-15,8.31450784971192e-16,2.03224562886915e-16,1.21917360798319e-15,7.60787863778406e-05,5.83632598845338e-06,1.73293395498714e-16,-5.88304344852801e-16,-4.9364099103096e-16,-1.93248897348214e-16,9.20433964880446e-17,7.88646791049178e-16,3.46964594195642e-16,-4.48982369644905e-16,-4.80373387249935e-16,2.23410132198539e-16,-3.87717935737075e-16,-7.89713238909975e-16,3.73188377312824e-16,1.82175542129795e-15,1.54507715981393e-15,2.84031732354931e-15,-0.0995037190209989
"t31",-0.0788634108826914,0.0705019575556431,0.163289318858594,-0.00347441438337577,-0.0796908095696703,0.0724370656481059,0.0121883409674243,0.000143287194195547,-0.000202942834188001,-7.04594756810344e-05,-0.000130253651435774,0.280827575393645,-0.0180792662287069,-0.00016538217881997,0.014452099694675,3.41201856628207e-05,0.0211166255210846,-0.000148341413766895,0.000107323220240627,-0.00887237325344141,-6.27728603575004e-05,-2.51471615569521e-06,-0.00137294791023668,0.0143542258829759,-0.000318729455855032,0.150478371447436,-1.71408267496526e-05,0.00200164267685234,-0.000201910545354905,-0.00282167084879065,3.99157173585231e-05,4.31157613937864e-05,-7.46144781361313e-07,-0.000173261873531844,-0.000141071794114698,0.00640739599785627,0.0156284277342725,-1.51006247628417e-05,-5.59961654859644e-07,9.93715568321316e-05,-9.27870362911927e-05,-8.2865985477515e-05,0.00260408603216869,-0.337090646310219,2.10044826931653e-16,0.00014940859804225,-0.000590366792513398,-0.000234428458104615,-1.91476226852302e-16,1.19470609178584e-15,-0.000452680912829716,-0.271412804384075,4.26033785732765e-05,-1.46279284178596e-07,-1.20736753927986e-15,-4.40128703515607e-05,-9.1600252538745e-17,-0.00218755353455461,0.00050345543002081,-0.387434972976978,6.53811583412662e-06,0.707106781186542,4.22391540875351e-05,-2.85378450322575e-15,3.94577368124657e-16,5.99937601990908e-07,0.000294701556185388,0.000137590425792211,-0.00017980308341778,-1.54528388674301e-06,1.98062676823903e-16,9.44750532760039e-16,-2.82505924520786e-16,-5.64104630404534e-16,-4.10922704278511e-16,3.03334508458702e-06,-6.12203045674577e-16,1.32390244364863e-05,1.71155435541703e-15,2.52735790438063e-16,5.41787306592635e-17,-8.68445171461901e-16,6.60980657111527e-05,5.07066472555383e-06,6.75848933756877e-16,-2.04544317876907e-15,-3.11781678977036e-16,-3.06855208668388e-16,-1.37287791544345e-16,8.66962991629653e-16,3.36284778493149e-17,-2.94612028648656e-16,-1.31515132149519e-17,7.71985167216016e-16,-3.07000104253927e-16,-6.75352846706584e-16,4.35633313262307e-16,4.21983513587599e-15,2.25182670558278e-15,8.2942761969871e-16,-0.0995037190209976
"t32",-0.0788634108826914,0.0705019575556431,0.163289318858594,-0.00347441438337583,-0.0796908095696703,0.0724370656481059,0.0121883409674243,0.000143287194195564,-0.000202942834187971,-7.04594756810748e-05,-0.000130253651435733,0.280827575393645,-0.0180792662287069,-0.00016538217882007,0.0144520996946749,3.41201856629865e-05,0.0211166255210846,-0.000148341413766915,0.000107323220240668,-0.00887237325344153,-6.27728603575129e-05,-2.51471615570726e-06,-0.00137294791023685,0.014354225882976,-0.000318729455855053,0.150478371447435,-1.71408267497601e-05,0.00200164267685227,-0.000201910545355202,-0.00282167084879034,3.99157173584656e-05,4.31157613939398e-05,-7.46144781268394e-07,-0.000173261873532185,-0.00014107179411445,0.0064073959978567,0.0156284277342723,-1.51006247631974e-05,-5.59961655672047e-07,9.93715568317847e-05,-9.27870362917582e-05,-8.28659854772562e-05,0.00260408603216904,-0.337090646310216,-1.43838762168231e-16,0.000149408598041763,-0.000590366792513264,-0.00023442845810423,-5.24543113410122e-16,8.54700290494383e-16,-0.000452680912829766,-0.271412804384073,4.26033785727483e-05,-1.46279279016059e-07,-8.32667268468867e-17,-4.40128703522962e-05,7.89484234136898e-18,-0.00218755353454813,0.000503455430024451,-0.387434972976961,6.53811589743429e-06,-0.707106781186553,4.22391540911671e-05,3.63668353314518e-15,-2.7316575959733e-17,5.99937596999189e-07,0.000294701556185819,0.000137590425791808,-0.000179803083416185,-1.54528388559383e-06,-3.98682190529038e-16,-7.42599474377668e-16,-1.24004227323181e-17,2.55585096722597e-16,4.35622351016884e-16,3.03334508282596e-06,5.68247152758814e-17,1.32390244372678e-05,8.71948193044251e-16,-1.31545423184508e-15,-2.47663151621385e-16,-7.85178444615037e-16,6.60980657109724e-05,5.07066472466911e-06,-2.78248644409233e-16,1.60441501510693e-15,-2.25085188775762e-16,1.92745148153909e-16,-1.09956729533621e-16,1.60688664230059e-16,3.7994408884305e-17,-4.54506358836279e-16,-3.86117050752002e-16,-3.3823785754626e-16,-2.61914791708348e-16,-9.57703688361638e-16,1.16150366451129e-16,2.97430368012655e-15,1.5026456002773e-15,1.13873184191405e-15,-0.0995037190209978
"t4",-0.0728664691560184,0.0599991250379407,0.123402597123448,-0.00232616923680885,-0.048362815020858,0.0412837629569866,0.00653992251430578,7.59441005769908e-05,-9.04638958700521e-05,-3.26694403204743e-05,-8.98819145018628e-06,0.0235124615880881,-0.0012897324230687,6.93968061576085e-06,-0.0051190149826971,-1.67066105055181e-05,-0.0136215423696677,0.000104535565676146,-0.000113080849829345,0.0114273102995352,8.58671685273072e-05,3.54610298619794e-06,0.00196457726359577,-0.0209916045545439,0.000487944922677046,-0.197474175044226,1.30011098639624e-06,0.00387659295149489,-0.00096260060012741,-0.0360552650912944,0.000693327233680158,-0.00737786565467259,3.12579466659635e-05,0.00685870523430306,0.0059938993160223,-0.347663171952723,-0.892034951071185,0.00051888880437293,1.62994476875727e-05,-0.00078995179500396,0.000444875338290309,0.000105425851212649,-0.00257336454695141,0.0475065597058318,-5.21749361417192e-16,0.000505088845875844,-0.00248030081092048,-0.000807896639791332,3.12035092371505e-16,7.94174340313959e-17,-0.00128303584863902,-0.0309872138290786,-0.00105649614638751,-8.14692691379713e-06,-9.0205620750794e-17,-0.00066869044709383,-1.88859379208599e-16,-0.015243483166934,0.00202935224499874,-0.00136896926734326,6.6517999928762e-05,-4.33481432052866e-17,0.000326059598976865,-4.38060537009269e-17,2.54711207231487e-16,4.34949016269583e-06,0.00242126360293172,0.000951420339470681,-0.00139027645312906,-9.64315280464043e-06,1.35942020958696e-16,1.8417438757643e-16,-2.03328392776326e-16,-9.38099404812672e-17,-1.21922558419396e-17,1.70774810509221e-05,-1.3956039228977e-17,7.25859651893402e-05,9.84283015460101e-16,6.92419220661096e-17,-3.16846466325706e-18,-5.57119714128163e-16,0.000347228838819757,2.66373774094498e-05,-7.77030089944981e-17,8.78555848794687e-18,-8.17467200945384e-17,-2.54877195067926e-16,-4.83581524088025e-17,3.38510272421394e-16,-6.01902918840358e-17,-5.21739229115202e-16,-1.76932081222534e-16,3.20134266480473e-16,-3.03897917237575e-16,-6.18428618734025e-16,2.85870957785562e-16,2.67868352624487e-15,1.63619261845063e-15,1.35495113566051e-15,-0.0995037190209993
"t41",-0.0805440260454915,0.0738574110856072,0.178802026554715,-0.0040271974790449,-0.097869985663188,0.092996053008632,0.016444436400518,0.000195492232998909,-0.000344376738649256,-0.000421379480071622,0.000340786758160125,-0.258168806259807,0.0102787266546183,-2.19039290469816e-05,0.00655697566515724,1.69353069125603e-05,0.0110675499213246,-7.87523578602928e-05,5.82600477765484e-05,-0.00469503690836957,-3.26197591314679e-05,-1.29039955226012e-06,-0.000699452143803134,0.00722166275500694,-0.000113141517631929,0.0411846942998713,-2.23060542818472e-07,-0.000590527686620654,0.00013491603874319,0.00455088006049154,-8.48562891712229e-05,0.000740132033068865,-2.45905829913064e-06,-0.00049002577321226,-0.000332665374146611,0.0144353396080897,0.0352585904333381,1.62340217456396e-05,5.26542171992602e-07,-3.19413710453921e-05,1.9220435639707e-05,5.074639135085e-06,-0.000125305890549242,0.00240449168016952,-2.03446141568969e-16,5.43703044707315e-05,-0.338547316829968,6.61279735798174e-05,-4.19217038059194e-16,7.11160154898717e-16,-7.87369480000447e-05,-0.00248930037061509,-0.000102787755290307,-8.51910593154329e-07,-4.15639744844043e-15,-7.91948165448465e-05,5.43994328138348e-16,-0.0851477257194313,-0.000314173065800971,6.70964006690585e-05,-1.01332904969406e-08,-6.90688500819331e-16,-5.20852897038659e-05,-1.11288143589241e-14,-4.63617038518949e-15,-4.96938710293955e-06,-0.857065027143133,0.0007251775011855,-0.0326874019794479,-2.55021445638608e-06,6.46882038750755e-17,4.97764999364847e-16,1.88319764175865e-15,-2.20665593386295e-18,1.12349732779247e-16,3.75865794035836e-06,1.9054684085056e-15,1.57210177853304e-05,1.34180359164452e-15,-3.11605263731335e-15,-2.29711341688228e-16,-1.22854012765045e-15,7.43309592645649e-05,5.70223830617424e-06,6.67383439217987e-16,-1.66892376538996e-15,-1.39264720396253e-16,-3.26038339722808e-16,1.19472119071175e-17,5.04290613000187e-16,8.22091429693587e-17,-3.99851082825302e-16,-4.47778377204039e-16,-1.34095091061839e-15,-3.63950359887465e-16,-1.06396169357544e-15,7.85193641637548e-16,4.62742790929827e-15,1.96719659297701e-15,1.97039360645551e-15,-0.0995037190210011
"t57",-0.0807326954329508,0.0741928529547949,0.180116879296776,-0.00406685981293992,-0.0990094855471376,0.0941771752703618,0.0166690722820678,0.000198199817935523,-0.000350020098966201,-0.000429787995521933,0.000348241419271785,-0.26411759734557,0.010521863966883,-2.24943543425732e-05,0.00678181516807188,1.7566564562706e-05,0.0115171799811155,-8.20519446309319e-05,6.11348545526553e-05,-0.00495155327901331,-3.44665398099056e-05,-1.36489821270084e-06,-0.000740236304522891,0.00764935961654646,-0.000121133350691314,0.0442295686914807,-2.40944706630671e-07,-0.000640161918868246,0.00014662377300928,0.00496140439763613,-9.25963714025753e-05,0.000812399020444764,-2.7177665863905e-06,-0.000542985649384894,-0.000370974502338529,0.0162020124202852,0.039613292184235,1.92836208126011e-05,6.26202357634239e-07,-3.83662395749594e-05,2.31675052349421e-05,6.15520308693391e-06,-0.000152095093737979,0.00292558343549231,-2.90426721744118e-16,6.8248293142615e-05,-0.427715549467489,8.37368259406147e-05,-3.36655702809496e-16,1.64368126390476e-15,-0.00010284943024111,-0.0034224021963693,-0.000152898248160867,-1.31877725872281e-06,1.04083408558608e-16,-0.000131877035319539,6.21406028712022e-16,-0.203709461201909,-0.000854615779581749,0.000211728813894685,4.1326813937756e-06,-4.64798736101385e-16,6.13483685138665e-05,5.761822824263e-15,1.84216609497189e-15,2.67258404629215e-06,0.358131708288326,-0.000158334929495898,0.00216469797014158,-5.82364106523849e-07,2.64135101931892e-17,1.27047982509536e-15,-7.61675417844403e-16,2.02154065734658e-15,3.00624947827621e-16,1.80791137533532e-06,0.707106781186546,8.29273991990417e-06,-3.74115538141816e-15,-5.65550862802481e-15,-5.35035098548182e-15,2.04759644018449e-15,4.39595884573454e-05,3.37233196287875e-06,8.18755987131435e-17,-4.51936914287674e-16,6.1742443710896e-16,5.81111539629062e-16,-9.13780746812547e-17,-1.7204289374951e-16,4.69925835040567e-16,1.03322488611093e-16,-3.56265458064628e-16,2.2906799964334e-16,-7.4165089141583e-16,-7.00820515453137e-16,6.46171657965679e-16,1.05329245762607e-15,1.47704017107026e-15,7.83973339285839e-16,-0.0995037190210004
"t58",-0.0807326954329508,0.0741928529547949,0.180116879296776,-0.00406685981293992,-0.0990094855471376,0.0941771752703618,0.0166690722820678,0.000198199817935579,-0.00035002009896619,-0.000429787995521988,0.000348241419271742,-0.26411759734557,0.0105218639668829,-2.24943543425117e-05,0.00678181516807178,1.75665645626851e-05,0.0115171799811156,-8.20519446309181e-05,6.11348545526597e-05,-0.00495155327901336,-3.44665398099174e-05,-1.36489821268966e-06,-0.000740236304523026,0.00764935961654653,-0.000121133350691294,0.0442295686914806,-2.40944706880472e-07,-0.000640161918868284,0.000146623773008648,0.00496140439763607,-9.2596371402839e-05,0.000812399020444485,-2.71776658635197e-06,-0.000542985649384864,-0.000370974502338498,0.0162020124202849,0.0396132921842351,1.92836208124224e-05,6.26202357883834e-07,-3.8366239575015e-05,2.31675052347617e-05,6.15520308650272e-06,-0.0001520950937381,0.00292558343549288,4.60274862484791e-16,6.82482931430703e-05,-0.42771554946749,8.37368259406052e-05,1.61537451507459e-18,1.18571426624688e-15,-0.000102849430241019,-0.00342240219636967,-0.00015289824816105,-1.31877725787627e-06,5.62050406216485e-16,-0.000131877035318786,6.20190041288669e-16,-0.203709461201909,-0.000854615779582163,0.000211728813895379,4.13268139411542e-06,-1.20032094587431e-15,6.13483685137645e-05,4.52669968518719e-15,2.03874168806084e-15,2.67258404466844e-06,0.358131708288323,-0.000158334929495671,0.00216469797014278,-5.82364105461384e-07,-2.40733904883726e-16,-1.1850399313036e-15,-4.54600908330083e-16,-1.93827612131276e-15,-1.25108520113646e-15,1.80791136813469e-06,-0.707106781186548,8.29273993942067e-06,4.72429518134866e-15,9.17984653852884e-15,5.86984045822569e-15,-3.23984071459282e-15,4.39595884504578e-05,3.37233196034057e-06,-2.68538620189218e-16,1.39380886427186e-15,-7.05204879450358e-16,-5.08294803341077e-16,2.07576496045372e-16,1.25944713759823e-15,-9.04937448083284e-17,-8.95121336904951e-16,2.09254394443955e-16,3.19273620365038e-16,2.96632817305414e-16,-5.23475845518652e-16,2.59736180007016e-16,3.06557168975932e-15,1.92455852164555e-15,1.93426888729699e-15,-0.099503719021
"t30",-0.0800804837376657,0.0730310457443335,0.175551744976463,-0.00392885511747155,-0.0950384413080446,0.0900573112803916,0.0158848708140373,0.000188746116077221,-0.000330272694034559,-0.000400273920002952,0.000322032031705627,-0.243181553759648,0.00966572050700758,-2.04094129020973e-05,0.0059828319147519,1.53175994659006e-05,0.00991069247592378,-7.02499847150603e-05,5.07866699274125e-05,-0.00402402415639264,-2.77775744704116e-05,-1.09481064718775e-06,-0.00059230500511469,0.00609682150046413,-9.18411682545121e-05,0.0330381733469896,-1.74864658231935e-07,-0.000456169803790484,0.000103124058554927,0.00343171560345852,-6.37310505259337e-05,0.000541436689994658,-1.74159855569894e-06,-0.000342676683426373,-0.000225222037807228,0.00944000922748958,0.0229300037143408,6.96789954308315e-06,2.23264127464502e-07,-1.21392936302516e-05,7.00038911599009e-06,1.70218255152578e-06,-4.1620422106301e-05,0.000771626686404682,-4.30616707395575e-17,9.09319287519854e-06,-0.0451798585451203,8.02081356268239e-06,4.01377475231357e-16,-2.32346025319948e-16,4.13441545996133e-06,0.000942957600508647,0.000102317267574159,1.16760435001084e-06,-9.4091401336982e-15,0.000173544247009524,-1.89794813879692e-15,0.926660411802794,0.0055605513795876,-0.00210345541624666,4.45166452096854e-05,4.19118879572882e-15,0.00016761145324347,1.06744235264366e-15,9.06265412820147e-16,2.511651606657e-06,0.0861229473065925,0.000354238401504192,-0.0281267560177226,-3.48830405102854e-06,1.95646895793516e-16,-2.6463729972378e-17,3.85688926817922e-16,5.66621422424172e-18,1.45727250854517e-15,5.81708528108316e-06,-4.43197783608681e-16,2.43982697498377e-05,-5.74414473025174e-16,-6.48352123305269e-17,-9.80445468176877e-16,8.46205376445513e-16,0.000114630986985258,8.79381924450287e-06,-5.01654557007789e-16,9.03320676585804e-16,-3.94666239864726e-17,-6.62830094544923e-16,-2.46437862090023e-16,6.26364300727441e-16,-3.30955859015317e-16,-2.87238947524988e-16,-6.72487671758412e-16,6.48341596755539e-16,-2.94797033978622e-16,-3.14305964234946e-16,3.00094440883184e-16,3.20344870683563e-15,1.21710930381372e-15,1.61741835556306e-15,-0.099503719021003
"t50",-0.0806447295128229,0.0740356603394471,0.179496675588644,-0.00404804137195132,-0.098466525495924,0.093612960845773,0.0165615183117503,0.000196902855884828,-0.000347300263565025,-0.000425699990016105,0.000344599905212513,-0.261203227496582,0.010402566345768,-2.22022371836549e-05,0.00666844931688184,1.72457610208148e-05,0.0112866174702504,-8.03541305624715e-05,5.9624808879459e-05,-0.00481476059412992,-3.34760126166586e-05,-1.32480930310152e-06,-0.000718252417174312,0.0074181925958626,-0.000116660219955324,0.0425072898894762,-2.30619362199152e-07,-0.000611127517699483,0.000139710284525705,0.00471603945108336,-8.79535534871565e-05,0.000768017254041183,-2.55419425944808e-06,-0.000509115276199706,-0.000345744625578884,0.0150011034509203,0.0366380747189772,1.61438962052004e-05,5.22237701537179e-07,-3.07932810599629e-05,1.82790324324492e-05,4.67703335508337e-06,-0.00011499849857382,0.00217199454353609,2.86017039176595e-16,5.87107908383564e-06,0.429520547227887,-0.000211073809567608,1.33909584710629e-16,-1.42462049780914e-15,-0.000137391267355101,-0.00369056272313574,-0.000150609111975112,-1.26200988658301e-06,4.21884749357559e-15,-0.000120547474821609,5.43778175881387e-16,-0.141769517887785,-0.000497693985379732,8.28907376440318e-05,5.8715616526168e-06,-1.29881940186953e-15,4.86928067619748e-05,-9.14701038313286e-16,1.71795243877406e-15,9.39545187380037e-07,0.0268184126483083,0.000249858401510615,-0.387087353995923,-7.25802431951866e-07,-3.13701226349887e-15,3.78093111098049e-15,-0.70710678118655,-1.70892393525519e-16,-1.14075494646255e-15,2.19137453066516e-06,-4.6281737915973e-16,9.88380238947286e-06,1.30883121667488e-15,2.0196052042673e-15,-7.13586007754379e-16,-1.59914107137514e-15,5.11923105091437e-05,3.92718357181273e-06,7.97384225392828e-16,-7.7876188870405e-16,-1.051837226279e-15,6.17916337003543e-16,-2.22979633300481e-16,5.19044354039193e-16,-2.48534117678398e-16,-4.8051241290318e-16,-2.31672802741991e-16,-5.43905212342019e-16,-2.50909406894403e-16,-6.37270098812614e-16,-5.74721882388991e-17,1.59737270740934e-15,1.37372248716142e-15,1.82365005502287e-15,-0.0995037190209964
"t51",-0.0806447295128229,0.0740356603394471,0.179496675588644,-0.00404804137195132,-0.098466525495924,0.093612960845773,0.0165615183117502,0.000196902855884897,-0.000347300263565043,-0.000425699990016148,0.000344599905212604,-0.261203227496582,0.0104025663457679,-2.22022371836689e-05,0.00666844931688177,1.72457610207738e-05,0.0112866174702504,-8.03541305626701e-05,5.96248088794646e-05,-0.00481476059413001,-3.34760126166639e-05,-1.32480930306453e-06,-0.000718252417174358,0.00741819259586263,-0.00011666021995525,0.0425072898894761,-2.30619362091599e-07,-0.000611127517699433,0.000139710284525921,0.0047160394510834,-8.79535534872112e-05,0.000768017254041055,-2.55419425941347e-06,-0.000509115276199771,-0.000345744625578871,0.0150011034509199,0.0366380747189771,1.61438962053358e-05,5.22237702133778e-07,-3.07932810599213e-05,1.82790324324934e-05,4.67703335535231e-06,-0.000114998498573598,0.00217199454353629,1.58514863692246e-16,5.87107908284303e-06,0.429520547227887,-0.000211073809567763,7.83984350818628e-17,-1.93809864669828e-15,-0.000137391267355022,-0.00369056272313604,-0.000150609111975144,-1.26200988587524e-06,4.59354776438659e-15,-0.000120547474821528,-3.45304397382974e-17,-0.141769517887786,-0.000497693985379554,8.2890737644057e-05,5.87156165226443e-06,-8.96362858851812e-16,4.86928067605259e-05,2.84617953168599e-15,-1.47015749088927e-15,9.39545182826376e-07,0.0268184126483115,0.00024985840150901,-0.38708735399593,-7.25802426072591e-07,1.72715236425407e-15,-4.87156397176748e-15,0.707106781186546,4.06661939364118e-16,1.43877886281159e-15,2.19137454229544e-06,-5.03429501301019e-16,9.88380239309051e-06,-4.32555063329779e-15,-1.17574118136133e-16,-3.45824632123091e-16,1.00294414259007e-15,5.11923105071522e-05,3.92718357218105e-06,-2.71205184846257e-16,-2.24224530858825e-17,2.45946151191765e-16,-5.21796986775659e-16,-1.43556302917052e-16,2.72659048321756e-16,4.38414885407738e-16,-4.63366479240125e-16,-1.48323677899681e-17,1.14224600628382e-15,-6.98095333320771e-16,-9.95149575046092e-16,-2.05340460906112e-16,2.083095280683e-15,1.46396964325598e-15,1.56776824014671e-15,-0.0995037190209963
