,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
t183,11.325826,10.983459,3.840954,6.596254,5.6801343,4.6717367,3.6790671,6.4554567,3.1287158,5.6357512,5.048733,4.2923894,5.7792854,3.4306226,3.2494292,3.9996912,6.7244043,2.6463819,5.4218993,4.293436,5.50275,5.1961503,5.561158,5.047153,4.7960343,4.4376683,6.116971,4.79905,3.2983153,4.5819783,4.989748,5.8819933,4.691564,4.3840127,6.4753733,6.667975,4.07913,4.494624,5.345592,5.283451,6.9517198,3.6289663
t277,12.703581,11.696767,3.402953,7.359084,6.9983344,4.122446,4.2571974,6.624251,4.0804596,5.723949,4.80662,3.4720068,5.519301,3.1303873,2.9098475,4.016918,7.1290874,2.446845,5.171538,4.219936,5.743945,5.0107694,5.069131,5.045334,4.9925814,4.6606236,5.767679,4.4293723,3.2583685,4.6087885,4.7953134,6.035942,4.8247786,4.625395,7.088583,6.2214446,4.050879,4.22887,4.733069,5.587541,6.654288,4.1251307
t342,12.738588,11.728876,3.4070745,7.3820324,7.0406146,4.156924,4.2450547,6.5857553,4.100706,5.750995,4.8463373,3.491833,5.5534167,3.1598659,2.9246607,4.036282,7.133598,2.4699109,5.167655,4.224809,5.7235913,5.0309362,5.108568,5.0458617,5.002639,4.6268296,5.7895956,4.4691114,3.2575278,4.5941296,4.788696,6.0086737,4.7856913,4.586134,7.075936,6.259343,4.032499,4.263724,4.77146,5.5593247,6.682089,4.0896096
t343,12.741013,11.742567,3.3989346,7.3870654,7.0425196,4.1591287,4.253508,6.585288,4.1037774,5.745115,4.840664,3.4947772,5.5594087,3.155397,2.9139025,4.0384808,7.1339784,2.4748733,5.1597505,4.222034,5.7188396,5.032365,5.1040034,5.047484,4.995223,4.630854,5.797745,4.4675016,3.2526395,4.604027,4.782374,6.016868,4.794143,4.592789,7.0739956,6.256569,4.0302734,4.260105,4.7711053,5.5686464,6.685503,4.0924997
t386,12.719477,11.721965,3.4150255,7.3638425,7.0263724,4.1529355,4.2388206,6.5942717,4.079603,5.7604165,4.83711,3.5157585,5.5388284,3.1445224,2.9325504,4.0195136,7.1347976,2.4559422,5.1676207,4.232537,5.7387047,5.021022,5.0867276,5.040908,5.002486,4.642832,5.777433,4.4475946,3.272009,4.5866814,4.8025103,6.0104985,4.8027153,4.5951543,7.0529485,6.242941,4.049548,4.255821,4.753322,5.568111,6.670355,4.1009917
t387,12.703394,11.732933,3.3912902,7.3586493,7.0039406,4.1517167,4.2594175,6.6089954,4.0634737,5.7294574,4.807106,3.5136425,5.5540233,3.1256115,2.8975835,4.016612,7.135936,2.4591966,5.1467013,4.2291884,5.735621,5.013629,5.067862,5.055762,4.977238,4.6648397,5.7913313,4.435248,3.2591915,4.6195235,4.7920594,6.039631,4.832051,4.627721,7.04957,6.2285213,4.050714,4.239011,4.7450204,5.603558,6.668292,4.109598
t377,12.792811,11.776116,3.3762608,7.438839,7.0403275,4.128822,4.281513,6.6018724,4.1909804,5.7228374,4.8350415,3.440625,5.559738,3.1572287,2.8887393,4.0619507,7.125059,2.4944448,5.161587,4.1958723,5.6945944,5.045874,5.093917,5.0388947,4.9865727,4.626555,5.8142295,4.465929,3.2242718,4.6316795,4.750772,6.039342,4.811115,4.601333,7.131761,6.2475386,4.0068407,4.244911,4.7610693,5.5740724,6.696281,4.1119447
t378,12.83485,11.795162,3.3641977,7.4782734,7.048112,4.1071835,4.2922297,6.6147532,4.2433662,5.707131,4.8301215,3.398129,5.558993,3.1597915,2.8760808,4.0736184,7.1316695,2.5013206,5.158405,4.1878996,5.686972,5.0427103,5.097753,5.0484276,4.9876976,4.6212587,5.8146834,4.4685035,3.2142236,4.641689,4.729205,6.044003,4.804816,4.605313,7.1732264,6.248274,3.9938362,4.24067,4.756635,5.576089,6.692523,4.11507
t381,12.789113,11.843101,3.3614035,7.432696,7.1050863,4.202595,4.288137,6.5430613,4.1376863,5.7370505,4.8475823,3.5184968,5.6147995,3.158951,2.8734229,4.069467,7.1365724,2.5205784,5.1207733,4.2059245,5.6763964,5.0590763,5.125703,5.050732,4.9684377,4.618933,5.8541217,4.4998617,3.2241251,4.6418896,4.742322,6.036964,4.7961197,4.5911164,7.0633082,6.2806153,4.000429,4.2682066,4.8114204,5.5876746,6.725949,4.074929
t390,12.803716,11.76329,3.370365,7.447911,7.022636,4.089192,4.289662,6.633586,4.2115674,5.706139,4.8216968,3.3957946,5.536249,3.1485605,2.884472,4.0638733,7.1172786,2.4850068,5.1809673,4.180504,5.6992564,5.0390387,5.075888,5.02998,4.9892454,4.6343975,5.7962327,4.4465466,3.2148316,4.6407986,4.743921,6.055998,4.825651,4.6160293,7.176823,6.2268662,4.0039606,4.221613,4.735415,5.577303,6.680151,4.1354384
t391,12.849798,11.799903,3.3598192,7.488657,7.0536985,4.103842,4.293697,6.618007,4.2491593,5.702319,4.824733,3.3880956,5.5602126,3.1558557,2.8710864,4.07253,7.1381454,2.499706,5.15323,4.189976,5.689807,5.0359626,5.0982347,5.056501,4.9868116,4.623725,5.8116827,4.467086,3.2155707,4.6442156,4.7249928,6.045536,4.8025417,4.6100388,7.1784663,6.2478137,3.9940534,4.2390037,4.754819,5.5821266,6.686891,4.1140676
t345,12.8006315,11.775359,3.367351,7.4549747,7.021875,4.104889,4.295315,6.6172333,4.2173743,5.710861,4.8318806,3.4116912,5.5490127,3.158217,2.879668,4.0733705,7.115093,2.5004663,5.1760764,4.178675,5.684129,5.0533276,5.0820684,5.0279546,4.9849124,4.6251826,5.817109,4.4590106,3.2082884,4.6447506,4.737256,6.0526834,4.8251653,4.6063957,7.166052,6.2357225,3.995466,4.231911,4.7476125,5.5731,6.698801,4.1309752
t346,12.781022,11.848556,3.3608105,7.4180236,7.113842,4.2298884,4.2816405,6.522412,4.1158013,5.7465267,4.852892,3.548304,5.6305323,3.1578925,2.875576,4.0654435,7.1364145,2.520925,5.1115785,4.214169,5.6758933,5.060566,5.130803,5.052258,4.963119,4.621641,5.8626013,4.507604,3.2279456,4.641261,4.750406,6.035091,4.796757,4.588264,7.0341935,6.2865076,4.004074,4.275795,4.8256826,5.592089,6.7325287,4.064841
t266,12.1515255,11.699764,3.5005095,7.052617,6.62711,4.8298817,3.9427068,6.1776004,3.3699934,5.893345,5.0199037,4.3484516,5.982013,3.2246113,3.039117,3.921236,7.0807276,2.6180797,5.0616064,4.4230294,5.676901,5.0929236,5.4634147,5.200679,4.793057,4.4648185,6.0340595,4.7699223,3.403255,4.5679045,4.8952785,5.8831186,4.6058545,4.3760633,6.3661914,6.639052,4.1202483,4.5095444,5.282933,5.49815,6.883458,3.6398697
t235,11.736054,11.37357,3.6631148,6.8381085,6.153102,4.7844005,3.775448,6.2959957,3.2453933,5.748587,5.036424,4.358088,5.8865523,3.31225,3.122753,3.9573743,6.9275165,2.6557775,5.2132034,4.359635,5.606944,5.1266484,5.496652,5.1219788,4.8085785,4.433395,6.033076,4.7571177,3.3381376,4.578733,4.933511,5.8863406,4.635203,4.356192,6.386996,6.628103,4.0901613,4.490682,5.292654,5.406044,6.8978605,3.6563148
t261,12.272263,11.806227,3.469607,7.1209273,6.7293587,4.852023,3.9980967,6.1615996,3.4284894,5.8981605,4.996632,4.337428,5.9709706,3.221,3.02997,3.91493,7.084022,2.5852787,5.0472875,4.4158773,5.6945324,5.0904965,5.4181457,5.196283,4.8111854,4.4882917,6.011491,4.7430987,3.3939884,4.570116,4.8826966,5.9011054,4.63547,4.4114704,6.3550434,6.5989037,4.1273518,4.480412,5.24897,5.5017247,6.859588,3.6817725
t423,13.466181,11.519073,3.070981,7.54906,8.190608,3.8756242,4.7486978,6.117646,4.2772503,6.6340914,5.5905395,2.932001,4.934636,3.3913171,3.217019,4.626314,7.307347,3.0223703,5.8542876,3.6118307,5.6296544,5.4409733,5.127696,4.3173437,5.4422636,3.7529256,5.527887,4.551461,3.0592482,4.47923,4.4784236,5.9516034,4.4675756,3.8564622,7.493898,6.31646,3.5215526,4.1841717,4.553573,4.845758,6.9648285,4.5802937
t424,13.48541,11.534981,3.0448081,7.520661,8.223057,3.8669217,4.7829685,6.0914826,4.2363777,6.6557403,5.618259,2.939156,4.922779,3.4149196,3.251927,4.650573,7.277099,3.0575204,5.8730836,3.6276145,5.624558,5.4306183,5.127324,4.3199735,5.438593,3.7318807,5.50887,4.560755,3.0396745,4.5173693,4.486456,5.9420004,4.460659,3.8303084,7.46767,6.326346,3.4944005,4.2137904,4.5619755,4.82734,6.9564967,4.5507355
t389,13.454832,11.5023575,3.072816,7.5441647,8.19971,3.8444347,4.763725,6.118257,4.249484,6.6287675,5.6263,2.9642828,4.9549356,3.3849263,3.2311032,4.6609206,7.268858,3.040792,5.8846483,3.6040761,5.605095,5.459804,5.1114655,4.3006344,5.4617,3.7591588,5.4974923,4.533846,3.0700061,4.500537,4.461221,5.9200554,4.4722977,3.8220026,7.4918213,6.2986565,3.4863102,4.1918144,4.5678616,4.8578234,6.949289,4.543236
t392,13.453845,11.504396,3.0831933,7.5565553,8.184064,3.8602095,4.744559,6.129173,4.276398,6.623535,5.602952,2.947447,4.9488134,3.3779287,3.2110434,4.639428,7.296262,3.0207613,5.8673363,3.6023755,5.6167583,5.4553175,5.117751,4.3060246,5.45545,3.7637045,5.515313,4.538351,3.0728626,4.4769583,4.4653525,5.9366083,4.471821,3.843719,7.501606,6.3031144,3.5088143,4.178167,4.5589304,4.8582997,6.9583087,4.5690036
t393,13.476276,11.531733,3.060587,7.5383606,8.191858,3.8881314,4.7601213,6.1080317,4.2718287,6.6436815,5.5799375,2.9204838,4.9223857,3.4024546,3.2226977,4.617347,7.3076587,3.0333002,5.842678,3.6235695,5.638904,5.428267,5.136748,4.3294635,5.430835,3.7432673,5.537462,4.563324,3.048015,4.486663,4.490281,5.9643397,4.4667993,3.8675883,7.4828815,6.3283663,3.5283003,4.1951566,4.554993,4.8350134,6.965818,4.581612
t298,12.336438,11.81541,3.4413471,7.1414714,6.797508,4.847772,4.020972,6.1494455,3.489757,5.913343,4.9921684,4.314622,5.9855394,3.192098,3.0044131,3.91438,7.1174693,2.5835285,5.011219,4.4275956,5.7033553,5.072299,5.4059567,5.2034235,4.8076334,4.481291,5.9907174,4.7312036,3.404037,4.563908,4.868575,5.899907,4.6159253,4.404376,6.361665,6.593221,4.1323624,4.478597,5.220246,5.5279703,6.8439746,3.6803477
t344,13.38388,11.443895,3.187287,7.6440086,8.075863,3.8532295,4.6372533,6.231227,4.3854747,6.547234,5.5629067,2.9596128,4.998778,3.2823987,3.0945415,4.6083407,7.3448567,2.9219484,5.8498507,3.554404,5.606078,5.5009146,5.0978107,4.2815347,5.4844637,3.8379834,5.5333147,4.4957113,3.1496098,4.3654613,4.4259095,5.9313626,4.4937167,3.878952,7.576906,6.259383,3.5453527,4.0910687,4.5493665,4.9249077,6.9633975,4.6118016
t421,13.4023485,11.457653,3.1529384,7.6126976,8.117705,3.8407152,4.680371,6.1994615,4.3403263,6.564467,5.5915413,2.9713037,4.994938,3.3136964,3.1402586,4.634085,7.3147464,2.963173,5.8705354,3.567569,5.5964713,5.4925513,5.10035,4.284459,5.484829,3.8216238,5.5117583,4.4991183,3.129143,4.410434,4.4306407,5.917502,4.487763,3.8512883,7.552084,6.263325,3.521052,4.123368,4.5567503,4.9129314,6.957003,4.584412
t422,13.377913,11.4355545,3.1833632,7.637456,8.088763,3.8388999,4.6511207,6.2300234,4.365413,6.538824,5.581748,2.9722347,5.0095162,3.2852356,3.1085632,4.6265154,7.3245525,2.9354045,5.867322,3.5524,5.5911756,5.5097094,5.090598,4.2745914,5.4981956,3.846892,5.515758,4.4832745,3.1551461,4.3847346,4.414512,5.917233,4.494568,3.8604476,7.5745306,6.2470846,3.5261803,4.098488,4.555032,4.934842,6.9561853,4.5912805
t372,13.385207,11.4443,3.1930647,7.651267,8.068266,3.8652337,4.626473,6.2351704,4.3973126,6.5513763,5.5543013,2.9414136,4.9859858,3.2769327,3.0827403,4.59885,7.355959,2.9115977,5.84205,3.5510929,5.613896,5.5017886,5.0963535,4.278916,5.4833083,3.8335192,5.5434465,4.500589,3.1502807,4.354366,4.425474,5.946038,4.4922414,3.8882992,7.581525,6.2642436,3.5489867,4.0834727,4.5448375,4.9178214,6.9668527,4.622508
t373,13.402706,11.461539,3.1651282,7.6254973,8.096276,3.8579297,4.6578856,6.208771,4.3671565,6.567469,5.5696864,2.953551,4.983565,3.303433,3.1173944,4.6129727,7.3381925,2.9411812,5.851437,3.5664332,5.611707,5.487377,5.104383,4.2890043,5.4739485,3.8178165,5.5315156,4.509411,3.129296,4.384207,4.438363,5.9353833,4.4880004,3.8728042,7.5594597,6.273458,3.5410259,4.10937,4.5500083,4.9053097,6.9638867,4.606649
t307,12.270976,11.770493,3.473098,7.0942693,6.743215,4.859202,3.981052,6.1533318,3.4284136,5.8996916,5.0115914,4.3539343,5.981169,3.2137532,3.0217996,3.9277992,7.096709,2.6101298,5.0322676,4.418908,5.6797295,5.0903144,5.4309654,5.1937137,4.802964,4.470638,6.01411,4.7457304,3.3965576,4.5678,4.8772883,5.8963585,4.614768,4.3886147,6.341601,6.608387,4.118241,4.487376,5.2436066,5.509949,6.8686247,3.6616611
t305,13.342698,11.408734,3.2302399,7.6755767,8.039941,3.8391213,4.6028633,6.276212,4.40879,6.5015984,5.5633235,2.9752057,5.0311112,3.2419565,3.0575402,4.6117725,7.3446856,2.890202,5.8585157,3.5323682,5.585719,5.530978,5.0784793,4.2637415,5.512677,3.8836415,5.523984,4.4627695,3.1909516,4.339832,4.3947797,5.9178853,4.504513,3.8772137,7.605764,6.2263436,3.5396843,4.060033,4.5511746,4.967734,6.957076,4.606659
t300,12.179181,11.7109,3.5087092,7.0564585,6.6175985,4.864356,3.926093,6.175465,3.373716,5.881674,5.01299,4.3825827,5.9826527,3.2226086,3.0438054,3.9070895,7.0802073,2.617388,5.0566015,4.4312105,5.687513,5.085452,5.4544687,5.2109175,4.788032,4.4545484,6.0102673,4.7499156,3.4114504,4.563768,4.8914614,5.884315,4.6004424,4.372721,6.3303127,6.6341333,4.132085,4.4954786,5.2682824,5.493141,6.8661733,3.6330903
t347,13.39956,11.4639435,3.148839,7.6005707,8.120955,3.8389535,4.6896043,6.197446,4.3213367,6.558199,5.6068234,2.9756732,4.9952307,3.3193107,3.1535199,4.64803,7.2960587,2.9715986,5.8821106,3.5768695,5.587743,5.48978,5.0950956,4.2873535,5.4876504,3.82789,5.496961,4.4970775,3.1251476,4.427049,4.4289474,5.9129796,4.487116,3.8357458,7.5378485,6.2621326,3.5061126,4.134832,4.5618095,4.914804,6.949331,4.5617733
t348,13.385216,11.464036,3.1563973,7.6038265,8.109521,3.8227923,4.683989,6.205309,4.3259487,6.5378265,5.5996866,3.0161004,5.0341825,3.3132591,3.146289,4.64619,7.293347,2.9672098,5.8754425,3.5854447,5.5808663,5.480791,5.1075935,4.306312,5.4734125,3.8483157,5.4931893,4.4915204,3.1299412,4.421621,4.441541,5.884639,4.496464,3.8391109,7.5397954,6.2566586,3.5297496,4.1316366,4.569705,4.9406686,6.947864,4.5585318
t285,12.210858,11.7519655,3.4733522,7.0836835,6.695208,4.8482876,3.9690652,6.147938,3.3924994,5.912635,5.01937,4.3563914,5.9999156,3.2085364,3.0202653,3.9208217,7.105127,2.616397,5.028863,4.430375,5.685629,5.0867877,5.4556365,5.207551,4.793858,4.467379,6.0315056,4.7701654,3.4090152,4.56708,4.8857994,5.88465,4.6008725,4.376903,6.3501396,6.6365557,4.1210613,4.5108175,5.279654,5.5165973,6.8811264,3.641987
t302,12.209364,11.73761,3.488308,7.065775,6.67533,4.8650937,3.9526334,6.15499,3.3858194,5.898095,5.0211463,4.376532,5.9893613,3.2193077,3.0300963,3.9262803,7.0921173,2.6214468,5.0389833,4.423611,5.673931,5.09329,5.4523745,5.1986694,4.793577,4.462088,6.025008,4.759352,3.4028654,4.567999,4.886159,5.887642,4.604621,4.374982,6.331788,6.629438,4.1177216,4.500524,5.2685924,5.50472,6.8787665,3.6405497
t303,12.254161,11.737968,3.5289764,7.0522156,6.659236,4.8996315,3.9265037,6.193691,3.403561,5.845789,5.0011587,4.4027348,5.9399214,3.2507088,3.0640228,3.9223366,7.0430326,2.6067934,5.0824084,4.401862,5.665236,5.1025014,5.4153676,5.177332,4.804694,4.461611,5.984838,4.7081676,3.3827066,4.569029,4.884853,5.9061975,4.636102,4.3966913,6.297622,6.5847373,4.1243353,4.450596,5.214984,5.4629416,6.848241,3.6663923
t234,11.748782,11.384081,3.64894,6.847975,6.160043,4.792131,3.7862759,6.288054,3.2546263,5.7563663,5.0418806,4.3534203,5.8931923,3.3052866,3.1154604,3.968086,6.936399,2.6642456,5.205015,4.357944,5.6070433,5.1274977,5.4856954,5.111085,4.8172393,4.4328594,6.0248804,4.7512326,3.3246388,4.579231,4.924145,5.8905377,4.6298504,4.3479533,6.385534,6.621807,4.0791564,4.4872007,5.2838697,5.4220514,6.897497,3.663508
t250,11.746096,11.377336,3.6597147,6.839797,6.1688547,4.785974,3.7784364,6.294518,3.2491572,5.750786,5.036466,4.358336,5.887576,3.3109736,3.1207795,3.9577284,6.929844,2.6557555,5.211497,4.3599663,5.6072407,5.126555,5.495386,5.1223,4.8087335,4.4338293,6.0325418,4.7565637,3.338601,4.578585,4.9323745,5.8867197,4.634789,4.3563523,6.385928,6.6286087,4.089905,4.4901814,5.291064,5.4075403,6.8975167,3.6552753
t280,12.680645,11.8813,3.3696017,7.2830105,7.240153,4.481867,4.23348,6.3143916,3.8776386,5.8500986,4.9503202,3.8353856,5.762054,3.195557,2.92111,4.0740385,7.12197,2.5586796,5.072121,4.2560534,5.6390824,5.1160526,5.2238936,5.0320783,4.9451394,4.585644,5.9511333,4.6140456,3.2413723,4.6138597,4.801215,5.9923987,4.7518864,4.5097313,6.7708693,6.3729305,3.999599,4.3636804,4.9804816,5.5706096,6.8246183,3.966769
t281,12.062403,11.654056,3.4802585,7.057695,6.5491734,4.7671456,3.9485075,6.193264,3.3458896,5.9329185,5.0188093,4.284098,6.006268,3.209742,3.0330236,3.9039314,7.104657,2.6038435,5.0712132,4.4424543,5.6979938,5.0785875,5.4898057,5.2204657,4.7850585,4.4730706,6.0503325,4.805136,3.4182808,4.565246,4.911668,5.8643155,4.588365,4.3699336,6.4335275,6.675688,4.1311765,4.5463715,5.3352637,5.51601,6.888707,3.629339
t276,12.183166,11.7858515,3.4368422,7.1178656,6.700623,4.822006,3.990869,6.1314454,3.372626,5.960526,5.020614,4.321611,6.0366836,3.1894073,3.0047505,3.905379,7.140132,2.6092315,5.011074,4.4493113,5.7103486,5.0764856,5.475099,5.2305336,4.7878866,4.4781055,6.0533113,4.805548,3.4261274,4.5670376,4.892429,5.8718457,4.5876026,4.3739223,6.3881607,6.666918,4.1290555,4.5431976,5.3282065,5.541649,6.892315,3.633756
t252,11.801852,11.427835,3.656253,6.8557634,6.2327456,4.767287,3.8093455,6.3047566,3.2287917,5.7820883,5.032133,4.343257,5.90485,3.3091347,3.1432784,3.9433594,6.929862,2.6286588,5.2106,4.376472,5.6090193,5.128078,5.5154138,5.1496325,4.790089,4.449967,6.06988,4.789533,3.3715608,4.572501,4.944114,5.876881,4.634687,4.373759,6.40098,6.671437,4.1080904,4.5135665,5.333544,5.4045005,6.910627,3.6123602
t239,12.731922,11.7087965,3.42763,7.3393154,7.1084347,4.1879196,4.2199745,6.550674,4.0445848,5.789355,4.8735685,3.5372174,5.55709,3.1691208,2.956474,4.0282407,7.143712,2.459677,5.164929,4.243115,5.7392735,5.0297976,5.1315703,5.0431004,5.0212455,4.61244,5.7763524,4.4836473,3.2811475,4.558389,4.815536,5.9775367,4.753391,4.55687,7.024455,6.277594,4.0429115,4.2878933,4.790487,5.5398326,6.6833515,4.0693164
t308,12.313929,11.81707,3.4180875,7.1250443,6.8764324,4.807783,4.045829,6.1228323,3.465641,5.950408,5.0276384,4.2752604,5.999602,3.1983914,2.9842424,3.9649243,7.1339855,2.6166878,5.003713,4.4049172,5.6665626,5.101614,5.4290185,5.1695886,4.82045,4.49357,6.0492187,4.776715,3.3737075,4.577564,4.868279,5.899668,4.61909,4.390561,6.4090886,6.604752,4.085735,4.510355,5.261254,5.549299,6.8981757,3.6929433
t399,12.767353,12.03466,3.3390627,7.1221356,8.059943,4.8300686,4.231833,5.933034,3.6476393,5.9738617,5.0968833,4.1809015,5.975877,3.2502403,2.927416,4.151828,7.1109247,2.6234493,4.968906,4.299014,5.5531836,5.2016907,5.3601127,5.013383,4.9073114,4.5293765,6.141647,4.7903523,3.2145066,4.575697,4.8352723,5.9517126,4.6915216,4.400318,6.4255695,6.4882545,3.9552617,4.502333,5.1987205,5.588992,6.9860535,3.872067
t400,12.769292,12.035273,3.344292,7.118993,8.074726,4.833801,4.227678,5.924426,3.6438863,5.967999,5.0953145,4.1841416,5.9777684,3.253386,2.9320474,4.1477923,7.1064157,2.6183531,4.9681087,4.3004866,5.5544124,5.202257,5.365162,5.0170064,4.903446,4.5303197,6.1456523,4.791282,3.214576,4.57499,4.83987,5.9495068,4.6932282,4.400972,6.42708,6.49508,3.9573066,4.5069385,5.2002,5.5892615,6.987622,3.8695269
t382,12.784819,12.030119,3.3313596,7.135822,8.091882,4.8489895,4.2415323,5.92173,3.6607985,5.9805603,5.1090083,4.188967,5.966158,3.2357137,2.917066,4.153313,7.1209426,2.632568,4.967109,4.315678,5.554961,5.1850233,5.3492813,5.0044556,4.906491,4.512886,6.1283813,4.782843,3.2341218,4.5764046,4.825539,5.9567046,4.6763597,4.399941,6.4127326,6.4826107,3.94637,4.489142,5.185394,5.5857353,6.9678245,3.8683896
t331,12.749037,12.023822,3.3651636,7.1039023,8.038701,4.8112273,4.2037845,5.9428844,3.6300418,5.942291,5.0718236,4.1679015,5.975207,3.2636108,2.9542677,4.123239,7.084989,2.5925653,4.9823527,4.3024716,5.5689235,5.199474,5.3804183,5.037717,4.887397,4.535379,6.1570597,4.782306,3.2125843,4.5680513,4.8634067,5.9408,4.704685,4.407671,6.461768,6.5128713,3.9778707,4.518821,5.205883,5.588357,6.9877424,3.863688
t321,12.677209,11.9988165,3.3299098,7.1775403,7.560457,4.7403374,4.2204385,6.07347,3.6986487,5.9544334,5.0514197,4.1039295,5.927967,3.2306526,2.9285753,4.119809,7.1301794,2.6137595,4.9759593,4.2822,5.570064,5.180994,5.3164363,5.0100784,4.9283295,4.5646048,6.0699267,4.73879,3.222388,4.6182275,4.8229465,5.968235,4.7196,4.4438844,6.5104256,6.4503374,3.9588559,4.45599,5.147183,5.582582,6.9369125,3.8784137
t409,12.729954,12.065159,3.281005,7.141018,7.917055,4.813304,4.2565656,5.969218,3.675895,6.012596,5.106066,4.162088,5.976006,3.2522428,2.91526,4.190181,7.150049,2.6383533,4.9289675,4.2512097,5.50995,5.231255,5.3226566,4.9550443,4.9642386,4.577304,6.1181626,4.7883344,3.1720629,4.6350594,4.816586,5.9749966,4.7282443,4.424534,6.443344,6.4320955,3.9008543,4.4824357,5.187741,5.593925,6.9964194,3.893263
t410,12.735049,12.055723,3.294646,7.135543,7.909012,4.8171797,4.250261,5.9681144,3.6681094,6.002993,5.10232,4.167613,5.9790425,3.2482312,2.9179876,4.1772704,7.14475,2.6329129,4.934866,4.2652164,5.520573,5.2217774,5.329468,4.971067,4.951124,4.5649614,6.122362,4.787553,3.1859677,4.622749,4.822693,5.9701433,4.7169275,4.41927,6.4418087,6.4440002,3.9137425,4.484763,5.194232,5.5913777,6.9908476,3.8854907
t388,12.673507,11.996139,3.3305092,7.178644,7.5452223,4.740368,4.219753,6.076053,3.6973546,5.9554133,5.0515413,4.10523,5.9275694,3.2288096,2.9275768,4.1186643,7.131128,2.6155324,4.977154,4.284084,5.5716867,5.179051,5.316027,5.0116277,4.927306,4.562599,6.067854,4.7385206,3.2252955,4.617097,4.8216343,5.9680905,4.7170734,4.442823,6.5086966,6.450816,3.9605465,4.454708,5.1472044,5.5818934,6.9350433,3.8769772
t415,12.772234,12.014397,3.3430762,7.136671,7.9710646,4.7924814,4.2383404,5.9762173,3.671178,5.974233,5.0821133,4.144241,5.955842,3.23204,2.9182508,4.14212,7.114185,2.6252553,4.983615,4.306761,5.566928,5.1814384,5.340173,5.0179543,4.9028444,4.5221024,6.121672,4.764193,3.228672,4.571612,4.8322,5.957148,4.6857204,4.4091134,6.438029,6.4777865,3.9629912,4.476936,5.184278,5.583948,6.9592276,3.8804235
t416,12.727546,12.041259,3.317172,7.1227126,7.877835,4.7996206,4.22736,5.9890604,3.6602767,5.9768753,5.083182,4.151395,5.9710474,3.2555747,2.936358,4.151017,7.118067,2.6152098,4.95961,4.2746725,5.537649,5.212995,5.346512,4.9904904,4.930858,4.5576296,6.131686,4.7746687,3.1899621,4.610726,4.8433595,5.960175,4.722487,4.4238086,6.4547653,6.4617023,3.934009,4.4912243,5.2000604,5.5877566,6.9870477,3.8763664
t359,12.644139,11.964638,3.3503504,7.1884513,7.417602,4.715141,4.201687,6.1165895,3.7009935,5.9331036,5.0304823,4.089396,5.9146814,3.2213566,2.9358182,4.088766,7.126298,2.6027915,4.9920087,4.2973585,5.5957947,5.1599574,5.317189,5.0371957,4.913651,4.5571766,6.0492783,4.72306,3.247307,4.6105785,4.8273573,5.963181,4.711292,4.4480357,6.531458,6.460382,3.9853573,4.4487247,5.1366844,5.5759254,6.9127192,3.866813
t413,12.745441,12.043356,3.3030844,7.145864,7.944621,4.8099785,4.2492757,5.9698825,3.6776426,5.9999046,5.0990586,4.158246,5.964413,3.2443135,2.9158359,4.1714525,7.1369424,2.6370747,4.9499583,4.273877,5.532995,5.2107244,5.329061,4.976472,4.941582,4.555917,6.1137524,4.778604,3.1975968,4.613322,4.8176746,5.968382,4.7116165,4.419814,6.4326615,6.449537,3.92394,4.4788756,5.1799626,5.589239,6.9792166,3.8861988
t414,12.707264,12.061275,3.319311,7.114752,7.9466143,4.8087893,4.2074223,5.957032,3.6506727,5.957862,5.0699306,4.1595016,5.9849443,3.281139,2.9664795,4.140334,7.1114388,2.5828164,4.925676,4.252816,5.522387,5.236429,5.3596954,4.9836473,4.9415236,4.602758,6.1418815,4.7778482,3.164123,4.64744,4.8667874,5.958137,4.76301,4.4486375,6.4834757,6.4756265,3.919026,4.512445,5.201909,5.5924845,7.0028143,3.8694205
t318,12.731677,12.059425,3.2841098,7.146456,7.926332,4.8119874,4.2542143,5.9707546,3.6801095,6.0101986,5.103323,4.15957,5.9703894,3.2501853,2.9160645,4.1846724,7.1478086,2.637929,4.9326816,4.2561154,5.5155444,5.2255135,5.3224316,4.95752,4.9606404,4.574959,6.112815,4.783282,3.1787682,4.6340766,4.8157744,5.9743953,4.726937,4.42695,6.440811,6.4346633,3.9047003,4.4796176,5.1813135,5.592576,6.9895883,3.8910613
t301,12.148748,11.681728,3.449276,7.030106,6.725536,4.799162,3.9819033,6.1208143,3.359687,5.963106,5.071685,4.316258,6.025953,3.2101288,2.9940143,3.9897766,7.1325808,2.671176,5.0151167,4.4074407,5.6250877,5.1182647,5.500131,5.1639395,4.7979302,4.4678574,6.1062455,4.8337584,3.3781385,4.580158,4.8853965,5.8769155,4.5853987,4.343508,6.3999863,6.662727,4.063224,4.559793,5.3245387,5.5454187,6.9520354,3.6329885
