"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112"
"t73",0.0601620962457905,0.0490335863315702,-0.00075060413870953,0.128873092978135,0.0534364778092195,-0.318624099439844,-0.091767620336929,0.0270723323175848,0.0040041280746914,-0.0197298157748177,-0.00343833287765776,1.10800694378118e-05,-0.000451197120977493,0.0208094601706934,0.0326936134225777,-0.000333158150183251,1.52439965371218e-06,0.000867347955819955,-0.00249460765186575,0.000131803399560546,0.00805155074611557,0.00475191066459472,-0.00771751617648207,0.0151809949421119,-0.0253887934287264,-0.00130016091944803,-0.000298966668187877,-0.000256598968336681,-0.00583517001353032,0.00689688795232412,-0.210960764030219,-0.038997192269501,0.0120158390106437,0.00059975655525242,-0.000165426738964995,0.00977594902414821,-0.0561041559027108,-9.20603615502804e-16,0.000183641659739074,2.34370707814173e-06,-0.191850909726221,0.00162899429764213,7.25130486800216e-06,-1.70576660399825e-05,0.000651979627941092,-0.000894076234856589,-0.0537689551811375,1.87105163157301e-06,2.47291515321864e-07,-5.69829348685192e-16,-0.000103809915585675,-1.72921898437468e-05,-9.57571528889552e-08,-2.5949001914188e-16,3.68321539663327e-17,-5.15037568343444e-06,-4.03667228679306e-06,0.000111638374725073,7.81696449815564e-17,-0.00373304782960177,-0.512665540281598,3.71302667425768e-15,-7.68920473313134e-05,-6.31062506957026e-15,0.000212665990764339,6.01997822406337e-05,6.7328840540799e-16,4.02583742896328e-05,-0.000127014727175523,1.96896843367675e-08,6.82594558683216e-07,-8.38259423484398e-07,-2.96616875680183e-15,-2.82177145974623e-06,-3.29255488207938e-07,-1.25288765605662e-15,-3.78313824347248e-08,5.86637821290801e-16,1.00986274719743e-06,9.7782679211051e-08,-2.51329170713023e-06,2.96136541089011e-06,-4.65806500043545e-05,-0.000151887163379732,2.05892953515399e-15,-1.15573056189149e-15,-3.5173344805994e-15,-2.86989276186583e-14,-0.707106781186547,-2.97713867189508e-15,-7.5304269580209e-15,-2.70049513949524e-15,-1.90125880559377e-15,-1.82585786505122e-15,-6.98198401195591e-09,-1.04640370658261e-05,9.90056502918992e-06,-1.10639856282702e-15,-1.51789985534212e-06,-9.00243261512737e-10,-1.36299732756895e-10,-1.23081419057779e-14,7.14664857548247e-16,-8.95729834430907e-16,-8.40600177835698e-16,3.35105080168717e-15,-3.09091539722877e-15,-4.29172291826869e-15,-7.19606727133615e-15,6.68754542783212e-16,-3.01950471533199e-14,1.008612896199e-14
"t48",0.0595603930317938,0.0476295462893205,-0.000717319002506433,0.121477786748052,0.049832834490939,-0.290989882954525,-0.083455980959986,0.0241251936426871,0.00350200763640961,-0.0164644330637113,-0.00285319776790354,9.01154361464255e-06,-0.000350045534925964,0.0147219920644013,0.0222285565630539,-0.000213275050989342,9.73613496140641e-07,0.000503504415674003,-0.00138844674258156,6.78165925348791e-05,0.00386149600237921,0.00180882444888363,-0.00273213851696766,0.00479924798780164,-0.00756235730512832,-0.000300096109815924,-4.99120888677113e-05,-4.01578116856609e-05,0.000664700769427223,-0.000859606568106284,0.0486171259904987,0.0160348674815242,-0.00633685145696045,-0.000372726917938943,0.000118523587877961,-0.0103675191387899,0.067086787342938,1.05749946891489e-15,-0.000286008860193192,-4.58997353112399e-06,0.473473024819749,-0.00408824022082068,-2.21966467687656e-05,6.59668480172792e-05,-0.00314214161128244,0.00532719623760805,0.378006471964675,-2.92301161766596e-05,1.44917745920479e-05,9.1871715951067e-16,-0.0010075024979437,-0.000138151766553629,-7.55026369552359e-07,6.61685728759289e-16,-6.9246139226741e-16,-3.97044402386747e-05,-3.10177686337093e-05,0.000862447611145889,8.87073452350938e-18,0.00116864423882436,0.0191454124878348,3.62777110374065e-16,-9.83639953807142e-05,-1.09968720249158e-15,0.000405453329914672,0.000115465092101925,-6.49138691289429e-16,8.00564252015819e-05,-0.000257849740803506,4.07681820021769e-08,1.41465856529337e-06,-1.74445206327194e-06,-0.707106781186547,-5.87478677820458e-06,-6.85409058076292e-07,-7.11869290413271e-15,-7.8643713266862e-08,1.67075522859577e-15,2.09234794391112e-06,2.02365259616781e-07,-5.18250778041521e-06,6.10344547227728e-06,-9.59040868194457e-05,-0.000312019976843668,-7.98015938571709e-16,-8.64663026547595e-16,1.70097057880157e-16,-1.80288309016688e-15,1.96063002046412e-15,2.1922675075931e-15,-7.05800123350445e-17,-2.86595019073047e-16,-8.9688392665842e-16,-2.74831834807764e-16,-1.31992465126169e-08,-1.97772659095441e-05,1.86265080940191e-05,-1.4809258679303e-15,-2.84969407457874e-06,-1.68683300484366e-09,-2.54755015078493e-10,-2.15753938776434e-15,-1.26988154324867e-15,-8.42131855097248e-16,-6.8242142740155e-16,3.9176011114629e-17,-2.86748688285085e-15,-2.90509557620116e-15,-8.07762173107779e-15,6.85457273834045e-16,-3.06014748671361e-14,9.23063226450846e-15
"t49",0.0595603930317938,0.0476295462893205,-0.000717319002506438,0.121477786748052,0.049832834490939,-0.290989882954525,-0.083455980959986,0.024125193642687,0.00350200763640961,-0.0164644330637114,-0.00285319776790368,9.01154361456754e-06,-0.000350045534925943,0.0147219920644014,0.0222285565630539,-0.000213275050989306,9.73613495976709e-07,0.000503504415674077,-0.00138844674258143,6.78165925348848e-05,0.00386149600237912,0.00180882444888363,-0.00273213851696726,0.00479924798780185,-0.00756235730512828,-0.000300096109816002,-4.99120888669656e-05,-4.01578116857131e-05,0.000664700769426842,-0.000859606568106024,0.0486171259904985,0.0160348674815242,-0.00633685145696068,-0.000372726917938968,0.000118523587877837,-0.01036751913879,0.0670867873429385,1.16951108067947e-15,-0.000286008860193065,-4.58997353141017e-06,0.473473024819749,-0.00408824022082058,-2.21966467684291e-05,6.59668480177269e-05,-0.00314214161128334,0.00532719623760788,0.378006471964676,-2.9230116176518e-05,1.44917745919474e-05,4.22586245381212e-16,-0.00100750249794335,-0.000138151766554379,-7.55026369109317e-07,-3.32310822974052e-16,8.81641723953545e-17,-3.970444023854e-05,-3.10177686333848e-05,0.000862447611145181,-9.59917663920461e-17,0.0011686442388253,0.0191454124878338,-6.36423611788848e-16,-9.83639953835384e-05,1.09083486679811e-15,0.000405453329916441,0.000115465092102814,1.05699003541825e-15,8.00564252042287e-05,-0.000257849740796838,4.07681829369219e-08,1.41465857044464e-06,-1.74445206711088e-06,0.707106781186547,-5.87478719116943e-06,-6.8540906341509e-07,7.05595724643294e-15,-7.86437141710866e-08,-1.65589796379004e-15,2.09234794269911e-06,2.02365249387711e-07,-5.18250777988005e-06,6.1034454714058e-06,-9.5904086814024e-05,-0.000312019976842378,9.99157582539959e-16,-2.34220295584556e-16,8.53578107422211e-16,6.73868352661874e-16,-2.84455399110857e-15,1.74817829774303e-15,-1.15291614505278e-16,4.23774244440126e-16,-5.51717331937827e-16,1.44807688610014e-16,-1.31992463844681e-08,-1.97772659097003e-05,1.86265080941923e-05,-1.02946123299913e-15,-2.84969407403228e-06,-1.68683292896814e-09,-2.54755041788194e-10,3.5151085870404e-17,-2.86582714114741e-15,-7.55477738661588e-16,-5.73567432314657e-16,-9.96018658301777e-17,-2.97511145447181e-15,-3.20693746020977e-15,-7.16168773576209e-15,5.00896010491264e-16,-3.03103747672629e-14,1.00944613764812e-14
"t24",0.057543463224251,0.0426771714524755,-0.000592749758183086,0.0918219758782665,0.0341953523887329,0.093248512352762,-0.0780010632613288,0.0103860191263772,0.000400900894366801,0.350961575631413,-0.0415133740984188,2.67429863069557e-05,-0.00054654908969513,0.015650839421028,0.0212986062302596,-0.000178208934938637,8.0952090930099e-07,0.00179633825572993,-0.000859513503726742,3.56314700775998e-05,0.00172948785320286,0.000405805122783383,-0.000438750682361798,0.000310184507834596,-0.000115685727196505,5.81451256417729e-05,0.000105523862204244,2.14567189644235e-05,0.000603163067955629,-0.000693731947990236,0.0127116649738207,-0.00229487208539385,0.00804299060583257,0.000137746285541328,-5.48683792374657e-05,0.00660810921301519,-0.0432290438522309,-8.59621899543625e-16,0.0001305971960188,-8.84849491466589e-07,0.000709464865398229,0.00278853412060653,0.0219138884115119,-0.00241552198607953,0.10143274374211,-0.905030490353464,0.0140869794639134,0.000872591512119847,0.00134709814253395,2.58436498002196e-16,-0.0600847655003394,-0.00100489647995394,-5.54390307032915e-06,2.67783674484781e-17,-1.26824433122194e-16,-0.000290587632431661,-0.000226235961018104,0.00593972386657081,1.26665975994911e-16,0.00534478283538268,5.25330472135346e-05,5.27763887624524e-16,-0.000491477412088177,-4.69920005269524e-16,0.00183266717683045,0.000520090692979902,2.48376446033464e-16,0.00146770139646023,-0.00109955108927262,1.66971971246558e-07,5.77403441056452e-06,-6.9463181657627e-06,-1.09525221532677e-16,-2.32241041872898e-05,-2.66708964967988e-06,-7.99139976107818e-17,-3.01516881948127e-07,1.11459324175171e-16,7.8879517883467e-06,7.60176310856243e-07,-1.94340368833013e-05,2.29365072153697e-05,-0.000364080117234645,-0.00443152533405114,2.0357130080817e-16,-6.3470415559628e-16,4.32116268929875e-16,-8.2838790487031e-16,-1.31807923710978e-16,1.25867065684107e-15,-7.62519717630248e-17,7.27051771947911e-17,-5.13288246253544e-16,2.57520683143355e-16,-4.14629924435467e-08,-0.00380972185828677,5.54495604696746e-05,-1.1411725195627e-15,-8.45888317228378e-06,-4.9923738461672e-09,-7.51062885837874e-10,-6.75733345812378e-16,-1.75223921622569e-15,-9.85239406843271e-16,-5.41990677647225e-16,1.90639982492971e-17,-2.70420661508465e-15,-3.09192538722873e-15,-6.86452388458592e-15,4.39825110943469e-16,-3.0452248859893e-14,9.64620639202934e-15
"t84",0.0584909387295093,0.0447438487206772,-0.000638248802861334,0.101124489388238,0.038330163827333,0.108197193101655,-0.0911403073387096,0.0125526610282919,0.000499960427703779,0.473835474260852,-0.056587338696053,3.77315760731737e-05,-0.000837044733291217,0.0282850019576432,0.0414448550800984,-0.0003892866683266,1.77636846890837e-06,0.00478866465196295,-0.00250971760651579,0.000124674976709372,0.00722535953800416,0.00365821241830385,-0.00569010034653541,0.0105042509067637,-0.0170203208100454,-0.000770835610764541,-0.000693843533220485,-0.000130455081572774,-0.00127954980283638,0.00143617064413608,-0.0213248045866097,0.0029369587043571,-0.00898003259437196,-0.000139761167882566,5.10811569183562e-05,-0.00479763050299706,0.029018977880731,2.20230588084416e-16,-7.36568748958561e-05,4.29234005564553e-07,-0.000296302347327356,-0.00115219813430118,-0.00799195357488789,0.000764971367524749,-0.0283273110458846,0.225622059732496,-0.00323283587049197,-0.000145099523130511,-0.000128082262969579,-1.54906479571176e-16,0.000284757499775091,-3.03434769365825e-05,-1.88953274304579e-07,-4.08305729784288e-17,1.53942214941699e-16,-1.24908088128796e-05,-1.01486292550797e-05,0.000376376876906002,-1.98834841174658e-16,0.000702323392069068,6.99556561951521e-06,-4.22428996075732e-16,-7.31485685434638e-05,2.489234335189e-17,0.000318357442247001,9.08589835316546e-05,1.84189800603604e-16,0.000267505463130136,-0.000207745827608012,3.35206027296792e-08,1.16496154799911e-06,-1.45174455223407e-06,-3.24002958079083e-18,-4.90340201212162e-06,-5.75660296729132e-07,3.12907472293912e-16,-6.64437180392628e-08,-2.10199182269178e-17,1.78260975095124e-06,1.72911750770496e-07,-4.49687100970088e-06,5.31811132509588e-06,-8.47642739190865e-05,-0.00104016032995318,2.30979458272774e-15,-3.88277180918626e-16,8.7909477777296e-17,-4.57820229574388e-15,-1.16707664667482e-15,-1.59659962754396e-14,6.12825162354766e-16,1.24314303966207e-14,-3.05020950534473e-15,-2.32252720597376e-14,3.690456636221e-07,0.818469525440359,4.63294083851244e-05,-6.81591338893222e-15,-5.7467545775516e-06,-3.01471246262633e-09,-4.11439412689507e-10,8.97311543906682e-15,1.55398211495539e-14,1.29091398264488e-14,9.59198022041339e-17,1.17922913469787e-15,-2.79721759673342e-15,-8.2722893787538e-16,2.54618394156971e-15,1.27177556950831e-15,-3.0065438279267e-14,1.01141400861879e-14
"t96",0.0585077557805541,0.0447799937836247,-0.00063903493308373,0.10128363136123,0.0384003684904512,0.108447424211327,-0.0913596365383659,0.0125883569455243,0.000501573604849216,0.475782629444873,-0.0568254730892966,3.79033026459785e-05,-0.000841477450560647,0.0284700140654642,0.0417352449180506,-0.000392262767292749,1.78998963462716e-06,0.0048295427004542,-0.00253198761977226,0.000125851888087004,0.00729679512284677,0.00369863500735736,-0.00575462304746792,0.010627528846873,-0.0172232220957118,-0.000780523779802083,-0.000702962098068455,-0.000132181301000148,-0.00129908293781125,0.00145819570821218,-0.0216658973509086,0.00298686436590173,-0.00913773314635488,-0.000142275002552706,5.20204209659941e-05,-0.00489186107268088,0.0296011983266778,3.36736988404738e-16,-7.52068349919487e-05,4.38647160656863e-07,-0.000303069628555005,-0.00117858920834394,-0.00818118961964608,0.000783759325410709,-0.0290453009812421,0.231499662667381,-0.00331869543008727,-0.000149228837184256,-0.000132091330563851,-7.78971959325319e-18,0.000295219938032666,-3.15507217332379e-05,-1.96544025178541e-07,5.95196504923501e-17,2.83232160298356e-16,-1.30041907673342e-05,-1.05678100990328e-05,0.000392742186145354,3.30440867222283e-16,0.000741298491152587,7.38686000189296e-06,1.89851597865291e-16,-7.75598857683984e-05,1.38405188428074e-16,0.000340500680066323,9.72192066462721e-05,4.06843245972113e-16,0.000287219448300623,-0.000223829080142707,3.63839722759007e-08,1.26538681077966e-06,-1.58601930682917e-06,-3.09296574312194e-16,-5.36726082886509e-06,-6.33073013399118e-07,2.64346091607547e-16,-7.34518402099524e-08,-5.08044121045845e-16,1.98600847890522e-06,1.93093045880523e-07,-5.05750112798345e-06,5.98680727501126e-06,-9.56138626397406e-05,-0.00117839532944282,-6.74647936717889e-16,-5.08494073125108e-16,1.04724810733082e-15,3.08160168192443e-15,2.08687389898196e-16,1.22198924703451e-14,-2.52932483574089e-16,-5.44054105041165e-15,1.34419348715565e-15,1.58139005139727e-14,-2.02650642602614e-07,-0.406259096448517,4.57796921924397e-06,4.73328565771915e-15,-1.37127300316961e-06,-1.00657572921797e-09,-1.74296445576838e-10,-6.40468070253692e-15,3.51144224884063e-13,0.70710678118654,2.54138378259728e-15,2.20819396349621e-14,-4.24134266588015e-15,-2.4242426019197e-15,-1.37632598472556e-14,1.12138038661941e-16,-3.03018721283507e-14,8.93494573217228e-15
"t97",0.0585077557805541,0.0447799937836247,-0.000639034933083751,0.10128363136123,0.0384003684904512,0.108447424211327,-0.0913596365383659,0.0125883569455244,0.000501573604849255,0.475782629444872,-0.0568254730892966,3.79033026459991e-05,-0.000841477450560543,0.0284700140654641,0.0417352449180505,-0.000392262767292746,1.78998963469828e-06,0.00482954270045421,-0.0025319876197723,0.000125851888087015,0.00729679512284673,0.00369863500735733,-0.00575462304746774,0.0106275288468729,-0.0172232220957118,-0.000780523779802015,-0.000702962098068465,-0.000132181301000137,-0.00129908293781158,0.00145819570821244,-0.0216658973509087,0.00298686436590199,-0.009137733146355,-0.000142275002552467,5.20204209661303e-05,-0.00489186107268077,0.0296011983266777,3.15240560995175e-16,-7.52068349917005e-05,4.38647160589073e-07,-0.000303069628554593,-0.00117858920834382,-0.00818118961964586,0.000783759325410203,-0.0290453009812424,0.231499662667381,-0.00331869543008735,-0.000149228837184276,-0.000132091330563784,4.77214315311861e-17,0.000295219938032656,-3.15507217331109e-05,-1.96544025445037e-07,1.56664162203011e-16,5.67558831680575e-18,-1.30041907672581e-05,-1.05678100990026e-05,0.000392742186145765,-1.54871399489271e-16,0.000741298491152733,7.38686000197151e-06,-5.99485825668322e-17,-7.75598857681355e-05,1.76569104900311e-16,0.000340500680066268,9.72192066461784e-05,2.16099474767825e-16,0.000287219448300112,-0.000223829080142846,3.63839737072237e-08,1.26538681020027e-06,-1.58601930645231e-06,-1.09241352573264e-17,-5.36726082850397e-06,-6.33073013300516e-07,-9.81901328090318e-16,-7.34518415769145e-08,7.67510460990827e-16,1.98600847843213e-06,1.93093044180962e-07,-5.05750112694955e-06,5.98680727440896e-06,-9.56138626403926e-05,-0.00117839532944279,-6.4689236110182e-16,-1.12135572042522e-15,2.04172501008141e-16,1.11789470710782e-15,8.81962007208949e-16,7.60552802424677e-15,-7.69332612853832e-16,-6.43280282314819e-15,-3.32586504954196e-16,7.59113113969809e-15,-2.02650641341318e-07,-0.406259096448493,4.5779692164628e-06,-1.68010478578994e-15,-1.37127301758797e-06,-1.00656757149913e-09,-1.7431149543484e-10,-4.75322395340712e-15,-3.73082009654542e-13,-0.707106781186555,-3.99209072730001e-15,-2.30902511371261e-14,-1.65476265053681e-15,-5.85899578899754e-15,-1.02938128953019e-14,5.43461494948918e-16,-3.0824814973636e-14,9.80068163291805e-15
"t15",0.0583954985748677,0.0449455801758691,-0.000653274467908358,0.106693069406043,0.0419739697876382,0.134969778779668,-0.1184560213337,0.0231848077199832,0.00334380203991697,-0.0878340960285332,0.00626525679003154,1.73412139756804e-06,-0.00014038254276944,0.00526369143642631,0.00718651723890761,-5.88083756824372e-05,2.67014477811287e-07,0.0327678585357795,-2.59969726378456e-05,-5.4031427776163e-08,-0.000205855868022631,-0.000431214717711867,0.000809096120557714,-0.00185425219869353,0.00328410163083059,0.000194799492203237,0.00523596378275636,3.94123203878856e-05,0.000680993155582903,-0.000777055526401256,0.0135312348607585,-0.00269434110098353,0.0537436555841315,2.77238172472973e-05,-2.43577383668077e-05,0.00340960165443197,-0.0217783909377153,-3.34799535871928e-16,5.98815512071925e-05,-3.59116139220443e-07,0.000243644019004015,0.000944124607051022,0.0060980599304881,-0.00048573362557387,0.0125212299978278,-0.0410145704865211,-0.000238340448816556,-0.000269379037753471,-0.00143491762453036,3.40264968016705e-15,0.95596086019144,-0.00851822543332834,-4.09871253398626e-05,-7.40613564343275e-16,1.82932276715797e-16,-0.0016789514600857,-0.00125172115661761,0.0236278685293091,5.2819805403175e-16,0.0118691979936285,0.000115600626642543,-1.44287903623691e-15,-0.00100499249471822,-1.96114918479175e-15,0.00344902937432853,0.000977740257309333,-2.41832598238753e-16,0.0284869010843155,-0.00190222199483584,2.85337545806679e-07,9.85404843376211e-06,-1.17719796416697e-05,-2.87406867650031e-16,-3.93323389118748e-05,-4.52870561786244e-06,-5.85401326056442e-16,-5.17954123638396e-07,5.93775636233198e-16,1.41878883517682e-05,1.40336856092261e-06,-4.26898980071208e-05,5.28389248693355e-05,-0.000974809529895681,-0.0995737992306288,3.53079683447224e-16,-5.74935835569506e-16,-8.99317245910877e-17,-7.28547987421395e-16,6.52245840793834e-17,9.76032313195167e-16,7.12449758138233e-17,2.83503732493353e-16,-3.84610765085608e-16,-3.78183449374111e-16,-4.96506848719754e-08,-0.000276132878267986,6.909901461945e-05,-1.0160090101905e-15,-1.05171636491391e-05,-6.19597628352189e-09,-9.30192499985368e-10,-1.55741549368978e-15,-2.29150078189271e-15,-8.09921017772564e-16,-5.40648670138598e-16,2.91463507507983e-16,-2.76661636162639e-15,-3.2292804199367e-15,-6.63122313137423e-15,4.86755587202904e-16,-3.06587075787768e-14,9.51365667886036e-15
"t82",0.0598845100308236,0.0483582589300855,-0.00073278055243247,0.123999701634863,0.0501646570332518,0.17045404315651,-0.151290138405464,0.0312781502394882,0.00474921121890491,-0.142572215871815,0.0103387539693829,3.03837512405252e-06,-0.000285121232898013,0.01482242657605,0.0238237169505933,-0.000259896204264924,1.19461261917104e-06,0.281208616401089,-0.000353803088770206,5.04172353807254e-05,0.00330785389447052,0.00182672567651775,-0.00283811586506722,0.0051467424197716,-0.00818986210617026,-0.000296500105081837,0.547996370445315,-0.000246294698474252,-0.000869685118816746,0.000975988844797266,-0.0147275909459161,0.00243429275169915,-0.0441527222060318,-2.12990559645294e-05,1.76138867938385e-05,-0.00206863797769469,0.0125021300885213,7.49954513301471e-17,-3.04172109373893e-05,1.64264869686856e-07,-0.000100580016287546,-0.000386926041678591,-0.00229804439971438,0.000166831210949728,-0.00396805820913845,0.0121108250031231,6.69291375920509e-05,6.29408246220805e-05,0.000256234466631304,-1.98215401583411e-16,-0.100646551148373,0.000645145372036989,2.96750677385196e-06,1.72835750817238e-16,2.02806364741373e-16,0.000108666078848286,7.89823525119688e-05,-0.00110868787600253,-7.46567880920016e-17,0.000182334503010122,1.97153100609451e-06,3.90961332940465e-16,-3.25393998641507e-05,-1.14854285188715e-16,0.000200309274474543,5.78285317287298e-05,1.37248163931688e-16,0.0019234915451275,-0.000143136387968389,2.57112696400544e-08,9.0135552365065e-07,-1.20141924500518e-06,-1.0707733445758e-15,-4.15085756973787e-06,-5.16565667827469e-07,5.69589468690023e-17,-6.43144992076329e-08,-7.96074126491733e-16,2.02514410337325e-06,2.10577611087947e-07,-7.9074818703465e-06,1.01936628858208e-05,-0.000208788587405443,-0.0321750864366844,8.6119856952083e-16,-3.65691097729422e-16,-8.98997543052158e-16,-1.51852651681471e-15,-1.93241054079009e-15,5.77303800715163e-15,-7.42877924542008e-16,2.79222141047095e-16,9.57497185705215e-15,0.707106781186547,-8.88962721383151e-09,-4.94940010028194e-05,1.264564615323e-05,-2.60652546810356e-15,-1.94277866807799e-06,-1.15428440978147e-09,-1.75115876410704e-10,-2.70197109154742e-15,-5.63109852174049e-15,-4.91820567422014e-15,-1.20940065986112e-15,1.80382492424845e-15,-2.96367406445166e-15,-3.05800210025679e-15,-4.65613296446772e-15,3.09728288299712e-16,-2.99103111923522e-14,1.04942204302966e-14
"t83",0.0598845100308236,0.0483582589300855,-0.000732780552432467,0.123999701634863,0.0501646570332518,0.17045404315651,-0.151290138405464,0.0312781502394882,0.00474921121890497,-0.142572215871815,0.0103387539693829,3.03837512431101e-06,-0.000285121232897991,0.01482242657605,0.0238237169505933,-0.000259896204264922,1.19461261927339e-06,0.281208616401089,-0.00035380308877013,5.04172353806856e-05,0.0033078538944705,0.00182672567651785,-0.00283811586506723,0.0051467424197718,-0.00818986210617052,-0.000296500105081733,0.547996370445316,-0.000246294698474262,-0.00086968511881638,0.000975988844797397,-0.0147275909459162,0.0024342927516994,-0.0441527222060319,-2.12990559646035e-05,1.76138867938181e-05,-0.00206863797769469,0.012502130088521,6.72454730914306e-17,-3.04172109371926e-05,1.64264869697537e-07,-0.000100580016287399,-0.000386926041678636,-0.00229804439971443,0.000166831210949705,-0.00396805820913885,0.012110825003123,6.69291375915609e-05,6.29408246219166e-05,0.000256234466631217,-1.14948674694894e-16,-0.100646551148373,0.000645145372037146,2.96750677404438e-06,7.56912358772895e-17,-7.47492531642087e-17,0.000108666078848236,7.89823525119715e-05,-0.00110868787600222,-5.06546069018709e-17,0.0001823345030101,1.97153100633371e-06,5.96291490456879e-17,-3.25393998638651e-05,7.03935195472016e-16,0.000200309274475154,5.78285317292659e-05,3.41607868939376e-16,0.00192349154512791,-0.000143136387967244,2.5711268231947e-08,9.01355523268577e-07,-1.20141924463048e-06,-7.15726221191377e-17,-4.15085756957291e-06,-5.16565667772534e-07,-5.33426413824256e-16,-6.43144988576524e-08,8.64357247265491e-16,2.02514410318724e-06,2.10577614890297e-07,-7.9074818713405e-06,1.0193662885573e-05,-0.000208788587403388,-0.0321750864366828,-3.65250927995052e-16,-8.96970164737704e-16,1.95982674395979e-15,9.66464862528466e-16,1.80072846928617e-15,-2.69241255561519e-15,5.23637609708159e-16,-1.22114252808095e-17,-1.07742344089068e-14,-0.707106781186547,-8.88965308223186e-09,-4.94940010431346e-05,1.26456461599945e-05,-7.85974577266141e-17,-1.94277866178393e-06,-1.15428841091482e-09,-1.75115885660145e-10,1.39197631175769e-15,1.91147915180654e-15,3.35296771901161e-15,-7.20312045734105e-18,-1.70725597223697e-15,-2.7988805972187e-15,-3.07187982924331e-15,-1.0012959058284e-14,4.94288736781687e-16,-3.09525078135239e-14,8.79276589029917e-15
"t36",0.0595580515520331,0.0476170634556797,-0.000715649517665113,0.120295260053616,0.0484204025338808,0.162971573701851,-0.144380136036535,0.0295908797211328,0.00445872858793381,-0.131496982706327,0.00951664299141051,2.77752088202531e-06,-0.000256780805576475,0.0130279199513474,0.0207582948892271,-0.000223923686905972,1.02886811960759e-06,0.239028905072359,-0.000299511680852158,4.24770059680266e-05,0.00278392134810217,0.00157087684151457,-0.00248258490177166,0.00469260922761383,-0.00770958566754004,-0.000387572476929281,-0.25944703994265,2.69565574046558e-05,-0.000467917698529372,0.000526198462964065,-0.0079969767100367,0.0013040970807937,-0.0233048184371575,-1.10927332066527e-05,9.04528359019951e-06,-0.00100904238626233,0.00598016238733094,9.19241600341424e-17,-1.38492186886767e-05,7.11865031300798e-08,-4.12373231364837e-05,-0.00015797049963438,-0.000891026565215527,6.06761146913209e-05,-0.00135618642833698,0.00389656392191803,2.05526721385823e-05,1.57792603380083e-05,4.15035109568209e-05,-1.06192920326166e-16,0.00226355374675869,-8.67810272531186e-05,-4.42814821922317e-07,7.67523873248341e-16,2.45894479048601e-16,-2.01010791432546e-05,-1.5236017776337e-05,0.000310128517000918,-3.6953277747652e-16,-0.000152210389234868,-1.691453576861e-06,-5.57568975632653e-17,3.58188265735467e-05,1.0448790513287e-15,-0.000341620358468943,-0.000100525837436775,1.66406898600697e-16,-0.00389679481255792,0.000335883656185115,-8.14500166403445e-08,-2.93837001184068e-06,4.91954021073935e-06,-9.04389273518609e-16,1.83449565819155e-05,2.75456101315988e-06,4.24445627424718e-15,4.25854194220643e-07,-1.4731897551711e-15,-1.90524333745206e-05,-2.22505361327066e-06,0.000124735377017224,-0.000170969740699377,0.00401978275675893,0.881470245210543,-1.47184827660862e-15,-7.33515822900619e-16,1.14109765468133e-15,1.49754636525005e-15,-1.28728430486381e-15,4.28044195311143e-15,-7.98813373475898e-16,-4.9714369840317e-16,-8.88262664455087e-16,1.11008557034765e-15,-3.29578185568843e-08,-0.00018308587056023,4.48646107746362e-05,-7.94347422672961e-16,-6.76771930722297e-06,-3.95577488139428e-09,-5.88369387806802e-10,1.60052496196743e-16,-2.28589574256332e-15,-7.48326588811666e-16,-8.05191472324966e-16,4.3736218786082e-16,-2.27171466342189e-15,-2.36339450666629e-15,-6.84740088088292e-15,5.15736050163584e-16,-3.08645467236282e-14,1.06133754176255e-14
